"207384_at"	"201681_s_at"	0.224
"207384_at"	"210469_at"	0.224
"207384_at"	"202415_s_at"	0.068
"210382_at"	"207577_at"	0.243
"210382_at"	"207578_s_at"	0.243
"210382_at"	"216939_s_at"	0.243
"210382_at"	"211201_at"	0.211
"210382_at"	"200744_s_at"	0.223
"210382_at"	"200745_s_at"	0.223
"210382_at"	"200746_s_at"	0.223
"210382_at"	"220538_at"	0.196
"210382_at"	"200852_x_at"	0.183
"210382_at"	"213245_at"	0.201
"210382_at"	"215340_at"	0.201
"210382_at"	"215348_at"	0.201
"210382_at"	"214510_at"	0.245
"204144_s_at"	"205873_at"	0.576
"204144_s_at"	"213889_at"	0.576
"203396_at"	"218481_at"	0.262
"203396_at"	"205377_s_at"	0.134
"203396_at"	"205378_s_at"	0.134
"203396_at"	"210332_at"	0.134
"203396_at"	"207535_s_at"	0.121
"203396_at"	"209636_at"	0.121
"203396_at"	"211524_at"	0.121
"203396_at"	"201114_x_at"	0.526
"203396_at"	"216088_s_at"	0.526
"203396_at"	"201568_at"	0.173
"203396_at"	"201252_at"	0.375
"203396_at"	"200967_at"	0.111
"203396_at"	"200968_s_at"	0.111
"203396_at"	"202186_x_at"	0.187
"203396_at"	"202187_s_at"	0.187
"203396_at"	"204695_at"	0.172
"203396_at"	"204696_s_at"	0.172
"203396_at"	"201011_at"	0.218
"203396_at"	"202240_at"	0.143
"203396_at"	"207113_s_at"	0.088
"203396_at"	"205205_at"	0.086
"203396_at"	"202243_s_at"	0.526
"203396_at"	"202244_at"	0.526
"203396_at"	"202024_at"	0.03
"203396_at"	"218555_at"	0.317
"203396_at"	"212219_at"	0.412
"203396_at"	"212220_at"	0.412
"203396_at"	"212222_at"	0.412
"203396_at"	"201364_s_at"	0.251
"203396_at"	"201365_at"	0.251
"203396_at"	"214062_x_at"	0.131
"203396_at"	"214448_x_at"	0.131
"200678_x_at"	"205936_s_at"	0.202
"211284_s_at"	"205936_s_at"	0.202
"216041_x_at"	"205936_s_at"	0.202
"200678_x_at"	"207163_s_at"	0.126
"211284_s_at"	"207163_s_at"	0.126
"216041_x_at"	"207163_s_at"	0.126
"200678_x_at"	"206493_at"	0.245
"200678_x_at"	"206494_s_at"	0.245
"200678_x_at"	"216956_s_at"	0.245
"200678_x_at"	"216966_at"	0.245
"211284_s_at"	"206493_at"	0.245
"211284_s_at"	"206494_s_at"	0.245
"211284_s_at"	"216956_s_at"	0.245
"211284_s_at"	"216966_at"	0.245
"216041_x_at"	"206493_at"	0.245
"216041_x_at"	"206494_s_at"	0.245
"216041_x_at"	"216956_s_at"	0.245
"216041_x_at"	"216966_at"	0.245
"200678_x_at"	"207113_s_at"	0.146
"211284_s_at"	"207113_s_at"	0.146
"216041_x_at"	"207113_s_at"	0.146
"204581_at"	"204563_at"	0.259
"217422_s_at"	"204563_at"	0.259
"220674_at"	"204563_at"	0.259
"38521_at"	"204563_at"	0.259
"204581_at"	"221345_at"	0.305
"217422_s_at"	"221345_at"	0.305
"220674_at"	"221345_at"	0.305
"38521_at"	"221345_at"	0.305
"204581_at"	"214049_x_at"	0.267
"204581_at"	"214551_s_at"	0.267
"217422_s_at"	"214049_x_at"	0.267
"217422_s_at"	"214551_s_at"	0.267
"220674_at"	"214049_x_at"	0.267
"220674_at"	"214551_s_at"	0.267
"38521_at"	"214049_x_at"	0.267
"38521_at"	"214551_s_at"	0.267
"204581_at"	"207113_s_at"	0.258
"217422_s_at"	"207113_s_at"	0.258
"220674_at"	"207113_s_at"	0.258
"38521_at"	"207113_s_at"	0.258
"204581_at"	"205049_s_at"	0.42
"217422_s_at"	"205049_s_at"	0.42
"220674_at"	"205049_s_at"	0.42
