"205377_s_at"	"207613_s_at"	0.39175
"205377_s_at"	"213108_at"	0.39175
"205378_s_at"	"207613_s_at"	0.39175
"205378_s_at"	"213108_at"	0.39175
"210332_at"	"207613_s_at"	0.39175
"210332_at"	"213108_at"	0.39175
"205377_s_at"	"220138_at"	0.34225
"205378_s_at"	"220138_at"	0.34225
"210332_at"	"220138_at"	0.34225
"203872_at"	"200974_at"	0.643
"203872_at"	"215787_at"	0.643
"203872_at"	"200601_at"	0.3355
"203872_at"	"207163_s_at"	0.27975
"203872_at"	"202329_at"	0.18525
"203872_at"	"208674_x_at"	0.11275
"203872_at"	"208675_s_at"	0.11275
"203872_at"	"200094_s_at"	0.19875
"203872_at"	"204102_s_at"	0.19875
"203872_at"	"201122_x_at"	0.1785
"203872_at"	"201123_s_at"	0.1785
"203872_at"	"213753_x_at"	0.1785
"203872_at"	"201841_s_at"	0.31375
"203872_at"	"210150_s_at"	0.34625
"203872_at"	"200737_at"	0.3355
"203872_at"	"200738_s_at"	0.3355
"203872_at"	"217356_s_at"	0.3355
"203872_at"	"217383_at"	0.3355
"203872_at"	"211570_s_at"	0.04025
"203872_at"	"201033_x_at"	0.25125
"203872_at"	"208856_x_at"	0.25125
"203872_at"	"211720_x_at"	0.25125
"203872_at"	"211972_x_at"	0.25125
"203872_at"	"214167_s_at"	0.25125
"203872_at"	"200908_s_at"	0.192
"203872_at"	"217670_at"	0.192
"203872_at"	"214317_x_at"	0.271
"203872_at"	"217747_s_at"	0.271
"203872_at"	"216438_s_at"	0.3175
"203872_at"	"205177_at"	0.58325
"203872_at"	"206393_at"	0.6775
"203872_at"	"204083_s_at"	0.5435
"203872_at"	"212654_at"	0.5435
"203872_at"	"206769_at"	0.33875
"203872_at"	"205541_s_at"	0.20625
"203872_at"	"221021_s_at"	0.2615
"203872_at"	"209026_x_at"	0.156
"203872_at"	"211714_x_at"	0.156
"203872_at"	"212320_at"	0.156
"203872_at"	"214023_x_at"	0.31075
"200974_at"	"200601_at"	0.29375
"215787_at"	"200601_at"	0.29375
"200974_at"	"208960_s_at"	0.4845
"200974_at"	"208961_s_at"	0.4845
"200974_at"	"211610_at"	0.4845
"215787_at"	"208960_s_at"	0.4845
"215787_at"	"208961_s_at"	0.4845
"215787_at"	"211610_at"	0.4845
"200974_at"	"200094_s_at"	0.3
"200974_at"	"204102_s_at"	0.3
"215787_at"	"200094_s_at"	0.3
"215787_at"	"204102_s_at"	0.3
