"204638_at"	"209235_at"	0.468
"204638_at"	"221961_at"	0.468
"204638_at"	"38069_at"	0.468
"204638_at"	"218678_at"	0.29
"204638_at"	"220428_at"	0.387
"205713_s_at"	"218678_at"	0.067
"205713_s_at"	"206022_at"	0.753
"206634_at"	"207372_s_at"	0.225
"207641_at"	"210314_x_at"	0.155
"212836_at"	"202586_at"	0.731
"212836_at"	"211730_s_at"	0.731
"221657_s_at"	"218555_at"	1
"214317_x_at"	"205541_s_at"	0.362
"217747_s_at"	"205541_s_at"	0.362
"217973_at"	"218678_at"	0.426
"207853_s_at"	"211560_s_at"	0.337
"202586_at"	"207372_s_at"	0.211
"211730_s_at"	"207372_s_at"	0.211
"218678_at"	"206022_at"	0.056
"202917_s_at"	"205237_at"	0.62
"214370_at"	"205237_at"	0.62
