"probe1"	"probe2"	"ont"
"205377_s_at"	"207613_s_at"	0.3875
"205377_s_at"	"213108_at"	0.3875
"205378_s_at"	"207613_s_at"	0.3875
"205378_s_at"	"213108_at"	0.3875
"210332_at"	"207613_s_at"	0.3875
"210332_at"	"213108_at"	0.3875
"205377_s_at"	"220138_at"	0.255
"205378_s_at"	"220138_at"	0.255
"210332_at"	"220138_at"	0.255
"203872_at"	"200974_at"	0.62025
"203872_at"	"215787_at"	0.62025
"203872_at"	"200601_at"	0.52225
"203872_at"	"207163_s_at"	0.41325
"203872_at"	"202329_at"	0.41725
"203872_at"	"208674_x_at"	0.2515
"203872_at"	"208675_s_at"	0.2515
"203872_at"	"200094_s_at"	0.4
"203872_at"	"204102_s_at"	0.4
"203872_at"	"201122_x_at"	0.28
"203872_at"	"201123_s_at"	0.28
"203872_at"	"213753_x_at"	0.28
"203872_at"	"201841_s_at"	0.50925
"203872_at"	"210150_s_at"	0.41925
"203872_at"	"201507_at"	NA
"203872_at"	"200737_at"	0.4085
"203872_at"	"200738_s_at"	0.4085
"203872_at"	"217356_s_at"	0.4085
"203872_at"	"217383_at"	0.4085
"203872_at"	"211570_s_at"	0.3615
"203872_at"	"201033_x_at"	0.3905
"203872_at"	"208856_x_at"	0.3905
"203872_at"	"211720_x_at"	0.3905
"203872_at"	"211972_x_at"	0.3905
"203872_at"	"214167_s_at"	0.3905
"203872_at"	"200908_s_at"	0.418
"203872_at"	"217670_at"	0.418
"203872_at"	"214317_x_at"	0.4205
"203872_at"	"217747_s_at"	0.4205
"203872_at"	"216438_s_at"	0.41475
"203872_at"	"205177_at"	0.45825
"203872_at"	"206393_at"	0.46825
"203872_at"	"204083_s_at"	0.543
"203872_at"	"212654_at"	0.543
"203872_at"	"206769_at"	0.49275
"203872_at"	"205541_s_at"	0.22925
"203872_at"	"221021_s_at"	0.20875
"203872_at"	"209026_x_at"	0.56
"203872_at"	"211714_x_at"	0.56
"203872_at"	"212320_at"	0.56
"203872_at"	"214023_x_at"	0.4195
"200974_at"	"200601_at"	0.547
"215787_at"	"200601_at"	0.547
"200974_at"	"208960_s_at"	0.34225
"200974_at"	"208961_s_at"	0.34225
"200974_at"	"211610_at"	0.34225
"215787_at"	"208960_s_at"	0.34225
"215787_at"	"208961_s_at"	0.34225
"215787_at"	"211610_at"	0.34225
"200974_at"	"200094_s_at"	0.50425
"200974_at"	"204102_s_at"	0.50425
"215787_at"	"200094_s_at"	0.50425
"215787_at"	"204102_s_at"	0.50425
"200974_at"	"201122_x_at"	0.3835
"200974_at"	"201123_s_at"	0.3835
"200974_at"	"213753_x_at"	0.3835
"215787_at"	"201122_x_at"	0.3835
"215787_at"	"201123_s_at"	0.3835
"215787_at"	"213753_x_at"	0.3835
"200974_at"	"201841_s_at"	0.5195
"215787_at"	"201841_s_at"	0.5195
"200974_at"	"200737_at"	0.47225
"200974_at"	"200738_s_at"	0.47225
"200974_at"	"217356_s_at"	0.47225
"200974_at"	"217383_at"	0.47225
"215787_at"	"200737_at"	0.47225
"215787_at"	"200738_s_at"	0.47225
"215787_at"	"217356_s_at"	0.47225
"215787_at"	"217383_at"	0.47225
"200974_at"	"200717_x_at"	0.39675
"200974_at"	"212042_x_at"	0.39675
"215787_at"	"200717_x_at"	0.39675
"215787_at"	"212042_x_at"	0.39675
"200974_at"	"201033_x_at"	0.4715
"200974_at"	"208856_x_at"	0.4715
"200974_at"	"211720_x_at"	0.4715
"200974_at"	"211972_x_at"	0.4715
"200974_at"	"214167_s_at"	0.4715
"215787_at"	"201033_x_at"	0.4715
"215787_at"	"208856_x_at"	0.4715
"215787_at"	"211720_x_at"	0.4715
"215787_at"	"211972_x_at"	0.4715
"215787_at"	"214167_s_at"	0.4715
"200974_at"	"200908_s_at"	0.465
"200974_at"	"217670_at"	0.465
"215787_at"	"200908_s_at"	0.465
"215787_at"	"217670_at"	0.465
"200974_at"	"214317_x_at"	0.4875
"200974_at"	"217747_s_at"	0.4875
"215787_at"	"214317_x_at"	0.4875
"215787_at"	"217747_s_at"	0.4875
"200974_at"	"200926_at"	0.37875
"215787_at"	"200926_at"	0.37875
"200974_at"	"202400_s_at"	0.33275
"200974_at"	"202401_s_at"	0.33275
"215787_at"	"202400_s_at"	0.33275
"215787_at"	"202401_s_at"	0.33275
"200974_at"	"216438_s_at"	0.4975
"215787_at"	"216438_s_at"	0.4975
"200974_at"	"204083_s_at"	0.2835
"200974_at"	"212654_at"	0.2835
"215787_at"	"204083_s_at"	0.2835
"215787_at"	"212654_at"	0.2835
"200974_at"	"200074_s_at"	0.4715
"200974_at"	"213588_x_at"	0.4715
"200974_at"	"219138_at"	0.4715
"215787_at"	"200074_s_at"	0.4715
"215787_at"	"213588_x_at"	0.4715
"215787_at"	"219138_at"	0.4715
"200974_at"	"201954_at"	0.44675
"215787_at"	"201954_at"	0.44675
"200974_at"	"205541_s_at"	0.3235
"215787_at"	"205541_s_at"	0.3235
"200974_at"	"209026_x_at"	0.5185
"200974_at"	"211714_x_at"	0.5185
"200974_at"	"212320_at"	0.5185
"215787_at"	"209026_x_at"	0.5185
"215787_at"	"211714_x_at"	0.5185
"215787_at"	"212320_at"	0.5185
"200974_at"	"214023_x_at"	0.31825
"215787_at"	"214023_x_at"	0.31825
"200601_at"	"207163_s_at"	0.54525
"200601_at"	"207613_s_at"	0.46775
"200601_at"	"213108_at"	0.46775
"200601_at"	"202329_at"	0.46675
"200601_at"	"201390_s_at"	0.5695
"200601_at"	"202253_s_at"	0.47025
"200601_at"	"216024_at"	0.47025
"200601_at"	"200094_s_at"	0.5805
"200601_at"	"204102_s_at"	0.5805
"200601_at"	"200019_s_at"	NA
"200601_at"	"200744_s_at"	0.45675
"200601_at"	"200745_s_at"	0.45675
"200601_at"	"200746_s_at"	0.45675
"200601_at"	"200852_x_at"	0.54325
"200601_at"	"209036_s_at"	0.449
"200601_at"	"213333_at"	0.449
"200601_at"	"200600_at"	0.59025
"200601_at"	"212082_s_at"	0.49675
"200601_at"	"214002_at"	0.49675
"200601_at"	"206390_x_at"	0.49225
"200601_at"	"200737_at"	0.43425
"200601_at"	"200738_s_at"	0.43425
"200601_at"	"217356_s_at"	0.43425
"200601_at"	"217383_at"	0.43425
"200601_at"	"201140_s_at"	0.4055
"200601_at"	"201156_s_at"	0.4055
"200601_at"	"200717_x_at"	0.53575
"200601_at"	"212042_x_at"	0.53575
"200601_at"	"200936_at"	0.4105
"200601_at"	"212044_s_at"	0.3805
"200601_at"	"200908_s_at"	0.53975
"200601_at"	"217670_at"	0.53975
"200601_at"	"201011_at"	0.34775
"200601_at"	"210231_x_at"	0.518
"200601_at"	"213048_s_at"	0.518
"200601_at"	"200665_s_at"	0.53475
"200601_at"	"212667_at"	0.53475
"200601_at"	"216438_s_at"	0.57575
"200601_at"	"206393_at"	0.434
"200601_at"	"205693_at"	0.355
"200601_at"	"204083_s_at"	0.38725
"200601_at"	"212654_at"	0.38725
"200601_at"	"215624_at"	0.453
"200601_at"	"215735_s_at"	0.453
"200601_at"	"203683_s_at"	0.4375
"200601_at"	"202112_at"	0.49475
"200601_at"	"209830_s_at"	0.40875
"200601_at"	"201954_at"	0.5785
"200601_at"	"204910_s_at"	0.69175
"200601_at"	"204911_s_at"	0.69175
"200601_at"	"213884_s_at"	0.69175
"200601_at"	"213885_at"	0.69175
"200601_at"	"209026_x_at"	0.57175
"200601_at"	"211714_x_at"	0.57175
"200601_at"	"212320_at"	0.57175
"201786_s_at"	"201693_s_at"	0.61175
"201786_s_at"	"201694_s_at"	0.61175
"201786_s_at"	"217502_at"	0.41625
"201786_s_at"	"203275_at"	0.4785
"201786_s_at"	"202621_at"	0.59975
"201786_s_at"	"208436_s_at"	0.6
"201786_s_at"	"200057_s_at"	0.58125
"201786_s_at"	"208698_s_at"	0.58125
"201786_s_at"	"210470_x_at"	0.58125
"201786_s_at"	"200063_s_at"	0.58175
"201786_s_at"	"221691_x_at"	0.58175
"201786_s_at"	"221923_s_at"	0.58175
"201786_s_at"	"208620_at"	0.60075
"201786_s_at"	"202243_s_at"	0.505
"201786_s_at"	"202244_at"	0.505
"201786_s_at"	"200010_at"	0.60225
"201786_s_at"	"221798_x_at"	0.55975
"201786_s_at"	"200002_at"	0.59175
"213245_at"	"211201_at"	0.54375
"215340_at"	"211201_at"	0.54375
"215348_at"	"211201_at"	0.54375
"213245_at"	"201040_at"	0.58675
"213245_at"	"215996_at"	0.58675
"215340_at"	"201040_at"	0.58675
"215340_at"	"215996_at"	0.58675
"215348_at"	"201040_at"	0.58675
"215348_at"	"215996_at"	0.58675
"213245_at"	"200852_x_at"	0.5825
"215340_at"	"200852_x_at"	0.5825
"215348_at"	"200852_x_at"	0.5825
"213245_at"	"210234_at"	0.6615
"215340_at"	"210234_at"	0.6615
"215348_at"	"210234_at"	0.6615
"213245_at"	"212983_at"	0.5875
"215340_at"	"212983_at"	0.5875
"215348_at"	"212983_at"	0.5875
"213245_at"	"207577_at"	0.60825
"213245_at"	"207578_s_at"	0.60825
"213245_at"	"216939_s_at"	0.60825
"215340_at"	"207577_at"	0.60825
"215340_at"	"207578_s_at"	0.60825
"215340_at"	"216939_s_at"	0.60825
"215348_at"	"207577_at"	0.60825
"215348_at"	"207578_s_at"	0.60825
"215348_at"	"216939_s_at"	0.60825
"213245_at"	"206001_at"	0.47875
"215340_at"	"206001_at"	0.47875
"215348_at"	"206001_at"	0.47875
"213245_at"	"210382_at"	0.4855
"215340_at"	"210382_at"	0.4855
"215348_at"	"210382_at"	0.4855
"213245_at"	"209201_x_at"	0.5475
"213245_at"	"211919_s_at"	0.5475
"213245_at"	"217028_at"	0.5475
"215340_at"	"209201_x_at"	0.5475
"215340_at"	"211919_s_at"	0.5475
"215340_at"	"217028_at"	0.5475
"215348_at"	"209201_x_at"	0.5475
"215348_at"	"211919_s_at"	0.5475
"215348_at"	"217028_at"	0.5475
"213245_at"	"220538_at"	0.65475
"215340_at"	"220538_at"	0.65475
"215348_at"	"220538_at"	0.65475
"207163_s_at"	"203388_at"	0.6485
"207163_s_at"	"1861_at"	0.42275
"207163_s_at"	"209364_at"	0.42275
"207163_s_at"	"211962_s_at"	0.5975
"207163_s_at"	"211965_at"	0.5975
"207163_s_at"	"213277_at"	0.5975
"207163_s_at"	"213284_at"	0.5975
"207163_s_at"	"207613_s_at"	0.574
"207163_s_at"	"213108_at"	0.574
"207163_s_at"	"202224_at"	0.652
"207163_s_at"	"202225_at"	0.652
"207163_s_at"	"202226_s_at"	0.652
"207163_s_at"	"202329_at"	0.5825
"207163_s_at"	"208674_x_at"	0.5455
"207163_s_at"	"208675_s_at"	0.5455
"207163_s_at"	"200094_s_at"	0.60025
"207163_s_at"	"204102_s_at"	0.60025
"207163_s_at"	"201693_s_at"	0.553
"207163_s_at"	"201694_s_at"	0.553
"207163_s_at"	"221539_at"	0.44625
"207163_s_at"	"202580_x_at"	0.7955
"207163_s_at"	"212024_x_at"	0.587
"207163_s_at"	"212025_s_at"	0.587
"207163_s_at"	"222065_s_at"	0.587
"207163_s_at"	"207954_at"	0.553
"207163_s_at"	"209710_at"	0.553
"207163_s_at"	"210358_x_at"	0.553
"207163_s_at"	"201040_at"	0.648
"207163_s_at"	"215996_at"	0.648
"207163_s_at"	"200852_x_at"	0.506
"207163_s_at"	"201673_s_at"	0.4335
"207163_s_at"	"212983_at"	0.53925
"207163_s_at"	"201841_s_at"	0.5835
"207163_s_at"	"202621_at"	0.597
"207163_s_at"	"206493_at"	0.39675
"207163_s_at"	"206494_s_at"	0.39675
