"probe1"	"probe2"	"ont"
"207372_s_at"	"202586_at"	0.422
"207372_s_at"	"211730_s_at"	0.422
"210447_at"	"203663_s_at"	0.679
"215794_x_at"	"203663_s_at"	0.679
"202473_x_at"	"218555_at"	0.357
"202474_s_at"	"218555_at"	0.357
"214062_x_at"	"202586_at"	0.59
"214062_x_at"	"211730_s_at"	0.59
"214448_x_at"	"202586_at"	0.59
"214448_x_at"	"211730_s_at"	0.59
"214062_x_at"	"202917_s_at"	0.315
"214062_x_at"	"214370_at"	0.315
"214448_x_at"	"202917_s_at"	0.315
"214448_x_at"	"214370_at"	0.315
"202586_at"	"214317_x_at"	0.489
"202586_at"	"217747_s_at"	0.489
"211730_s_at"	"214317_x_at"	0.489
"211730_s_at"	"217747_s_at"	0.489
"202586_at"	"201954_at"	0.204
"211730_s_at"	"201954_at"	0.204
"202586_at"	"218555_at"	0.238
"211730_s_at"	"218555_at"	0.238
"214317_x_at"	"203663_s_at"	0.298
"217747_s_at"	"203663_s_at"	0.298
"214317_x_at"	"201954_at"	0.269
"217747_s_at"	"201954_at"	0.269
"214317_x_at"	"205541_s_at"	0.664
"217747_s_at"	"205541_s_at"	0.664
"214317_x_at"	"218555_at"	0.335
"217747_s_at"	"218555_at"	0.335
"214317_x_at"	"222240_s_at"	0.202
"217747_s_at"	"222240_s_at"	0.202
"206634_at"	"206140_at"	0.72
"206634_at"	"211219_s_at"	0.72
"210314_x_at"	"207641_at"	0.68
"218555_at"	"218679_s_at"	0.381
