"probe1"	"probe2"	"ont"
"208163_s_at"	"219070_s_at"	NA
"210344_at"	"219070_s_at"	NA
"207384_at"	"201681_s_at"	0.063
"207384_at"	"210469_at"	0.063
"207384_at"	"202415_s_at"	0.052
"210382_at"	"207577_at"	0.571
"210382_at"	"207578_s_at"	0.571
"210382_at"	"216939_s_at"	0.571
"210382_at"	"211201_at"	0.526
"210382_at"	"200744_s_at"	0.063
"210382_at"	"200745_s_at"	0.063
"210382_at"	"200746_s_at"	0.063
"210382_at"	"220538_at"	0.093
"210382_at"	"200852_x_at"	0.063
"210382_at"	"213245_at"	0
"210382_at"	"215340_at"	0
"210382_at"	"215348_at"	0
"210382_at"	"214510_at"	0.837
"204144_s_at"	"205873_at"	0.161
"204144_s_at"	"213889_at"	0.161
"203396_at"	"218481_at"	0.716
"203396_at"	"205377_s_at"	0.475
"203396_at"	"205378_s_at"	0.475
"203396_at"	"210332_at"	0.475
"203396_at"	"207535_s_at"	0.272
"203396_at"	"209636_at"	0.272
"203396_at"	"211524_at"	0.272
"203396_at"	"201114_x_at"	0.891
"203396_at"	"216088_s_at"	0.891
"203396_at"	"201568_at"	0.239
"203396_at"	"201252_at"	0.779
"203396_at"	"200967_at"	0.38
"203396_at"	"200968_s_at"	0.38
"203396_at"	"202186_x_at"	0.488
"203396_at"	"202187_s_at"	0.488
"203396_at"	"204695_at"	0.594
"203396_at"	"204696_s_at"	0.594
"203396_at"	"201011_at"	0.547
"203396_at"	"202240_at"	0.43
"203396_at"	"207113_s_at"	0.412
"203396_at"	"205205_at"	0.288
"203396_at"	"202243_s_at"	1
"203396_at"	"202244_at"	1
"203396_at"	"202024_at"	0.519
"203396_at"	"218555_at"	1
"203396_at"	"212219_at"	0.39
"203396_at"	"212220_at"	0.39
"203396_at"	"212222_at"	0.39
"203396_at"	"201364_s_at"	0.5
"203396_at"	"201365_at"	0.5
"203396_at"	"214062_x_at"	0.5
"203396_at"	"214448_x_at"	0.5
"200678_x_at"	"205936_s_at"	0
"211284_s_at"	"205936_s_at"	0
"216041_x_at"	"205936_s_at"	0
"200678_x_at"	"207163_s_at"	0.364
"211284_s_at"	"207163_s_at"	0.364
"216041_x_at"	"207163_s_at"	0.364
"200678_x_at"	"206493_at"	0.599
"200678_x_at"	"206494_s_at"	0.599
"200678_x_at"	"216956_s_at"	0.599
"200678_x_at"	"216966_at"	0.599
"211284_s_at"	"206493_at"	0.599
"211284_s_at"	"206494_s_at"	0.599
"211284_s_at"	"216956_s_at"	0.599
"211284_s_at"	"216966_at"	0.599
"216041_x_at"	"206493_at"	0.599
"216041_x_at"	"206494_s_at"	0.599
"216041_x_at"	"216956_s_at"	0.599
"216041_x_at"	"216966_at"	0.599
"200678_x_at"	"207113_s_at"	0.671
"211284_s_at"	"207113_s_at"	0.671
"216041_x_at"	"207113_s_at"	0.671
"204581_at"	"204563_at"	0.439
"217422_s_at"	"204563_at"	0.439
"220674_at"	"204563_at"	0.439
"38521_at"	"204563_at"	0.439
"204581_at"	"221345_at"	0.4
"217422_s_at"	"221345_at"	0.4
"220674_at"	"221345_at"	0.4
"38521_at"	"221345_at"	0.4
"204581_at"	"214049_x_at"	0
"204581_at"	"214551_s_at"	0
"217422_s_at"	"214049_x_at"	0
"217422_s_at"	"214551_s_at"	0
"220674_at"	"214049_x_at"	0
"220674_at"	"214551_s_at"	0
"38521_at"	"214049_x_at"	0
"38521_at"	"214551_s_at"	0
"204581_at"	"207113_s_at"	0.502
"217422_s_at"	"207113_s_at"	0.502
"220674_at"	"207113_s_at"	0.502
"38521_at"	"207113_s_at"	0.502
"204581_at"	"205049_s_at"	0.448
"217422_s_at"	"205049_s_at"	0.448
"220674_at"	"205049_s_at"	0.448
"38521_at"	"205049_s_at"	0.448
"204581_at"	"206056_x_at"	0.188
"204581_at"	"206057_x_at"	0.188
"204581_at"	"216980_s_at"	0.188
"204581_at"	"216981_x_at"	0.188
"217422_s_at"	"206056_x_at"	0.188
"217422_s_at"	"206057_x_at"	0.188
"217422_s_at"	"216980_s_at"	0.188
"217422_s_at"	"216981_x_at"	0.188
"220674_at"	"206056_x_at"	0.188
"220674_at"	"206057_x_at"	0.188
"220674_at"	"216980_s_at"	0.188
"220674_at"	"216981_x_at"	0.188
"38521_at"	"206056_x_at"	0.188
"38521_at"	"206057_x_at"	0.188
"38521_at"	"216980_s_at"	0.188
"38521_at"	"216981_x_at"	0.188
"204581_at"	"215925_s_at"	0.556
"217422_s_at"	"215925_s_at"	0.556
"220674_at"	"215925_s_at"	0.556
"38521_at"	"215925_s_at"	0.556
"204581_at"	"207641_at"	0.4
"217422_s_at"	"207641_at"	0.4
"220674_at"	"207641_at"	0.4
"38521_at"	"207641_at"	0.4
"201252_at"	"207535_s_at"	0.272
"201252_at"	"209636_at"	0.272
"201252_at"	"211524_at"	0.272
"201252_at"	"201114_x_at"	0.714
"201252_at"	"216088_s_at"	0.714
"201252_at"	"202186_x_at"	0.488
"201252_at"	"202187_s_at"	0.488
"201252_at"	"204695_at"	0.594
"201252_at"	"204696_s_at"	0.594
"201252_at"	"202240_at"	0.43
"201252_at"	"207113_s_at"	0.412
"201252_at"	"205205_at"	0.288
"201252_at"	"202243_s_at"	0.779
"201252_at"	"202244_at"	0.779
"201252_at"	"218555_at"	1
"201252_at"	"212219_at"	0.39
"201252_at"	"212220_at"	0.39
"201252_at"	"212222_at"	0.39
"201252_at"	"201364_s_at"	0.5
"201252_at"	"201365_at"	0.5
"201252_at"	"214062_x_at"	0.5
"201252_at"	"214448_x_at"	0.5
"201252_at"	"218103_at"	0.487
"201252_at"	"206140_at"	0
"201252_at"	"211219_s_at"	0
"220807_at"	"206647_at"	1
"220807_at"	"211560_s_at"	0.576
"220807_at"	"205919_at"	0.946
"220807_at"	"217683_at"	0.946
"220807_at"	"201135_at"	0.338
"220807_at"	"208291_s_at"	0.4
"220807_at"	"206834_at"	0.946
"204989_s_at"	"218906_x_at"	0.59
"204990_s_at"	"218906_x_at"	0.59
"211905_s_at"	"218906_x_at"	0.59
"214292_at"	"218906_x_at"	0.59
"204989_s_at"	"212983_at"	0.367
"204990_s_at"	"212983_at"	0.367
"211905_s_at"	"212983_at"	0.367
"214292_at"	"212983_at"	0.367
"204989_s_at"	"202112_at"	0.525
"204990_s_at"	"202112_at"	0.525
"211905_s_at"	"202112_at"	0.525
"214292_at"	"202112_at"	0.525
"204989_s_at"	"206869_at"	NA
"204990_s_at"	"206869_at"	NA
"211905_s_at"	"206869_at"	NA
"214292_at"	"206869_at"	NA
"204989_s_at"	"206270_at"	0
"204990_s_at"	"206270_at"	0
"211905_s_at"	"206270_at"	0
"214292_at"	"206270_at"	0
"204989_s_at"	"207163_s_at"	0.283
"204990_s_at"	"207163_s_at"	0.283
"211905_s_at"	"207163_s_at"	0.283
"214292_at"	"207163_s_at"	0.283
"204989_s_at"	"206493_at"	0.504
"204989_s_at"	"206494_s_at"	0.504
"204989_s_at"	"216956_s_at"	0.504
"204989_s_at"	"216966_at"	0.504
"204990_s_at"	"206493_at"	0.504
"204990_s_at"	"206494_s_at"	0.504
"204990_s_at"	"216956_s_at"	0.504
"204990_s_at"	"216966_at"	0.504
"211905_s_at"	"206493_at"	0.504
"211905_s_at"	"206494_s_at"	0.504
"211905_s_at"	"216956_s_at"	0.504
"211905_s_at"	"216966_at"	0.504
"214292_at"	"206493_at"	0.504
"214292_at"	"206494_s_at"	0.504
"214292_at"	"216956_s_at"	0.504
"214292_at"	"216966_at"	0.504
"204989_s_at"	"210150_s_at"	0.449
"204990_s_at"	"210150_s_at"	0.449
"211905_s_at"	"210150_s_at"	0.449
"214292_at"	"210150_s_at"	0.449
"204989_s_at"	"202224_at"	0.409
"204989_s_at"	"202225_at"	0.409
"204989_s_at"	"202226_s_at"	0.409
"204990_s_at"	"202224_at"	0.409
"204990_s_at"	"202225_at"	0.409
"204990_s_at"	"202226_s_at"	0.409
"211905_s_at"	"202224_at"	0.409
"211905_s_at"	"202225_at"	0.409
"211905_s_at"	"202226_s_at"	0.409
"214292_at"	"202224_at"	0.409
"214292_at"	"202225_at"	0.409
"214292_at"	"202226_s_at"	0.409
"204989_s_at"	"208156_x_at"	0.267
"204990_s_at"	"208156_x_at"	0.267
"211905_s_at"	"208156_x_at"	0.267
"214292_at"	"208156_x_at"	0.267
"204989_s_at"	"200601_at"	0.476
"204990_s_at"	"200601_at"	0.476
"211905_s_at"	"200601_at"	0.476
"214292_at"	"200601_at"	0.476
"204989_s_at"	"205713_s_at"	0.404
"204990_s_at"	"205713_s_at"	0.404
"211905_s_at"	"205713_s_at"	0.404
"214292_at"	"205713_s_at"	0.404
"204989_s_at"	"204724_s_at"	0
"204990_s_at"	"204724_s_at"	0
"211905_s_at"	"204724_s_at"	0
"214292_at"	"204724_s_at"	0
"202014_at"	"202186_x_at"	0.847
"202014_at"	"202187_s_at"	0.847
"37028_at"	"202186_x_at"	0.847
"37028_at"	"202187_s_at"	0.847
"202014_at"	"215624_at"	0.7
"202014_at"	"215735_s_at"	0.7
"37028_at"	"215624_at"	0.7
"37028_at"	"215735_s_at"	0.7
"202014_at"	"203318_s_at"	0.267
"202014_at"	"203319_s_at"	0.267
"37028_at"	"203318_s_at"	0.267
"37028_at"	"203319_s_at"	0.267
"202014_at"	"208960_s_at"	0.298
"202014_at"	"208961_s_at"	0.298
"202014_at"	"211610_at"	0.298
"37028_at"	"208960_s_at"	0.298
"37028_at"	"208961_s_at"	0.298
"37028_at"	"211610_at"	0.298
"205688_at"	"214732_at"	0.805
"205688_at"	"204079_at"	0.255
"205688_at"	"213283_s_at"	0.813
"211154_at"	"205312_at"	0.193
"211155_s_at"	"205312_at"	0.193
"211831_s_at"	"205312_at"	0.193
"211154_at"	"205377_s_at"	0.16
"211154_at"	"205378_s_at"	0.16
"211154_at"	"210332_at"	0.16
"211155_s_at"	"205377_s_at"	0.16
"211155_s_at"	"205378_s_at"	0.16
"211155_s_at"	"210332_at"	0.16
"211831_s_at"	"205377_s_at"	0.16
"211831_s_at"	"205378_s_at"	0.16
"211831_s_at"	"210332_at"	0.16
"211154_at"	"202112_at"	0.319
"211155_s_at"	"202112_at"	0.319
"211831_s_at"	"202112_at"	0.319
"211154_at"	"207954_at"	0.214
"211154_at"	"209710_at"	0.214
"211154_at"	"210358_x_at"	0.214
"211155_s_at"	"207954_at"	0.214
"211155_s_at"	"209710_at"	0.214
"211155_s_at"	"210358_x_at"	0.214
"211831_s_at"	"207954_at"	0.214
"211831_s_at"	"209710_at"	0.214
"211831_s_at"	"210358_x_at"	0.214
"211154_at"	"212777_at"	0.548
"211154_at"	"212780_at"	0.548
"211155_s_at"	"212777_at"	0.548
"211155_s_at"	"212780_at"	0.548
"211831_s_at"	"212777_at"	0.548
"211831_s_at"	"212780_at"	0.548
"211154_at"	"208991_at"	0.197
"211154_at"	"208992_s_at"	0.197
"211155_s_at"	"208991_at"	0.197
"211155_s_at"	"208992_s_at"	0.197
"211831_s_at"	"208991_at"	0.197
"211831_s_at"	"208992_s_at"	0.197
"211154_at"	"201114_x_at"	0.323
"211154_at"	"216088_s_at"	0.323
"211155_s_at"	"201114_x_at"	0.323
"211155_s_at"	"216088_s_at"	0.323
"211831_s_at"	"201114_x_at"	0.323
"211831_s_at"	"216088_s_at"	0.323
"211154_at"	"203591_s_at"	0.211
"211155_s_at"	"203591_s_at"	0.211
"211831_s_at"	"203591_s_at"	0.211
"211154_at"	"203010_at"	0.217
"211155_s_at"	"203010_at"	0.217
"211831_s_at"	"203010_at"	0.217
"211154_at"	"205798_at"	0.236
"211155_s_at"	"205798_at"	0.236
"211831_s_at"	"205798_at"	0.236
"211154_at"	"206883_x_at"	0.501
"211155_s_at"	"206883_x_at"	0.501
"211831_s_at"	"206883_x_at"	0.501
"211154_at"	"205945_at"	0.379
"211154_at"	"217489_s_at"	0.379
"211155_s_at"	"205945_at"	0.379
"211155_s_at"	"217489_s_at"	0.379
"211831_s_at"	"205945_at"	0.379
"211831_s_at"	"217489_s_at"	0.379
"211154_at"	"205723_at"	0.49
"211155_s_at"	"205723_at"	0.49
"211831_s_at"	"205723_at"	0.49
"211154_at"	"207163_s_at"	0.223
"211155_s_at"	"207163_s_at"	0.223
"211831_s_at"	"207163_s_at"	0.223
"211154_at"	"206493_at"	0.404
"211154_at"	"206494_s_at"	0.404
"211154_at"	"216956_s_at"	0.404
"211154_at"	"216966_at"	0.404
"211155_s_at"	"206493_at"	0.404
"211155_s_at"	"206494_s_at"	0.404
"211155_s_at"	"216956_s_at"	0.404
"211155_s_at"	"216966_at"	0.404
"211831_s_at"	"206493_at"	0.404
"211831_s_at"	"206494_s_at"	0.404
"211831_s_at"	"216956_s_at"	0.404
"211831_s_at"	"216966_at"	0.404
"211154_at"	"209201_x_at"	0.186
"211154_at"	"211919_s_at"	0.186
"211154_at"	"217028_at"	0.186
"211155_s_at"	"209201_x_at"	0.186
"211155_s_at"	"211919_s_at"	0.186
"211155_s_at"	"217028_at"	0.186
"211831_s_at"	"209201_x_at"	0.186
"211831_s_at"	"211919_s_at"	0.186
"211831_s_at"	"217028_at"	0.186
"211154_at"	"206390_x_at"	0.531
"211155_s_at"	"206390_x_at"	0.531
"211831_s_at"	"206390_x_at"	0.531
"219194_at"	"220427_at"	0.438
"219072_at"	"204099_at"	NA
"219072_at"	"219053_s_at"	NA
"202839_s_at"	"208714_at"	1
"211407_at"	"208714_at"	1
"202839_s_at"	"200883_at"	0.238
"202839_s_at"	"212600_s_at"	0.238
"211407_at"	"200883_at"	0.238
"211407_at"	"212600_s_at"	0.238
"202839_s_at"	"201568_at"	0.449
"211407_at"	"201568_at"	0.449
"202839_s_at"	"203663_s_at"	0.534
"211407_at"	"203663_s_at"	0.534
"202839_s_at"	"218320_s_at"	0
"211407_at"	"218320_s_at"	0
"202839_s_at"	"201541_s_at"	0
"211407_at"	"201541_s_at"	0
"202839_s_at"	"211752_s_at"	1
"211407_at"	"211752_s_at"	1
"202839_s_at"	"202004_x_at"	0.534
"202839_s_at"	"210131_x_at"	0.534
"202839_s_at"	"215088_s_at"	0.534
"202839_s_at"	"216591_s_at"	0.534
"211407_at"	"202004_x_at"	0.534
"211407_at"	"210131_x_at"	0.534
"211407_at"	"215088_s_at"	0.534
"211407_at"	"216591_s_at"	0.534
"202839_s_at"	"201134_x_at"	0.487
"202839_s_at"	"213846_at"	0.487
"202839_s_at"	"217491_x_at"	0.487
"211407_at"	"201134_x_at"	0.487
"211407_at"	"213846_at"	0.487
"211407_at"	"217491_x_at"	0.487
"202839_s_at"	"218563_at"	1
"211407_at"	"218563_at"	1
"218188_s_at"	"217873_at"	0.069
"218188_s_at"	"205217_at"	0.185
"218188_s_at"	"210800_at"	0.185
"201751_at"	"205217_at"	1
"201751_at"	"210800_at"	1
"201708_s_at"	"203452_at"	1
"201708_s_at"	"35179_at"	1
"201709_s_at"	"203452_at"	1
"201709_s_at"	"35179_at"	1
"201708_s_at"	"217720_at"	1
"201709_s_at"	"217720_at"	1
"209077_at"	"200094_s_at"	1
"209077_at"	"204102_s_at"	1
"209078_s_at"	"200094_s_at"	1
"209078_s_at"	"204102_s_at"	1
"209077_at"	"206662_at"	0.28
"209077_at"	"209276_s_at"	0.28
"209078_s_at"	"206662_at"	0.28
"209078_s_at"	"209276_s_at"	0.28
"209077_at"	"204408_at"	0
"209078_s_at"	"204408_at"	0
"209077_at"	"202799_at"	1
"209078_s_at"	"202799_at"	1
"209077_at"	"217716_s_at"	1
"209078_s_at"	"217716_s_at"	1
"209077_at"	"200936_at"	0.242
"209078_s_at"	"200936_at"	0.242
"209077_at"	"209036_s_at"	0.242
"209077_at"	"213333_at"	0.242
"209078_s_at"	"209036_s_at"	0.242
"209078_s_at"	"213333_at"	0.242
"209077_at"	"210803_at"	1
"209077_at"	"211177_s_at"	1
"209078_s_at"	"210803_at"	1
"209078_s_at"	"211177_s_at"	1
"204400_at"	"202224_at"	0.542
"204400_at"	"202225_at"	0.542
"204400_at"	"202226_s_at"	0.542
"210880_s_at"	"202224_at"	0.542
"210880_s_at"	"202225_at"	0.542
"210880_s_at"	"202226_s_at"	0.542
"201415_at"	"210803_at"	0.404
"201415_at"	"211177_s_at"	0.404
"211630_s_at"	"210803_at"	0.404
"211630_s_at"	"211177_s_at"	0.404
"201415_at"	"217752_s_at"	0.182
"211630_s_at"	"217752_s_at"	0.182
"201415_at"	"206662_at"	0.169
"201415_at"	"209276_s_at"	0.169
"211630_s_at"	"206662_at"	0.169
"211630_s_at"	"209276_s_at"	0.169
"201415_at"	"204174_at"	0.413
"211630_s_at"	"204174_at"	0.413
"201415_at"	"204550_x_at"	0.641
"201415_at"	"215333_x_at"	0.641
"211630_s_at"	"204550_x_at"	0.641
"211630_s_at"	"215333_x_at"	0.641
"201415_at"	"203925_at"	0.231
"211630_s_at"	"203925_at"	0.231
"207769_s_at"	"209381_x_at"	0.614
"207769_s_at"	"37462_i_at"	0.614
"210499_s_at"	"209381_x_at"	0.614
"210499_s_at"	"37462_i_at"	0.614
"214527_s_at"	"209381_x_at"	0.614
"214527_s_at"	"37462_i_at"	0.614
"207769_s_at"	"204031_s_at"	0.57
"207769_s_at"	"213263_s_at"	0.57
"207769_s_at"	"213264_at"	0.57
"207769_s_at"	"213517_at"	0.57
"210499_s_at"	"204031_s_at"	0.57
