"probe1"	"probe2"	"ont"
"205377_s_at"	"207613_s_at"	0.677
"205377_s_at"	"213108_at"	0.677
"205378_s_at"	"207613_s_at"	0.677
"205378_s_at"	"213108_at"	0.677
"210332_at"	"207613_s_at"	0.677
"210332_at"	"213108_at"	0.677
"205377_s_at"	"220138_at"	0.651
"205378_s_at"	"220138_at"	0.651
"210332_at"	"220138_at"	0.651
"203872_at"	"200974_at"	0.826
"203872_at"	"215787_at"	0.826
"203872_at"	"200601_at"	0.727
"203872_at"	"207163_s_at"	0.675
"203872_at"	"202329_at"	0.67
"203872_at"	"208674_x_at"	0.545
"203872_at"	"208675_s_at"	0.545
"203872_at"	"200094_s_at"	0.65
"203872_at"	"204102_s_at"	0.65
"203872_at"	"201122_x_at"	0.55
"203872_at"	"201123_s_at"	0.55
"203872_at"	"213753_x_at"	0.55
"203872_at"	"201841_s_at"	0.723
"203872_at"	"210150_s_at"	0.628
"203872_at"	"201507_at"	NA
"203872_at"	"200737_at"	0.622
"203872_at"	"200738_s_at"	0.622
"203872_at"	"217356_s_at"	0.622
"203872_at"	"217383_at"	0.622
"203872_at"	"211570_s_at"	0.559
"203872_at"	"201033_x_at"	0.619
"203872_at"	"208856_x_at"	0.619
"203872_at"	"211720_x_at"	0.619
"203872_at"	"211972_x_at"	0.619
"203872_at"	"214167_s_at"	0.619
"203872_at"	"200908_s_at"	0.595
"203872_at"	"217670_at"	0.595
"203872_at"	"214317_x_at"	0.645
"203872_at"	"217747_s_at"	0.645
"203872_at"	"216438_s_at"	0.684
"203872_at"	"205177_at"	0.598
"203872_at"	"206393_at"	0.649
"203872_at"	"204083_s_at"	0.693
"203872_at"	"212654_at"	0.693
"203872_at"	"206769_at"	0.871
"203872_at"	"205541_s_at"	0.425
"203872_at"	"221021_s_at"	0.475
"203872_at"	"209026_x_at"	0.735
"203872_at"	"211714_x_at"	0.735
"203872_at"	"212320_at"	0.735
"203872_at"	"214023_x_at"	0.663
"200974_at"	"200601_at"	0.787
"215787_at"	"200601_at"	0.787
"200974_at"	"208960_s_at"	0.697
"200974_at"	"208961_s_at"	0.697
"200974_at"	"211610_at"	0.697
"215787_at"	"208960_s_at"	0.697
"215787_at"	"208961_s_at"	0.697
"215787_at"	"211610_at"	0.697
"200974_at"	"200094_s_at"	0.781
"200974_at"	"204102_s_at"	0.781
"215787_at"	"200094_s_at"	0.781
"215787_at"	"204102_s_at"	0.781
"200974_at"	"201122_x_at"	0.691
"200974_at"	"201123_s_at"	0.691
"200974_at"	"213753_x_at"	0.691
"215787_at"	"201122_x_at"	0.691
"215787_at"	"201123_s_at"	0.691
"215787_at"	"213753_x_at"	0.691
"200974_at"	"201841_s_at"	0.791
"215787_at"	"201841_s_at"	0.791
"200974_at"	"200737_at"	0.759
"200974_at"	"200738_s_at"	0.759
"200974_at"	"217356_s_at"	0.759
"200974_at"	"217383_at"	0.759
"215787_at"	"200737_at"	0.759
"215787_at"	"200738_s_at"	0.759
"215787_at"	"217356_s_at"	0.759
"215787_at"	"217383_at"	0.759
"200974_at"	"200717_x_at"	0.718
"200974_at"	"212042_x_at"	0.718
"215787_at"	"200717_x_at"	0.718
"215787_at"	"212042_x_at"	0.718
"200974_at"	"201033_x_at"	0.76
"200974_at"	"208856_x_at"	0.76
"200974_at"	"211720_x_at"	0.76
"200974_at"	"211972_x_at"	0.76
"200974_at"	"214167_s_at"	0.76
"215787_at"	"201033_x_at"	0.76
"215787_at"	"208856_x_at"	0.76
"215787_at"	"211720_x_at"	0.76
"215787_at"	"211972_x_at"	0.76
"215787_at"	"214167_s_at"	0.76
"200974_at"	"200908_s_at"	0.729
"200974_at"	"217670_at"	0.729
"215787_at"	"200908_s_at"	0.729
"215787_at"	"217670_at"	0.729
"200974_at"	"214317_x_at"	0.78
"200974_at"	"217747_s_at"	0.78
"215787_at"	"214317_x_at"	0.78
"215787_at"	"217747_s_at"	0.78
"200974_at"	"200926_at"	0.675
"215787_at"	"200926_at"	0.675
"200974_at"	"202400_s_at"	0.71
"200974_at"	"202401_s_at"	0.71
"215787_at"	"202400_s_at"	0.71
