"probe1"	"probe2"	"ont"
"207372_s_at"	"202586_at"	0.374
"207372_s_at"	"211730_s_at"	0.374
"210447_at"	"203663_s_at"	0.673
"215794_x_at"	"203663_s_at"	0.673
"202473_x_at"	"218555_at"	0.332
"202474_s_at"	"218555_at"	0.332
"214062_x_at"	"202586_at"	0.547
"214062_x_at"	"211730_s_at"	0.547
"214448_x_at"	"202586_at"	0.547
"214448_x_at"	"211730_s_at"	0.547
"214062_x_at"	"202917_s_at"	0.256
"214062_x_at"	"214370_at"	0.256
"214448_x_at"	"202917_s_at"	0.256
"214448_x_at"	"214370_at"	0.256
"202586_at"	"214317_x_at"	0.463
"202586_at"	"217747_s_at"	0.463
"211730_s_at"	"214317_x_at"	0.463
"211730_s_at"	"217747_s_at"	0.463
"202586_at"	"201954_at"	0.168
"211730_s_at"	"201954_at"	0.168
"202586_at"	"218555_at"	0.196
"211730_s_at"	"218555_at"	0.196
"214317_x_at"	"203663_s_at"	0.26
"217747_s_at"	"203663_s_at"	0.26
"214317_x_at"	"201954_at"	0.234
"217747_s_at"	"201954_at"	0.234
"214317_x_at"	"205541_s_at"	0.649
"217747_s_at"	"205541_s_at"	0.649
"214317_x_at"	"218555_at"	0.313
"217747_s_at"	"218555_at"	0.313
"214317_x_at"	"222240_s_at"	0.167
"217747_s_at"	"222240_s_at"	0.167
"206634_at"	"206140_at"	0.686
"206634_at"	"211219_s_at"	0.686
"210314_x_at"	"207641_at"	0.654
"218555_at"	"218679_s_at"	0.372
