"probe1"	"probe2"	"ont"
"207372_s_at"	"202586_at"	0.30775
"207372_s_at"	"211730_s_at"	0.30775
"210447_at"	"203663_s_at"	0.2495
"215794_x_at"	"203663_s_at"	0.2495
"202473_x_at"	"218555_at"	0.688
"202474_s_at"	"218555_at"	0.688
"214062_x_at"	"202586_at"	0.23525
"214062_x_at"	"211730_s_at"	0.23525
"214448_x_at"	"202586_at"	0.23525
"214448_x_at"	"211730_s_at"	0.23525
"214062_x_at"	"202917_s_at"	0.29775
"214062_x_at"	"214370_at"	0.29775
"214448_x_at"	"202917_s_at"	0.29775
"214448_x_at"	"214370_at"	0.29775
"202586_at"	"214317_x_at"	0.21575
"202586_at"	"217747_s_at"	0.21575
"211730_s_at"	"214317_x_at"	0.21575
"211730_s_at"	"217747_s_at"	0.21575
"202586_at"	"201954_at"	0.239
"211730_s_at"	"201954_at"	0.239
"202586_at"	"218555_at"	0.688
"211730_s_at"	"218555_at"	0.688
"214317_x_at"	"203663_s_at"	0.26475
"217747_s_at"	"203663_s_at"	0.26475
"214317_x_at"	"201954_at"	0.4225
"217747_s_at"	"201954_at"	0.4225
"214317_x_at"	"205541_s_at"	0.47525
"217747_s_at"	"205541_s_at"	0.47525
"214317_x_at"	"218555_at"	0.688
"217747_s_at"	"218555_at"	0.688
"214317_x_at"	"222240_s_at"	0.28225
"217747_s_at"	"222240_s_at"	0.28225
"206634_at"	"206140_at"	0.80075
"206634_at"	"211219_s_at"	0.80075
"210314_x_at"	"207641_at"	0.434
"218555_at"	"218679_s_at"	0.688
