"probe1"	"probe2"	"ont"
"204638_at"	"209235_at"	0.023
"204638_at"	"221961_at"	0.023
"204638_at"	"38069_at"	0.023
"204638_at"	"218678_at"	0.026
"204638_at"	"220428_at"	0.032
"205713_s_at"	"218678_at"	0.521
"205713_s_at"	"206022_at"	0.222
"206634_at"	"207372_s_at"	0
"206634_at"	"206140_at"	0.945
"206634_at"	"211219_s_at"	0.945
"207641_at"	"210314_x_at"	0.329
"212836_at"	"202586_at"	0.627
"212836_at"	"211730_s_at"	0.627
"221657_s_at"	"218555_at"	0.657
"214317_x_at"	"205541_s_at"	0.482
"217747_s_at"	"205541_s_at"	0.482
"217973_at"	"218678_at"	0.035
"207853_s_at"	"211560_s_at"	0.21
"202586_at"	"207372_s_at"	0.236
"211730_s_at"	"207372_s_at"	0.236
"218678_at"	"206022_at"	0.044
"202917_s_at"	"205237_at"	0.39
"214370_at"	"205237_at"	0.39
"207179_at"	"206140_at"	0.945
"207179_at"	"211219_s_at"	0.945
