"probe1"	"probe2"	"ont"
"204638_at"	"209235_at"	0.735
"204638_at"	"221961_at"	0.735
"204638_at"	"38069_at"	0.735
"204638_at"	"218678_at"	0.622
"204638_at"	"220428_at"	0.596
"205713_s_at"	"218678_at"	0.524
"205713_s_at"	"206022_at"	0.85
"206634_at"	"207372_s_at"	0.63
"206634_at"	"206140_at"	NA
"206634_at"	"211219_s_at"	NA
"207641_at"	"210314_x_at"	0.76
"212836_at"	"202586_at"	0.715
"212836_at"	"211730_s_at"	0.715
"221657_s_at"	"218555_at"	1
"214317_x_at"	"205541_s_at"	0.614
"217747_s_at"	"205541_s_at"	0.614
"217973_at"	"218678_at"	0.695
"207853_s_at"	"211560_s_at"	0.557
"202586_at"	"207372_s_at"	0.467
"211730_s_at"	"207372_s_at"	0.467
"218678_at"	"206022_at"	0.458
"202917_s_at"	"205237_at"	0.73
"214370_at"	"205237_at"	0.73
"207179_at"	"206140_at"	NA
"207179_at"	"211219_s_at"	NA
