"probe1"	"probe2"	"ont"
"207372_s_at"	"202586_at"	0.211
"207372_s_at"	"211730_s_at"	0.211
"210447_at"	"203663_s_at"	0.817
"215794_x_at"	"203663_s_at"	0.817
"202473_x_at"	"218555_at"	0.553
"202474_s_at"	"218555_at"	0.553
"214062_x_at"	"202586_at"	1
"214062_x_at"	"211730_s_at"	1
"214448_x_at"	"202586_at"	1
"214448_x_at"	"211730_s_at"	1
"214062_x_at"	"202917_s_at"	1
"214062_x_at"	"214370_at"	1
"214448_x_at"	"202917_s_at"	1
"214448_x_at"	"214370_at"	1
"202586_at"	"214317_x_at"	0.614
"202586_at"	"217747_s_at"	0.614
"211730_s_at"	"214317_x_at"	0.614
"211730_s_at"	"217747_s_at"	0.614
"202586_at"	"201954_at"	0.403
"211730_s_at"	"201954_at"	0.403
"202586_at"	"218555_at"	0.758
"211730_s_at"	"218555_at"	0.758
"214317_x_at"	"203663_s_at"	0.323
"217747_s_at"	"203663_s_at"	0.323
"214317_x_at"	"201954_at"	0.626
"217747_s_at"	"201954_at"	0.626
"214317_x_at"	"205541_s_at"	0.362
"217747_s_at"	"205541_s_at"	0.362
"214317_x_at"	"218555_at"	0.571
"217747_s_at"	"218555_at"	0.571
"214317_x_at"	"222240_s_at"	0.444
"217747_s_at"	"222240_s_at"	0.444
"206634_at"	"206140_at"	NA
"206634_at"	"211219_s_at"	NA
"210314_x_at"	"207641_at"	0.155
"218555_at"	"218679_s_at"	0.449
