"probe1"	"probe2"	"ont"
"208163_s_at"	"219070_s_at"	NA
"210344_at"	"219070_s_at"	NA
"207384_at"	"201681_s_at"	0.103
"207384_at"	"210469_at"	0.103
"207384_at"	"202415_s_at"	0.101
"210382_at"	"207577_at"	0.548
"210382_at"	"207578_s_at"	0.548
"210382_at"	"216939_s_at"	0.548
"210382_at"	"211201_at"	0.535
"210382_at"	"200744_s_at"	0.205
"210382_at"	"200745_s_at"	0.205
"210382_at"	"200746_s_at"	0.205
"210382_at"	"220538_at"	0.134
"210382_at"	"200852_x_at"	0.205
"210382_at"	"213245_at"	0
"210382_at"	"215340_at"	0
"210382_at"	"215348_at"	0
"210382_at"	"214510_at"	0.858
"204144_s_at"	"205873_at"	0
"204144_s_at"	"213889_at"	0
"203396_at"	"218481_at"	0.728
"203396_at"	"205377_s_at"	0.564
"203396_at"	"205378_s_at"	0.564
"203396_at"	"210332_at"	0.564
"203396_at"	"207535_s_at"	0.655
"203396_at"	"209636_at"	0.655
"203396_at"	"211524_at"	0.655
"203396_at"	"201114_x_at"	0.954
"203396_at"	"216088_s_at"	0.954
"203396_at"	"201568_at"	0.118
"203396_at"	"201252_at"	0.821
"203396_at"	"200967_at"	0.581
"203396_at"	"200968_s_at"	0.581
"203396_at"	"202186_x_at"	0.615
"203396_at"	"202187_s_at"	0.615
"203396_at"	"204695_at"	0.692
"203396_at"	"204696_s_at"	0.692
"203396_at"	"201011_at"	0.674
"203396_at"	"202240_at"	0.636
"203396_at"	"207113_s_at"	0.676
"203396_at"	"205205_at"	0.649
"203396_at"	"202243_s_at"	1
"203396_at"	"202244_at"	1
"203396_at"	"202024_at"	0.652
"203396_at"	"218555_at"	1
"203396_at"	"212219_at"	0.56
"203396_at"	"212220_at"	0.56
"203396_at"	"212222_at"	0.56
"203396_at"	"201364_s_at"	0.648
"203396_at"	"201365_at"	0.648
"203396_at"	"214062_x_at"	0.736
"203396_at"	"214448_x_at"	0.736
"200678_x_at"	"205936_s_at"	0.084
"211284_s_at"	"205936_s_at"	0.084
"216041_x_at"	"205936_s_at"	0.084
"200678_x_at"	"207163_s_at"	0.595
"211284_s_at"	"207163_s_at"	0.595
"216041_x_at"	"207163_s_at"	0.595
"200678_x_at"	"206493_at"	0.809
"200678_x_at"	"206494_s_at"	0.809
"200678_x_at"	"216956_s_at"	0.809
"200678_x_at"	"216966_at"	0.809
"211284_s_at"	"206493_at"	0.809
"211284_s_at"	"206494_s_at"	0.809
"211284_s_at"	"216956_s_at"	0.809
"211284_s_at"	"216966_at"	0.809
"216041_x_at"	"206493_at"	0.809
"216041_x_at"	"206494_s_at"	0.809
"216041_x_at"	"216956_s_at"	0.809
"216041_x_at"	"216966_at"	0.809
"200678_x_at"	"207113_s_at"	0.759
"211284_s_at"	"207113_s_at"	0.759
"216041_x_at"	"207113_s_at"	0.759
"204581_at"	"204563_at"	0.502
"217422_s_at"	"204563_at"	0.502
"220674_at"	"204563_at"	0.502
"38521_at"	"204563_at"	0.502
"204581_at"	"221345_at"	0.556
"217422_s_at"	"221345_at"	0.556
"220674_at"	"221345_at"	0.556
"38521_at"	"221345_at"	0.556
"204581_at"	"214049_x_at"	0.624
"204581_at"	"214551_s_at"	0.624
"217422_s_at"	"214049_x_at"	0.624
"217422_s_at"	"214551_s_at"	0.624
"220674_at"	"214049_x_at"	0.624
"220674_at"	"214551_s_at"	0.624
"38521_at"	"214049_x_at"	0.624
"38521_at"	"214551_s_at"	0.624
"204581_at"	"207113_s_at"	0.605
"217422_s_at"	"207113_s_at"	0.605
"220674_at"	"207113_s_at"	0.605
"38521_at"	"207113_s_at"	0.605
"204581_at"	"205049_s_at"	0.576
"217422_s_at"	"205049_s_at"	0.576
"220674_at"	"205049_s_at"	0.576
"38521_at"	"205049_s_at"	0.576
"204581_at"	"206056_x_at"	0.244
"204581_at"	"206057_x_at"	0.244
"204581_at"	"216980_s_at"	0.244
"204581_at"	"216981_x_at"	0.244
"217422_s_at"	"206056_x_at"	0.244
"217422_s_at"	"206057_x_at"	0.244
"217422_s_at"	"216980_s_at"	0.244
"217422_s_at"	"216981_x_at"	0.244
"220674_at"	"206056_x_at"	0.244
"220674_at"	"206057_x_at"	0.244
"220674_at"	"216980_s_at"	0.244
"220674_at"	"216981_x_at"	0.244
"38521_at"	"206056_x_at"	0.244
"38521_at"	"206057_x_at"	0.244
"38521_at"	"216980_s_at"	0.244
"38521_at"	"216981_x_at"	0.244
"204581_at"	"215925_s_at"	0.655
"217422_s_at"	"215925_s_at"	0.655
"220674_at"	"215925_s_at"	0.655
"38521_at"	"215925_s_at"	0.655
"204581_at"	"207641_at"	0.567
"217422_s_at"	"207641_at"	0.567
"220674_at"	"207641_at"	0.567
"38521_at"	"207641_at"	0.567
"201252_at"	"207535_s_at"	0.655
"201252_at"	"209636_at"	0.655
"201252_at"	"211524_at"	0.655
"201252_at"	"201114_x_at"	0.811
"201252_at"	"216088_s_at"	0.811
"201252_at"	"202186_x_at"	0.615
"201252_at"	"202187_s_at"	0.615
"201252_at"	"204695_at"	0.692
"201252_at"	"204696_s_at"	0.692
"201252_at"	"202240_at"	0.636
"201252_at"	"207113_s_at"	0.676
"201252_at"	"205205_at"	0.649
"201252_at"	"202243_s_at"	0.821
"201252_at"	"202244_at"	0.821
"201252_at"	"218555_at"	1
"201252_at"	"212219_at"	0.56
"201252_at"	"212220_at"	0.56
"201252_at"	"212222_at"	0.56
"201252_at"	"201364_s_at"	0.648
"201252_at"	"201365_at"	0.648
"201252_at"	"214062_x_at"	0.736
"201252_at"	"214448_x_at"	0.736
"201252_at"	"218103_at"	0.551
"201252_at"	"206140_at"	0.647
"201252_at"	"211219_s_at"	0.647
"220807_at"	"206647_at"	1
"220807_at"	"211560_s_at"	0.57
"220807_at"	"205919_at"	0.946
"220807_at"	"217683_at"	0.946
"220807_at"	"201135_at"	0.46
"220807_at"	"208291_s_at"	0.498
"220807_at"	"206834_at"	0.946
"204989_s_at"	"218906_x_at"	0.671
"204990_s_at"	"218906_x_at"	0.671
"211905_s_at"	"218906_x_at"	0.671
"214292_at"	"218906_x_at"	0.671
"204989_s_at"	"212983_at"	0.569
"204990_s_at"	"212983_at"	0.569
"211905_s_at"	"212983_at"	0.569
"214292_at"	"212983_at"	0.569
"204989_s_at"	"202112_at"	0.645
"204990_s_at"	"202112_at"	0.645
"211905_s_at"	"202112_at"	0.645
"214292_at"	"202112_at"	0.645
"204989_s_at"	"206869_at"	NA
"204990_s_at"	"206869_at"	NA
"211905_s_at"	"206869_at"	NA
"214292_at"	"206869_at"	NA
"204989_s_at"	"206270_at"	0.247
"204990_s_at"	"206270_at"	0.247
"211905_s_at"	"206270_at"	0.247
"214292_at"	"206270_at"	0.247
"204989_s_at"	"207163_s_at"	0.546
"204990_s_at"	"207163_s_at"	0.546
"211905_s_at"	"207163_s_at"	0.546
"214292_at"	"207163_s_at"	0.546
"204989_s_at"	"206493_at"	0.652
"204989_s_at"	"206494_s_at"	0.652
"204989_s_at"	"216956_s_at"	0.652
"204989_s_at"	"216966_at"	0.652
"204990_s_at"	"206493_at"	0.652
"204990_s_at"	"206494_s_at"	0.652
"204990_s_at"	"216956_s_at"	0.652
"204990_s_at"	"216966_at"	0.652
"211905_s_at"	"206493_at"	0.652
"211905_s_at"	"206494_s_at"	0.652
"211905_s_at"	"216956_s_at"	0.652
"211905_s_at"	"216966_at"	0.652
"214292_at"	"206493_at"	0.652
"214292_at"	"206494_s_at"	0.652
"214292_at"	"216956_s_at"	0.652
"214292_at"	"216966_at"	0.652
"204989_s_at"	"210150_s_at"	0.501
"204990_s_at"	"210150_s_at"	0.501
"211905_s_at"	"210150_s_at"	0.501
"214292_at"	"210150_s_at"	0.501
"204989_s_at"	"202224_at"	0.533
"204989_s_at"	"202225_at"	0.533
"204989_s_at"	"202226_s_at"	0.533
"204990_s_at"	"202224_at"	0.533
"204990_s_at"	"202225_at"	0.533
"204990_s_at"	"202226_s_at"	0.533
"211905_s_at"	"202224_at"	0.533
"211905_s_at"	"202225_at"	0.533
"211905_s_at"	"202226_s_at"	0.533
"214292_at"	"202224_at"	0.533
"214292_at"	"202225_at"	0.533
"214292_at"	"202226_s_at"	0.533
"204989_s_at"	"208156_x_at"	0.393
"204990_s_at"	"208156_x_at"	0.393
"211905_s_at"	"208156_x_at"	0.393
"214292_at"	"208156_x_at"	0.393
"204989_s_at"	"200601_at"	0.635
"204990_s_at"	"200601_at"	0.635
"211905_s_at"	"200601_at"	0.635
"214292_at"	"200601_at"	0.635
"204989_s_at"	"205713_s_at"	0.555
"204990_s_at"	"205713_s_at"	0.555
"211905_s_at"	"205713_s_at"	0.555
"214292_at"	"205713_s_at"	0.555
"204989_s_at"	"204724_s_at"	0.156
"204990_s_at"	"204724_s_at"	0.156
"211905_s_at"	"204724_s_at"	0.156
"214292_at"	"204724_s_at"	0.156
"202014_at"	"202186_x_at"	0.884
"202014_at"	"202187_s_at"	0.884
"37028_at"	"202186_x_at"	0.884
"37028_at"	"202187_s_at"	0.884
"202014_at"	"215624_at"	0.735
"202014_at"	"215735_s_at"	0.735
"37028_at"	"215624_at"	0.735
"37028_at"	"215735_s_at"	0.735
"202014_at"	"203318_s_at"	0.589
"202014_at"	"203319_s_at"	0.589
"37028_at"	"203318_s_at"	0.589
"37028_at"	"203319_s_at"	0.589
"202014_at"	"208960_s_at"	0.579
"202014_at"	"208961_s_at"	0.579
"202014_at"	"211610_at"	0.579
"37028_at"	"208960_s_at"	0.579
"37028_at"	"208961_s_at"	0.579
"37028_at"	"211610_at"	0.579
"205688_at"	"214732_at"	0.858
"205688_at"	"204079_at"	0.411
"205688_at"	"213283_s_at"	0.872
"211154_at"	"205312_at"	0.426
"211155_s_at"	"205312_at"	0.426
"211831_s_at"	"205312_at"	0.426
"211154_at"	"205377_s_at"	0.336
"211154_at"	"205378_s_at"	0.336
"211154_at"	"210332_at"	0.336
"211155_s_at"	"205377_s_at"	0.336
"211155_s_at"	"205378_s_at"	0.336
"211155_s_at"	"210332_at"	0.336
"211831_s_at"	"205377_s_at"	0.336
"211831_s_at"	"205378_s_at"	0.336
"211831_s_at"	"210332_at"	0.336
"211154_at"	"202112_at"	0.457
"211155_s_at"	"202112_at"	0.457
"211831_s_at"	"202112_at"	0.457
"211154_at"	"207954_at"	0.478
"211154_at"	"209710_at"	0.478
"211154_at"	"210358_x_at"	0.478
"211155_s_at"	"207954_at"	0.478
"211155_s_at"	"209710_at"	0.478
"211155_s_at"	"210358_x_at"	0.478
"211831_s_at"	"207954_at"	0.478
"211831_s_at"	"209710_at"	0.478
"211831_s_at"	"210358_x_at"	0.478
"211154_at"	"212777_at"	0.628
"211154_at"	"212780_at"	0.628
"211155_s_at"	"212777_at"	0.628
"211155_s_at"	"212780_at"	0.628
"211831_s_at"	"212777_at"	0.628
"211831_s_at"	"212780_at"	0.628
"211154_at"	"208991_at"	0.453
"211154_at"	"208992_s_at"	0.453
"211155_s_at"	"208991_at"	0.453
"211155_s_at"	"208992_s_at"	0.453
"211831_s_at"	"208991_at"	0.453
"211831_s_at"	"208992_s_at"	0.453
"211154_at"	"201114_x_at"	0.615
"211154_at"	"216088_s_at"	0.615
"211155_s_at"	"201114_x_at"	0.615
"211155_s_at"	"216088_s_at"	0.615
"211831_s_at"	"201114_x_at"	0.615
"211831_s_at"	"216088_s_at"	0.615
"211154_at"	"203591_s_at"	0.398
"211155_s_at"	"203591_s_at"	0.398
"211831_s_at"	"203591_s_at"	0.398
"211154_at"	"203010_at"	0.561
"211155_s_at"	"203010_at"	0.561
"211831_s_at"	"203010_at"	0.561
"211154_at"	"205798_at"	0.443
"211155_s_at"	"205798_at"	0.443
"211831_s_at"	"205798_at"	0.443
"211154_at"	"206883_x_at"	0.811
"211155_s_at"	"206883_x_at"	0.811
"211831_s_at"	"206883_x_at"	0.811
"211154_at"	"205945_at"	0.421
"211154_at"	"217489_s_at"	0.421
"211155_s_at"	"205945_at"	0.421
"211155_s_at"	"217489_s_at"	0.421
"211831_s_at"	"205945_at"	0.421
"211831_s_at"	"217489_s_at"	0.421
"211154_at"	"205723_at"	0.567
"211155_s_at"	"205723_at"	0.567
"211831_s_at"	"205723_at"	0.567
"211154_at"	"207163_s_at"	0.418
"211155_s_at"	"207163_s_at"	0.418
"211831_s_at"	"207163_s_at"	0.418
"211154_at"	"206493_at"	0.691
"211154_at"	"206494_s_at"	0.691
"211154_at"	"216956_s_at"	0.691
"211154_at"	"216966_at"	0.691
"211155_s_at"	"206493_at"	0.691
"211155_s_at"	"206494_s_at"	0.691
"211155_s_at"	"216956_s_at"	0.691
"211155_s_at"	"216966_at"	0.691
"211831_s_at"	"206493_at"	0.691
"211831_s_at"	"206494_s_at"	0.691
"211831_s_at"	"216956_s_at"	0.691
"211831_s_at"	"216966_at"	0.691
"211154_at"	"209201_x_at"	0.316
"211154_at"	"211919_s_at"	0.316
"211154_at"	"217028_at"	0.316
"211155_s_at"	"209201_x_at"	0.316
"211155_s_at"	"211919_s_at"	0.316
"211155_s_at"	"217028_at"	0.316
"211831_s_at"	"209201_x_at"	0.316
"211831_s_at"	"211919_s_at"	0.316
"211831_s_at"	"217028_at"	0.316
"211154_at"	"206390_x_at"	0.612
"211155_s_at"	"206390_x_at"	0.612
"211831_s_at"	"206390_x_at"	0.612
"219194_at"	"220427_at"	0.53
"219072_at"	"204099_at"	NA
"219072_at"	"219053_s_at"	NA
"202839_s_at"	"208714_at"	1
"211407_at"	"208714_at"	1
"202839_s_at"	"200883_at"	0.261
"202839_s_at"	"212600_s_at"	0.261
"211407_at"	"200883_at"	0.261
"211407_at"	"212600_s_at"	0.261
"202839_s_at"	"201568_at"	0.212
"211407_at"	"201568_at"	0.212
"202839_s_at"	"203663_s_at"	0.438
"211407_at"	"203663_s_at"	0.438
"202839_s_at"	"218320_s_at"	0.261
"211407_at"	"218320_s_at"	0.261
"202839_s_at"	"201541_s_at"	0.261
"211407_at"	"201541_s_at"	0.261
"202839_s_at"	"211752_s_at"	1
"211407_at"	"211752_s_at"	1
"202839_s_at"	"202004_x_at"	0.438
"202839_s_at"	"210131_x_at"	0.438
"202839_s_at"	"215088_s_at"	0.438
"202839_s_at"	"216591_s_at"	0.438
"211407_at"	"202004_x_at"	0.438
"211407_at"	"210131_x_at"	0.438
"211407_at"	"215088_s_at"	0.438
"211407_at"	"216591_s_at"	0.438
"202839_s_at"	"201134_x_at"	0.323
"202839_s_at"	"213846_at"	0.323
"202839_s_at"	"217491_x_at"	0.323
"211407_at"	"201134_x_at"	0.323
"211407_at"	"213846_at"	0.323
"211407_at"	"217491_x_at"	0.323
"202839_s_at"	"218563_at"	1
"211407_at"	"218563_at"	1
"218188_s_at"	"217873_at"	0.289
"218188_s_at"	"205217_at"	0.596
"218188_s_at"	"210800_at"	0.596
"201751_at"	"205217_at"	1
"201751_at"	"210800_at"	1
"201708_s_at"	"203452_at"	1
"201708_s_at"	"35179_at"	1
"201709_s_at"	"203452_at"	1
"201709_s_at"	"35179_at"	1
"201708_s_at"	"217720_at"	1
"201709_s_at"	"217720_at"	1
"209077_at"	"200094_s_at"	1
"209077_at"	"204102_s_at"	1
"209078_s_at"	"200094_s_at"	1
"209078_s_at"	"204102_s_at"	1
"209077_at"	"206662_at"	0.512
"209077_at"	"209276_s_at"	0.512
"209078_s_at"	"206662_at"	0.512
"209078_s_at"	"209276_s_at"	0.512
"209077_at"	"204408_at"	0.204
"209078_s_at"	"204408_at"	0.204
"209077_at"	"202799_at"	1
"209078_s_at"	"202799_at"	1
"209077_at"	"217716_s_at"	1
"209078_s_at"	"217716_s_at"	1
"209077_at"	"200936_at"	0.712
"209078_s_at"	"200936_at"	0.712
"209077_at"	"209036_s_at"	0.712
"209077_at"	"213333_at"	0.712
"209078_s_at"	"209036_s_at"	0.712
"209078_s_at"	"213333_at"	0.712
"209077_at"	"210803_at"	1
"209077_at"	"211177_s_at"	1
"209078_s_at"	"210803_at"	1
"209078_s_at"	"211177_s_at"	1
"204400_at"	"202224_at"	0.646
"204400_at"	"202225_at"	0.646
"204400_at"	"202226_s_at"	0.646
"210880_s_at"	"202224_at"	0.646
"210880_s_at"	"202225_at"	0.646
"210880_s_at"	"202226_s_at"	0.646
"201415_at"	"210803_at"	0.548
"201415_at"	"211177_s_at"	0.548
"211630_s_at"	"210803_at"	0.548
"211630_s_at"	"211177_s_at"	0.548
"201415_at"	"217752_s_at"	0.279
"211630_s_at"	"217752_s_at"	0.279
"201415_at"	"206662_at"	0.18
"201415_at"	"209276_s_at"	0.18
"211630_s_at"	"206662_at"	0.18
"211630_s_at"	"209276_s_at"	0.18
"201415_at"	"204174_at"	0.478
"211630_s_at"	"204174_at"	0.478
"201415_at"	"204550_x_at"	0.688
"201415_at"	"215333_x_at"	0.688
"211630_s_at"	"204550_x_at"	0.688
"211630_s_at"	"215333_x_at"	0.688
"201415_at"	"203925_at"	0.331
"211630_s_at"	"203925_at"	0.331
"207769_s_at"	"209381_x_at"	0.771
"207769_s_at"	"37462_i_at"	0.771
"210499_s_at"	"209381_x_at"	0.771
"210499_s_at"	"37462_i_at"	0.771
"214527_s_at"	"209381_x_at"	0.771
"214527_s_at"	"37462_i_at"	0.771
"207769_s_at"	"204031_s_at"	0.757
"207769_s_at"	"213263_s_at"	0.757
"207769_s_at"	"213264_at"	0.757
