"probe1"	"probe2"	"ont"
"208163_s_at"	"219070_s_at"	NA
"210344_at"	"219070_s_at"	NA
"207384_at"	"201681_s_at"	0.29
"207384_at"	"210469_at"	0.29
"207384_at"	"202415_s_at"	0.235
"210382_at"	"207577_at"	0.667
"210382_at"	"207578_s_at"	0.667
"210382_at"	"216939_s_at"	0.667
"210382_at"	"211201_at"	0.704
"210382_at"	"200744_s_at"	0.249
"210382_at"	"200745_s_at"	0.249
"210382_at"	"200746_s_at"	0.249
"210382_at"	"220538_at"	0.379
"210382_at"	"200852_x_at"	0.249
"210382_at"	"213245_at"	0.103
"210382_at"	"215340_at"	0.103
"210382_at"	"215348_at"	0.103
"210382_at"	"214510_at"	0.899
"204144_s_at"	"205873_at"	0.161
"204144_s_at"	"213889_at"	0.161
"203396_at"	"218481_at"	0.598
"203396_at"	"205377_s_at"	0.568
"203396_at"	"205378_s_at"	0.568
"203396_at"	"210332_at"	0.568
"203396_at"	"207535_s_at"	0.389
"203396_at"	"209636_at"	0.389
"203396_at"	"211524_at"	0.389
"203396_at"	"201114_x_at"	0.963
"203396_at"	"216088_s_at"	0.963
"203396_at"	"201568_at"	0.135
"203396_at"	"201252_at"	0.63
"203396_at"	"200967_at"	0.593
"203396_at"	"200968_s_at"	0.593
"203396_at"	"202186_x_at"	0.512
"203396_at"	"202187_s_at"	0.512
"203396_at"	"204695_at"	0.609
"203396_at"	"204696_s_at"	0.609
"203396_at"	"201011_at"	0.543
"203396_at"	"202240_at"	0.488
"203396_at"	"207113_s_at"	0.594
"203396_at"	"205205_at"	0.424
"203396_at"	"202243_s_at"	1
"203396_at"	"202244_at"	1
"203396_at"	"202024_at"	0.497
"203396_at"	"218555_at"	1
"203396_at"	"212219_at"	0.605
"203396_at"	"212220_at"	0.605
"203396_at"	"212222_at"	0.605
"203396_at"	"201364_s_at"	0.579
"203396_at"	"201365_at"	0.579
"203396_at"	"214062_x_at"	0.585
"203396_at"	"214448_x_at"	0.585
"200678_x_at"	"205936_s_at"	0.112
"211284_s_at"	"205936_s_at"	0.112
"216041_x_at"	"205936_s_at"	0.112
"200678_x_at"	"207163_s_at"	0.481
"211284_s_at"	"207163_s_at"	0.481
"216041_x_at"	"207163_s_at"	0.481
"200678_x_at"	"206493_at"	0.774
"200678_x_at"	"206494_s_at"	0.774
"200678_x_at"	"216956_s_at"	0.774
"200678_x_at"	"216966_at"	0.774
"211284_s_at"	"206493_at"	0.774
"211284_s_at"	"206494_s_at"	0.774
"211284_s_at"	"216956_s_at"	0.774
"211284_s_at"	"216966_at"	0.774
"216041_x_at"	"206493_at"	0.774
"216041_x_at"	"206494_s_at"	0.774
"216041_x_at"	"216956_s_at"	0.774
"216041_x_at"	"216966_at"	0.774
"200678_x_at"	"207113_s_at"	0.691
"211284_s_at"	"207113_s_at"	0.691
"216041_x_at"	"207113_s_at"	0.691
"204581_at"	"204563_at"	0.629
"217422_s_at"	"204563_at"	0.629
"220674_at"	"204563_at"	0.629
"38521_at"	"204563_at"	0.629
"204581_at"	"221345_at"	0.639
"217422_s_at"	"221345_at"	0.639
"220674_at"	"221345_at"	0.639
"38521_at"	"221345_at"	0.639
"204581_at"	"214049_x_at"	0.203
"204581_at"	"214551_s_at"	0.203
"217422_s_at"	"214049_x_at"	0.203
"217422_s_at"	"214551_s_at"	0.203
"220674_at"	"214049_x_at"	0.203
"220674_at"	"214551_s_at"	0.203
"38521_at"	"214049_x_at"	0.203
"38521_at"	"214551_s_at"	0.203
"204581_at"	"207113_s_at"	0.65
"217422_s_at"	"207113_s_at"	0.65
"220674_at"	"207113_s_at"	0.65
"38521_at"	"207113_s_at"	0.65
"204581_at"	"205049_s_at"	0.697
"217422_s_at"	"205049_s_at"	0.697
"220674_at"	"205049_s_at"	0.697
"38521_at"	"205049_s_at"	0.697
"204581_at"	"206056_x_at"	0.59
"204581_at"	"206057_x_at"	0.59
"204581_at"	"216980_s_at"	0.59
"204581_at"	"216981_x_at"	0.59
"217422_s_at"	"206056_x_at"	0.59
"217422_s_at"	"206057_x_at"	0.59
"217422_s_at"	"216980_s_at"	0.59
"217422_s_at"	"216981_x_at"	0.59
"220674_at"	"206056_x_at"	0.59
"220674_at"	"206057_x_at"	0.59
"220674_at"	"216980_s_at"	0.59
"220674_at"	"216981_x_at"	0.59
"38521_at"	"206056_x_at"	0.59
"38521_at"	"206057_x_at"	0.59
"38521_at"	"216980_s_at"	0.59
"38521_at"	"216981_x_at"	0.59
"204581_at"	"215925_s_at"	0.718
"217422_s_at"	"215925_s_at"	0.718
"220674_at"	"215925_s_at"	0.718
"38521_at"	"215925_s_at"	0.718
"204581_at"	"207641_at"	0.646
"217422_s_at"	"207641_at"	0.646
"220674_at"	"207641_at"	0.646
"38521_at"	"207641_at"	0.646
"201252_at"	"207535_s_at"	0.386
"201252_at"	"209636_at"	0.386
"201252_at"	"211524_at"	0.386
"201252_at"	"201114_x_at"	0.667
"201252_at"	"216088_s_at"	0.667
"201252_at"	"202186_x_at"	0.492
"201252_at"	"202187_s_at"	0.492
"201252_at"	"204695_at"	0.579
"201252_at"	"204696_s_at"	0.579
"201252_at"	"202240_at"	0.474
"201252_at"	"207113_s_at"	0.591
"201252_at"	"205205_at"	0.421
"201252_at"	"202243_s_at"	0.63
"201252_at"	"202244_at"	0.63
"201252_at"	"218555_at"	1
"201252_at"	"212219_at"	0.6
"201252_at"	"212220_at"	0.6
"201252_at"	"212222_at"	0.6
"201252_at"	"201364_s_at"	0.572
"201252_at"	"201365_at"	0.572
"201252_at"	"214062_x_at"	0.577
"201252_at"	"214448_x_at"	0.577
"201252_at"	"218103_at"	0.452
"201252_at"	"206140_at"	0.214
"201252_at"	"211219_s_at"	0.214
"220807_at"	"206647_at"	1
"220807_at"	"211560_s_at"	0.534
"220807_at"	"205919_at"	0.979
"220807_at"	"217683_at"	0.979
"220807_at"	"201135_at"	0.548
"220807_at"	"208291_s_at"	0.598
"220807_at"	"206834_at"	0.979
"204989_s_at"	"218906_x_at"	0.736
"204990_s_at"	"218906_x_at"	0.736
"211905_s_at"	"218906_x_at"	0.736
"214292_at"	"218906_x_at"	0.736
"204989_s_at"	"212983_at"	0.574
"204990_s_at"	"212983_at"	0.574
"211905_s_at"	"212983_at"	0.574
"214292_at"	"212983_at"	0.574
"204989_s_at"	"202112_at"	0.749
"204990_s_at"	"202112_at"	0.749
"211905_s_at"	"202112_at"	0.749
"214292_at"	"202112_at"	0.749
"204989_s_at"	"206869_at"	NA
"204990_s_at"	"206869_at"	NA
"211905_s_at"	"206869_at"	NA
"214292_at"	"206869_at"	NA
"204989_s_at"	"206270_at"	0.109
"204990_s_at"	"206270_at"	0.109
"211905_s_at"	"206270_at"	0.109
"214292_at"	"206270_at"	0.109
"204989_s_at"	"207163_s_at"	0.501
"204990_s_at"	"207163_s_at"	0.501
"211905_s_at"	"207163_s_at"	0.501
"214292_at"	"207163_s_at"	0.501
"204989_s_at"	"206493_at"	0.756
"204989_s_at"	"206494_s_at"	0.756
"204989_s_at"	"216956_s_at"	0.756
"204989_s_at"	"216966_at"	0.756
"204990_s_at"	"206493_at"	0.756
"204990_s_at"	"206494_s_at"	0.756
"204990_s_at"	"216956_s_at"	0.756
"204990_s_at"	"216966_at"	0.756
"211905_s_at"	"206493_at"	0.756
"211905_s_at"	"206494_s_at"	0.756
"211905_s_at"	"216956_s_at"	0.756
"211905_s_at"	"216966_at"	0.756
"214292_at"	"206493_at"	0.756
"214292_at"	"206494_s_at"	0.756
"214292_at"	"216956_s_at"	0.756
"214292_at"	"216966_at"	0.756
"204989_s_at"	"210150_s_at"	0.563
"204990_s_at"	"210150_s_at"	0.563
"211905_s_at"	"210150_s_at"	0.563
"214292_at"	"210150_s_at"	0.563
"204989_s_at"	"202224_at"	0.7
"204989_s_at"	"202225_at"	0.7
"204989_s_at"	"202226_s_at"	0.7
"204990_s_at"	"202224_at"	0.7
"204990_s_at"	"202225_at"	0.7
"204990_s_at"	"202226_s_at"	0.7
"211905_s_at"	"202224_at"	0.7
"211905_s_at"	"202225_at"	0.7
"211905_s_at"	"202226_s_at"	0.7
"214292_at"	"202224_at"	0.7
"214292_at"	"202225_at"	0.7
"214292_at"	"202226_s_at"	0.7
"204989_s_at"	"208156_x_at"	0.483
"204990_s_at"	"208156_x_at"	0.483
"211905_s_at"	"208156_x_at"	0.483
"214292_at"	"208156_x_at"	0.483
"204989_s_at"	"200601_at"	0.615
"204990_s_at"	"200601_at"	0.615
"211905_s_at"	"200601_at"	0.615
"214292_at"	"200601_at"	0.615
"204989_s_at"	"205713_s_at"	0.608
"204990_s_at"	"205713_s_at"	0.608
"211905_s_at"	"205713_s_at"	0.608
"214292_at"	"205713_s_at"	0.608
"204989_s_at"	"204724_s_at"	0.198
"204990_s_at"	"204724_s_at"	0.198
"211905_s_at"	"204724_s_at"	0.198
"214292_at"	"204724_s_at"	0.198
"202014_at"	"202186_x_at"	0.84
"202014_at"	"202187_s_at"	0.84
"37028_at"	"202186_x_at"	0.84
"37028_at"	"202187_s_at"	0.84
"202014_at"	"215624_at"	0.659
"202014_at"	"215735_s_at"	0.659
"37028_at"	"215624_at"	0.659
"37028_at"	"215735_s_at"	0.659
"202014_at"	"203318_s_at"	0.402
"202014_at"	"203319_s_at"	0.402
"37028_at"	"203318_s_at"	0.402
"37028_at"	"203319_s_at"	0.402
"202014_at"	"208960_s_at"	0.429
"202014_at"	"208961_s_at"	0.429
"202014_at"	"211610_at"	0.429
"37028_at"	"208960_s_at"	0.429
"37028_at"	"208961_s_at"	0.429
"37028_at"	"211610_at"	0.429
"205688_at"	"214732_at"	0.874
"205688_at"	"204079_at"	0.36
"205688_at"	"213283_s_at"	0.766
"211154_at"	"205312_at"	0.422
"211155_s_at"	"205312_at"	0.422
"211831_s_at"	"205312_at"	0.422
"211154_at"	"205377_s_at"	0.405
"211154_at"	"205378_s_at"	0.405
"211154_at"	"210332_at"	0.405
"211155_s_at"	"205377_s_at"	0.405
"211155_s_at"	"205378_s_at"	0.405
"211155_s_at"	"210332_at"	0.405
"211831_s_at"	"205377_s_at"	0.405
"211831_s_at"	"205378_s_at"	0.405
"211831_s_at"	"210332_at"	0.405
"211154_at"	"202112_at"	0.6
"211155_s_at"	"202112_at"	0.6
"211831_s_at"	"202112_at"	0.6
"211154_at"	"207954_at"	0.459
"211154_at"	"209710_at"	0.459
"211154_at"	"210358_x_at"	0.459
"211155_s_at"	"207954_at"	0.459
"211155_s_at"	"209710_at"	0.459
"211155_s_at"	"210358_x_at"	0.459
"211831_s_at"	"207954_at"	0.459
"211831_s_at"	"209710_at"	0.459
"211831_s_at"	"210358_x_at"	0.459
"211154_at"	"212777_at"	0.424
"211154_at"	"212780_at"	0.424
"211155_s_at"	"212777_at"	0.424
"211155_s_at"	"212780_at"	0.424
"211831_s_at"	"212777_at"	0.424
"211831_s_at"	"212780_at"	0.424
"211154_at"	"208991_at"	0.413
"211154_at"	"208992_s_at"	0.413
"211155_s_at"	"208991_at"	0.413
"211155_s_at"	"208992_s_at"	0.413
"211831_s_at"	"208991_at"	0.413
"211831_s_at"	"208992_s_at"	0.413
"211154_at"	"201114_x_at"	0.621
"211154_at"	"216088_s_at"	0.621
"211155_s_at"	"201114_x_at"	0.621
"211155_s_at"	"216088_s_at"	0.621
"211831_s_at"	"201114_x_at"	0.621
"211831_s_at"	"216088_s_at"	0.621
"211154_at"	"203591_s_at"	0.483
"211155_s_at"	"203591_s_at"	0.483
"211831_s_at"	"203591_s_at"	0.483
"211154_at"	"203010_at"	0.468
"211155_s_at"	"203010_at"	0.468
"211831_s_at"	"203010_at"	0.468
"211154_at"	"205798_at"	0.504
"211155_s_at"	"205798_at"	0.504
"211831_s_at"	"205798_at"	0.504
"211154_at"	"206883_x_at"	0.815
"211155_s_at"	"206883_x_at"	0.815
"211831_s_at"	"206883_x_at"	0.815
"211154_at"	"205945_at"	0.585
"211154_at"	"217489_s_at"	0.585
"211155_s_at"	"205945_at"	0.585
"211155_s_at"	"217489_s_at"	0.585
"211831_s_at"	"205945_at"	0.585
"211831_s_at"	"217489_s_at"	0.585
"211154_at"	"205723_at"	0.659
"211155_s_at"	"205723_at"	0.659
"211831_s_at"	"205723_at"	0.659
"211154_at"	"207163_s_at"	0.4
"211155_s_at"	"207163_s_at"	0.4
"211831_s_at"	"207163_s_at"	0.4
"211154_at"	"206493_at"	0.745
"211154_at"	"206494_s_at"	0.745
"211154_at"	"216956_s_at"	0.745
"211154_at"	"216966_at"	0.745
"211155_s_at"	"206493_at"	0.745
"211155_s_at"	"206494_s_at"	0.745
"211155_s_at"	"216956_s_at"	0.745
"211155_s_at"	"216966_at"	0.745
"211831_s_at"	"206493_at"	0.745
"211831_s_at"	"206494_s_at"	0.745
"211831_s_at"	"216956_s_at"	0.745
"211831_s_at"	"216966_at"	0.745
"211154_at"	"209201_x_at"	0.424
"211154_at"	"211919_s_at"	0.424
"211154_at"	"217028_at"	0.424
"211155_s_at"	"209201_x_at"	0.424
"211155_s_at"	"211919_s_at"	0.424
"211155_s_at"	"217028_at"	0.424
"211831_s_at"	"209201_x_at"	0.424
"211831_s_at"	"211919_s_at"	0.424
"211831_s_at"	"217028_at"	0.424
"211154_at"	"206390_x_at"	0.614
"211155_s_at"	"206390_x_at"	0.614
"211831_s_at"	"206390_x_at"	0.614
"219194_at"	"220427_at"	0.601
"219072_at"	"204099_at"	NA
"219072_at"	"219053_s_at"	NA
"202839_s_at"	"208714_at"	1
"211407_at"	"208714_at"	1
"202839_s_at"	"200883_at"	0.128
"202839_s_at"	"212600_s_at"	0.128
"211407_at"	"200883_at"	0.128
"211407_at"	"212600_s_at"	0.128
"202839_s_at"	"201568_at"	0.19
"211407_at"	"201568_at"	0.19
"202839_s_at"	"203663_s_at"	0.2
"211407_at"	"203663_s_at"	0.2
"202839_s_at"	"218320_s_at"	0.128
"211407_at"	"218320_s_at"	0.128
"202839_s_at"	"201541_s_at"	0.128
"211407_at"	"201541_s_at"	0.128
"202839_s_at"	"211752_s_at"	1
"211407_at"	"211752_s_at"	1
"202839_s_at"	"202004_x_at"	0.248
"202839_s_at"	"210131_x_at"	0.248
"202839_s_at"	"215088_s_at"	0.248
"202839_s_at"	"216591_s_at"	0.248
"211407_at"	"202004_x_at"	0.248
"211407_at"	"210131_x_at"	0.248
"211407_at"	"215088_s_at"	0.248
"211407_at"	"216591_s_at"	0.248
"202839_s_at"	"201134_x_at"	0.2
"202839_s_at"	"213846_at"	0.2
"202839_s_at"	"217491_x_at"	0.2
"211407_at"	"201134_x_at"	0.2
"211407_at"	"213846_at"	0.2
"211407_at"	"217491_x_at"	0.2
"202839_s_at"	"218563_at"	1
"211407_at"	"218563_at"	1
"218188_s_at"	"217873_at"	0.194
"218188_s_at"	"205217_at"	0.318
"218188_s_at"	"210800_at"	0.318
"201751_at"	"205217_at"	1
"201751_at"	"210800_at"	1
"201708_s_at"	"203452_at"	1
"201708_s_at"	"35179_at"	1
"201709_s_at"	"203452_at"	1
"201709_s_at"	"35179_at"	1
"201708_s_at"	"217720_at"	1
"201709_s_at"	"217720_at"	1
"209077_at"	"200094_s_at"	1
"209077_at"	"204102_s_at"	1
"209078_s_at"	"200094_s_at"	1
"209078_s_at"	"204102_s_at"	1
"209077_at"	"206662_at"	0.815
"209077_at"	"209276_s_at"	0.815
"209078_s_at"	"206662_at"	0.815
"209078_s_at"	"209276_s_at"	0.815
"209077_at"	"204408_at"	0.115
"209078_s_at"	"204408_at"	0.115
"209077_at"	"202799_at"	1
"209078_s_at"	"202799_at"	1
"209077_at"	"217716_s_at"	1
"209078_s_at"	"217716_s_at"	1
"209077_at"	"200936_at"	0.367
"209078_s_at"	"200936_at"	0.367
"209077_at"	"209036_s_at"	0.367
"209077_at"	"213333_at"	0.367
"209078_s_at"	"209036_s_at"	0.367
"209078_s_at"	"213333_at"	0.367
"209077_at"	"210803_at"	1
"209077_at"	"211177_s_at"	1
"209078_s_at"	"210803_at"	1
"209078_s_at"	"211177_s_at"	1
"204400_at"	"202224_at"	0.765
"204400_at"	"202225_at"	0.765
"204400_at"	"202226_s_at"	0.765
"210880_s_at"	"202224_at"	0.765
"210880_s_at"	"202225_at"	0.765
"210880_s_at"	"202226_s_at"	0.765
"201415_at"	"210803_at"	0.51
"201415_at"	"211177_s_at"	0.51
"211630_s_at"	"210803_at"	0.51
"211630_s_at"	"211177_s_at"	0.51
"201415_at"	"217752_s_at"	0.174
"211630_s_at"	"217752_s_at"	0.174
"201415_at"	"206662_at"	0.394
"201415_at"	"209276_s_at"	0.394
"211630_s_at"	"206662_at"	0.394
"211630_s_at"	"209276_s_at"	0.394
"201415_at"	"204174_at"	0.483
"211630_s_at"	"204174_at"	0.483
"201415_at"	"204550_x_at"	0.669
"201415_at"	"215333_x_at"	0.669
"211630_s_at"	"204550_x_at"	0.669
"211630_s_at"	"215333_x_at"	0.669
"201415_at"	"203925_at"	0.461
"211630_s_at"	"203925_at"	0.461
"207769_s_at"	"209381_x_at"	0.689
"207769_s_at"	"37462_i_at"	0.689
"210499_s_at"	"209381_x_at"	0.689
"210499_s_at"	"37462_i_at"	0.689
"214527_s_at"	"209381_x_at"	0.689
"214527_s_at"	"37462_i_at"	0.689
"207769_s_at"	"204031_s_at"	0.693
"207769_s_at"	"213263_s_at"	0.693
