"probe1"	"probe2"	"ont"
"207372_s_at"	"202586_at"	0.2155
"207372_s_at"	"211730_s_at"	0.2155
"210447_at"	"203663_s_at"	0.69025
"215794_x_at"	"203663_s_at"	0.69025
"202473_x_at"	"218555_at"	0.49075
"202474_s_at"	"218555_at"	0.49075
"214062_x_at"	"202586_at"	0.788
"214062_x_at"	"211730_s_at"	0.788
"214448_x_at"	"202586_at"	0.788
"214448_x_at"	"211730_s_at"	0.788
"214062_x_at"	"202917_s_at"	0.788
"214062_x_at"	"214370_at"	0.788
"214448_x_at"	"202917_s_at"	0.788
"214448_x_at"	"214370_at"	0.788
"202586_at"	"214317_x_at"	0.523
"202586_at"	"217747_s_at"	0.523
"211730_s_at"	"214317_x_at"	0.523
"211730_s_at"	"217747_s_at"	0.523
"202586_at"	"201954_at"	0.35625
"211730_s_at"	"201954_at"	0.35625
"202586_at"	"218555_at"	0.62425
"211730_s_at"	"218555_at"	0.62425
"214317_x_at"	"203663_s_at"	0.29375
"217747_s_at"	"203663_s_at"	0.29375
"214317_x_at"	"201954_at"	0.54325
"217747_s_at"	"201954_at"	0.54325
"214317_x_at"	"205541_s_at"	0.34525
"217747_s_at"	"205541_s_at"	0.34525
"214317_x_at"	"218555_at"	0.49175
"217747_s_at"	"218555_at"	0.49175
"214317_x_at"	"222240_s_at"	0.4065
"217747_s_at"	"222240_s_at"	0.4065
"206634_at"	"206140_at"	NA
"206634_at"	"211219_s_at"	NA
"210314_x_at"	"207641_at"	0.243
"218555_at"	"218679_s_at"	0.3985
