"probe1"	"probe2"	"ont"
"207372_s_at"	"202586_at"	0.067
"207372_s_at"	"211730_s_at"	0.067
"210447_at"	"203663_s_at"	0.286
"215794_x_at"	"203663_s_at"	0.286
"202473_x_at"	"218555_at"	0.233
"202474_s_at"	"218555_at"	0.233
"214062_x_at"	"202586_at"	0.227
"214062_x_at"	"211730_s_at"	0.227
"214448_x_at"	"202586_at"	0.227
"214448_x_at"	"211730_s_at"	0.227
"214062_x_at"	"202917_s_at"	0.227
"214062_x_at"	"214370_at"	0.227
"214448_x_at"	"202917_s_at"	0.227
"214448_x_at"	"214370_at"	0.227
"202586_at"	"214317_x_at"	0.186
"202586_at"	"217747_s_at"	0.186
"211730_s_at"	"214317_x_at"	0.186
"211730_s_at"	"217747_s_at"	0.186
"202586_at"	"201954_at"	0.156
"211730_s_at"	"201954_at"	0.156
"202586_at"	"218555_at"	0.286
"211730_s_at"	"218555_at"	0.286
"214317_x_at"	"203663_s_at"	0.124
"217747_s_at"	"203663_s_at"	0.124
"214317_x_at"	"201954_at"	0.222
"217747_s_at"	"201954_at"	0.222
"214317_x_at"	"205541_s_at"	0.113
"217747_s_at"	"205541_s_at"	0.113
"214317_x_at"	"218555_at"	0.162
"217747_s_at"	"218555_at"	0.162
"214317_x_at"	"222240_s_at"	0.087
"217747_s_at"	"222240_s_at"	0.087
"206634_at"	"206140_at"	NA
"206634_at"	"211219_s_at"	NA
"210314_x_at"	"207641_at"	0.022
"218555_at"	"218679_s_at"	0.136
