"probe1"	"probe2"	"ont"
"207372_s_at"	"202586_at"	0.467
"207372_s_at"	"211730_s_at"	0.467
"210447_at"	"203663_s_at"	0.872
"215794_x_at"	"203663_s_at"	0.872
"202473_x_at"	"218555_at"	0.684
"202474_s_at"	"218555_at"	0.684
"214062_x_at"	"202586_at"	1
"214062_x_at"	"211730_s_at"	1
"214448_x_at"	"202586_at"	1
"214448_x_at"	"211730_s_at"	1
"214062_x_at"	"202917_s_at"	1
"214062_x_at"	"214370_at"	1
"214448_x_at"	"202917_s_at"	1
"214448_x_at"	"214370_at"	1
"202586_at"	"214317_x_at"	0.752
"202586_at"	"217747_s_at"	0.752
"211730_s_at"	"214317_x_at"	0.752
"211730_s_at"	"217747_s_at"	0.752
"202586_at"	"201954_at"	0.525
"211730_s_at"	"201954_at"	0.525
"202586_at"	"218555_at"	0.744
"211730_s_at"	"218555_at"	0.744
"214317_x_at"	"203663_s_at"	0.481
"217747_s_at"	"203663_s_at"	0.481
"214317_x_at"	"201954_at"	0.756
"217747_s_at"	"201954_at"	0.756
"214317_x_at"	"205541_s_at"	0.614
"217747_s_at"	"205541_s_at"	0.614
"214317_x_at"	"218555_at"	0.732
"217747_s_at"	"218555_at"	0.732
"214317_x_at"	"222240_s_at"	0.764
"217747_s_at"	"222240_s_at"	0.764
"206634_at"	"206140_at"	NA
"206634_at"	"211219_s_at"	NA
"210314_x_at"	"207641_at"	0.76
"218555_at"	"218679_s_at"	0.649
