"probe1"	"probe2"	"ont"
"207372_s_at"	"202586_at"	0.142
"207372_s_at"	"211730_s_at"	0.142
"210447_at"	"203663_s_at"	0.184
"215794_x_at"	"203663_s_at"	0.184
"202473_x_at"	"218555_at"	0.095
"202474_s_at"	"218555_at"	0.095
"214062_x_at"	"202586_at"	0.03
"214062_x_at"	"211730_s_at"	0.03
"214448_x_at"	"202586_at"	0.03
"214448_x_at"	"211730_s_at"	0.03
"214062_x_at"	"202917_s_at"	0.068
"214062_x_at"	"214370_at"	0.068
"214448_x_at"	"202917_s_at"	0.068
"214448_x_at"	"214370_at"	0.068
"202586_at"	"214317_x_at"	0.03
"202586_at"	"217747_s_at"	0.03
"211730_s_at"	"214317_x_at"	0.03
"211730_s_at"	"217747_s_at"	0.03
"202586_at"	"201954_at"	0.037
"211730_s_at"	"201954_at"	0.037
"202586_at"	"218555_at"	0.095
"211730_s_at"	"218555_at"	0.095
"214317_x_at"	"203663_s_at"	0.035
"217747_s_at"	"203663_s_at"	0.035
"214317_x_at"	"201954_at"	0.141
"217747_s_at"	"201954_at"	0.141
"214317_x_at"	"205541_s_at"	0.148
"217747_s_at"	"205541_s_at"	0.148
"214317_x_at"	"218555_at"	0.095
"217747_s_at"	"218555_at"	0.095
"214317_x_at"	"222240_s_at"	0.04
"217747_s_at"	"222240_s_at"	0.04
"206634_at"	"206140_at"	0.258
"206634_at"	"211219_s_at"	0.258
"210314_x_at"	"207641_at"	0.095
"218555_at"	"218679_s_at"	0.095
