"probe1"	"probe2"	"ont"
"205377_s_at"	"207613_s_at"	0.435
"205377_s_at"	"213108_at"	0.435
"205378_s_at"	"207613_s_at"	0.435
"205378_s_at"	"213108_at"	0.435
"210332_at"	"207613_s_at"	0.435
"210332_at"	"213108_at"	0.435
"205377_s_at"	"220138_at"	0.356
"205378_s_at"	"220138_at"	0.356
"210332_at"	"220138_at"	0.356
"203872_at"	"200974_at"	0.735
"203872_at"	"215787_at"	0.735
"203872_at"	"200601_at"	0.362
"203872_at"	"207163_s_at"	0.282
"203872_at"	"202329_at"	0.176
"203872_at"	"208674_x_at"	0.081
"203872_at"	"208675_s_at"	0.081
"203872_at"	"200094_s_at"	0.207
"203872_at"	"204102_s_at"	0.207
"203872_at"	"201122_x_at"	0.16
"203872_at"	"201123_s_at"	0.16
"203872_at"	"213753_x_at"	0.16
"203872_at"	"201841_s_at"	0.327
"203872_at"	"210150_s_at"	0.365
"203872_at"	"201507_at"	NA
"203872_at"	"200737_at"	0.349
"203872_at"	"200738_s_at"	0.349
"203872_at"	"217356_s_at"	0.349
"203872_at"	"217383_at"	0.349
"203872_at"	"211570_s_at"	0.013
"203872_at"	"201033_x_at"	0.262
"203872_at"	"208856_x_at"	0.262
"203872_at"	"211720_x_at"	0.262
"203872_at"	"211972_x_at"	0.262
"203872_at"	"214167_s_at"	0.262
"203872_at"	"200908_s_at"	0.189
"203872_at"	"217670_at"	0.189
"203872_at"	"214317_x_at"	0.277
"203872_at"	"217747_s_at"	0.277
"203872_at"	"216438_s_at"	0.346
"203872_at"	"205177_at"	0.653
"203872_at"	"206393_at"	0.774
"203872_at"	"204083_s_at"	0.6
"203872_at"	"212654_at"	0.6
"203872_at"	"206769_at"	0.368
"203872_at"	"205541_s_at"	0.215
"203872_at"	"221021_s_at"	0.289
"203872_at"	"209026_x_at"	0.096
"203872_at"	"211714_x_at"	0.096
"203872_at"	"212320_at"	0.096
"203872_at"	"214023_x_at"	0.342
"200974_at"	"200601_at"	0.313
"215787_at"	"200601_at"	0.313
"200974_at"	"208960_s_at"	0.555
"200974_at"	"208961_s_at"	0.555
"200974_at"	"211610_at"	0.555
"215787_at"	"208960_s_at"	0.555
"215787_at"	"208961_s_at"	0.555
"215787_at"	"211610_at"	0.555
"200974_at"	"200094_s_at"	0.322
"200974_at"	"204102_s_at"	0.322
"215787_at"	"200094_s_at"	0.322
"215787_at"	"204102_s_at"	0.322
"200974_at"	"201122_x_at"	0.206
"200974_at"	"201123_s_at"	0.206
"200974_at"	"213753_x_at"	0.206
"215787_at"	"201122_x_at"	0.206
"215787_at"	"201123_s_at"	0.206
"215787_at"	"213753_x_at"	0.206
"200974_at"	"201841_s_at"	0.426
"215787_at"	"201841_s_at"	0.426
"200974_at"	"200737_at"	0.335
"200974_at"	"200738_s_at"	0.335
"200974_at"	"217356_s_at"	0.335
"200974_at"	"217383_at"	0.335
"215787_at"	"200737_at"	0.335
"215787_at"	"200738_s_at"	0.335
"215787_at"	"217356_s_at"	0.335
"215787_at"	"217383_at"	0.335
"200974_at"	"200717_x_at"	0.256
"200974_at"	"212042_x_at"	0.256
"215787_at"	"200717_x_at"	0.256
"215787_at"	"212042_x_at"	0.256
"200974_at"	"201033_x_at"	0.252
"200974_at"	"208856_x_at"	0.252
"200974_at"	"211720_x_at"	0.252
"200974_at"	"211972_x_at"	0.252
"200974_at"	"214167_s_at"	0.252
"215787_at"	"201033_x_at"	0.252
"215787_at"	"208856_x_at"	0.252
"215787_at"	"211720_x_at"	0.252
"215787_at"	"211972_x_at"	0.252
"215787_at"	"214167_s_at"	0.252
"200974_at"	"200908_s_at"	0.252
"200974_at"	"217670_at"	0.252
"215787_at"	"200908_s_at"	0.252
"215787_at"	"217670_at"	0.252
"200974_at"	"214317_x_at"	0.304
"200974_at"	"217747_s_at"	0.304
"215787_at"	"214317_x_at"	0.304
"215787_at"	"217747_s_at"	0.304
"200974_at"	"200926_at"	0.253
"215787_at"	"200926_at"	0.253
"200974_at"	"202400_s_at"	0.474
"200974_at"	"202401_s_at"	0.474
"215787_at"	"202400_s_at"	0.474
"215787_at"	"202401_s_at"	0.474
"200974_at"	"216438_s_at"	0.351
"215787_at"	"216438_s_at"	0.351
"200974_at"	"204083_s_at"	0.341
"200974_at"	"212654_at"	0.341
"215787_at"	"204083_s_at"	0.341
"215787_at"	"212654_at"	0.341
"200974_at"	"200074_s_at"	0.248
"200974_at"	"213588_x_at"	0.248
"200974_at"	"219138_at"	0.248
"215787_at"	"200074_s_at"	0.248
"215787_at"	"213588_x_at"	0.248
"215787_at"	"219138_at"	0.248
