"probe1"	"probe2"	"ont"
"204638_at"	"209235_at"	0
"204638_at"	"221961_at"	0
"204638_at"	"38069_at"	0
"204638_at"	"218678_at"	0.146
"204638_at"	"220428_at"	0.015
"205713_s_at"	"218678_at"	0.338
"205713_s_at"	"206022_at"	0.484
"206634_at"	"207372_s_at"	0.337
"206634_at"	"206140_at"	0.799
"206634_at"	"211219_s_at"	0.799
"207641_at"	"210314_x_at"	0.625
"212836_at"	"202586_at"	0.46
"212836_at"	"211730_s_at"	0.46
"221657_s_at"	"218555_at"	0.264
"214317_x_at"	"205541_s_at"	0.658
"217747_s_at"	"205541_s_at"	0.658
"217973_at"	"218678_at"	0.074
"207853_s_at"	"211560_s_at"	0.257
"202586_at"	"207372_s_at"	0.498
"211730_s_at"	"207372_s_at"	0.498
"218678_at"	"206022_at"	0.48
"202917_s_at"	"205237_at"	0.443
"214370_at"	"205237_at"	0.443
"207179_at"	"206140_at"	NA
"207179_at"	"211219_s_at"	NA
