"probe1"	"probe2"	"ont"
"205377_s_at"	"207613_s_at"	0.336
"205377_s_at"	"213108_at"	0.336
"205378_s_at"	"207613_s_at"	0.336
"205378_s_at"	"213108_at"	0.336
"210332_at"	"207613_s_at"	0.336
"210332_at"	"213108_at"	0.336
"205377_s_at"	"220138_at"	0.126
"205378_s_at"	"220138_at"	0.126
"210332_at"	"220138_at"	0.126
"203872_at"	"200974_at"	0.666
"203872_at"	"215787_at"	0.666
"203872_at"	"200601_at"	0.546
"203872_at"	"207163_s_at"	0.389
"203872_at"	"202329_at"	0.395
"203872_at"	"208674_x_at"	0.158
"203872_at"	"208675_s_at"	0.158
"203872_at"	"200094_s_at"	0.374
"203872_at"	"204102_s_at"	0.374
"203872_at"	"201122_x_at"	0.209
"203872_at"	"201123_s_at"	0.209
"203872_at"	"213753_x_at"	0.209
"203872_at"	"201841_s_at"	0.536
"203872_at"	"210150_s_at"	0.413
"203872_at"	"201507_at"	NA
"203872_at"	"200737_at"	0.411
"203872_at"	"200738_s_at"	0.411
"203872_at"	"217356_s_at"	0.411
"203872_at"	"217383_at"	0.411
"203872_at"	"211570_s_at"	0.348
"203872_at"	"201033_x_at"	0.371
"203872_at"	"208856_x_at"	0.371
"203872_at"	"211720_x_at"	0.371
"203872_at"	"211972_x_at"	0.371
"203872_at"	"214167_s_at"	0.371
"203872_at"	"200908_s_at"	0.434
"203872_at"	"217670_at"	0.434
"203872_at"	"214317_x_at"	0.413
"203872_at"	"217747_s_at"	0.413
"203872_at"	"216438_s_at"	0.378
"203872_at"	"205177_at"	0.473
"203872_at"	"206393_at"	0.466
"203872_at"	"204083_s_at"	0.575
"203872_at"	"212654_at"	0.575
"203872_at"	"206769_at"	0.403
"203872_at"	"205541_s_at"	0.185
"203872_at"	"221021_s_at"	0.115
"203872_at"	"209026_x_at"	0.601
"203872_at"	"211714_x_at"	0.601
"203872_at"	"212320_at"	0.601
"203872_at"	"214023_x_at"	0.389
"200974_at"	"200601_at"	0.561
"215787_at"	"200601_at"	0.561
"200974_at"	"208960_s_at"	0.249
"200974_at"	"208961_s_at"	0.249
"200974_at"	"211610_at"	0.249
"215787_at"	"208960_s_at"	0.249
"215787_at"	"208961_s_at"	0.249
"215787_at"	"211610_at"	0.249
"200974_at"	"200094_s_at"	0.497
"200974_at"	"204102_s_at"	0.497
"215787_at"	"200094_s_at"	0.497
"215787_at"	"204102_s_at"	0.497
"200974_at"	"201122_x_at"	0.325
"200974_at"	"201123_s_at"	0.325
"200974_at"	"213753_x_at"	0.325
"215787_at"	"201122_x_at"	0.325
"215787_at"	"201123_s_at"	0.325
"215787_at"	"213753_x_at"	0.325
"200974_at"	"201841_s_at"	0.52
"215787_at"	"201841_s_at"	0.52
"200974_at"	"200737_at"	0.472
"200974_at"	"200738_s_at"	0.472
"200974_at"	"217356_s_at"	0.472
"200974_at"	"217383_at"	0.472
"215787_at"	"200737_at"	0.472
"215787_at"	"200738_s_at"	0.472
"215787_at"	"217356_s_at"	0.472
"215787_at"	"217383_at"	0.472
"200974_at"	"200717_x_at"	0.337
"200974_at"	"212042_x_at"	0.337
"215787_at"	"200717_x_at"	0.337
"215787_at"	"212042_x_at"	0.337
"200974_at"	"201033_x_at"	0.45
"200974_at"	"208856_x_at"	0.45
"200974_at"	"211720_x_at"	0.45
"200974_at"	"211972_x_at"	0.45
"200974_at"	"214167_s_at"	0.45
"215787_at"	"201033_x_at"	0.45
"215787_at"	"208856_x_at"	0.45
"215787_at"	"211720_x_at"	0.45
"215787_at"	"211972_x_at"	0.45
"215787_at"	"214167_s_at"	0.45
"200974_at"	"200908_s_at"	0.465
"200974_at"	"217670_at"	0.465
"215787_at"	"200908_s_at"	0.465
"215787_at"	"217670_at"	0.465
"200974_at"	"214317_x_at"	0.469
"200974_at"	"217747_s_at"	0.469
"215787_at"	"214317_x_at"	0.469
"215787_at"	"217747_s_at"	0.469
"200974_at"	"200926_at"	0.327
"215787_at"	"200926_at"	0.327
"200974_at"	"202400_s_at"	0.217
"200974_at"	"202401_s_at"	0.217
"215787_at"	"202400_s_at"	0.217
"215787_at"	"202401_s_at"	0.217
"200974_at"	"216438_s_at"	0.466
"215787_at"	"216438_s_at"	0.466
"200974_at"	"204083_s_at"	0.225
"200974_at"	"212654_at"	0.225
"215787_at"	"204083_s_at"	0.225
"215787_at"	"212654_at"	0.225
"200974_at"	"200074_s_at"	0.471
"200974_at"	"213588_x_at"	0.471
"200974_at"	"219138_at"	0.471
"215787_at"	"200074_s_at"	0.471
"215787_at"	"213588_x_at"	0.471
"215787_at"	"219138_at"	0.471
"200974_at"	"201954_at"	0.453
"215787_at"	"201954_at"	0.453
"200974_at"	"205541_s_at"	0.289
"215787_at"	"205541_s_at"	0.289
"200974_at"	"209026_x_at"	0.515
"200974_at"	"211714_x_at"	0.515
"200974_at"	"212320_at"	0.515
"215787_at"	"209026_x_at"	0.515
"215787_at"	"211714_x_at"	0.515
"215787_at"	"212320_at"	0.515
"200974_at"	"214023_x_at"	0.201
"215787_at"	"214023_x_at"	0.201
"200601_at"	"207163_s_at"	0.548
"200601_at"	"207613_s_at"	0.44
"200601_at"	"213108_at"	0.44
"200601_at"	"202329_at"	0.429
"200601_at"	"201390_s_at"	0.591
"200601_at"	"202253_s_at"	0.454
"200601_at"	"216024_at"	0.454
"200601_at"	"200094_s_at"	0.599
"200601_at"	"204102_s_at"	0.599
"200601_at"	"200019_s_at"	NA
"200601_at"	"200744_s_at"	0.442
"200601_at"	"200745_s_at"	0.442
"200601_at"	"200746_s_at"	0.442
"200601_at"	"200852_x_at"	0.548
"200601_at"	"209036_s_at"	0.42
"200601_at"	"213333_at"	0.42
"200601_at"	"200600_at"	0.61
"200601_at"	"212082_s_at"	0.498
"200601_at"	"214002_at"	0.498
"200601_at"	"206390_x_at"	0.471
"200601_at"	"200737_at"	0.41
"200601_at"	"200738_s_at"	0.41
"200601_at"	"217356_s_at"	0.41
"200601_at"	"217383_at"	0.41
"200601_at"	"201140_s_at"	0.38
"200601_at"	"201156_s_at"	0.38
"200601_at"	"200717_x_at"	0.531
"200601_at"	"212042_x_at"	0.531
"200601_at"	"200936_at"	0.369
"200601_at"	"212044_s_at"	0.328
"200601_at"	"200908_s_at"	0.558
"200601_at"	"217670_at"	0.558
"200601_at"	"201011_at"	0.28
"200601_at"	"210231_x_at"	0.506
"200601_at"	"213048_s_at"	0.506
"200601_at"	"200665_s_at"	0.523
"200601_at"	"212667_at"	0.523
"200601_at"	"216438_s_at"	0.564
"200601_at"	"206393_at"	0.405
"200601_at"	"205693_at"	0.311
"200601_at"	"204083_s_at"	0.354
"200601_at"	"212654_at"	0.354
"200601_at"	"215624_at"	0.413
"200601_at"	"215735_s_at"	0.413
"200601_at"	"203683_s_at"	0.427
"200601_at"	"202112_at"	0.495
"200601_at"	"209830_s_at"	0.364
"200601_at"	"201954_at"	0.616
"200601_at"	"204910_s_at"	0.67
"200601_at"	"204911_s_at"	0.67
"200601_at"	"213884_s_at"	0.67
