"DTX3L"	"ASB2"	0.704
"HBE1"	"HBD"	1
"SELL"	"VWF"	0.595
"CNDP2"	"GLUD2"	0
"RPL4"	"EXOSC3"	0.779
"HRK"	"BBC3"	1
"GTF2H4"	"GTF2F1"	0.586
"SEC61A1"	"RPL7"	0.604
"TRIM3"	"IFI30"	0.658
"DAXX"	"NPM1"	0.712
