"POLR2L"	"ENTPD2"	0.296
"NES"	"NDP"	0.109
"TNFRSF13B"	"TNFSF13"	0.501
"COMP"	"NDP"	0.353
"DCXR"	"NES"	0.086
"ACP5"	"CD207"	0.08
"POLD3"	"POLR2L"	0.728
"ACP5"	"CLCN7"	0.056
"TLX1"	"LHX2"	1
"SNCB"	"ALAS2"	0.246
