"POLR2L"	"ENTPD2"	0.557
"NES"	"NDP"	0.249
"TNFRSF13B"	"TNFSF13"	0.811
"COMP"	"NDP"	0.583
"DCXR"	"NES"	0.02
"ACP5"	"CD207"	0.155
"POLD3"	"POLR2L"	0.712
"ACP5"	"CLCN7"	0.155
"TLX1"	"LHX2"	1
"SNCB"	"ALAS2"	0.35
