"id"
"A3GALT2"
"ACP5"
"ADRBK1"
"ALAS2"
"ALKBH7"
"ANAPC2"
"ANKRD13D"
"ANXA5"
"ARPC1B"
"ASB6"
"ATP5G2"
"ATXN7L3"
"BAGE3"
"BAI2"
"BBC3"
"C10ORF61"
"C11ORF3"
"C14ORF120"
"C14ORF173"
"C17ORF45"
"C20ORF96"
"C21ORF100"
"C6ORF160"
"C6ORF165"
"CA5BL"
"CD207"
"CDKN1C"
"CEACAM19"
"CELP"
"CES2"
"CGB2"
"CGI-69"
"CLCN7"
"CMTM2"
"COMMD7"
"COMP"
"COX2"
"COX5A"
"CRB2"
"CSF3R"
"CYP46A1"
"D21S2056E"
"DCXR"
"DKFZP434F142"
"DLGAP1"
"DPP7"
"DYRK1B"
"EFNA4"
"EFS"
"ELA3A"
"EML3"
"ENTPD2"
"FCN1"
"FLJ20920"
"FLJ22349"
"FLJ39609"
"FOXH1"
"FRG1"
"GEMIN7"
"GIT1"
"GLUD2"
"GSPT2"
"HAMP"
"HBII-437"
"HCFC1"
"HN1"
"HRK"
"HTR3A"
"ISYNA1"
"KIAA0802"
"KIAA1285"
"KIAA1862"
"KIAA1984"
"KLK7"
"KLKBL4"
"KRT16"
"KRTAP6-3"
"LAT"
"LCE3B"
"LHX2"
"LILRA4"
"LIM2"
"LOC113386"
"LOC124685"
"LOC126208"
"LOC127545"
"LOC158563"
"LOC220686"
"LOC255512"
"LOC285563"
"LOC285620"
"LOC339692"
"LOC388011"
"LOC388199"
"LOC388568"
"LOC388709"
"LOC388917"
"LOC389033"
"LOC389101"
"LOC389183"
"LOC389443"
"LOC389654"
"LOC389814"
"LOC389827"
"LOC390120"
"LOC390121"
"LOC390378"
"LOC390529"
"LOC390604"
"LOC390906"
"LOC391352"
"LOC392242"
"LOC400652"
"LOC401255"
"LOC401389"
"LOC401740"
"LOC401823"
"LOC402496"
"LOC402525"
"LOC439981"
"LOC440115"
"LOC440126"
"LOC440478"
"LOC440539"
"LOC440683"
"LOC440733"
"LOC440734"
"LOC440794"
"LOC440847"
"LOC441013"
"LOC441507"
"LOC441597"
"LOC441952"
"LOC442123"
"LOC442255"
"LOC442435"
"LTBP3"
"MEIS3P1"
"MGC10433"
"MGC4093"
"MGC4172"
"NCR3"
"NDP"
"NES"
"NFATC4"
"NFKBIB"
"OGFR"
"PCGF6"
"PCP4"
"PIAS3"
"PITPNM2"
"PLAC9"
"PNLIPRP1"
"PNPLA5"
"POLD3"
"POLR2L"
"PRKCG"
"PTMS"
"PYCRL"
"QIL1"
"RABAC1"
"RAPSN"
"RGS11"
"RLTPR"
"RNU86"
"RPS9"
"RQCD1"
"RTN4RL2"
"S100A8"
"SEPX1"
"SIGLECP1"
"SIX3"
"SLC1A5"
"SLC37A1"
"SNAI3"
"SNCB"
"TBX5"
"TFAP4"
"TJP3"
"TLX1"
"TM4SF5"
"TMEM25"
"TNFRSF13B"
"TNFSF13"
"VPS28"
"YIF1B"
"ZCWPW1"
"ZFPM1"
"ZNF37A"
"ZNF385"
