"NFKBIB"	"POLR2L"	0.227
"TNFSF13"	"TNFRSF13B"	0.022
"FRG1"	"RPS9"	0.2
"HCFC1"	"ANAPC2"	0.233
"POLR2L"	"ARPC1B"	0.156
"RPS9"	"GSPT2"	0.113
"ANAPC2"	"PCGF6"	0.31
"RPS9"	"ARPC1B"	0.222
"NFKBIB"	"S100A8"	0.227
"POLR2L"	"RPS9"	0.186
