"PROTEIN","SYMBOL","ENTREZID"
"9606.ENSP00000412897","IFNA4","80195"
"9606.ENSP00000412922","URM1","219623"
"9606.ENSP00000412957","BIRC8","57393"
"9606.ENSP00000412999","ZNF805","55754"
"9606.ENSP00000413001","AGBL1","161291"
"9606.ENSP00000413015","ENSG00000225399",NA
"9606.ENSP00000413035","RBFOX2","203562"
"9606.ENSP00000413049","SLC25A48","55161"
"9606.ENSP00000413728","C12orf71",NA
"9606.ENSP00000413821","ENSG00000236499","140738"
"9606.ENSP00000413828","LOC285095","79041"
"9606.ENSP00000417658","PTCHD3","55151"
"9606.ENSP00000413064","NAT8L","55254"
"9606.ENSP00000413074","ADAL","55116"
"9606.ENSP00000413150","C1orf226",NA
"9606.ENSP00000413152","FKBP7","55287"
"9606.ENSP00000413163","TMEM130","90407"
"9606.ENSP00000413196","FAM160A1","440026"
"9606.ENSP00000413228","C3orf55","131616"
"9606.ENSP00000413234","AP2A2","79188"
"9606.ENSP00000413395","ENSG00000230610","93109"
"9606.ENSP00000413405","PIGZ","55076"
"9606.ENSP00000413411","ZNF724P","120224"
"9606.ENSP00000413418","ZFHX2","83604"
"9606.ENSP00000413445","KIAA1324L",NA
"9606.ENSP00000413479","KRT3","10329"
"9606.ENSP00000413493","CPSF3L","23585"
"9606.ENSP00000413496","FGF12","757"
"9606.ENSP00000413520","HID1","55092"
"9606.ENSP00000413572","NLE1","339456"
"9606.ENSP00000413575","CROT","120939"
"9606.ENSP00000413625","FNBP1","79639"
"9606.ENSP00000413632","MCMDC2","113452"
"9606.ENSP00000413861","SIGLEC9",NA
"9606.ENSP00000413896","FAM25B",NA
"9606.ENSP00000413929","RCOR3","148534"
"9606.ENSP00000413937","INPP5K",NA
"9606.ENSP00000413964","LSM14A","9528"
"9606.ENSP00000413972","FLJ14082","25789"
"9606.ENSP00000414019","GDPD2","85025"
"9606.ENSP00000414022","C1orf170","199964"
"9606.ENSP00000414033","ENSG00000233502","80021"
"9606.ENSP00000414034","C10orf108","9725"
"9606.ENSP00000414037","ENSG00000233094","55362"
"9606.ENSP00000414055","NRBP2","57156"
"9606.ENSP00000414066","ACN9","169200"
"9606.ENSP00000414068","P5CR2","157378"
"9606.ENSP00000414109","HJURP",NA
"9606.ENSP00000414144","ENSG00000184040","91147"
"9606.ENSP00000414202","PPP6R1","137695"
"9606.ENSP00000414208","POM121C","51249"
"9606.ENSP00000414236","HSBP1L1","54968"
"9606.ENSP00000414237","INTS2","137835"
"9606.ENSP00000414253","CT47A2","643236"
"9606.ENSP00000414287","MST1","157753"
"9606.ENSP00000414302","SRSF12","55321"
"9606.ENSP00000414303","BDNF","641384"
"9606.ENSP00000414321","RPS24","677790"
"9606.ENSP00000414330","RIMKLA","84283"
"9606.ENSP00000414334","TK2","283232"
"9606.ENSP00000414359","PSMA1","388730"
"9606.ENSP00000414378","EFNA4","388595"
"9606.ENSP00000414390","C11orf70","144110"
"9606.ENSP00000414509","CT47A12","255043"
"9606.ENSP00000414512","SRRM5","25963"
"9606.ENSP00000414516","SS18","84910"
"9606.ENSP00000414517","MAMLD1","92162"
"9606.ENSP00000414922","USP41","643965"
"9606.ENSP00000414558","ABHD4","440955"
"9606.ENSP00000414624","PRPSAP1","58986"
"9606.ENSP00000414635","LRRC34","51754"
"9606.ENSP00000414670","LMOD3",NA
"9606.ENSP00000414687","C11orf82","252839"
"9606.ENSP00000414712","MAP7","641649"
"9606.ENSP00000414721","WBP1L","162461"
"9606.ENSP00000414750","SKOR2","339168"
"9606.ENSP00000414786","TMEM64","27346"
"9606.ENSP00000414851","ELP2","26022"
"9606.ENSP00000414869","LOC645359","147184"
"9606.ENSP00000414887","ZNF879","56674"
"9606.ENSP00000414891","TIGD1L2","7110"
"9606.ENSP00000414893","C9orf53","259236"
"9606.ENSP00000414904","CTSO","388364"
"9606.ENSP00000414906","DCTN4","126259"
"9606.ENSP00000414909","C1orf167","55217"
"9606.ENSP00000414920","SPATA24","7111"
"9606.ENSP00000414964","CCDC107","29767"
"9606.ENSP00000415011","SLC30A8","29766"
"9606.ENSP00000415026","PRRT4","29765"
"9606.ENSP00000415027","C16orf96","7112"
"9606.ENSP00000415030","TMEM171","643853"
"9606.ENSP00000415032","GTF2H5","339967"
"9606.ENSP00000415034","NBEAL2","132724"
"9606.ENSP00000415070","ZNF177","9407"
"9606.ENSP00000415106","KBTBD4","28983"
"9606.ENSP00000415142","ENSG00000237240","389208"
"9606.ENSP00000415151","CBFB","283471"
"9606.ENSP00000415178","ENSG00000249590","84000"
"9606.ENSP00000415183","MUC2","5651"
"9606.ENSP00000415200","ENSG00000268500","7113"
"9606.ENSP00000415203","PIGG","64699"
"9606.ENSP00000415219","ENSG00000262560","56649"
"9606.ENSP00000415222","MS4A4E","80975"
"9606.ENSP00000415273","ENSG00000228537","164656"
"9606.ENSP00000415299","FAM221B","344805"
"9606.ENSP00000415308","ENSG00000236112","360200"
"9606.ENSP00000416193","P2RX6","9168"
"9606.ENSP00000416229","ENSG00000225683","11013"
"9606.ENSP00000418191","CTNNA2","286527"
"9606.ENSP00000415332","SESTD1","7114"
"9606.ENSP00000415398","ENSG00000236954","7118"
"9606.ENSP00000415430","GTSE1","9087"
"9606.ENSP00000415434","USP40","83857"
"9606.ENSP00000415436","KANSL2","160335"
"9606.ENSP00000415452","AGAP8","160418"
"9606.ENSP00000415462","ENSG00000175911","84899"
"9606.ENSP00000415481","PROM1","83590"
"9606.ENSP00000415517","C6orf10","79089"
"9606.ENSP00000415527","C9orf147","81542"
"9606.ENSP00000415528","CCDC81","51075"
"9606.ENSP00000415556","DCAF11","54495"
"9606.ENSP00000415564","TCEAL4","56255"
"9606.ENSP00000415634","ENSG00000248354","3371"
"9606.ENSP00000415635","GGTLC3","7124"
"9606.ENSP00000415662","C17orf105","7126"
"9606.ENSP00000415769","ITIH3","7127"
"9606.ENSP00000415774","ZNF732","7128"
"9606.ENSP00000415786","SERPINE2","7130"
"9606.ENSP00000415795","ENSG00000234188","25816"
"9606.ENSP00000416240","SEBOX","126282"
"9606.ENSP00000416249","GAGE12G","79626"
"9606.ENSP00000415822","ATXN1L","388121"
"9606.ENSP00000415823","IGFL1","8797"
"9606.ENSP00000415836","ZNF276","8795"
"9606.ENSP00000415840","ENSG00000250644","8794"
"9606.ENSP00000415890","GPR35","8793"
"9606.ENSP00000415900","IL31RA","8792"
"9606.ENSP00000415902","C1orf143","4982"
"9606.ENSP00000415904","OAZ3","51330"
"9606.ENSP00000415941","C4B","23495"
"9606.ENSP00000415974","CT47A6","115650"
"9606.ENSP00000415978","FAM74A2","8764"
"9606.ENSP00000415986","LOC644450","608"
"9606.ENSP00000415998","SLC48A1","8784"
"9606.ENSP00000416015","MICAL3","55504"
"9606.ENSP00000416033","PROB1","7132"
"9606.ENSP00000416037","TMPRSS4","7133"
"9606.ENSP00000416040","KIAA1549","27242"
"9606.ENSP00000416050","TM2D2","8718"
"9606.ENSP00000416095","INE1","7293"
"9606.ENSP00000416097","GOLGA2","8771"
"9606.ENSP00000416125","ARHGEF38","943"
"9606.ENSP00000416126","PRAP1","3604"
"9606.ENSP00000416154","TMEM238","8743"
"9606.ENSP00000416250","EIF2B1","8600"
"9606.ENSP00000416289","WDR27","8742"
"9606.ENSP00000416290","C7orf25","8741"
"9606.ENSP00000416293","SLC2A1","10673"
"9606.ENSP00000416330","TGFBI","8740"
"9606.ENSP00000416341","NELL2","9966"
"9606.ENSP00000416387","FBLIM1","8995"
"9606.ENSP00000416445","CCDC120","7292"
"9606.ENSP00000416453","ENSG00000264324","944"
"9606.ENSP00000416549","ENSG00000234295","8744"
"9606.ENSP00000416558","FBXO24","23043"
"9606.ENSP00000416561","CFB","10318"
"9606.ENSP00000416583","DERA","79155"
"9606.ENSP00000416653","ENSG00000229619","79931"
"9606.ENSP00000416658","NME6","8711"
"9606.ENSP00000416662","ZNF713","10188"
"9606.ENSP00000416673","PATL2","8658"
"9606.ENSP00000416683","IGFALS","85456"
"9606.ENSP00000416696","KIAA1432","80351"
"9606.ENSP00000416706","ACTBL2","64102"
"9606.ENSP00000416707","XKR6","63923"
"9606.ENSP00000416753","MUC15","7134"
"9606.ENSP00000416797","CAMSAP3","7125"
"9606.ENSP00000416829","OARD1","7135"
"9606.ENSP00000416892","EIF3L","7136"
"9606.ENSP00000416897","FLJ11292","7137"
"9606.ENSP00000416935","FOLR4","51086"
"9606.ENSP00000416959","TRA2B","7138"
"9606.ENSP00000417003","PLEKHM3","7139"
"9606.ENSP00000417035","C19orf81","7140"
"9606.ENSP00000417038","PHACTR2","7141"
"9606.ENSP00000417050","ENSG00000250349","7142"
"9606.ENSP00000417052","EBP","3842"
"9606.ENSP00000417061","C1orf222","30000"
"9606.ENSP00000417063","SPATA6L","23534"
"9606.ENSP00000417078","DHX36","7143"
"9606.ENSP00000417085","SLC15A2","84629"
"9606.ENSP00000417116","LBX2","27327"
"9606.ENSP00000417132","BAP1","23112"
"9606.ENSP00000417147","SMIM7","57690"
"9606.ENSP00000417161","GPR143","7145"
"9606.ENSP00000417175","VAPB","64759"
"9606.ENSP00000417176","RNF183","84951"
"9606.ENSP00000417182","DPCR1","7148"
"9606.ENSP00000417183","DUSP7","10140"
"9606.ENSP00000417185","VWA1","10766"
"9606.ENSP00000417190","ATPAF2","114034"
"9606.ENSP00000417214","PARP15","54472"
"9606.ENSP00000417229","EIF2A","10043"
"9606.ENSP00000417235","MED12L","10040"
"9606.ENSP00000417291","REPIN1","146691"
"9606.ENSP00000417303","KLF8","9804"
"9606.ENSP00000417330","KRTAP5-7","387990"
"9606.ENSP00000417335","ROBO2","56993"
"9606.ENSP00000417354","GOLIM4","10953"
"9606.ENSP00000417378","ATP6V1F","10452"
"9606.ENSP00000417401","HELZ2","84134"
"9606.ENSP00000417404","HFE","401505"
"9606.ENSP00000417424","ZNF480","100188893"
"9606.ENSP00000417451","RBMXL3","54543"
"9606.ENSP00000417464","RRP1",NA
"9606.ENSP00000417470","ZNF786","4796"
"9606.ENSP00000417492","FSD1L","7150"
"9606.ENSP00000417496","FAM19A1","116447"
"9606.ENSP00000417498","MUC4","7153"
"9606.ENSP00000417509","FAM208A","7155"
"9606.ENSP00000417517","CD289","7156"
"9606.ENSP00000417548","DNAJC24","8940"
"9606.ENSP00000417556","ENSG00000251184","375337"
"9606.ENSP00000417659","PPM1L","11073"
"9606.ENSP00000417569","STIM2","10210"
"9606.ENSP00000417573","YIPF6","1861"
"9606.ENSP00000417580","IAH1","26092"
"9606.ENSP00000417581","FAM199X","163590"
"9606.ENSP00000417583","ST6GALNAC5","27348"
"9606.ENSP00000417587","PEG10","27433"
"9606.ENSP00000417601","FBXL2","64222"
"9606.ENSP00000417602","MRPL47","54863"
"9606.ENSP00000417653","DBNL","9760"
"9606.ENSP00000417654","SLC35A5","84969"
"9606.ENSP00000417656","COX7B","27324"
"9606.ENSP00000419502","FAM211A","9878"
"9606.ENSP00000417674","CYLC2","7157"
"9606.ENSP00000417677","ZBTB8OS","63970"
"9606.ENSP00000417686","SLBP","7158"
"9606.ENSP00000417696","ZNF525","7159"
"9606.ENSP00000417706","DCUN1D2","9537"
"9606.ENSP00000417710","DPPA2","90313"
"9606.ENSP00000417711","FAM205A","9540"
"9606.ENSP00000417748","DDI2","94241"
"9606.ENSP00000417763","NAA10","58476"
"9606.ENSP00000417764","ALG2","112858"
"9606.ENSP00000417806","SMIM4","24150"
"9606.ENSP00000417841","EFCAB10","729355"
"9606.ENSP00000417864","ANP32A","653550"
"9606.ENSP00000417871","ENSG00000255152","27296"
"9606.ENSP00000417895","RASA4B","8626"
"9606.ENSP00000454657","KIAA0391","7161"
"9606.ENSP00000417901","GPHN","7162"
"9606.ENSP00000417914","ASB11","53373"
"9606.ENSP00000417919","TSPYL6","219931"
"9606.ENSP00000417935","AKR1CL1","7163"
"9606.ENSP00000417955","VWA3B","7164"
"9606.ENSP00000417963","PPP2R5D","7165"
"9606.ENSP00000417970","FAM120B","89882"
"9606.ENSP00000417980","EHMT1","91978"
"9606.ENSP00000418001","GK5","25941"
"9606.ENSP00000418018","IFNE","7166"
"9606.ENSP00000418070","PVRL3","121278"
"9606.ENSP00000418081","CACNA2D2","7167"
"9606.ENSP00000418082","RPL37A","27010"
"9606.ENSP00000418112","PTPRG","7168"
"9606.ENSP00000418193","SPRR2F","7169"
"9606.ENSP00000418194","PARP14","7170"
"9606.ENSP00000418210","ZMYND8","7171"
"9606.ENSP00000418259","ZFP57","7172"
"9606.ENSP00000418287","CIAO1","7173"
"9606.ENSP00000418348","CMC1","1200"
"9606.ENSP00000418358","ENSG00000242107","7174"
"9606.ENSP00000418379","TAF1L","11076"
"9606.ENSP00000418397","IVD","122664"
"9606.ENSP00000418401","SRPRB","51673"
"9606.ENSP00000418428","CHCHD10","7175"
"9606.ENSP00000418447","PPP2CA","131601"
"9606.ENSP00000418491","LCN10","285386"
"9606.ENSP00000418511","C21orf62","127262"
"9606.ENSP00000418522","LINC00636","51002"
"9606.ENSP00000418529","NSFL1C","286262"
"9606.ENSP00000418532","UGT1A3","284355"
"9606.ENSP00000418593","SNX21","348825"
"9606.ENSP00000418603","POLR2J2","7177"
"9606.ENSP00000418648","UBN2","23430"
"9606.ENSP00000418661","PTRH1","25823"
"9606.ENSP00000418667","RGAG4","8460"
"9606.ENSP00000418668","MURC","8459"
"9606.ENSP00000418693","RWDD2B","7178"
"9606.ENSP00000418707","SLAIN1","7179"
"9606.ENSP00000418719","ZNF273","93492"
"9606.ENSP00000418721","PURG","22974"
"9606.ENSP00000418734","MYSM1","29896"
"9606.ENSP00000418735","ADAMTS9","6434"
"9606.ENSP00000418741","CNTNAP4","80305"
"9606.ENSP00000418744","SH3GLB1","129293"
"9606.ENSP00000418748","ESRP2","388630"
"9606.ENSP00000418767","TREML2","8717"
"9606.ENSP00000418802","NBPF11","7185"
"9606.ENSP00000418803","TIMMDC1","7186"
"9606.ENSP00000418813","SELK","7187"
"9606.ENSP00000419503","PTPLAD2","26146"
"9606.ENSP00000418823","FTO","10758"
"9606.ENSP00000418842","NDUFA6","80342"
"9606.ENSP00000418897","ZNF322","9618"
"9606.ENSP00000418910","SELT","7188"
"9606.ENSP00000418960","BRCA1","7189"
"9606.ENSP00000418983","C6orf222","84231"
"9606.ENSP00000418994","SYNPR","10906"
"9606.ENSP00000419000","LSAMP","10293"
"9606.ENSP00000419005","DIEXF","22906"
"9606.ENSP00000419027","PCCB","66008"
"9606.ENSP00000419038","GFM1","23471"
"9606.ENSP00000419057","ENSG00000229729","133022"
"9606.ENSP00000419081","CALML4","9697"
"9606.ENSP00000419512","BTNL2","9881"
"9606.ENSP00000419088","FAM162A","10131"
"9606.ENSP00000419101","CACNA2D3","58485"
"9606.ENSP00000419119","OR10C1","7109"
"9606.ENSP00000419126","C10orf88","60684"
"9606.ENSP00000419153","ZBTB20","51112"
"9606.ENSP00000419160","C1orf227","6399"
"9606.ENSP00000419194","MSMP","51693"
"9606.ENSP00000419195","CAMKV",NA
"9606.ENSP00000419199","ASB14","27095"
"9606.ENSP00000419235","FAM115A","51399"
"9606.ENSP00000419249","RIIAD1","126003"
"9606.ENSP00000419266","EVX1","79090"
"9606.ENSP00000419279","TTC26","122553"
"9606.ENSP00000419325","SUCLG2","22878"
"9606.ENSP00000419361","ADCY5","83696"
"9606.ENSP00000419362","OG12","50852"
"9606.ENSP00000419539","CTAGE4","1787"
"9606.ENSP00000419851","GMPS","10345"
"9606.ENSP00000419370","MALSU1","11181"
"9606.ENSP00000419371","AZI2","54210"
"9606.ENSP00000419378","CLIC3","54209"
"9606.ENSP00000419395","CDNF","340205"
"9606.ENSP00000419397","ZNF782","79865"
"9606.ENSP00000419417","C1orf52","285852"
"9606.ENSP00000419425","PPIA","55809"
"9606.ENSP00000419446","ADAM9","11277"
"9606.ENSP00000419449","EIF1","11219"
"9606.ENSP00000419457","NOBOX","7200"
"9606.ENSP00000419471","RAD51B","29953"
"9606.ENSP00000419475","COMMD2","7201"
"9606.ENSP00000419485","GCSAM","51499"
"9606.ENSP00000419494","RYBP","10221"
"9606.ENSP00000419542","LRRC55","28951"
"9606.ENSP00000419599","DPH3","57761"
"9606.ENSP00000419628","NUDT5","10107"
"9606.ENSP00000419692","RXRA","81559"
"9606.ENSP00000419704","TIMM10B","10206"
"9606.ENSP00000419712","TMEM8C","9830"
"9606.ENSP00000419718","OFCC1","89870"
"9606.ENSP00000419740","NSUN4","10626"
"9606.ENSP00000419751","GGTLC2","147166"
"9606.ENSP00000419765","BRD9","51127"
"9606.ENSP00000419782","CDK5","23321"
"9606.ENSP00000419786","RGAG1","6737"
"9606.ENSP00000419879","CDS2","10346"
"9606.ENSP00000419901","L1TD1","373"
"9606.ENSP00000419922","ENSG00000232637","8805"
"9606.ENSP00000419923","KLF6","7706"
"9606.ENSP00000419944","PXT1","7726"
"9606.ENSP00000419945","ERVW-1","5987"
"9606.ENSP00000419952","KCNAB1","10155"
"9606.ENSP00000419970","POR","23650"
"9606.ENSP00000419974","CLASP2","10612"
"9606.ENSP00000419975","PEX5L","11074"
"9606.ENSP00000420037","PIGP","22954"
"9606.ENSP00000420040","KCNIP2","51592"
"9606.ENSP00000420075","CCDC48","53840"
"9606.ENSP00000420093","NG38","23087"
"9606.ENSP00000420127","RAB9A","55521"
"9606.ENSP00000420132","PLSCR2","4591"
"9606.ENSP00000420140","FAM71F2","10475"
"9606.ENSP00000420168","GSTA2","56658"
"9606.ENSP00000454664","LOC388276",NA
"9606.ENSP00000420174","ERVFRD-1","89122"
"9606.ENSP00000420176","POLE4","135644"
"9606.ENSP00000420182","SCHIP-1","90933"
"9606.ENSP00000420194","CASR","287015"
"9606.ENSP00000420195","SRSF10","129868"
"9606.ENSP00000420211","RGL2","54765"
"9606.ENSP00000420213","FLNB","80263"
"9606.ENSP00000420227","RPS4XP21","80128"
"9606.ENSP00000420267","NR6A1","91107"
"9606.ENSP00000420269","ADH7","79097"
"9606.ENSP00000420270","UHMK1","57093"
"9606.ENSP00000420294","PHC3","283116"
"9606.ENSP00000420295","PDE6B","642612"
"9606.ENSP00000420298","CD200","85363"
"9606.ENSP00000420616","TFDP2","135892"
"9606.ENSP00000420659","KLHL29","84767"
"9606.ENSP00000420686","PLCXD2","84851"
"9606.ENSP00000420714","MRPS14","57159"
"9606.ENSP00000420321","ROBO1","84675"
"9606.ENSP00000420333","ARMC8","81844"
"9606.ENSP00000420357","RWDD1","25893"
"9606.ENSP00000420381","CALU","286827"
"9606.ENSP00000420384","CST7","117854"
"9606.ENSP00000420405","FSBP","166655"
"9606.ENSP00000420418","ZNF398","391712"
"9606.ENSP00000420419","JAM2","55223"
"9606.ENSP00000420443","CNIH4","84676"
"9606.ENSP00000420449","ENSG00000257743","642446"
"9606.ENSP00000420465","RNF182","646754"
"9606.ENSP00000420477","NACAD","201292"
"9606.ENSP00000420487","ENSG00000114786","9866"
"9606.ENSP00000420502","OR2A7","440730"
"9606.ENSP00000420514","BAG1","55128"
"9606.ENSP00000420588","TFAM","140691"
"9606.ENSP00000420608","EMC1","81786"
"9606.ENSP00000420610","C6orf201","131405"
"9606.ENSP00000456163","MIR3654","493829"
"9606.ENSP00000420723","KRTAP5-8","375593"
"9606.ENSP00000420727","ZNF181","378108"
"9606.ENSP00000420821","RPL41","81603"
"9606.ENSP00000420826","PRB1","114088"
"9606.ENSP00000420840","PCDHA1","339976"
"9606.ENSP00000420854","EFCAB12","205860"
"9606.ENSP00000420863","SERINC5","7204"
"9606.ENSP00000420882","CXorf40A","11078"
"9606.ENSP00000420914","HSD17B4","9322"
"9606.ENSP00000420927","PDK2","9321"
"9606.ENSP00000420939","SEPP1","9320"
"9606.ENSP00000420954","FAM156B","9319"
"9606.ENSP00000420959","C2orf15","9325"
"9606.ENSP00000420976","DLEU7","7205"
"9606.ENSP00000421076","ATP5L2","286144"
"9606.ENSP00000421169","BEND4","54802"
"9606.ENSP00000421172","AWAT2","55621"
"9606.ENSP00000421180","MAML3","93587"
"9606.ENSP00000421191","IGSF22","158234"
"9606.ENSP00000421232","ENSG00000250641","54931"
"9606.ENSP00000421258","ZNF154","60487"
"9606.ENSP00000421280","MYO10","51504"
"9606.ENSP00000421307","ENSG00000178636","55039"
"9606.ENSP00000421315","ENSG00000250424","54482"
"9606.ENSP00000421352","ENSG00000231171","81627"
"9606.ENSP00000421364","ECSCR","27037"
"9606.ENSP00000421380","SNF8","79979"
"9606.ENSP00000421473","ENSG00000248789","152992"
"9606.ENSP00000421489","TIGD5","57570"
"9606.ENSP00000421542","ENSG00000250673","51605"
"9606.ENSP00000421566","XPNPEP1","115708"
"9606.ENSP00000421573","ENSG00000251139","55006"
"9606.ENSP00000421586","GOLGA6L4","55687"
"9606.ENSP00000421592","ALYREF","54952"
"9606.ENSP00000421652","ENSG00000219492","388610"
"9606.ENSP00000421655","TCOF1","51095"
"9606.ENSP00000421686","SPDYE2","7216"
"9606.ENSP00000421689","CSNK1A1","10024"
"9606.ENSP00000421725","GC","6738"
"9606.ENSP00000421736","CR1L","8989"
"9606.ENSP00000421799","ENSG00000257184","7220"
"9606.ENSP00000421848","TNFAIP8","7222"
"9606.ENSP00000421853","RANBP3L","7223"
"9606.ENSP00000421868","ENSG00000250709","26133"
"9606.ENSP00000421871","C5orf20","7224"
"9606.ENSP00000421915","ZNF672","7225"
"9606.ENSP00000421917","HMGXB3","57113"
"9606.ENSP00000421922","LRPAP1","4308"
"9606.ENSP00000421981","PAQR3","7226"
"9606.ENSP00000421985","FNIP1","80036"
"9606.ENSP00000422097","USP17L25","54795"
"9606.ENSP00000422101","ENSG00000249016","29850"
"9606.ENSP00000422131","FAM193B","140803"
"9606.ENSP00000449784","HECTD4","54822"
"9606.ENSP00000422168","SH3BP2","79054"
"9606.ENSP00000422185","SORCS2","7227"
"9606.ENSP00000422188","TTC23L","83707"
"9606.ENSP00000422216","USP17L21","7442"
"9606.ENSP00000422293","FAM153C","51393"
"9606.ENSP00000422338","FAM173B","162514"
"9606.ENSP00000422344","ZNF550","59341"
"9606.ENSP00000422375","NUDT16","56302"
"9606.ENSP00000422430","ENSG00000249160","55503"
"9606.ENSP00000422431","TMEM158","8295"
"9606.ENSP00000422464","PDGFC","142940"
"9606.ENSP00000422473","TMEM33","26995"
"9606.ENSP00000422496","TTC39B","128229"
"9606.ENSP00000422533","LPHN3","7248"
"9606.ENSP00000422554","ADAMTS12","7249"
"9606.ENSP00000422581","TRIML2","8848"
"9606.ENSP00000423503","USP17L18","9819"
"9606.ENSP00000456200","ENSG00000261750","1831"
"9606.ENSP00000422591","SLIT2","81628"
"9606.ENSP00000422621","USP17L17","116461"
"9606.ENSP00000422644","SEPW1","80746"
"9606.ENSP00000422753","DDX41","79042"
"9606.ENSP00000422769","DNAH10OS","283989"
"9606.ENSP00000422846","RNASET2","10102"
"9606.ENSP00000422887","USP17L30","7251"
"9606.ENSP00000422924","ENSG00000249049","80705"
"9606.ENSP00000422941","ENSG00000248592","114960"
"9606.ENSP00000422969","USP17L29","7252"
"9606.ENSP00000423014","OCIAD2","7253"
"9606.ENSP00000423049","C5orf27","10194"
"9606.ENSP00000423067","WDR36","128553"
"9606.ENSP00000423115","USP17L22","57616"
"9606.ENSP00000423125","ENSG00000250173","60385"
"9606.ENSP00000423134","ENSG00000250765","25987"
"9606.ENSP00000423159","GOLGA8O","85480"
"9606.ENSP00000423211","USP17L27","7247"
"9606.ENSP00000423313","GALNTL6","203062"
"9606.ENSP00000423541","SV2C","7257"
"9606.ENSP00000423563","H2AFY","55815"
"9606.ENSP00000423567","CCDC153","10103"
"9606.ENSP00000423591","ENSG00000248369","441631"
"9606.ENSP00000423600","MTX3","23554"
"9606.ENSP00000423602","DAPP1","27075"
