"symbol1","symbol2","MF","BP","CC"
"FAU","RPL7",1,NA,NA
"FAU","RPL8",1,NA,NA
"FAU","RPL10",1,NA,NA
"FAU","RPL11",1,NA,NA
"FAU","RPL15",1,NA,NA
"FAU","RPL18",1,NA,NA
"FAU","RPL30",1,NA,NA
"FAU","RPL27A",1,NA,NA
"FAU","RPL32",1,NA,NA
"FAU","RPL36AL",0.242,NA,NA
"FAU","RPL37",1,NA,NA
"FAU","RPL37A",1,NA,NA
"FAU","RPL41",1,NA,NA
"FAU","RPLP0",1,NA,NA
"FAU","RPLP2",0.242,NA,NA
"FAU","MRPS12",1,NA,NA
"FAU","RPN1",1,NA,NA
"FAU","RPS2",1,NA,NA
"FAU","RPS9",1,NA,NA
"FAU","RPS21",1,NA,NA
"FAU","RPS23",1,NA,NA
"FAU","SET",0.242,NA,NA
"FAU","SH3GL1",0.242,NA,NA
"FAU","STK24",0.242,NA,NA
"FAU","RPL14",1,NA,NA
"FAU","ARPC5",0.242,NA,NA
"FAU","RPL35",1,NA,NA
"FAU","GABARAP",0.242,NA,NA
"FAU","RPL13A",1,NA,NA
"FAU","VPS28",0.242,NA,NA
"FAU","MRPL16",0.631,NA,NA
"FAU","MRPL17",0.133,NA,NA
"FAU","MRPS24",1,NA,NA
"FAU","POLR2J2",0,NA,NA
"FGF8","GBX2",0,0.621,NA
"FGF8","MSX1",0.057,0.491,0
"FGF8","LHX2",0,0.966,NA
"FHIT","HINT1",0.576,0.726,0.651
"FHIT","MDH2",0.221,0.406,0.371
"FOXM1","KIFC1",0.203,0.275,0.749
"FOXM1","PLK1",0.4,0.613,1
"FOXM1","RRM2",0.367,0.447,0.196
"FOXM1","SP1",0.713,0.576,1
"FOXM1","STAT3",0.745,0.478,1
"FOXM1","TACC3",1,0.41,0.382
"FLII","GNAI2",0.426,NA,0.563
"FLII","HSPB1",0.416,NA,0.561
"FLII","RPL7",0.427,NA,0.508
"FLII","RPLP2",0.589,NA,0.446
"FLII","RPS9",0.389,NA,0.567
"FLII","HDAC3",0.351,NA,0.648
"FLII","ARPC1B",0.768,NA,0.556
"FLII","MYBBP1A",0.165,NA,0.586
"FLII","NUDC",0.595,NA,0.83
"FRG1","GTF2F1",0.501,1,0.458
"FRG1","MSN",0.534,0.502,0.19
"FRG1","NPM1",0.459,0.572,0.475
"FRG1","PCBP1",0.74,1,0.398
"FRG1","PSMA4",0.51,0.283,0.463
"FRG1","PSMA7",0.501,0.283,0.419
"FRG1","PSMB4",0.51,0.283,0.45
"FRG1","RPL4",0.718,0.729,0.439
"FRG1","RPL11",0.647,0.729,0.477
"FRG1","RPL18",0.471,0.729,0.453
"FRG1","RPL32",0.471,0.729,0.354
"FRG1","RPL36AL",1,NA,0.389
"FRG1","RPL37",0.471,0.729,0.396
"FRG1","RPL37A",0.718,0.729,0.37
"FRG1","RPS9",0.618,0.729,0.486
"FRG1","RPS23",0.718,0.729,0.446
"FRG1","RRM2",0.51,0.366,0.185
"FRG1","SET",0.41,0.731,0.433
"FRG1","SF3A2",0.862,1,0.702
"FRG1","PIAS1",0.331,0.538,0.514
"FRG1","HDAC3",0.339,0.521,0.405
"FRG1","RPL14",0.663,0.729,0.297
"FRG1","MTA2",0.41,0.492,0.475
"FRG1","MPHOSPH6",1,0.709,0.641
"FRG1","NUDC",0.529,0.072,0.408
"FRG1","RPL35",0.525,0.729,0.512
"FRG1","PSME4",0.517,0.463,0.483
"FRG1","CPSF1",0.65,1,0.505
"FRG1","EXOSC3",0.718,0.731,0.532
"FRG1","LSM7",0.809,1,0.606
"FRG1","PAF1",0.498,0.733,0.351
"FRG1","CTNNBL1",0.612,1,0.538
"FRG1","XAB2",1,1,0.606
"FRG1","LSM2",0.725,1,0.581
"FRG1","FTSJ3",0.616,0.59,0.643
"FSHR","HTR4",0.552,0.385,0.647
"FSHR","SCTR",0.526,0.463,0.557
"FSHR","ADM2",0.202,0.475,0
"FTL","MYOG",0.251,0.122,0.274
"FTL","RPLP0",0.351,0.179,0.606
"FTL","MPHOSPH6",1,0.051,0.28
"NR5A1","PITX1",0.724,0.263,0.779
"NR5A1","SMARCD3",0.295,0.521,0.708
"NR5A1","SP1",0.696,0.605,0.726
"NR5A1","THRA",0.715,0.676,0.893
"NR5A1","PIAS1",0.423,0.419,0.848
"NR5A1","THOC2",0.399,0.34,0.617
"GATA2","SPI1",0.828,0.649,0.83
"GATA2","STAT3",0.762,0.53,0.786
"GATA2","TAL1",0.835,0.618,0.657
"GATA2","HDAC3",0.46,0.504,0.675
"GATA2","ZBTB32",0.62,0.429,0.876
"GATA2","ZFPM1",0.819,0.599,0.65
"GGT1","GCLM",0.144,0.572,0.05
"GGT1","GSS",0.38,0.578,0.62
"GGT1","GSTM1",0.331,0.481,0.333
"GGT1","CSAD",NA,NA,NA
"GJA8","LIM2",NA,0,0.729
"GCLM","GSS",0.231,0.655,0.549
"GCLM","CNDP2",0.192,1,0.478
"GLUD2","GNB2",0.156,0.052,0.442
"GLUD2","GYS1",0.146,0.763,0.442
"GLUD2","IDH2",0.343,0.63,1
"GLUD2","MDH2",0.361,0.676,1
"GLUD2","PGK1",0.553,0.326,0.442
"GLUD2","PSMA4",0.173,0.399,0.524
"GLUD2","PSMA7",0.166,0.399,0.508
"GLUD2","PSMB4",0.173,0.399,0.508
"GLUD2","PSMC4",0.173,0.307,0.47
"GLUD2","RRM2",0.238,0.294,0.442
"GLUD2","SDHC",0.315,0.624,1
"GLUD2","ATP6V1F",0.144,0.026,0.442
"GLUD2","COX5A",0.288,0.679,0.817
"GNAI2","GNB1",0.691,0.633,0.782
"GNAI2","GNB2",0.691,0.633,0.694
"GNAI2","HCK",0.496,0.351,0.66
"GNAI2","HRAS",0.759,0.509,0.629
"GNAI2","KIFC1",0.535,0.068,0.573
"GNAI2","MYL6",0.51,0.044,0.679
"GNAI2","NPM1",0.368,0.331,0.694
"GNAI2","PCBP1",0.447,0.087,0.805
"GNAI2","PCBP2",0.471,0.169,0.778
"GNAI2","PGK1",0.528,0.22,0.698
"GNAI2","PLK1",0.525,0.299,0.666
"GNAI2","PPIB",0.488,0.233,0.563
"GNAI2","RPL7",0.427,0.106,0.618
"GNAI2","RPLP0",0.408,0.21,0.649
"GNAI2","RPS9",0.373,0.245,0.741
"GNAI2","SP1",0.333,0.296,0.417
"GNAI2","ZBED1",0.35,0.492,0.371
"GNAI2","PTPRU",0.462,0.307,0.346
"GNAI2","ARPC5",0.458,0.276,0.618
"GNAI2","ARPC1B",0.458,0.3,0.539
"GNAI2","RGS14",0.319,0.443,0.626
"GNAI2","ARHGAP17",0.362,0.263,0.534
"GNAI2","PDCL3",0.409,0.257,0.523
"GNAI2","SLC44A4",0,0.17,0.58
"GNAI2","TUBB",0.491,0.275,0.602
"GNB1","GNB2",1,0.631,0.821
"GNB1","MARS",0.215,0.383,0.706
"GNB1","MSN",0.505,0.318,0.601
"GNB1","NONO",0.327,0.298,0.437
"GNB1","PCBP2",0.593,0.182,0.668
"GNB1","PEPD",0.563,0.111,0.432
"GNB1","PGK1",0.397,0.3,0.809
"GNB1","PLK1",0.513,0.201,0.32
"GNB1","PPIB",0.586,0.252,0.538
"GNB1","PPP3CC",0.517,0.313,0.364
"GNB1","PSMA7",0.582,0.079,0.532
"GNB1","PSMB4",0.604,0.079,0.56
"GNB1","PSMC4",0.698,0.113,0.548
"GNB1","RAB5C",0.674,0.363,0.73
"GNB1","RPL4",0.405,0.117,0.626
"GNB1","RPL7",0.366,0.107,0.55
"GNB1","RPL8",0.127,0.115,0.509
"GNB1","RPL10",0.354,0.178,0.573
"GNB1","RPL11",0.424,0.224,0.669
"GNB1","RPL18",0.127,0.115,0.522
"GNB1","RPL30",0.405,0.192,0.661
"GNB1","RPL27A",0.405,0.117,0.606
"GNB1","RPLP0",0.366,0.247,0.609
"GNB1","RPLP2",0.432,0.117,0.716
"GNB1","RPN1",0.472,0.096,0.585
"GNB1","RPS2",0.441,0.127,0.665
"GNB1","RPS9",0.329,0.177,0.614
"GNB1","SH3GL1",0.482,0.476,0.382
"GNB1","SURF4",1,0.255,0.637
"GNB1","UGP2",0.494,0.064,0.563
"GNB1","RPL14",0.395,0.109,0.766
"GNB1","ATP6V1F",0.552,0.342,0.824
"GNB1","ARPC5",0.576,0.331,0.495
"GNB1","ARPC1B",0.576,0.33,0.483
"GNB1","AGPAT1",0.514,0.307,0.521
"GNB1","CAMKK2",0.248,0.44,0.303
"GNB1","USP22",0.499,0.191,0.286
"GNB1","HARS2",0.457,0.077,0.395
"GNB1","RPL13A",0.134,0.269,0.505
"GNB1","PYCR2",0.504,0.299,0.246
"GNB1","SEC61A1",0.496,0.058,0.589
"GNB1","VPS28",0.666,0.116,0.774
"GNB1","CAB39",0.476,0.449,0.593
"GNB1","PPAN",0.148,0.078,0.248
"GNB1","THOC2",0.461,0.101,0.236
"GNB1","UBL5",0.432,0.138,0.306
"GNB1","SMAP1",NA,0.204,NA
"GNB1","YIF1B",NA,0,0.444
"GNB1","TRAPPC5",0.63,0.055,0.355
"GNB1","TUBB",0.387,0.238,0.48
"GNB2","GNL1",0.091,0.425,0.422
"GNB2","GTF2H4",0.475,0.212,0.219
"GNB2","MARS",0.215,0.208,0.682
"GNB2","MYL6",0.569,0.038,0.679
"GNB2","NONO",0.327,0.198,0.388
"GNB2","PCBP1",0.386,0.086,0.672
"GNB2","PGK1",0.397,0.145,0.799
"GNB2","PLK1",0.513,0.141,0.301
"GNB2","POR",0.42,0.174,0.569
"GNB2","PPIB",0.586,0.287,0.683
"GNB2","PSMA4",0.604,0.079,0.478
"GNB2","PSMA7",0.582,0.079,0.465
"GNB2","PSMB4",0.604,0.079,0.488
"GNB2","PSMC4",0.698,0.094,0.457
"GNB2","RAB5C",0.674,0.185,0.711
"GNB2","RPL4",0.405,0.098,0.706
"GNB2","RPL7",0.366,0.081,0.579
"GNB2","RPL11",0.424,0.131,0.628
"GNB2","RPLP0",0.366,0.14,0.66
"GNB2","RPLP2",0.432,0.098,0.842
"GNB2","RPN1",0.472,0.099,0.505
"GNB2","RPS2",0.441,0.108,0.786
"GNB2","RPS9",0.329,0.129,0.691
"GNB2","SH3GL1",0.482,0.364,0.295
"GNB2","STAT3",0.328,0.249,0.512
"GNB2","STAT5A",0.4,0.199,0.344
"GNB2","SURF4",1,0.158,0.564
"GNB2","RAB11B",0.544,0.127,0.646
"GNB2","ATP6V1F",0.552,0.14,0.761
"GNB2","ARPC5",0.576,0.219,0.617
"GNB2","ARPC1B",0.576,0.277,0.634
"GNB2","PRMT5",0.411,0.158,0.371
"GNB2","CAMKK2",0.248,0.27,0.291
"GNB2","GABARAP",0.494,0.195,0.455
"GNB2","HARS2",0.457,0.078,0.373
"GNB2","RPL13A",0.134,0.16,0.544
"GNB2","TIMM13",0.101,0.045,0.323
"GNB2","ANAPC2",1,0.155,0.332
"GNB2","SEC61A1",0.496,0.022,0.522
"GNB2","FIS1",0.515,0.157,0.444
"GNB2","VPS28",0.666,0.088,0.748
"GNB2","PPAN",0.148,0.066,0.192
"GNB2","LSM2",0.49,0.116,0.307
"GNB2","UBL5",0.432,0.132,0.301
"GNB2","SMAP1",NA,0.173,NA
"GNB2","PDCL3",0.471,0.179,0.392
"GNB2","FTSJ3",0.435,0.062,0.2
"GNB2","TRAPPC5",0.63,0.05,0.313
"GNB2","TUBB",0.387,0.146,0.498
"GNB2","POLR2J2",0.126,NA,0.204
"GNB2","TUBB2B",0.389,0.118,0.293
"GNL1","P2RY11",0,0.482,0.09
"GNL1","RANGAP1",0.184,0.111,0.377
"GNL1","RPL4",0.564,0.104,0.455
"GNL1","RPL7",0.479,0.09,0.33
"GNL1","RPL10",0.47,0.156,0.351
"GNL1","RPL11",0.458,0.173,0.442
"GNL1","RPL15",0.486,0.102,0.451
"GNL1","RPL30",0.564,0.193,0.461
"GNL1","RPL27A",0.564,0.104,0.229
"GNL1","RPL32",0.664,0.102,0.146
"GNL1","RPLP0",0.515,0.191,0.399
"GNL1","RPLP2",0.511,0.104,0.368
"GNL1","RPS2",0.39,0.117,0.552
"GNL1","RPS9",0.45,0.146,0.476
"GNL1","RPS23",0.564,0.095,0.315
"GNL1","EIF4G3",0.336,0.243,0.149
"GNL1","RPL14",0.486,0.092,0.398
"GNL1","MYBBP1A",0.277,0.324,0.513
"GNL1","RPL13A",0.61,0.276,0.299
"GNL1","KPNA6",0.081,0,0.359
"GNL1","GSPT2",0.231,0.115,0.146
"GNL1","CPSF1",0.172,0.07,0.616
"GNL1","PRMT8",0.066,0.154,0.133
"GNL1","PPAN",0.317,0.078,0.5
"GNL1","SH3GLB2",0.108,NA,0.425
"GNL1","ZNF598",0.198,0.111,NA
"GNL1","FTSJ3",0.185,0.061,0.517
"GP9","ITGA2B",1,0.185,0.437
"GP9","VWF",1,0.626,0.045
"UTS2R","FFAR2",0.679,0.395,0.954
"UTS2R","PLCB2",0,0.464,0.107
"UTS2R","PLCB3",0,0.697,0.066
"UTS2R","RGS2",0,0.58,0.559
"UTS2R","PROK2",0,0.458,0
"FFAR2","PLCB2",0,0.304,0.107
"FFAR2","PLCB3",0.377,0.367,0.079
"FFAR2","RGS2",0.424,0.354,0.529
"FFAR2","PROK2",0.351,0.477,0
"GRN","HK3",0,0.449,0.712
"GRN","NPM1",0.435,0.292,0.265
"GRN","IFI30",0.509,0.465,0.548
"GRN","SEC61A1",0.399,0.258,0.518
"GRM4","NPY",0.327,0.508,0.279
"GRM4","CXCR4",0.358,0.454,0.615
"GRM4","RGS14",0,0.474,0.561
"GRM4","NPW",0,0.5,0
"GSS","GSTM1",0.641,0.436,0.721
"GSS","IRF3",0.488,0.356,0.598
"GSS","MSN",0.399,0.181,0.4
"GSS","CNDP2",0.182,1,0.858
"GTF2F1","GTF2H4",0.32,0.667,0.778
"GTF2F1","IRF2",0.38,0.673,0.629
"GTF2F1","IRF3",0.541,0.545,0.593
"GTF2F1","IRF7",0.406,0.519,0.573
"GTF2F1","PCBP1",0.523,0.639,0.525
"GTF2F1","PCBP2",0.565,0.64,0.616
"GTF2F1","POLR2L",0.259,0.822,0.721
"GTF2F1","PSMA7",0.354,0.275,0.562
"GTF2F1","PSMB4",0.344,0.275,0.593
"GTF2F1","SRF",0.39,0.473,0.624
"GTF2F1","SF3A2",0.52,0.585,0.56
"GTF2F1","HDAC3",0.594,0.443,0.565
"GTF2F1","MTA2",0.621,0.43,0.72
"GTF2F1","PRMT5",0.357,0.362,0.627
"GTF2F1","NUDC",0.369,0.049,0.504
"GTF2F1","CPSF1",0.485,0.536,0.67
"GTF2F1","PAF1",0.504,0.604,0.665
"GTF2F1","XAB2",1,0.64,0.574
"GTF2F1","MUS81",0.286,0.437,0.649
"GTF2F1","TUBB",0.368,0.158,0.456
"GTF2F1","POLR2J2",0,NA,0.822
"GTF2H4","MARS",0.239,0.487,0.401
"GTF2H4","NONO",0.616,0.437,0.762
"GTF2H4","NPM1",0.306,0.512,0.506
"GTF2H4","P2RY11",0,0.312,0.079
"GTF2H4","POLR2L",0.492,0.834,0.766
"GTF2H4","PPIB",0.381,0.213,0.426
"GTF2H4","PSMA4",0.473,0.307,0.595
"GTF2H4","PSMB4",0.473,0.307,0.599
"GTF2H4","PSMC4",0.566,0.443,0.549
"GTF2H4","RPL4",0.365,0.412,0.434
"GTF2H4","RPLP2",0.276,0.412,0.241
"GTF2H4","RPN1",0.515,0.382,0.371
"GTF2H4","RPS2",0.375,0.427,0.53
"GTF2H4","SH3GL1",0.332,0.255,0.195
"GTF2H4","USP5",0.429,0.291,0.249
"GTF2H4","SF3A2",0.41,0.498,0.585
"GTF2H4","CLPP",0.485,0.304,0.393
"GTF2H4","HDAC3",0.36,0.448,0.566
"GTF2H4","ZBED1",0.666,0.86,0.659
"GTF2H4","PRMT5",0.464,0.394,0.643
"GTF2H4","ZNHIT1",0.291,0.309,0.697
"GTF2H4","MYBBP1A",0.264,0.485,0.618
"GTF2H4","POLD3",0.503,0.707,0.738
"GTF2H4","RPL35",0.227,0.421,0.411
"GTF2H4","USP22",0.402,0.426,0.732
"GTF2H4","HARS2",0.455,0.407,0.39
"GTF2H4","GSPT2",0.559,0.436,0.218
"GTF2H4","TIMM13",0.062,0.098,0.393
"GTF2H4","ANAPC2",1,0.264,0.612
"GTF2H4","CPSF1",0.36,0.546,0.711
"GTF2H4","PYCR2",0.383,0.447,0.407
"GTF2H4","PAF1",0.293,0.543,0.569
"GTF2H4","PPAN",0.243,0.527,0.532
"GTF2H4","XAB2",1,0.736,0.582
"GTF2H4","MUS81",0.415,0.615,0.677
"GTF2H4","FTSJ3",0.491,0.358,0.57
"GTF2H4","TRAPPC5",0.31,0.129,0.236
"GTF2H4","TUBB",0.285,0.225,0.42
"GTF2H4","POLR2J2",0.306,NA,0.822
"GYS1","MDH2",0.187,0.836,0.246
"GYS1","UGP2",0.532,1,0.475
"GYS1","GABARAP",0.465,0.201,0.527
"GYS1","DNAJC9",0.444,0,0.573
"GYS1","SLC44A4",0,0.299,0.406
"HBD","HBE1",1,1,1
"HBD","HBQ1",0.946,0.8,0.745
"HBD","HBZ",0.946,0.8,0.805
"HBD","CYGB",0.603,0.242,0.433
"HBE1","HBQ1",0.946,0.8,0.745
"HBE1","HBZ",0.946,0.8,0.805
"HBZ","SP1",0.297,0.186,0.296
"HCFC1","IRF2",0.451,0.571,0.477
"HCFC1","NONO",0.502,0.404,0.659
"HCFC1","SP1",0.469,0.587,0.58
"HCFC1","SAP30",0.433,1,0.532
"HCFC1","MTA1",0.533,0.514,0.633
"HCFC1","MTA2",0.606,0.57,0.713
"HCFC1","SIN3B",0.433,0.561,0.562
"HCFC1","ANAPC2",1,0.357,0.553
"HCFC1","SUDS3",0.343,0.568,0.635
"HCK","HRAS",0.422,0.627,0.574
"HCK","IL6R",0.366,0.621,0.35
"HCK","IRF2",0.292,0.517,0.629
"HCK","MSN",0.469,0.555,0.512
"HCK","PLAUR",0.467,0.594,0.614
"HCK","RPL10",0.333,0.382,0.51
"HCK","SOS1",0.371,0.608,0.577
"HCK","STAT3",0.278,0.588,0.679
"HCK","VAV1",0.618,0.558,0.562
"HCK","ADAM15",0.503,0.483,0.371
"HCK","PSTPIP1",0.438,0.355,0.688
"HCK","ARPC1B",0.383,0.462,0.579
"HCK","TNK2",0.647,0.621,0.521
"HCK","SH3BP1",0.407,0.472,0.537
"HCK","ILKAP",1,NA,0.52
"HINT1","MDH2",0.185,0.364,0.615
"HINT1","NDUFB7",0.327,0.324,0.408
"HINT1","NDUFB10",0.293,0.324,0.375
"HINT1","NDUFV1",0.327,0.382,0.532
"HINT1","P2RY11",0,0.411,0.39
"HINT1","PGK1",0.211,0.437,0.683
"HINT1","POLR2L",0.267,0.568,0.638
"HINT1","PPIB",0.231,0.178,0.559
"HINT1","PSMA4",0.487,0.416,0.71
"HINT1","PSMA7",0.429,0.416,0.67
"HINT1","PSMB4",0.487,0.416,0.711
"HINT1","PSMC4",0.487,0.359,0.647
"HINT1","RPL11",0.202,0.433,0.73
"HINT1","RPL32",0.05,0.454,0.571
"HINT1","RPL36AL",0.258,NA,0.749
"HINT1","RPS2",0.219,0.455,0.76
"HINT1","RPS9",0.098,0.459,0.722
"HINT1","RPS23",0.123,0.411,0.65
"HINT1","SP1",0.133,0.57,0.529
"HINT1","TBCA",0.154,0.098,0.569
"HINT1","UQCRC2",0.419,0.373,0.462
"HINT1","CLPP",0.5,0.406,0.333
"HINT1","SAP30",0.318,1,0.546
"HINT1","HDAC3",0.345,0.436,0.782
"HINT1","RPL14",0.131,0.412,0.678
"HINT1","MTA2",0.227,0.372,0.695
"HINT1","ATP6V1F",0.338,0.192,0.637
"HINT1","NUDC",0.169,0.05,0.6
"HINT1","RPL35",0.057,0.443,0.666
"HINT1","DNAJC9",0.169,0.098,0.837
"HINT1","RPL13A",0.057,0.483,0.618
"HINT1","TXN2",0.258,0.487,0.44
"HINT1","TIMM13",0.044,0.055,0.401
"HINT1","UQCRQ",0.281,0.608,0.403
"HINT1","CHCHD2",0.159,0.435,0.494
"HINT1","LSM7",0.136,0.456,0.541
"HINT1","MRPL16",0.036,0.373,0.407
"HINT1","PPAN",0.068,0.078,0.469
"HINT1","UBL5",0.129,0.395,0.556
"HINT1","MRPL17",0.091,0.327,0.407
"HINT1","MRPL21",0.05,0.327,0.407
"HK3","UGP2",0.248,0.518,0.687
"HLA-DMA","HLA-DQA2",0,0.684,0.585
"HLA-DMA","HLA-DRA",1,0.721,0.705
"HLA-DMA","HLA-DRB1",1,0.77,0.731
"HLA-DMA","HLA-G",0.109,0.475,0.574
"HLA-DMA","VAMP8",0.109,0.354,0.554
"HLA-DMA","IFI30",0.109,0.815,0.51
"HLA-DQA2","HLA-DRB1",0,0.931,0.882
"HLA-DQA2","HLA-G",0,0.713,0.872
"HLA-DRA","HLA-DRB1",0.686,0.882,0.98
"HLA-DRB1","HLA-G",0.357,0.675,0.831
"HLA-DRB1","IRF2",0.066,0.513,0.233
"HLA-DRB1","IRF3",0.068,0.421,0.271
"HLA-DRB1","IRF7",0.075,0.439,0.507
"HLA-DRB1","MSN",0.086,0.304,0.517
"HLA-DRB1","CXCR4",0.056,0.376,0.726
"HLA-DRB1","IFI30",0.086,0.879,0.339
"HLA-DRB1","OSBPL1A",0.082,0.452,0.593
"HLA-G","KIR2DL1",0.494,0.643,0.553
"HLA-G","SEC61A1",0.545,0.067,0.662
"HMGN2","RPL4",0.8,0,0.579
"HMGN2","RPL7",0.742,0,0.474
"HMGN2","RPL8",0.56,0,0.228
"HMGN2","RPLP0",0.75,0,0.519
"HMGN2","RPLP2",0.56,0,0.451
"HMGN2","RPS2",0.652,0,0.601
"TLX1","PPP2R5A",0.34,NA,NA
"HOXC4","NCK2",0.297,0.312,0.459
"HRAS","ITGB4",0.367,0.386,0.262
"HRAS","NPM1",0.327,0.652,0.466
"HRAS","PRKCG",0.175,0.51,0.685
"HRAS","RAB5B",0.818,0.364,0.579
"HRAS","SOS1",0.355,0.628,0.924
"HRAS","STK11",0.536,0.622,0.689
"HRAS","TP73",0.351,0.597,0.604
"HRAS","TSC2",0.355,0.604,0.717
"HRAS","VAV1",0.363,0.571,0.836
"HRAS","SOCS1",0.29,0.515,0.634
"HRAS","SLC9A3R2",0.519,0.515,0.396
"HRAS","RASGRP2",0.276,0.518,0.836
"HRAS","RABAC1",0.435,NA,0.769
"HRAS","RGS14",0.316,0.518,0.476
"HRAS","FRS3",0.402,0.493,1
"DNAJB2","FIS1",0.45,0.398,0.482
"HSPB1","NPM1",0.584,0.433,0.682
"HSPB1","PSMA4",0.384,0.261,0.842
"HSPB1","PSMA7",0.523,0.261,0.814
"HSPB1","PSMB4",0.384,0.261,0.857
"HSPB1","PSMC4",0.384,0.271,0.609
"HSPB1","STAT3",0.564,0.55,0.611
"HSPB1","TNF",0.625,0.597,0.349
"HSPB1","UNG",0.386,0.314,0.458
"HSPB1","SQSTM1",0.682,0.56,0.595
"HSPB1","PSME4",0.421,0.389,0.667
"HTR3A","HTR4",0.365,0.509,0.692
"HTR4","SCTR",0.571,0.657,0.587
"HTR4","ADM2",0,0.475,0
"IDH2","MDH2",0.311,0.764,0.924
"IDH2","NDUFB10",0.36,0.467,0.664
"IDH2","NDUFV1",0.437,0.524,0.713
"IDH2","PEPD",0.261,0.625,0.678
"IDH2","PPIB",0.194,0.105,0.378
"IDH2","PSMA4",0.277,0.262,0.474
"IDH2","PSMA7",0.467,0.262,0.452
"IDH2","PSMC4",0.277,0.277,0.298
"IDH2","RPL4",0.177,0.237,0.417
"IDH2","RPL11",0.169,0.178,0.464
"IDH2","RPLP0",0.162,0.209,0.365
"IDH2","RPLP2",0.185,0.237,0.437
"IDH2","MRPS12",0.177,0.264,0.736
"IDH2","RPS2",0.184,0.245,0.477
"IDH2","RPS9",0.144,0.227,0.437
"IDH2","SDHC",0.238,0.651,0.564
"IDH2","UGP2",0.445,0.62,0.614
"IDH2","UQCRC2",0.268,0.571,0.702
"IDH2","CLPP",0.378,0.254,0.725
"IDH2","RPL14",0.182,0.222,0.458
"IDH2","COX5A",0.38,0.84,0.646
"IDH2","CCS",0.414,0.174,0.581
"IDH2","RPL35",0.083,0.239,0.338
"IDH2","GABARAP",0.213,0.149,0.312
"IDH2","TIMM13",0.242,0.035,0.686
"IDH2","FIS1",0.241,0.098,0.488
"IDH2","MRPL17",0.115,0.219,0.792
"IDH2","TRAPPC5",0.223,0.036,0.299
"IDH2","TUBB",0.218,0.059,0.486
"IFIT2","IRF2",0.516,0.599,0.568
"IFIT2","IRF3",0.459,0.587,0.762
"IFIT2","IRF7",0.584,0.525,0.738
"IGF2R","LAMP1",0.334,0.567,0.726
"IGF2R","MSN",0.317,0.366,0.623
"IGF2R","PLAUR",0.517,0.586,0.672
"IGF2R","RPL8",0.098,0.213,0.416
"IGF2R","RPN1",0.33,0.073,0.5
"IGF2R","SLC1A5",0.395,0.288,0.594
"IGF2R","VAMP8",0.295,0.538,0.769
"IGF2R","RPL14",0.294,0.268,0.509
"IGF2R","TGOLN2",1,0.243,0.782
"IGF2R","SEC61A1",0.273,0.272,0.507
"IL6R","SOS1",0.419,0.564,0.341
"IL6R","STAT3",0.366,0.586,0.358
"IL6R","PIAS1",0.351,0.561,0.054
"IL7R","ITGA2B",0.434,0.391,0.534
"IL7R","MSN",0.366,0.379,0.321
"IL7R","SPI1",0.247,0.409,0.237
"IL7R","STAT3",0.263,0.465,0.43
"IL7R","STAT5A",0.269,0.481,0.245
"IL13","STAT4",1,0.476,0
"INCENP","KIFC1",0.324,0.679,0.552
"INCENP","PLK1",1,0.381,0.903
"INCENP","RANGAP1",1,0.038,0.637
"INCENP","TACC3",1,0.462,0.539
"INCENP","POLD3",1,0.137,0.591
"INCENP","NUDC",1,0.033,0.569
"INCENP","CENPH",1,0.058,0.82
"INCENP","TUBB",1,0.36,0.525
"IRF2","IRF3",0.821,0.674,0.764
"IRF2","IRF7",0.939,0.686,0.713
"IRF2","SPI1",0.805,0.623,0.6
"IRF2","CXCR4",0.23,0.528,0.256
"IRF2","IFI30",0.307,0.504,0.714
"IRF2","FOXK1",0.937,0.4,0.599
"IRF2","IRF2BP2",0.789,0.35,0.599
"IRF3","IRF7",0.796,0.91,0.93
"IRF3","PITX1",0.795,0.106,0.679
"IRF3","PPIB",0.367,0.293,0.421
"IRF3","STAT3",0.806,0.541,0.842
"IRF3","KHSRP",0.455,0.468,0.684
"IRF3","SOCS1",0.263,0.497,0.786
"IRF3","RIPK1",0.384,0.619,0.48
"IRF3","HDAC3",0.359,0.469,0.73
"IRF3","IFI30",0.298,0.368,0.63
"IRF7","UBE2V1",0.348,0.565,0.682
"IRF7","RIPK1",0.276,0.575,0.598
"IRF7","IFI30",0.348,0.375,0.602
"ITGA2B","ITGB4",0.504,0.41,0.538
"ITGA2B","PF4",0.511,0.438,0.537
"ITGA2B","SOS1",0.487,0.41,0.35
"ITGA2B","STAT5A",0.409,0.234,0.176
"ITGA2B","VWF",0.524,0.422,0.639
"ITGA2B","GIT1",1,0.231,0.264
"ITGB4","LAMA5",0.449,0.646,0.402
"KIFC1","P2RY11",0,0.056,0.34
"KIFC1","PCBP1",0.311,0.075,0.543
"KIFC1","PCNT",0.324,0.768,0.656
"KIFC1","PLK1",0.513,0.477,0.645
"KIFC1","POLR2L",0.323,0.068,0.448
"KIFC1","PPIB",0.317,0.031,0.478
"KIFC1","PSMA4",0.406,0.068,0.458
"KIFC1","PSMC4",0.595,0.191,0.524
"KIFC1","RANGAP1",0.236,0.159,0.418
"KIFC1","RPL4",0.252,0.175,0.531
"KIFC1","RPL18",0.206,0.163,0.568
"KIFC1","RPLP0",0.257,0.268,0.478
"KIFC1","RPLP2",0.143,0.175,0.442
"KIFC1","RPN1",0.354,0.083,0.457
