"symbol1","symbol2","MF","BP","CC"
"PPP3CC","PPP2R4",NA,NA,NA
"PPP3CC","MEF2D",0.169,0.131,0.125
"PPP3CC","NFATC4",0.174,0.409,0.406
"PPP3CC","ANAPC2",0.657,0.255,0.529
"PPP3CC","PPP1R1B",0.189,0.633,0.646
"PPP3CC","EPHB3",0.105,0.132,0.38
"PPP3CC","BIN2",0.318,0.096,0.152
"PPP3CC","RIPK1",0.262,0.247,0.453
"PPP3CC","CABP2",0,0.156,0.201
"PPP3CC","FKBP1C",NA,NA,NA
"PPP3CC","STK11",0.247,0.3,0.384
"PPP3CC","PIM2",0.381,0.248,0.67
"PPP3CC","TYRO3",0.265,0.193,0.283
"PPP3CC","AP2A1",0.294,0.119,0.307
"PPP3CC","MYL6",0.345,0.011,0.293
"PPP3CC","PRKCG",0.131,0.332,0.371
"PPP3CC","CRTC2",0.331,0.186,0.293
"GJA8","CACNA1H",0.865,0.584,0.976
"MYOG","SRF",0.79,0.605,0.532
"MYOG","AKT1",0.257,0.416,0.479
"MYOG","PRMT5",0.386,0.341,0.501
"MYOG","NES",0.044,0.314,0.139
"MYOG","DYRK1B",0.135,0.32,0.811
"MYOG","TNF",0.467,0.432,0.043
"MYOG","MEF2D",0.778,0.556,0.584
"MYOG","SP1",0.714,0.505,0.744
"MYOG","CTF1",0.161,0.541,0
"NPY","GNB1",0.14,0.421,0.353
"NPY","FFAR2",0.391,0.427,0.024
"NPY","ACHE",0.094,0.399,0.544
"NPY","STAT3",0.114,0.366,0.178
"NPY","NPW",0.329,0.496,0.913
"NPY","GNB2",0.14,0.294,0.375
"NPY","PNMT",0,0.022,0.169
"NPY","ADCY1",0,0.379,0.399
"NPY","GNAI2",0.386,0.484,0.334
"NPY","DBH",0.017,0.212,0.506
"NPY","CXCR4",0.352,0.465,0.315
"NPY","CALB2",0.053,0.213,0.113
"NPY","CORT",0.72,0.443,0.62
"NPY","GRM4",0.32,0.489,0.106
"NPY","ASIP",0.959,0.29,0.948
"NPY","HTR3A",0.208,0.441,0.019
"NPY","TH",0.154,0.357,0.158
"NPY","TNF",0.375,0.322,0.363
"NPY","CD63",0.329,0.339,0.382
"NPY","PF4",0.497,0.425,0.523
"CNTFR","IL13",0.657,0.425,0.138
"CNTFR","STAT3",0.173,0.445,0.313
"CNTFR","CTF1",0.414,0.639,0.364
"CNTFR","IL6R",0.71,0.416,0.752
"UNG","APEX2",0.131,0.999,0.603
"UNG","GGT1",0.298,0.315,0.132
"UNG","SH3GL1",0.275,0.275,0.214
"UNG","CDA",0.313,0.438,0.315
"UNG","MCL1",0.226,0.354,0.55
"UNG","RRM2",0.282,0.399,0.321
"SEC61A1","EEF2",0.224,0.202,0.435
"SEC61A1","RPL7",0.194,0.485,0.428
"SEC61A1","PCSK4",0.657,0.03,0.321
"SEC61A1","RPS21",0.078,0.458,0.38
"SEC61A1","UQCRC2",0.236,0.419,0.338
"SEC61A1","RPL27A",0.216,0.524,0.783
"SEC61A1","RPL11",0.196,0.346,0.451
"SEC61A1","MRPL16",0.027,0.056,0.298
"SEC61A1","RPLP2",0.236,0.524,0.471
"SEC61A1","RPS9",0.174,0.453,0.414
"SEC61A1","RPS2",0.208,0.486,0.444
"SEC61A1","RPL10",0.189,0.435,0.696
"SEC61A1","RPL37",0.046,0.524,0.427
"SEC61A1","RPL37A",0.216,0.524,0.354
"SEC61A1","MRPS12",0.216,0.053,0.271
"SEC61A1","RPL41",0.047,0.482,0.403
"SEC61A1","DYRK1B",0.202,0.06,0.315
"SEC61A1","UFD1L",NA,NA,NA
"SEC61A1","RPLP0",0.194,0.46,0.519
"SEC61A1","RPL30",0.216,0.413,0.414
"SEC61A1","RPL14",0.216,0.504,0.479
"SEC61A1","SURF4",0.657,0.385,0.622
"SEC61A1","RPL35",0.049,0.517,0.527
"SEC61A1","RPS23",0.216,0.458,0.66
"SEC61A1","RPL32",0.046,0.482,0.523
"SEC61A1","TNF",0.221,0.155,0.329
"SEC61A1","ASNA1",0.354,0.701,0.55
"SEC61A1","RPL8",0.046,0.482,0.41
"SEC61A1","RPL4",0.216,0.524,0.541
"SEC61A1","DDOST",0.202,0.159,0.667
"SEC61A1","OS9",0.657,0.394,0.733
"SEC61A1","MRPL17",0.095,0.06,0.298
"SEC61A1","RPL36AL",0.657,NA,0.71
"SEC61A1","RPL18",0.046,0.482,0.615
"SEC61A1","RPL15",0.216,0.482,0.401
"SEC61A1","RPL13A",0.049,0.442,0.413
"SEC61A1","RPN1",0.216,0.008,0.862
"CHPF","B3GAT3",0.522,0.98,0.99
"CHPF","EXT2",0.559,0.898,0.99
"PI3","TYRO3",0,0.308,0.179
"PI3","STAT5A",0,0.167,0.324
"PI3","EIF4EBP1",0,0.128,0.378
"PI3","ANXA5",0.126,0.222,0.549
"PI3","SH3GL1",0,0.236,0.326
"PI3","CTNNBL1",0,0.373,0.09
"PI3","SERPINB5",0.469,0.313,0.525
"PI3","ZFYVE1",0,0.243,0.163
"PI3","MCL1",0,0.325,0.307
"PI3","ALOX5AP",0,0.095,0.165
"PI3","HRAS",0,0.217,0.424
"PI3","STAT3",0,0.214,0.307
"PI3","WDTC1",0,0.372,0.08
"PI3","AKT1",0.072,0.224,0.278
"PI3","TNF",0.123,0.241,0.437
"PEPD","EIF5A",0.24,0.228,0.347
"PEPD","CNDP2",0.962,0.258,0.756
"PEPD","SARDH",0.149,0.609,0.328
"TREM1","TNF",0.17,0.307,0.882
"TREM1","KIR2DL1",0.17,0.734,0.882
"CLPP","MDH2",0.125,0.249,0.633
"THOC2","MCM3AP",NA,NA,0.364
"THOC2","CPSF1",0.617,0.694,0.557
"THOC2","NR5A1",0.307,0.299,0.554
"THOC2","THOC6",NA,0.855,0.909
"THOC2","POM121",0.286,0.628,0.528
"THOC2","NUP210",NA,0.603,0.329
"RTN2","CSAD",NA,NA,NA
"SLURP1","LY6H",0.676,0,0.675
"FFAR2","PROK2",0.23,0.455,0
"FFAR2","GNAI2",0.236,0.393,0.297
"FFAR2","ADRBK1",NA,NA,NA
"FFAR2","P2RY11",0.573,0.399,0.929
"FFAR2","PLCB2",0,0.259,0.024
"FFAR2","GNB1",0.275,0.47,0.42
"FFAR2","PLCB3",0.247,0.332,0.018
"FFAR2","UTS2R",0.668,0.341,0.856
"FFAR2","GNB2",0.275,0.254,0.298
"CFP","THSD1",NA,NA,0.228
"CFP","ADAMTS13",0.437,0.458,0.574
"CFP","ADAMTS4",0.657,0.005,0.634
"CFP","FCN1",0.511,0.683,0.665
"CFP","ADAMTSL2",0.657,0.368,NA
"COX7C","HCFC1",0.159,0.178,0.273
"COX7C","RPL37A",0,0.2,0.236
"COX7C","HINT1",0.252,0.303,0.261
"COX7C","RPS21",0,0.201,0.273
"COX7C","UQCRC2",0.185,0.738,0.883
"COX7C","RPL11",0,0.134,0.293
"COX7C","UQCRQ",0.766,0.791,0.946
"COX7C","COX5A",1,1,0.953
"COX7C","RPL30",0,0.158,0.237
"COX7C","RPL35",0,0.201,0.29
"COX7C","UBL5",0,0.228,0.283
"COX7C","FAU",0,NA,NA
"COX7C","TBCA",0,0.024,0.246
"HSPB1","STAT3",0.504,0.527,0.49
"HSPB1","AKT1",0.443,0.606,0.602
"HSPB1","ANXA5",0.326,0.488,0.63
"HSPB1","DAXX",0.505,0.515,0.493
"HSPB1","PFDN2",0.396,0.216,0.465
"HSPB1","CRK",0.319,0.536,0.67
"HSPB1","NDUFV1",0,0.136,0.382
"HSPB1","MSN",0.471,0.451,0.533
"HSPB1","ACTA1",0.291,0.327,0.536
"HSPB1","HN1",NA,NA,NA
"HSPB1","PPP2R4",NA,NA,NA
"HSPB1","TNF",0.543,0.582,0.287
"DGCR6L","UFD1L",NA,NA,NA
"DGCR6L","PRODH",0.047,NA,NA
"DGCR6L","TBX1",0.255,NA,NA
"GGT1","CSAD",NA,NA,NA
"GGT1","TBX1",0.099,0.258,0.212
"GGT1","MGAM",0.198,0.19,0.774
"GGT1","GCAT",0.456,0.995,0.173
"GGT1","HRAS",0.31,0.323,0.305
"GGT1","FOXM1",0.204,0.271,0.176
"GGT1","AKT1",0.278,0.379,0.347
"GGT1","TXNRD2",0.349,0.168,0.079
"GGT1","ITGA2B",0.322,0.121,0.695
"GGT1","CNDP2",0.747,1,0.503
"GGT1","TNF",0.233,0.382,0.632
"GGT1","GLUD2",0.096,0.398,0.164
"GGT1","GSTM1",0.24,0.463,0.262
"GGT1","GCLM",0.107,0.549,0.011
"GGT1","RPL27A",0.235,0.341,0.222
"GGT1","S100A12",0.207,0.482,0.503
"GGT1","ANXA5",0.209,0.236,0.485
"GGT1","SDHC",0.115,0.313,0.223
"PIAS1","DAXX",0.563,0.506,0.68
"PIAS1","MTA1",0.52,0.459,0.559
"PIAS1","IL6R",0.289,0.546,0.012
"PIAS1","RANGAP1",0.245,0.065,0.328
"PIAS1","STAT3",0.278,0.5,0.533
"PIAS1","STAT5A",0.259,0.457,0.627
"PIAS1","STAT4",0.192,0.479,0.627
"PIAS1","GTF2H4",0.272,0.388,0.688
"PIAS1","AKT1",0.329,0.456,0.435
"PIAS1","MSX1",0.065,0.181,0.809
"PIAS1","UBE2R2",0.446,0.501,0.102
"CD68","IFI30",NA,0.504,0.325
"CD68","CXCR4",NA,0.719,0.458
"CD68","SIGLEC1",NA,0.192,0.496
"CD68","TNF",NA,0.757,0.442
"CD68","CD207",NA,0.704,0.634
"CD68","SPN",NA,0.719,0.434
"CD68","CD7",NA,0.764,0.66
"CD68","IL13",NA,0.193,0
"CD68","VWF",NA,0.784,0.307
"CD68","TNFSF13",NA,0.644,0.182
"CD68","AKT1",NA,0.614,0.374
"CHRNA10","CHRNG",0.555,0.826,0.851
"KLF16","FOXK1",0.945,0.313,0.811
"KLF16","SIN3B",0,0.809,0.811
"CNGB1","CNGA2",0.847,NA,0.836
"SEC14L5","B3GAT3",NA,NA,NA
"PHC1","ANAPC2",0.657,0.31,0.68
"PHC1","HIST1H2AC",0.106,0.543,0.623
"PHC1","TFCP2",0.657,0.207,0.596
"PHC1","PRMT5",0.657,0.328,0.549
"PHC1","PCGF6",0.657,0.661,0.937
"BST2","LILRA4",0.286,0.374,0.325
"BST2","IFIT2",0.541,0.539,0.379
"BST2","RIPK1",0.344,0.423,0.458
"BST2","IRF3",0.498,0.531,0.317
"BST2","TREX1",0.347,0.234,0.433
"BST2","TRIM22",0.241,0.565,0.406
"BST2","ADAR",0.44,0.559,0.369
"BST2","IRF7",0.374,0.585,0.477
"BST2","IRF2",0.344,0.567,0.246
"BST2","IFITM1",0.657,0.797,0.336
"BST2","HLA-G",0.571,0.547,0.578
"LSM7","PCBP2",0.614,0.528,0.479
"LSM7","KLC2",0.306,0.014,0.455
"LSM7","GTF2F1",0.41,0.479,0.481
"LSM7","POLR2L",0.17,0.488,0.577
"LSM7","LSM2",0.768,0.997,0.919
"LSM7","CPSF1",0.507,0.687,0.496
"LSM7","EEF2",0.595,0.273,0.49
"LSM7","LSMD1",NA,NA,NA
"LSM7","XAB2",0.657,0.693,0.651
"LSM7","CTNNBL1",0.357,0.545,0.624
"LSM7","RPL35",0.549,0.522,0.519
"LSM7","PCBP1",0.646,0.647,0.557
"LSM7","FAU",0.959,NA,NA
"ACTN4","MYL6",0.18,0.217,0.498
"ACTN4","GNB2",0.312,0.171,0.548
"ACTN4","TMSB4X",0.484,0.61,0.564
"ACTN4","NDUFB10",0.204,0.103,0.186
"ACTN4","LIMS2",NA,0.253,0.297
"ACTN4","TRIM3",0.203,0.108,0.67
"ACTN4","APOL1",0.196,0.273,0.408
"ACTN4","CALML5",0.041,0.375,0.477
"ACTN4","ACTA1",0.413,0.362,0.546
"ACTN4","SQSTM1",0.31,0.44,0.514
"ACTN4","LIMD1",0.287,0.491,0.528
"ACTN4","TPM2",0.485,0.296,0.354
"ACTN4","CABP2",0,0.194,0.146
"ACTN4","SOS1",0.205,0.464,0.236
"ACTN4","VWF",0.446,0.345,0.495
"ACTN4","VEGFB",0.324,0.48,0.427
"ACTN4","MIB2",0.204,0.267,0.247
"ACTN4","AKT1",0.332,0.455,0.548
"ACTN4","ITGA2B",0.304,0.371,0.344
"ACTN4","CALB2",0.073,0.194,0.336
"ACTN4","SLC9A3R2",0.352,0.296,0.364
"ACTN4","CAMK2A",0.319,0.446,0.44
"ACTN4","PIP5K1C",0.18,0.478,0.458
"ACTN4","DNM2",0.422,0.526,0.454
"ACTN4","PF4",0.345,0.453,0.471
"ACTN4","TNNT3",0.354,0.267,0.311
"ARPC1B","PSMA7",0.302,0.021,0.41
"ARPC1B","ARPC5",0.884,0.803,0.776
"ARPC1B","EPHB3",0,0.3,0.366
"ARPC1B","ARPC4",0.729,0.908,0.708
"ARPC1B","ACTA1",0.583,0.283,0.632
"GDF15","TSPAN4",0.448,0.414,0.205
"GDF15","PITX1",0.21,0.101,0.346
"GDF15","AKT1",0.346,0.545,0.429
"GDF15","TNF",0.617,0.515,0.395
"TNNI2","CHRNG",0.191,0.422,0.072
"TNNI2","MYL6",0.239,0.745,0.441
"TNNI2","TCAP",0.371,0.537,0.71
"TNNI2","MYL3",0.444,0.711,0.715
"TNNI2","CALB2",0.073,0.105,0.46
"TNNI2","TNNI1",0.657,0.845,0.79
"TNNI2","KCNIP2",0.197,0.367,0.25
"TNNI2","TNNT2",0.557,0.664,0.804
"TNNI2","ACTA1",0.402,0.774,0.466
"TNNI2","CALML5",0.044,0.072,0.398
"TNNI2","CABP2",0,0.466,0.219
"TNNI2","TNNT3",0.522,0.806,0.79
"TNNI2","TPM2",0.501,0.729,0.715
"TUBGCP2","CSNK1E",0.214,0.135,0.441
"TUBGCP2","TUBB2B",0.489,0.605,0.606
"TUBGCP2","KIFC1",0.325,0.713,0.607
"TUBGCP2","AZI1",NA,NA,NA
"TUBGCP2","PCNT",0.657,0.679,0.785
"TUBGCP2","TUBB",0.481,0.486,0.466
"TUBGCP2","KIF25",0.314,0.555,0.613
"TUBGCP2","DYNC1H1",0.218,0.571,0.66
"TUBGCP2","PLK1",0.31,0.38,0.67
"TUBGCP2","NUMA1",0.565,0.501,0.624
"HBZ","HBD",0.895,0.8,0.791
"HBZ","PAH",0.429,0.293,0.433
"HBZ","SP1",0.216,0.149,0.22
"HBZ","AMBP",0.278,0.223,0.455
"HBZ","TH",0.279,0.089,0.244
"HBZ","HBE1",0.895,0.8,0.791
"HBZ","ECHS1",0.217,0.45,0.125
"LAMA5","RAPSN",0.41,0.108,0.047
"LAMA5","ITGA2B",0.132,0.497,0.51
"LAMA5","ACTA1",0.273,0.365,0.413
"PPP1R1B","CXCR4",0.142,0.295,0.225
"PPP1R1B","CALB2",0.073,0.214,0.35
"PPP1R1B","CSNK2B",0.459,0.39,0.309
"PPP1R1B","TH",0.206,0.124,0.344
"PPP1R1B","PPP2R4",NA,NA,NA
"NUP210","INCENP",NA,0,0.279
"NUP210","RANGAP1",NA,0.374,0.497
"NUP210","GEMIN4",NA,0.484,0.368
"NUP210","GEMIN7",NA,0.455,0.286
"NUP210","OS9",NA,0.305,0.401
"NUP210","CPSF1",NA,0.429,0.355
"NUP210","NES",NA,0,0.117
"NUP210","THOC6",NA,0.571,0.348
"NUP210","NONO",NA,0.103,0.474
"NUP210","POM121",NA,0.96,0.813
"NUP210","NPM1",NA,0.226,0.358
"ILKAP","EPHB3",0,NA,0.259
"ILKAP","RIPK1",0.657,NA,0.381
"ILKAP","LIMK2",0.657,NA,0.607
"ILKAP","TYRO3",0.657,NA,0.387
"ILKAP","STK11",0.657,NA,0.628
"ILKAP","PIM2",0.657,NA,0.403
"ILKAP","HCK",0.657,NA,0.446
"SCLY","HYI",0.394,NA,NA
"SCLY","TXNRD2",0.392,0.018,0.925
"HSPBP1","BRSK1",0.187,0.114,0.67
"TMEM66","RPN1",NA,NA,NA
"TMEM66","OS9",NA,NA,NA
"ITIH5","SLC3A2",NA,NA,NA
"HRK","BBC3",0.657,0.783,0.962
"HRK","BAD",0.657,0.51,0.962
"HRK","MCL1",0.657,0.464,0.962
"POM121","RANGAP1",0.23,0.445,0.575
"POM121","INCENP",0.657,0,0.436
"POM121","GEMIN4",0.657,0.617,0.427
"POM121","NPM1",0.177,0.245,0.41
"POM121","GEMIN7",0.657,0.571,0.475
"POM121","THOC6",NA,0.602,0.559
"POM121","CPSF1",0.289,0.472,0.619
"CD63","VWF",0.657,0.451,0.487
"CD63","ANXA5",0.657,0.473,0.445
"CD63","ITGA2B",0.657,0.51,0.686
"CD63","CXCR4",0.657,0.42,0.729
"CD63","LAMP1",0.657,0.514,0.801
"CD63","TGOLN2",0.657,0.107,0.564
"CD63","SLC29A2",0,0.263,0.348
"MPHOSPH6","RPL37",0.098,0.293,0.25
"MPHOSPH6","RPL37A",0.657,0.293,0.396
"MPHOSPH6","RPL7",0.657,0.615,0.431
"MPHOSPH6","RPL27A",0.657,0.293,0.256
"MPHOSPH6","RPL41",0.098,0.296,0.262
"MPHOSPH6","RPL11",0.657,0.343,0.489
"MPHOSPH6","RPLP0",0.657,0.404,0.32
"MPHOSPH6","RPS9",0.657,0.462,0.491
"MPHOSPH6","RPLP2",0.657,0.293,0.206
"MPHOSPH6","RPL14",0.657,0.592,0.217
"MPHOSPH6","RPL30",0.657,0.23,0.339
"MPHOSPH6","RPL35",0.098,0.48,0.466
"MPHOSPH6","RPS2",0.657,0.507,0.458
"MPHOSPH6","RPL18",0.098,0.296,0.462
"MPHOSPH6","RPL32",0.098,0.296,0.233
"MPHOSPH6","RPL4",0.657,0.293,0.421
"MPHOSPH6","RPL36AL",0.657,NA,0.409
"MPHOSPH6","RPL15",0.657,0.296,0.471
"MPHOSPH6","RPL13A",0.098,0.341,0.438
"MPHOSPH6","RPL8",0.098,0.296,0.185
"MPHOSPH6","EXOSC3",0.657,0.595,0.784
"MPHOSPH6","EXOSC7",0.657,0.618,0.814
"MPHOSPH6","RPL10",0.657,0.372,0.403
"CAB39","RTN4RL2",0,0.334,0.357
"CAB39","CAMKK2",0.269,0.618,0.344
"CAB39","UBL5",0.223,0.399,0.211
"CAB39","STK11",0.617,0.51,0.511
"CAB39","OPTC",0,NA,0.353
"CAB39","STK24",0.518,0.582,0.547
"CAB39","CHAD",NA,NA,0.348
"CAB39","BRSK1",0.314,0.478,0.319
"CAB39","DCXR",0.176,0.159,0.407
"CAB39","LRG1",0.657,0.997,0.646
"CAB39","IGFALS",0.166,0.427,0.579
"CAB39","GP9",0.657,0.292,0.018
"THSD1","ADAMTS4",NA,NA,0.054
"THSD1","ADAMTS13",NA,NA,0.228
"THSD1","ADAMTSL2",NA,NA,NA
"CHAD","EEF1G",NA,NA,0.287
"CHAD","RASL10B",NA,NA,NA
"CHAD","GNB2",NA,NA,0.311
"CHAD","LRRC20",NA,NA,NA
"CHAD","GNB1",NA,NA,0.308
"CHAD","HRAS",NA,NA,0
"CHAD","DIRAS3",NA,NA,NA
"CHAD","DIRAS2",NA,NA,0
"CHAD","GNAI2",NA,NA,0.257
"CHAD","ITGA2B",NA,NA,0.414
"RPL35","RPS23",0.795,0.874,0.75
"RPL35","EEF1G",0.063,0.411,0.566
"RPL35","SLC3A2",0.383,0.237,0.547
"RPL35","RPL32",0.934,0.906,0.801
"RPL35","RPL7",0.748,0.972,0.687
"RPL35","HINT1",0.023,0.407,0.569
"RPL35","EIF4A2",0.397,0.59,0.419
"RPL35","SDSL",0.024,0.284,0.925
"RPL35","EIF5A",0.485,0.458,0.574
"RPL35","FAU",0.959,NA,NA
"RPL35","RPL8",0.934,0.906,0.591
"RPL35","EXOSC7",0.478,0.635,0.502
"RPL35","RPL37",0.934,0.919,0.707
"RPL35","RPL11",0.667,0.71,0.738
"RPL35","RPL27A",0.795,0.919,0.754
"RPL35","RPS21",0.786,0.887,0.715
"RPL35","RPLP2",0.452,0.919,0.651
"RPL35","MRPL16",0.745,0.565,0.493
"RPL35","RPS9",0.672,0.854,0.685
"RPL35","RPS2",0.615,0.901,0.635
"RPL35","DDOST",0.044,0.383,0.415
"RPL35","RPL4",0.795,0.919,0.657
"RPL35","RPL36AL",0.098,NA,0.694
"RPL35","RPL18",0.934,0.906,0.731
"RPL35","EEF2",0.428,0.552,0.505
"RPL35","RPL15",0.688,0.906,0.708
"RPL35","RPN1",0.463,0.39,0.522
"RPL35","RPL13A",0.983,0.833,0.726
"RPL35","GSPT2",0.468,0.716,0.444
"RPL35","MRPL17",0.429,0.502,0.493
"RPL35","EXOSC3",0.463,0.599,0.543
"RPL35","RPL10",0.681,0.821,0.654
"RPL35","RPL37A",0.795,0.919,0.549
"RPL35","MRPS12",0.795,0.651,0.523
"RPL35","SMG6",0.347,0.521,0.603
"RPL35","RPL41",0.908,0.906,0.705
"RPL35","RPLP0",0.75,0.877,0.53
"RPL35","RPL14",0.688,0.96,0.66
"RPL35","RPL30",0.795,0.755,0.6
"FRS3","HRAS",0.256,0.437,0.882
"FRS3","CRK",0.339,0.416,0.035
"FRS3","HCK",0.345,0.356,0.882
"FRS3","SOS1",0.688,0.62,0.882
"RIPK1","TRAF5",0.548,0.421,0.534
"RIPK1","BID",0.368,0.589,0.597
"RIPK1","DAXX",0.306,0.632,0.341
"RIPK1","NFKBIB",0.2,0.31,0.925
"RIPK1","SQSTM1",0.635,0.591,0.354
"RIPK1","USP2",0.375,0.281,0.228
"RIPK1","NTAN1",0.17,0.959,NA
"RIPK1","TNF",0.43,0.684,0.305
"RIPK1","UBE2V1",0.34,0.561,0.489
"RIPK1","NFKB2",0.151,0.393,0.41
"RIPK1","IRF3",0.31,0.6,0.385
"TUBB2B","KIF25",0.075,0.607,0.642
"TUBB2B","ARF1",0.595,0.254,0.248
"TUBB2B","KIFC1",0.266,0.749,0.656
"TUBB2B","KIF1A",0.102,0.566,0.411
"TUBB2B","DYNC1LI1",0.468,0.604,0.424
"TUBB2B","PFDN2",0.28,0.297,0.448
"TUBB2B","CALML5",0.154,0.387,0.439
"TUBB2B","ACTA1",0.648,0.342,0.389
"TUBB2B","CABP2",0,0.134,0.202
"TUBB2B","TBCA",0.364,0.026,0.729
"TUBB2B","OBSCN",0.352,0.31,0.509
"TUBB2B","DYNC1H1",0.283,0.597,0.487
"TUBB2B","PLK1",0.305,0.472,0.647
"TUBB2B","PFDN1",0.075,NA,NA
"TUBB2B","CALB2",0.404,0.083,0.31
"TUBB2B","DNAH11",0.096,0.567,0.67
"TUBB2B","EEF1G",0.305,0.14,0.423
"TUBB2B","FAU",0.407,NA,NA
"GTF2H4","XAB2",0.657,0.721,0.528
"GTF2H4","PIAS3",0.322,0.22,0.938
"GTF2H4","GTF2F1",0.23,0.636,0.717
"GTF2H4","POLR2L",0.401,0.822,0.709
"GTF2H4","POLR2J2",0.29,NA,0.82
"GTF2H4","POLD3",0.388,0.696,0.679
"GTF2H4","TAF1C",0.314,0.644,0.632
"GTF2H4","DDX11",0.6,0.483,0.496
"USP2","ZFYVE1",0.173,0.253,0.202
"USP2","RHPN1",0.657,NA,0.403
"USP2","TNF",0.256,0.325,0.06
"USP2","FAU",0.098,NA,NA
"PLCB2","P2RY11",0,0.422,0.024
"PLCB2","PLCB3",0.571,0.754,0.925
"PLCB2","PIP5K1C",0.128,0.274,0.925
"PLCB2","CAMK2A",0.106,0.415,0.925
"PLCB2","TAS1R1",0,0.343,0.024
"PLCB2","GNB2",0.186,0.346,0.925
"PLCB2","PIK3R5",0.107,0.523,0.925
"PLCB2","PRKCG",0.201,0.317,0.925
"PLCB2","UTS2R",0,0.423,0.024
"PLCB2","CALML5",0,0.231,0.403
"PLCB2","GNB1",0.186,0.48,0.925
"PLCB2","PLCD1",0.497,0.577,0.925
"PLCB2","PROK2",0,0.282,0
"PLCB2","GNAI2",0.159,0.439,0.925
"SIX3","ENTPD2",0,0.315,0.117
"SIX3","LHX2",0.945,0.686,NA
"SIX3","MTA1",0.706,0.216,0.416
"SIX3","FGF8",0.052,0.411,0
"SIX3","GBX2",0.476,0.779,NA
"SIX3","WDTC1",0.657,0.278,0.607
"VWF","HRAS",0.202,0.278,0.272
"VWF","GATA2",0.185,0.344,0.229
"VWF","ARRB2",0.454,0.383,0.37
"VWF","VEGFB",0.321,0.285,0.802
"VWF","GP9",0.657,0.614,0.01
"VWF","TMSB4X",0.29,0.345,0.621
"VWF","AKT1",0.326,0.246,0.314
"VWF","ANXA5",0.211,0.482,0.48
"VWF","WDTC1",0.657,0.272,0.386
"VWF","ITGA2B",0.416,0.393,0.609
"VWF","COX5A",0.209,0.199,0.136
"VWF","NONO",0.297,0.192,0.195
"VWF","TNF",0.485,0.306,0.4
"VWF","ADAMTS13",0.382,0.555,0.556
"VWF","PF4",0.279,0.345,0.681
"VWF","SOS1",0.305,0.212,0.154
"VWF","CXCR4",0.201,0.268,0.427
"VWF","CRK",0.271,0.447,0.485
"PPP2R5A","PSME4",0.388,0.26,0.498
"PPP2R5A","RANGAP1",0.464,0.357,0.452
"PPP2R5A","HRAS",0.276,0.373,0.457
"PPP2R5A","INCENP",0.657,0.018,0.49
"PPP2R5A","PSMA7",0.351,0.331,0.482
"PPP2R5A","ARRB2",0.364,0.322,0.513
"PPP2R5A","AKT1",0.366,0.325,0.624
"PPP2R5A","PLK1",0.339,0.309,0.594
"PPP2R5A","CENPH",0.229,0.016,0.524
"PPP2R5A","CACNA2D4",0,0.072,0.176
"PPP2R5A","PPP2R4",NA,NA,NA
"PPP2R5A","NUDC",0.247,0.011,0.464
"PPP2R5A","PSMB4",0.359,0.331,0.511
"TRAF5","NFKB2",0.2,0.636,0.372
"TRAF5","TNFSF13",0.568,0.516,0.29
"TRAF5","TNF",0.609,0.382,0.321
"TRAF5","TNFRSF13B",0.305,0.313,0.445
"USP22","HIST1H2AC",0.106,0.331,0.602
"USP22","ATXN7L3",0.563,0.783,0.744
"USP22","ATXN7L2",NA,NA,NA
"USP22","FOXM1",0.245,0.535,0.938
"USP22","HIST1H2AA",0.106,0.737,0.437
"LPIN2","AGPAT1",0.08,0.677,0.637
"LPIN2","ZNF148",0,0.478,0.592
"LPIN2","PPAP2C",NA,NA,NA
"CYBA","HRAS",0.268,0.397,0.477
"CYBA","TNF",0.23,0.494,0.477
"CYBA","VAV1",0.26,0.409,0.419
"CYBA","AKT1",0.306,0.411,0.467
"TNFRSF13B","TNFSF13",0.329,0.654,0.035
"TNFRSF13B","TNF",0.259,0.309,0.882
"PFDN1","NUBP2",0.075,NA,NA
"PFDN1","PFDN2",0.451,NA,NA
"CYP46A1","POR",0.552,0.319,0.643
"CYP46A1","LSS",0.151,0.603,0.657
"CYP46A1","CHDH",0.242,0.372,0.232
"MARS","RPL27A",0,0.331,0.538
"MARS","RPL11",0,0.35,0.719
"MARS","RPL13A",0,0.486,0.56
"MARS","GSPT2",0.171,0.344,0.339
"MARS","DALRD3",0,NA,NA
"MARS","EIF5A",0,0.202,0.551
"MARS","RPL8",0,0.355,0.417
"MARS","TXLNA",0,0.26,0.624
"MARS","RPS9",0,0.429,0.663
"MARS","RPS2",0,0.428,0.629
"MARS","RPL10",0,0.314,0.509
"MARS","RPL4",0,0.331,0.649
"MARS","PGK1",0.135,0.318,0.635
"MARS","EEF2",0,0.37,0.617
"MARS","RPLP0",0,0.431,0.531
"MARS","EEF1G",0,0.397,0.662
"MARS","FAU",0,NA,NA
"SMARCD3","STK11",0.137,0.289,0.46
"SMARCD3","PRMT5",0.207,0.401,0.536
"SMARCD3","ACTA1",0.151,0.456,0.22
"SMARCD3","CKS1B",0.178,0.224,0.587
"SMARCD3","NR5A1",0.219,0.494,0.626
"SMARCD3","TBX5",0.332,0.446,0.543
"SMARCD3","HDAC3",0.457,0.537,0.476
"SMARCD3","CYP4A11",0,0.37,0.273
"PKMYT1","DUSP23",0.377,0.848,0.508
"PKMYT1","BRSK1",0.469,0.355,0.477
