"symbol1","symbol2","MF","BP","CC"
"FAU","MYL6",0.098,NA,NA
"FAU","NPM1",0.959,NA,NA
"FAU","PCBP1",0.959,NA,NA
"FAU","PSMB4",0.098,NA,NA
"FAU","RPL4",0.959,NA,NA
"FAU","RPL7",0.959,NA,NA
"FAU","RPL8",0.959,NA,NA
"FAU","RPL10",0.959,NA,NA
"FAU","RPL11",0.959,NA,NA
"FAU","RPL15",0.959,NA,NA
"FAU","RPL18",0.959,NA,NA
"FAU","RPL30",0.959,NA,NA
"FAU","RPL27A",0.959,NA,NA
"FAU","RPL32",0.959,NA,NA
"FAU","RPL36AL",0.098,NA,NA
"FAU","RPL37",0.959,NA,NA
"FAU","RPL37A",0.959,NA,NA
"FAU","RPL41",0.959,NA,NA
"FAU","RPLP0",0.959,NA,NA
"FAU","RPLP2",0.098,NA,NA
"FAU","MRPS12",0.959,NA,NA
"FAU","RPN1",0.959,NA,NA
"FAU","RPS2",0.959,NA,NA
"FAU","RPS9",0.959,NA,NA
"FAU","RPS21",0.959,NA,NA
"FAU","RPS23",0.959,NA,NA
"FAU","SET",0.098,NA,NA
"FAU","SH3GL1",0.098,NA,NA
"FAU","STK24",0.098,NA,NA
"FAU","RPL14",0.959,NA,NA
"FAU","ARPC5",0.098,NA,NA
"FAU","RPL35",0.959,NA,NA
"FAU","GABARAP",0.098,NA,NA
"FAU","RPL13A",0.959,NA,NA
"FAU","VPS28",0.098,NA,NA
"FAU","MRPL16",0.605,NA,NA
"FAU","MRPL17",0.054,NA,NA
"FAU","MRPS24",0.959,NA,NA
"FAU","POLR2J2",0,NA,NA
"FGF8","GBX2",0,0.57,NA
"FGF8","MSX1",0.037,0.469,0
"FGF8","LHX2",0,0.946,NA
"FHIT","HINT1",0.507,0.709,0.564
"FHIT","MDH2",0.14,0.377,0.269
"FOXM1","KIFC1",0.155,0.241,0.607
"FOXM1","PLK1",0.316,0.596,0.938
"FOXM1","RRM2",0.234,0.424,0.08
"FOXM1","SP1",0.637,0.544,0.938
"FOXM1","STAT3",0.661,0.45,0.938
"FOXM1","TACC3",0.657,0.375,0.285
"FLII","GNAI2",0.27,NA,0.493
"FLII","HSPB1",0.267,NA,0.48
"FLII","RPL7",0.259,NA,0.437
"FLII","RPLP2",0.386,NA,0.394
"FLII","RPS9",0.242,NA,0.5
"FLII","HDAC3",0.227,NA,0.574
"FLII","ARPC1B",0.628,NA,0.5
"FLII","MYBBP1A",0.067,NA,0.485
"FLII","NUDC",0.391,NA,0.736
"FRG1","GTF2F1",0.381,0.995,0.405
"FRG1","MSN",0.39,0.451,0.139
"FRG1","NPM1",0.362,0.525,0.435
"FRG1","PCBP1",0.606,0.995,0.351
"FRG1","PSMA4",0.323,0.219,0.408
"FRG1","PSMA7",0.319,0.219,0.366
"FRG1","PSMB4",0.323,0.219,0.397
"FRG1","RPL4",0.573,0.72,0.398
"FRG1","RPL11",0.521,0.72,0.438
"FRG1","RPL18",0.413,0.72,0.419
"FRG1","RPL32",0.413,0.72,0.33
"FRG1","RPL36AL",0.657,NA,0.327
"FRG1","RPL37",0.413,0.72,0.366
"FRG1","RPL37A",0.573,0.72,0.317
"FRG1","RPS9",0.505,0.72,0.448
"FRG1","RPS23",0.573,0.72,0.409
"FRG1","RRM2",0.323,0.336,0.134
"FRG1","SET",0.26,0.722,0.368
"FRG1","SF3A2",0.687,0.995,0.677
"FRG1","PIAS1",0.211,0.494,0.45
"FRG1","HDAC3",0.214,0.478,0.349
"FRG1","RPL14",0.522,0.72,0.258
"FRG1","MTA2",0.324,0.451,0.433
"FRG1","MPHOSPH6",0.657,0.696,0.606
"FRG1","NUDC",0.337,0.024,0.346
"FRG1","RPL35",0.47,0.72,0.491
"FRG1","PSME4",0.384,0.415,0.436
"FRG1","CPSF1",0.482,0.995,0.442
"FRG1","EXOSC3",0.573,0.722,0.492
"FRG1","LSM7",0.659,0.995,0.574
"FRG1","PAF1",0.309,0.727,0.317
"FRG1","CTNNBL1",0.389,0.995,0.496
"FRG1","XAB2",0.657,0.995,0.573
"FRG1","LSM2",0.586,0.995,0.548
"FRG1","FTSJ3",0.491,0.579,0.609
"FSHR","HTR4",0.538,0.361,0.567
"FSHR","SCTR",0.496,0.426,0.472
"FSHR","ADM2",0.081,0.439,0
"FTL","MYOG",0.146,0.077,0.195
"FTL","RPLP0",0.211,0.138,0.497
"FTL","MPHOSPH6",0.657,0.017,0.205
"NR5A1","PITX1",0.644,0.227,0.657
"NR5A1","SMARCD3",0.219,0.494,0.626
"NR5A1","SP1",0.627,0.583,0.639
"NR5A1","THRA",0.643,0.644,0.799
"NR5A1","PIAS1",0.339,0.399,0.749
"NR5A1","THOC2",0.307,0.299,0.554
"GATA2","SPI1",0.754,0.628,0.7
"GATA2","STAT3",0.685,0.507,0.627
"GATA2","TAL1",0.758,0.598,0.55
"GATA2","HDAC3",0.385,0.476,0.529
"GATA2","ZBTB32",0.512,0.387,0.731
"GATA2","ZFPM1",0.74,0.584,0.532
"GGT1","GCLM",0.107,0.549,0.011
"GGT1","GSS",0.245,0.552,0.568
"GGT1","GSTM1",0.24,0.463,0.262
"GGT1","CSAD",NA,NA,NA
"GJA8","LIM2",NA,0,0.643
"GCLM","GSS",0.199,0.633,0.498
"GCLM","CNDP2",0.153,1,0.414
"GLUD2","GNB2",0.09,0.018,0.321
"GLUD2","GYS1",0.088,0.756,0.321
"GLUD2","IDH2",0.313,0.617,0.962
"GLUD2","MDH2",0.324,0.669,0.962
"GLUD2","PGK1",0.531,0.304,0.321
"GLUD2","PSMA4",0.107,0.371,0.359
"GLUD2","PSMA7",0.1,0.371,0.341
"GLUD2","PSMB4",0.107,0.371,0.341
"GLUD2","PSMC4",0.107,0.262,0.322
"GLUD2","RRM2",0.187,0.27,0.321
"GLUD2","SDHC",0.286,0.618,0.962
"GLUD2","ATP6V1F",0.09,0.009,0.321
"GLUD2","COX5A",0.241,0.673,0.786
"GNAI2","GNB1",0.572,0.595,0.695
"GNAI2","GNB2",0.572,0.6,0.6
"GNAI2","HCK",0.378,0.302,0.581
"GNAI2","HRAS",0.659,0.46,0.493
"GNAI2","KIFC1",0.487,0.023,0.452
"GNAI2","MYL6",0.397,0.015,0.589
"GNAI2","NPM1",0.273,0.286,0.584
"GNAI2","PCBP1",0.326,0.029,0.69
"GNAI2","PCBP2",0.328,0.117,0.655
"GNAI2","PGK1",0.422,0.168,0.592
"GNAI2","PLK1",0.418,0.252,0.611
"GNAI2","PPIB",0.385,0.193,0.462
"GNAI2","RPL7",0.312,0.056,0.489
"GNAI2","RPLP0",0.293,0.164,0.536
"GNAI2","RPS9",0.268,0.194,0.635
"GNAI2","SP1",0.246,0.23,0.332
"GNAI2","ZBED1",0.254,0.44,0.294
"GNAI2","PTPRU",0.332,0.267,0.274
"GNAI2","ARPC5",0.343,0.223,0.54
"GNAI2","ARPC1B",0.343,0.258,0.488
"GNAI2","RGS14",0.203,0.412,0.517
"GNAI2","ARHGAP17",0.229,0.207,0.382
"GNAI2","PDCL3",0.258,0.207,0.39
"GNAI2","SLC44A4",0,0.138,0.499
"GNAI2","TUBB",0.408,0.209,0.514
"GNB1","GNB2",0.905,0.6,0.746
"GNB1","MARS",0.171,0.352,0.599
"GNB1","MSN",0.388,0.28,0.536
"GNB1","NONO",0.192,0.265,0.314
"GNB1","PCBP2",0.462,0.136,0.56
"GNB1","PEPD",0.396,0.037,0.364
"GNB1","PGK1",0.256,0.264,0.722
"GNB1","PLK1",0.403,0.144,0.249
"GNB1","PPIB",0.486,0.21,0.442
"GNB1","PPP3CC",0.359,0.279,0.305
"GNB1","PSMA7",0.414,0.026,0.472
"GNB1","PSMB4",0.433,0.026,0.5
"GNB1","PSMC4",0.536,0.067,0.448
"GNB1","RAB5C",0.527,0.336,0.676
"GNB1","RPL4",0.25,0.063,0.53
"GNB1","RPL7",0.218,0.056,0.443
"GNB1","RPL8",0.051,0.061,0.419
"GNB1","RPL10",0.219,0.114,0.454
"GNB1","RPL11",0.305,0.179,0.57
"GNB1","RPL18",0.051,0.061,0.412
"GNB1","RPL30",0.25,0.147,0.578
"GNB1","RPL27A",0.25,0.063,0.484
"GNB1","RPLP0",0.223,0.208,0.521
"GNB1","RPLP2",0.275,0.063,0.623
"GNB1","RPN1",0.303,0.032,0.472
"GNB1","RPS2",0.321,0.074,0.571
"GNB1","RPS9",0.2,0.119,0.52
"GNB1","SH3GL1",0.309,0.409,0.319
"GNB1","SURF4",0.657,0.205,0.566
"GNB1","UGP2",0.326,0.022,0.486
"GNB1","RPL14",0.246,0.057,0.676
"GNB1","ATP6V1F",0.43,0.319,0.747
"GNB1","ARPC5",0.455,0.287,0.433
"GNB1","ARPC1B",0.455,0.292,0.439
"GNB1","AGPAT1",0.34,0.261,0.385
"GNB1","CAMKK2",0.164,0.393,0.233
"GNB1","USP22",0.405,0.124,0.223
"GNB1","HARS2",0.295,0.026,0.302
"GNB1","RPL13A",0.054,0.224,0.401
"GNB1","PYCR2",0.332,0.257,0.165
"GNB1","SEC61A1",0.381,0.029,0.484
"GNB1","VPS28",0.53,0.069,0.709
"GNB1","CAB39",0.364,0.396,0.534
"GNB1","PPAN",0.06,0.026,0.159
"GNB1","THOC2",0.287,0.059,0.172
"GNB1","UBL5",0.275,0.08,0.189
"GNB1","SMAP1",NA,0.139,NA
"GNB1","YIF1B",NA,0,0.379
"GNB1","TRAPPC5",0.492,0.019,0.312
"GNB1","TUBB",0.283,0.175,0.413
"GNB2","GNL1",0.037,0.353,0.336
"GNB2","GTF2H4",0.354,0.159,0.139
"GNB2","MARS",0.171,0.16,0.576
"GNB2","MYL6",0.446,0.013,0.587
"GNB2","NONO",0.192,0.149,0.266
"GNB2","PCBP1",0.232,0.029,0.565
"GNB2","PGK1",0.256,0.1,0.711
"GNB2","PLK1",0.403,0.088,0.225
"GNB2","POR",0.278,0.128,0.434
"GNB2","PPIB",0.486,0.249,0.596
"GNB2","PSMA4",0.433,0.027,0.395
"GNB2","PSMA7",0.414,0.027,0.389
"GNB2","PSMB4",0.433,0.027,0.411
"GNB2","PSMC4",0.536,0.051,0.349
"GNB2","RAB5C",0.527,0.146,0.652
"GNB2","RPL4",0.25,0.048,0.61
"GNB2","RPL7",0.218,0.037,0.468
"GNB2","RPL11",0.305,0.085,0.531
"GNB2","RPLP0",0.223,0.094,0.563
"GNB2","RPLP2",0.275,0.048,0.75
"GNB2","RPN1",0.303,0.033,0.391
"GNB2","RPS2",0.321,0.057,0.688
"GNB2","RPS9",0.2,0.073,0.593
"GNB2","SH3GL1",0.309,0.307,0.233
"GNB2","STAT3",0.232,0.196,0.405
"GNB2","STAT5A",0.267,0.151,0.274
"GNB2","SURF4",0.657,0.105,0.496
"GNB2","RAB11B",0.412,0.09,0.596
"GNB2","ATP6V1F",0.43,0.118,0.673
"GNB2","ARPC5",0.455,0.162,0.546
"GNB2","ARPC1B",0.455,0.23,0.582
"GNB2","PRMT5",0.312,0.119,0.277
"GNB2","CAMKK2",0.164,0.205,0.229
"GNB2","GABARAP",0.366,0.15,0.405
"GNB2","HARS2",0.295,0.026,0.285
"GNB2","RPL13A",0.054,0.109,0.439
"GNB2","TIMM13",0.041,0.015,0.249
"GNB2","ANAPC2",0.657,0.112,0.264
"GNB2","SEC61A1",0.381,0.007,0.417
"GNB2","FIS1",0.33,0.106,0.354
"GNB2","VPS28",0.53,0.049,0.674
"GNB2","PPAN",0.06,0.022,0.107
"GNB2","LSM2",0.361,0.059,0.234
"GNB2","UBL5",0.275,0.069,0.188
"GNB2","SMAP1",NA,0.117,NA
"GNB2","PDCL3",0.301,0.116,0.294
"GNB2","FTSJ3",0.283,0.021,0.116
"GNB2","TRAPPC5",0.492,0.017,0.265
"GNB2","TUBB",0.283,0.082,0.421
"GNB2","POLR2J2",0.1,NA,0.152
"GNB2","TUBB2B",0.244,0.063,0.184
"GNL1","P2RY11",0,0.423,0.02
"GNL1","RANGAP1",0.136,0.061,0.249
"GNL1","RPL4",0.514,0.051,0.361
"GNL1","RPL7",0.424,0.041,0.235
"GNL1","RPL10",0.428,0.094,0.258
"GNL1","RPL11",0.408,0.118,0.35
"GNL1","RPL15",0.435,0.048,0.331
"GNL1","RPL30",0.514,0.146,0.373
"GNL1","RPL27A",0.514,0.051,0.141
"GNL1","RPL32",0.626,0.048,0.073
"GNL1","RPLP0",0.467,0.137,0.304
"GNL1","RPLP2",0.455,0.051,0.302
"GNL1","RPS2",0.337,0.062,0.459
"GNL1","RPS9",0.407,0.083,0.377
"GNL1","RPS23",0.514,0.043,0.221
"GNL1","EIF4G3",0.29,0.165,0.061
"GNL1","RPL14",0.435,0.043,0.317
"GNL1","MYBBP1A",0.24,0.258,0.384
"GNL1","RPL13A",0.568,0.225,0.211
"GNL1","KPNA6",0.033,0,0.275
"GNL1","GSPT2",0.187,0.057,0.06
"GNL1","CPSF1",0.122,0.024,0.5
"GNL1","PRMT8",0.027,0.083,0.048
"GNL1","PPAN",0.274,0.026,0.406
"GNL1","SH3GLB2",0.044,NA,0.294
"GNL1","ZNF598",0.152,0.059,NA
"GNL1","FTSJ3",0.147,0.021,0.419
"GP9","ITGA2B",0.657,0.139,0.372
"GP9","VWF",0.657,0.614,0.01
"UTS2R","FFAR2",0.668,0.341,0.856
"UTS2R","PLCB2",0,0.423,0.024
"UTS2R","PLCB3",0,0.666,0.015
"UTS2R","RGS2",0,0.556,0.451
"UTS2R","PROK2",0,0.407,0
"FFAR2","PLCB2",0,0.259,0.024
"FFAR2","PLCB3",0.247,0.332,0.018
"FFAR2","RGS2",0.278,0.327,0.435
"FFAR2","PROK2",0.23,0.455,0
"GRN","HK3",0,0.402,0.656
"GRN","NPM1",0.332,0.226,0.195
"GRN","IFI30",0.322,0.437,0.482
"GRN","SEC61A1",0.244,0.225,0.47
"GRM4","NPY",0.32,0.489,0.106
"GRM4","CXCR4",0.351,0.419,0.52
"GRM4","RGS14",0,0.452,0.441
"GRM4","NPW",0,0.466,0
"GSS","GSTM1",0.594,0.416,0.639
"GSS","IRF3",0.413,0.312,0.475
"GSS","MSN",0.268,0.141,0.336
"GSS","CNDP2",0.145,1,0.795
"GTF2F1","GTF2H4",0.23,0.636,0.717
"GTF2F1","IRF2",0.284,0.642,0.558
"GTF2F1","IRF3",0.457,0.51,0.478
"GTF2F1","IRF7",0.303,0.487,0.461
"GTF2F1","PCBP1",0.415,0.601,0.437
"GTF2F1","PCBP2",0.466,0.604,0.513
"GTF2F1","POLR2L",0.16,0.801,0.646
"GTF2F1","PSMA7",0.224,0.222,0.465
"GTF2F1","PSMB4",0.216,0.222,0.494
"GTF2F1","SRF",0.324,0.443,0.515
"GTF2F1","SF3A2",0.399,0.564,0.498
"GTF2F1","HDAC3",0.528,0.403,0.458
"GTF2F1","MTA2",0.563,0.393,0.646
"GTF2F1","PRMT5",0.275,0.328,0.524
"GTF2F1","NUDC",0.234,0.016,0.409
"GTF2F1","CPSF1",0.382,0.519,0.584
"GTF2F1","PAF1",0.399,0.577,0.598
"GTF2F1","XAB2",0.657,0.608,0.504
"GTF2F1","MUS81",0.18,0.398,0.559
"GTF2F1","TUBB",0.276,0.078,0.347
"GTF2F1","POLR2J2",0,NA,0.82
"GTF2H4","MARS",0.191,0.466,0.326
"GTF2H4","NONO",0.53,0.412,0.716
"GTF2H4","NPM1",0.217,0.492,0.432
"GTF2H4","P2RY11",0,0.268,0.018
"GTF2H4","POLR2L",0.401,0.822,0.709
"GTF2H4","PPIB",0.275,0.177,0.344
"GTF2H4","PSMA4",0.346,0.257,0.507
"GTF2H4","PSMB4",0.346,0.257,0.519
"GTF2H4","PSMC4",0.447,0.418,0.494
"GTF2H4","RPL4",0.274,0.378,0.35
"GTF2H4","RPLP2",0.174,0.378,0.181
"GTF2H4","RPN1",0.41,0.324,0.305
"GTF2H4","RPS2",0.28,0.398,0.459
"GTF2H4","SH3GL1",0.212,0.193,0.078
"GTF2H4","USP5",0.324,0.246,0.163
"GTF2H4","SF3A2",0.308,0.473,0.536
"GTF2H4","CLPP",0.378,0.252,0.329
"GTF2H4","HDAC3",0.255,0.424,0.482
"GTF2H4","ZBED1",0.578,0.831,0.603
"GTF2H4","PRMT5",0.385,0.372,0.563
"GTF2H4","ZNHIT1",0.182,0.278,0.628
"GTF2H4","MYBBP1A",0.232,0.454,0.529
"GTF2H4","POLD3",0.388,0.696,0.679
"GTF2H4","RPL35",0.191,0.39,0.355
"GTF2H4","USP22",0.311,0.393,0.698
"GTF2H4","HARS2",0.338,0.368,0.299
"GTF2H4","GSPT2",0.459,0.404,0.149
"GTF2H4","TIMM13",0.025,0.065,0.332
"GTF2H4","ANAPC2",0.657,0.229,0.56
"GTF2H4","CPSF1",0.256,0.527,0.645
"GTF2H4","PYCR2",0.26,0.423,0.336
"GTF2H4","PAF1",0.182,0.518,0.52
"GTF2H4","PPAN",0.204,0.521,0.434
"GTF2H4","XAB2",0.657,0.721,0.528
"GTF2H4","MUS81",0.313,0.595,0.607
"GTF2H4","FTSJ3",0.394,0.336,0.492
"GTF2H4","TRAPPC5",0.197,0.099,0.186
"GTF2H4","TUBB",0.202,0.173,0.324
"GTF2H4","POLR2J2",0.29,NA,0.82
"GYS1","MDH2",0.109,0.834,0.166
"GYS1","UGP2",0.387,1,0.392
"GYS1","GABARAP",0.352,0.149,0.45
"GYS1","DNAJC9",0.292,0,0.446
"GYS1","SLC44A4",0,0.27,0.288
"HBD","HBE1",0.956,0.998,0.981
"HBD","HBQ1",0.895,0.8,0.739
"HBD","HBZ",0.895,0.8,0.791
"HBD","CYGB",0.513,0.208,0.389
"HBE1","HBQ1",0.895,0.8,0.739
"HBE1","HBZ",0.895,0.8,0.791
"HBZ","SP1",0.216,0.149,0.22
"HCFC1","IRF2",0.347,0.53,0.415
"HCFC1","NONO",0.417,0.363,0.561
"HCFC1","SP1",0.388,0.552,0.506
"HCFC1","SAP30",0.33,0.953,0.486
"HCFC1","MTA1",0.445,0.484,0.526
"HCFC1","MTA2",0.528,0.547,0.621
"HCFC1","SIN3B",0.33,0.535,0.488
"HCFC1","ANAPC2",0.657,0.332,0.493
"HCFC1","SUDS3",0.23,0.545,0.57
"HCK","HRAS",0.282,0.606,0.48
"HCK","IL6R",0.287,0.604,0.315
"HCK","IRF2",0.181,0.488,0.57
"HCK","MSN",0.355,0.537,0.443
"HCK","PLAUR",0.362,0.574,0.554
"HCK","RPL10",0.212,0.345,0.418
"HCK","SOS1",0.244,0.586,0.48
"HCK","STAT3",0.174,0.565,0.596
"HCK","VAV1",0.516,0.537,0.484
"HCK","ADAM15",0.388,0.462,0.291
"HCK","PSTPIP1",0.288,0.302,0.607
"HCK","ARPC1B",0.251,0.443,0.526
"HCK","TNK2",0.561,0.593,0.415
"HCK","SH3BP1",0.306,0.45,0.47
"HCK","ILKAP",0.657,NA,0.446
"HINT1","MDH2",0.128,0.328,0.51
"HINT1","NDUFB7",0.261,0.289,0.317
"HINT1","NDUFB10",0.215,0.289,0.297
"HINT1","NDUFV1",0.261,0.351,0.442
"HINT1","P2RY11",0,0.346,0.312
"HINT1","PGK1",0.149,0.396,0.588
"HINT1","POLR2L",0.2,0.528,0.553
"HINT1","PPIB",0.179,0.123,0.459
"HINT1","PSMA4",0.414,0.376,0.619
"HINT1","PSMA7",0.357,0.376,0.581
"HINT1","PSMB4",0.414,0.376,0.62
"HINT1","PSMC4",0.414,0.305,0.545
"HINT1","RPL11",0.169,0.404,0.638
"HINT1","RPL32",0.02,0.418,0.478
"HINT1","RPL36AL",0.169,NA,0.639
"HINT1","RPS2",0.179,0.42,0.664
"HINT1","RPS9",0.058,0.414,0.626
"HINT1","RPS23",0.076,0.375,0.548
"HINT1","SP1",0.093,0.523,0.426
"HINT1","TBCA",0.096,0.033,0.468
"HINT1","UQCRC2",0.352,0.336,0.364
"HINT1","CLPP",0.45,0.368,0.242
"HINT1","SAP30",0.266,0.953,0.457
"HINT1","HDAC3",0.303,0.392,0.684
"HINT1","RPL14",0.082,0.379,0.59
"HINT1","MTA2",0.192,0.316,0.594
"HINT1","ATP6V1F",0.288,0.16,0.55
"HINT1","NUDC",0.111,0.017,0.487
"HINT1","RPL35",0.023,0.407,0.569
"HINT1","DNAJC9",0.111,0.055,0.722
"HINT1","RPL13A",0.023,0.448,0.52
"HINT1","TXN2",0.169,0.48,0.354
"HINT1","TIMM13",0.018,0.019,0.313
"HINT1","UQCRQ",0.224,0.604,0.306
"HINT1","CHCHD2",0.1,0.385,0.367
"HINT1","LSM7",0.081,0.418,0.449
"HINT1","MRPL16",0.015,0.331,0.312
"HINT1","PPAN",0.027,0.026,0.341
"HINT1","UBL5",0.085,0.333,0.399
"HINT1","MRPL17",0.06,0.289,0.312
"HINT1","MRPL21",0.02,0.289,0.312
"HK3","UGP2",0.239,0.505,0.603
"HLA-DMA","HLA-DQA2",0,0.67,0.524
"HLA-DMA","HLA-DRA",1,0.713,0.654
"HLA-DMA","HLA-DRB1",1,0.762,0.665
"HLA-DMA","HLA-G",0.044,0.461,0.484
"HLA-DMA","VAMP8",0.044,0.344,0.468
"HLA-DMA","IFI30",0.044,0.81,0.425
"HLA-DQA2","HLA-DRB1",0,0.927,0.852
"HLA-DQA2","HLA-G",0,0.701,0.837
"HLA-DRA","HLA-DRB1",0.674,0.88,0.957
"HLA-DRB1","HLA-G",0.314,0.667,0.786
"HLA-DRB1","IRF2",0.027,0.485,0.164
"HLA-DRB1","IRF3",0.027,0.394,0.186
"HLA-DRB1","IRF7",0.03,0.416,0.453
"HLA-DRB1","MSN",0.035,0.282,0.453
"HLA-DRB1","CXCR4",0.022,0.349,0.682
"HLA-DRB1","IFI30",0.035,0.876,0.27
"HLA-DRB1","OSBPL1A",0.033,0.441,0.513
"HLA-G","KIR2DL1",0.32,0.621,0.456
"HLA-G","SEC61A1",0.408,0.055,0.585
"HMGN2","RPL4",0.646,0,0.454
"HMGN2","RPL7",0.616,0,0.345
"HMGN2","RPL8",0.504,0,0.141
"HMGN2","RPLP0",0.618,0,0.395
"HMGN2","RPLP2",0.353,0,0.362
"HMGN2","RPS2",0.522,0,0.491
"TLX1","PPP2R5A",0.223,NA,NA
"HOXC4","NCK2",0.188,0.272,0.315
"HRAS","ITGB4",0.233,0.35,0.198
"HRAS","NPM1",0.226,0.63,0.349
"HRAS","PRKCG",0.14,0.479,0.574
"HRAS","RAB5B",0.719,0.328,0.442
"HRAS","SOS1",0.226,0.592,0.753
"HRAS","STK11",0.434,0.599,0.517
"HRAS","TP73",0.252,0.568,0.511
"HRAS","TSC2",0.227,0.585,0.581
"HRAS","VAV1",0.239,0.541,0.72
"HRAS","SOCS1",0.184,0.488,0.487
"HRAS","SLC9A3R2",0.396,0.496,0.305
"HRAS","RASGRP2",0.207,0.465,0.72
"HRAS","RABAC1",0.275,NA,0.566
"HRAS","RGS14",0.2,0.494,0.34
"HRAS","FRS3",0.256,0.437,0.882
"DNAJB2","FIS1",0.295,0.372,0.413
"HSPB1","NPM1",0.511,0.399,0.59
"HSPB1","PSMA4",0.246,0.234,0.743
"HSPB1","PSMA7",0.415,0.234,0.717
"HSPB1","PSMB4",0.246,0.234,0.759
"HSPB1","PSMC4",0.246,0.237,0.537
"HSPB1","STAT3",0.504,0.527,0.49
"HSPB1","TNF",0.543,0.582,0.287
"HSPB1","UNG",0.269,0.284,0.336
"HSPB1","SQSTM1",0.619,0.536,0.491
"HSPB1","PSME4",0.292,0.355,0.578
"HTR3A","HTR4",0.361,0.469,0.628
"HTR4","SCTR",0.559,0.636,0.479
"HTR4","ADM2",0,0.433,0
"IDH2","MDH2",0.264,0.757,0.883
"IDH2","NDUFB10",0.284,0.449,0.628
"IDH2","NDUFV1",0.425,0.508,0.661
"IDH2","PEPD",0.174,0.615,0.6
"IDH2","PPIB",0.119,0.082,0.32
"IDH2","PSMA4",0.188,0.218,0.382
"IDH2","PSMA7",0.406,0.218,0.368
"IDH2","PSMC4",0.188,0.228,0.22
"IDH2","RPL4",0.104,0.195,0.347
"IDH2","RPL11",0.1,0.146,0.395
"IDH2","RPLP0",0.093,0.169,0.288
"IDH2","RPLP2",0.114,0.195,0.379
"IDH2","MRPS12",0.104,0.218,0.708
"IDH2","RPS2",0.111,0.205,0.411
"IDH2","RPS9",0.083,0.187,0.366
"IDH2","SDHC",0.203,0.641,0.527
"IDH2","UGP2",0.389,0.615,0.504
"IDH2","UQCRC2",0.18,0.555,0.661
"IDH2","CLPP",0.321,0.205,0.684
"IDH2","RPL14",0.109,0.184,0.391
"IDH2","COX5A",0.314,0.84,0.611
"IDH2","CCS",0.365,0.13,0.465
"IDH2","RPL35",0.033,0.198,0.263
"IDH2","GABARAP",0.134,0.102,0.223
"IDH2","TIMM13",0.215,0.012,0.645
"IDH2","FIS1",0.151,0.061,0.45
"IDH2","MRPL17",0.07,0.178,0.754
"IDH2","TRAPPC5",0.139,0.012,0.231
"IDH2","TUBB",0.164,0.02,0.407
"IFIT2","IRF2",0.403,0.566,0.471
"IFIT2","IRF3",0.353,0.56,0.585
"IFIT2","IRF7",0.456,0.504,0.59
"IGF2R","LAMP1",0.215,0.545,0.678
"IGF2R","MSN",0.203,0.338,0.56
"IGF2R","PLAUR",0.411,0.543,0.63
"IGF2R","RPL8",0.039,0.163,0.318
"IGF2R","RPN1",0.219,0.024,0.42
"IGF2R","SLC1A5",0.302,0.255,0.524
"IGF2R","VAMP8",0.19,0.515,0.727
"IGF2R","RPL14",0.185,0.221,0.427
"IGF2R","TGOLN2",0.657,0.201,0.745
"IGF2R","SEC61A1",0.171,0.241,0.433
"IL6R","SOS1",0.34,0.542,0.287
"IL6R","STAT3",0.296,0.567,0.292
"IL6R","PIAS1",0.289,0.546,0.012
"IL7R","ITGA2B",0.279,0.35,0.484
"IL7R","MSN",0.233,0.347,0.262
"IL7R","SPI1",0.152,0.365,0.157
"IL7R","STAT3",0.161,0.43,0.344
"IL7R","STAT5A",0.172,0.45,0.168
"IL13","STAT4",0.657,0.443,0
"INCENP","KIFC1",0.213,0.667,0.483
"INCENP","PLK1",0.657,0.363,0.864
"INCENP","RANGAP1",0.657,0.013,0.557
"INCENP","TACC3",0.657,0.452,0.47
"INCENP","POLD3",0.657,0.101,0.523
"INCENP","NUDC",0.657,0.011,0.49
"INCENP","CENPH",0.657,0.019,0.757
"INCENP","TUBB",0.657,0.33,0.439
"IRF2","IRF3",0.735,0.647,0.677
"IRF2","IRF7",0.841,0.666,0.625
"IRF2","SPI1",0.716,0.597,0.522
"IRF2","CXCR4",0.144,0.501,0.166
"IRF2","IFI30",0.187,0.475,0.626
"IRF2","FOXK1",0.847,0.33,0.517
"IRF2","IRF2BP2",0.753,0.328,0.517
"IRF3","IRF7",0.707,0.904,0.773
"IRF3","PITX1",0.711,0.086,0.525
"IRF3","PPIB",0.271,0.261,0.32
"IRF3","STAT3",0.742,0.518,0.701
"IRF3","KHSRP",0.354,0.439,0.598
"IRF3","SOCS1",0.163,0.476,0.655
"IRF3","RIPK1",0.31,0.6,0.385
"IRF3","HDAC3",0.254,0.436,0.6
"IRF3","IFI30",0.183,0.337,0.494
"IRF7","UBE2V1",0.213,0.541,0.567
"IRF7","RIPK1",0.17,0.558,0.518
"IRF7","IFI30",0.213,0.349,0.469
"ITGA2B","ITGB4",0.331,0.385,0.503
"ITGA2B","PF4",0.33,0.408,0.494
"ITGA2B","SOS1",0.32,0.378,0.286
"ITGA2B","STAT5A",0.268,0.201,0.106
"ITGA2B","VWF",0.416,0.393,0.609
"ITGA2B","GIT1",0.657,0.194,0.19
"ITGB4","LAMA5",0.417,0.623,0.361
"KIFC1","P2RY11",0,0.019,0.227
"KIFC1","PCBP1",0.249,0.025,0.413
"KIFC1","PCNT",0.213,0.762,0.572
"KIFC1","PLK1",0.457,0.459,0.594
