"symbol1","symbol2","MF","BP","CC"
"PPP3CC","MEF2D",0.047,0.081,0.046
"PPP3CC","NFATC4",0.043,0.255,0.15
"PPP3CC","ANAPC2",0.095,0.182,0.205
"PPP3CC","PPP1R1B",0.036,0.336,0.139
"PPP3CC","EPHB3",0.089,0.09,0.109
"PPP3CC","BIN2",0.066,0.079,0.095
"PPP3CC","RIPK1",0.107,0.163,0.198
"PPP3CC","CABP2",0,0.079,0.078
"PPP3CC","FKBP1C",NA,NA,NA
"PPP3CC","STK11",0.084,0.182,0.09
"PPP3CC","PIM2",0.114,0.142,0.097
"PPP3CC","TYRO3",0.1,0.126,0.093
"PPP3CC","AP2A1",0.081,0.088,0.132
"PPP3CC","MYL6",0.137,0.021,0.113
"PPP3CC","PRKCG",0.107,0.183,0.108
"PPP3CC","CRTC2",0.076,0.12,0.061
"GJA8","CACNA1H",0.361,0.358,0.326
"MYOG","SRF",0.306,0.388,0.125
"MYOG","AKT1",0.097,0.249,0.134
"MYOG","PRMT5",0.184,0.228,0.161
"MYOG","NES",0.046,0.208,0.069
"MYOG","DYRK1B",0.037,0.187,0.146
"MYOG","TNF",0.174,0.271,0.031
"MYOG","MEF2D",0.307,0.322,0.142
"MYOG","SP1",0.268,0.281,0.262
"MYOG","CTF1",0.047,0.306,0
"NPY","GNB1",0.062,0.229,0.124
"NPY","FFAR2",0.15,0.256,0.015
"NPY","ACHE",0.047,0.213,0.165
"NPY","STAT3",0.058,0.225,0.07
"NPY","NPW",0.095,0.253,0.214
"NPY","GNB2",0.062,0.127,0.121
"NPY","PNMT",0,0.034,0.058
"NPY","ADCY1",0,0.212,0.124
"NPY","GNAI2",0.191,0.232,0.113
"NPY","DBH",0.023,0.115,0.155
"NPY","CXCR4",0.175,0.249,0.117
"NPY","CALB2",0.046,0.139,0.044
"NPY","CORT",0.41,0.201,0.158
"NPY","GRM4",0.128,0.247,0.04
"NPY","ASIP",0.285,0.11,0.259
"NPY","HTR3A",0.108,0.193,0.015
"NPY","TH",0.063,0.214,0.074
"NPY","TNF",0.202,0.212,0.113
"NPY","CD63",0.095,0.191,0.154
"NPY","PF4",0.291,0.236,0.17
"CNTFR","IL13",0.095,0.212,0.081
"CNTFR","STAT3",0.058,0.214,0.123
"CNTFR","CTF1",0.142,0.237,0.214
"CNTFR","IL6R",0.426,0.229,0.409
"UNG","APEX2",0.117,0.629,0.152
"UNG","GGT1",0.125,0.216,0.058
"UNG","SH3GL1",0.067,0.125,0.073
"UNG","CDA",0.131,0.329,0.134
"UNG","MCL1",0.063,0.21,0.15
"UNG","RRM2",0.094,0.306,0.113
"SEC61A1","EEF2",0.063,0.132,0.146
"SEC61A1","RPL7",0.051,0.315,0.135
"SEC61A1","PCSK4",0.095,0.031,0.195
"SEC61A1","RPS21",0.047,0.304,0.156
"SEC61A1","UQCRC2",0.047,0.312,0.2
"SEC61A1","RPL27A",0.047,0.337,0.239
"SEC61A1","RPL11",0.052,0.224,0.15
"SEC61A1","MRPL16",0.031,0.044,0.153
"SEC61A1","RPLP2",0.047,0.337,0.14
"SEC61A1","RPS9",0.042,0.294,0.138
"SEC61A1","RPS2",0.06,0.313,0.135
"SEC61A1","RPL10",0.041,0.294,0.229
"SEC61A1","RPL37",0.031,0.337,0.152
"SEC61A1","RPL37A",0.047,0.337,0.128
"SEC61A1","MRPS12",0.047,0.043,0.162
"SEC61A1","RPL41",0.034,0.312,0.156
"SEC61A1","DYRK1B",0.04,0.056,0.101
"SEC61A1","UFD1L",NA,NA,NA
"SEC61A1","RPLP0",0.047,0.301,0.174
"SEC61A1","RPL30",0.047,0.267,0.135
"SEC61A1","RPL14",0.053,0.325,0.145
"SEC61A1","SURF4",0.095,0.236,0.249
"SEC61A1","RPL35",0.033,0.337,0.157
"SEC61A1","RPS23",0.047,0.301,0.222
"SEC61A1","RPL32",0.031,0.312,0.164
"SEC61A1","TNF",0.069,0.12,0.143
"SEC61A1","ASNA1",0.142,0.52,0.226
"SEC61A1","RPL8",0.031,0.312,0.133
"SEC61A1","RPL4",0.047,0.337,0.225
"SEC61A1","DDOST",0.04,0.107,0.245
"SEC61A1","OS9",0.095,0.283,0.297
"SEC61A1","MRPL17",0.047,0.045,0.153
"SEC61A1","RPL36AL",0.095,NA,0.226
"SEC61A1","RPL18",0.031,0.312,0.2
"SEC61A1","RPL15",0.053,0.312,0.151
"SEC61A1","RPL13A",0.033,0.294,0.148
"SEC61A1","RPN1",0.047,0.011,0.328
"CHPF","B3GAT3",0.407,0.676,0.404
"CHPF","EXT2",0.425,0.593,0.404
"PI3","TYRO3",0,0.184,0.074
"PI3","STAT5A",0,0.134,0.087
"PI3","EIF4EBP1",0,0.105,0.095
"PI3","ANXA5",0.081,0.14,0.158
"PI3","SH3GL1",0,0.128,0.085
"PI3","CTNNBL1",0,0.22,0.046
"PI3","SERPINB5",0.255,0.202,0.153
"PI3","ZFYVE1",0,0.159,0.083
"PI3","MCL1",0,0.21,0.096
"PI3","ALOX5AP",0,0.088,0.078
"PI3","HRAS",0,0.133,0.13
"PI3","STAT3",0,0.143,0.101
"PI3","WDTC1",0,0.229,0.046
"PI3","AKT1",0.047,0.151,0.089
"PI3","TNF",0.064,0.165,0.17
"PEPD","EIF5A",0.06,0.173,0.097
"PEPD","CNDP2",0.626,0.173,0.222
"PEPD","SARDH",0.107,0.441,0.119
"TREM1","TNF",0.095,0.166,0.187
"TREM1","KIR2DL1",0.095,0.289,0.187
"CLPP","MDH2",0.094,0.152,0.238
"THOC2","MCM3AP",NA,NA,0.167
"THOC2","CPSF1",0.231,0.422,0.207
"THOC2","NR5A1",0.107,0.16,0.2
"THOC2","THOC6",NA,0.499,0.516
"THOC2","POM121",0.056,0.374,0.204
"THOC2","NUP210",NA,0.364,0.166
"RTN2","CSAD",NA,NA,NA
"SLURP1","LY6H",0.401,0,0.171
"FFAR2","PROK2",0.095,0.26,0
"FFAR2","GNAI2",0.054,0.208,0.093
"FFAR2","ADRBK1",NA,NA,NA
"FFAR2","P2RY11",0.258,0.216,0.256
"FFAR2","PLCB2",0,0.15,0.022
"FFAR2","GNB1",0.055,0.277,0.139
"FFAR2","PLCB3",0.054,0.192,0.018
"FFAR2","UTS2R",0.291,0.164,0.228
"FFAR2","GNB2",0.055,0.137,0.076
"CFP","THSD1",NA,NA,0.113
"CFP","ADAMTS13",0.154,0.249,0.262
"CFP","ADAMTS4",0.256,0.009,0.217
"CFP","FCN1",0.187,0.378,0.286
"CFP","ADAMTSL2",0.095,0.22,NA
"COX7C","HCFC1",0.142,0.121,0.142
"COX7C","RPL37A",0,0.138,0.113
"COX7C","HINT1",0.142,0.208,0.121
"COX7C","RPS21",0,0.152,0.152
"COX7C","UQCRC2",0.142,0.482,0.454
"COX7C","RPL11",0,0.103,0.136
"COX7C","UQCRQ",0.561,0.609,0.452
"COX7C","COX5A",0.676,0.772,0.514
"COX7C","RPL30",0,0.111,0.116
"COX7C","RPL35",0,0.144,0.137
"COX7C","UBL5",0,0.137,0.1
"COX7C","FAU",0,NA,NA
"COX7C","TBCA",0,0.034,0.105
"HSPB1","STAT3",0.188,0.298,0.131
"HSPB1","AKT1",0.178,0.344,0.155
"HSPB1","ANXA5",0.165,0.27,0.196
"HSPB1","DAXX",0.243,0.277,0.127
"HSPB1","PFDN2",0.186,0.146,0.122
"HSPB1","CRK",0.14,0.31,0.177
"HSPB1","NDUFV1",0,0.089,0.139
"HSPB1","MSN",0.178,0.281,0.164
"HSPB1","ACTA1",0.099,0.207,0.187
"HSPB1","HN1",NA,NA,NA
"HSPB1","PPP2R4",NA,NA,NA
"HSPB1","TNF",0.218,0.352,0.102
"DGCR6L","UFD1L",NA,NA,NA
"DGCR6L","PRODH",0.046,NA,NA
"DGCR6L","TBX1",0.095,NA,NA
"GGT1","CSAD",NA,NA,NA
"GGT1","TBX1",0.039,0.156,0.082
"GGT1","MGAM",0.147,0.146,0.248
"GGT1","GCAT",0.42,0.441,0.08
"GGT1","HRAS",0.121,0.178,0.083
"GGT1","FOXM1",0.041,0.166,0.082
"GGT1","AKT1",0.123,0.222,0.1
"GGT1","TXNRD2",0.123,0.111,0.045
"GGT1","ITGA2B",0.057,0.083,0.224
"GGT1","CNDP2",0.521,0.729,0.173
"GGT1","TNF",0.066,0.234,0.191
"GGT1","GLUD2",0.094,0.277,0.082
"GGT1","GSTM1",0.132,0.325,0.132
"GGT1","GCLM",0.103,0.355,0.013
"GGT1","RPL27A",0.039,0.197,0.069
"GGT1","S100A12",0.053,0.268,0.144
"GGT1","ANXA5",0.092,0.142,0.142
"GGT1","SDHC",0.101,0.213,0.094
"PIAS1","DAXX",0.244,0.294,0.258
"PIAS1","MTA1",0.247,0.263,0.181
"PIAS1","IL6R",0.126,0.322,0.015
"PIAS1","RANGAP1",0.082,0.073,0.125
"PIAS1","STAT3",0.11,0.289,0.154
"PIAS1","STAT5A",0.096,0.274,0.185
"PIAS1","STAT4",0.043,0.301,0.185
"PIAS1","GTF2H4",0.113,0.22,0.283
"PIAS1","AKT1",0.131,0.262,0.118
"PIAS1","MSX1",0.042,0.136,0.205
"PIAS1","UBE2R2",0.196,0.283,0.046
"CD68","IFI30",NA,0.284,0.185
"CD68","CXCR4",NA,0.284,0.188
"CD68","SIGLEC1",NA,0.115,0.117
"CD68","TNF",NA,0.445,0.161
"CD68","CD207",NA,0.357,0.261
"CD68","SPN",NA,0.435,0.119
"CD68","CD7",NA,0.354,0.14
"CD68","IL13",NA,0.115,0
"CD68","VWF",NA,0.422,0.193
"CD68","TNFSF13",NA,0.435,0.1
"CD68","AKT1",NA,0.354,0.131
"CHRNA10","CHRNG",0.261,0.352,0.283
"KLF16","FOXK1",0.258,0.147,0.146
"KLF16","SIN3B",0,0.299,0.146
"CNGB1","CNGA2",0.645,NA,0.436
"SEC14L5","B3GAT3",NA,NA,NA
"PHC1","ANAPC2",0.095,0.227,0.31
"PHC1","HIST1H2AC",0.046,0.292,0.181
"PHC1","TFCP2",0.095,0.134,0.174
"PHC1","PRMT5",0.095,0.233,0.207
"PHC1","PCGF6",0.095,0.455,0.439
"BST2","LILRA4",0.065,0.273,0.13
"BST2","IFIT2",0.136,0.307,0.114
"BST2","RIPK1",0.11,0.263,0.201
"BST2","IRF3",0.159,0.328,0.092
"BST2","TREX1",0.146,0.141,0.158
"BST2","TRIM22",0.062,0.303,0.128
"BST2","ADAR",0.124,0.33,0.103
"BST2","IRF7",0.099,0.347,0.175
"BST2","IRF2",0.09,0.318,0.085
"BST2","IFITM1",0.095,0.451,0.086
"BST2","HLA-G",0.182,0.339,0.239
"LSM7","PCBP2",0.176,0.256,0.15
"LSM7","KLC2",0.079,0.021,0.173
"LSM7","GTF2F1",0.125,0.236,0.188
"LSM7","POLR2L",0.036,0.259,0.227
"LSM7","LSM2",0.341,0.56,0.514
"LSM7","CPSF1",0.19,0.358,0.184
"LSM7","EEF2",0.19,0.172,0.188
"LSM7","LSMD1",NA,NA,NA
"LSM7","XAB2",0.095,0.347,0.336
"LSM7","CTNNBL1",0.075,0.265,0.283
"LSM7","RPL35",0.198,0.301,0.242
"LSM7","PCBP1",0.204,0.291,0.229
"LSM7","FAU",0.285,NA,NA
"ACTN4","MYL6",0.061,0.161,0.19
"ACTN4","GNB2",0.119,0.106,0.194
"ACTN4","TMSB4X",0.191,0.37,0.17
"ACTN4","NDUFB10",0.069,0.078,0.092
"ACTN4","LIMS2",NA,0.186,0.112
"ACTN4","TRIM3",0.071,0.07,0.097
"ACTN4","APOL1",0.068,0.16,0.159
"ACTN4","CALML5",0.04,0.213,0.14
"ACTN4","ACTA1",0.175,0.236,0.22
"ACTN4","SQSTM1",0.136,0.238,0.182
"ACTN4","LIMD1",0.119,0.249,0.188
"ACTN4","TPM2",0.226,0.215,0.148
"ACTN4","CABP2",0,0.096,0.068
"ACTN4","SOS1",0.074,0.251,0.061
"ACTN4","VWF",0.205,0.224,0.217
"ACTN4","VEGFB",0.16,0.299,0.178
"ACTN4","MIB2",0.069,0.162,0.064
"ACTN4","AKT1",0.126,0.261,0.148
"ACTN4","ITGA2B",0.106,0.246,0.164
"ACTN4","CALB2",0.046,0.144,0.112
"ACTN4","SLC9A3R2",0.146,0.186,0.146
"ACTN4","CAMK2A",0.135,0.272,0.161
"ACTN4","PIP5K1C",0.061,0.293,0.187
"ACTN4","DNM2",0.176,0.289,0.188
"ACTN4","PF4",0.161,0.268,0.176
"ACTN4","TNNT3",0.161,0.197,0.137
"ARPC1B","PSMA7",0.063,0.034,0.16
"ARPC1B","ARPC5",0.398,0.489,0.338
"ARPC1B","EPHB3",0,0.193,0.122
"ARPC1B","ARPC4",0.322,0.574,0.33
"ARPC1B","ACTA1",0.269,0.194,0.261
"GDF15","TSPAN4",0.169,0.181,0.068
"GDF15","PITX1",0.06,0.044,0.083
"GDF15","AKT1",0.136,0.293,0.1
"GDF15","TNF",0.265,0.289,0.128
"TNNI2","CHRNG",0.047,0.211,0.06
"TNNI2","MYL6",0.054,0.42,0.2
"TNNI2","TCAP",0.18,0.343,0.336
"TNNI2","MYL3",0.281,0.426,0.375
"TNNI2","CALB2",0.046,0.069,0.113
"TNNI2","TNNI1",0.095,0.487,0.4
"TNNI2","KCNIP2",0.06,0.196,0.117
"TNNI2","TNNT2",0.253,0.394,0.487
"TNNI2","ACTA1",0.167,0.41,0.252
"TNNI2","CALML5",0.037,0.039,0.106
"TNNI2","CABP2",0,0.25,0.093
"TNNI2","TNNT3",0.239,0.479,0.4
"TNNI2","TPM2",0.229,0.413,0.387
"TUBGCP2","CSNK1E",0.053,0.088,0.144
"TUBGCP2","TUBB2B",0.21,0.323,0.258
"TUBGCP2","KIFC1",0.197,0.439,0.267
"TUBGCP2","AZI1",NA,NA,NA
"TUBGCP2","PCNT",0.095,0.384,0.349
"TUBGCP2","TUBB",0.215,0.264,0.216
"TUBGCP2","KIF25",0.191,0.331,0.321
"TUBGCP2","DYNC1H1",0.071,0.366,0.288
"TUBGCP2","PLK1",0.139,0.237,0.294
"TUBGCP2","NUMA1",0.313,0.356,0.317
"HBZ","HBD",0.535,0.511,0.538
"HBZ","PAH",0.321,0.229,0.227
"HBZ","SP1",0.095,0.124,0.134
"HBZ","AMBP",0.119,0.172,0.161
"HBZ","TH",0.116,0.074,0.116
"HBZ","HBE1",0.535,0.511,0.538
"HBZ","ECHS1",0.079,0.298,0.084
"LAMA5","RAPSN",0.285,0.068,0.026
"LAMA5","ITGA2B",0.071,0.269,0.208
"LAMA5","ACTA1",0.161,0.226,0.159
"PPP1R1B","CXCR4",0.045,0.131,0.065
"PPP1R1B","CALB2",0.046,0.124,0.092
"PPP1R1B","CSNK2B",0.208,0.183,0.083
"PPP1R1B","TH",0.036,0.082,0.093
"PPP1R1B","PPP2R4",NA,NA,NA
"NUP210","INCENP",NA,0,0.131
"NUP210","RANGAP1",NA,0.267,0.25
"NUP210","GEMIN4",NA,0.28,0.144
"NUP210","GEMIN7",NA,0.262,0.142
"NUP210","OS9",NA,0.2,0.183
"NUP210","CPSF1",NA,0.263,0.151
"NUP210","NES",NA,0,0.08
"NUP210","THOC6",NA,0.337,0.169
"NUP210","NONO",NA,0.055,0.169
"NUP210","POM121",NA,0.491,0.388
"NUP210","NPM1",NA,0.141,0.135
"ILKAP","EPHB3",0,NA,0.071
"ILKAP","RIPK1",0.095,NA,0.128
"ILKAP","LIMK2",0.095,NA,0.126
"ILKAP","TYRO3",0.095,NA,0.105
"ILKAP","STK11",0.095,NA,0.153
"ILKAP","PIM2",0.095,NA,0.097
"ILKAP","HCK",0.095,NA,0.128
"SCLY","HYI",0.119,NA,NA
"SCLY","TXNRD2",0.119,0.028,0.227
"HSPBP1","BRSK1",0.112,0.076,0.097
"TMEM66","RPN1",NA,NA,NA
"TMEM66","OS9",NA,NA,NA
"ITIH5","SLC3A2",NA,NA,NA
"HRK","BBC3",0.095,0.457,0.286
"HRK","BAD",0.095,0.316,0.286
"HRK","MCL1",0.095,0.304,0.286
"POM121","RANGAP1",0.059,0.316,0.279
"POM121","INCENP",0.095,0,0.161
"POM121","GEMIN4",0.095,0.349,0.166
"POM121","NPM1",0.066,0.15,0.151
"POM121","GEMIN7",0.095,0.323,0.18
"POM121","THOC6",NA,0.352,0.206
"POM121","CPSF1",0.063,0.286,0.207
"CD63","VWF",0.095,0.256,0.248
"CD63","ANXA5",0.095,0.282,0.169
"CD63","ITGA2B",0.095,0.316,0.313
"CD63","CXCR4",0.095,0.223,0.314
"CD63","LAMP1",0.095,0.31,0.362
"CD63","TGOLN2",0.095,0.073,0.254
"CD63","SLC29A2",0,0.187,0.145
"MPHOSPH6","RPL37",0.046,0.169,0.145
"MPHOSPH6","RPL37A",0.095,0.169,0.134
"MPHOSPH6","RPL7",0.095,0.346,0.153
"MPHOSPH6","RPL27A",0.095,0.169,0.127
"MPHOSPH6","RPL41",0.046,0.172,0.152
"MPHOSPH6","RPL11",0.095,0.2,0.178
"MPHOSPH6","RPLP0",0.095,0.25,0.116
"MPHOSPH6","RPS9",0.095,0.262,0.165
"MPHOSPH6","RPLP2",0.095,0.169,0.111
"MPHOSPH6","RPL14",0.095,0.326,0.117
"MPHOSPH6","RPL30",0.095,0.134,0.124
"MPHOSPH6","RPL35",0.046,0.304,0.189
"MPHOSPH6","RPS2",0.095,0.282,0.143
"MPHOSPH6","RPL18",0.046,0.172,0.166
"MPHOSPH6","RPL32",0.046,0.172,0.135
"MPHOSPH6","RPL4",0.095,0.169,0.151
"MPHOSPH6","RPL36AL",0.095,NA,0.138
"MPHOSPH6","RPL15",0.095,0.172,0.163
"MPHOSPH6","RPL13A",0.046,0.236,0.167
"MPHOSPH6","RPL8",0.046,0.172,0.109
"MPHOSPH6","EXOSC3",0.095,0.395,0.366
"MPHOSPH6","EXOSC7",0.095,0.406,0.424
"MPHOSPH6","RPL10",0.095,0.223,0.138
"CAB39","RTN4RL2",0,0.178,0.123
"CAB39","CAMKK2",0.125,0.285,0.086
"CAB39","UBL5",0.041,0.204,0.066
"CAB39","STK11",0.276,0.271,0.164
"CAB39","OPTC",0,NA,0.102
"CAB39","STK24",0.165,0.279,0.183
"CAB39","CHAD",NA,NA,0.108
"CAB39","BRSK1",0.148,0.244,0.14
"CAB39","DCXR",0.095,0.12,0.154
"CAB39","LRG1",0.095,0.479,0.272
"CAB39","IGFALS",0.095,0.16,0.212
"CAB39","GP9",0.095,0.189,0.015
"THSD1","ADAMTS4",NA,NA,0.046
"THSD1","ADAMTS13",NA,NA,0.113
"THSD1","ADAMTSL2",NA,NA,NA
"CHAD","EEF1G",NA,NA,0.095
"CHAD","RASL10B",NA,NA,NA
"CHAD","GNB2",NA,NA,0.093
"CHAD","LRRC20",NA,NA,NA
"CHAD","GNB1",NA,NA,0.1
"CHAD","HRAS",NA,NA,0
"CHAD","DIRAS3",NA,NA,NA
"CHAD","DIRAS2",NA,NA,0
"CHAD","GNAI2",NA,NA,0.084
"CHAD","ITGA2B",NA,NA,0.146
"RPL35","RPS23",0.316,0.485,0.285
"RPL35","EEF1G",0.037,0.222,0.15
"RPL35","SLC3A2",0.137,0.159,0.14
"RPL35","RPL32",0.37,0.477,0.31
"RPL35","RPL7",0.304,0.569,0.243
"RPL35","HINT1",0.028,0.207,0.176
"RPL35","EIF4A2",0.129,0.337,0.147
"RPL35","SDSL",0.02,0.213,0.227
"RPL35","EIF5A",0.19,0.289,0.165
"RPL35","FAU",0.285,NA,NA
"RPL35","RPL8",0.37,0.477,0.233
"RPL35","EXOSC7",0.169,0.429,0.187
"RPL35","RPL37",0.37,0.486,0.3
"RPL35","RPL11",0.279,0.413,0.274
"RPL35","RPL27A",0.316,0.486,0.269
"RPL35","RPS21",0.316,0.508,0.314
"RPL35","RPLP2",0.227,0.486,0.235
"RPL35","MRPL16",0.37,0.292,0.245
"RPL35","RPS9",0.273,0.472,0.248
"RPL35","RPS2",0.262,0.49,0.215
"RPL35","DDOST",0.023,0.206,0.133
"RPL35","RPL4",0.316,0.486,0.235
"RPL35","RPL36AL",0.046,NA,0.255
"RPL35","RPL18",0.37,0.477,0.27
"RPL35","EEF2",0.16,0.298,0.158
"RPL35","RPL15",0.278,0.477,0.299
"RPL35","RPN1",0.15,0.201,0.157
"RPL35","RPL13A",0.406,0.462,0.283
"RPL35","GSPT2",0.169,0.365,0.152
"RPL35","MRPL17",0.227,0.278,0.245
"RPL35","EXOSC3",0.15,0.414,0.202
"RPL35","RPL10",0.271,0.449,0.236
"RPL35","RPL37A",0.316,0.486,0.226
"RPL35","MRPS12",0.316,0.303,0.278
"RPL35","SMG6",0.135,0.308,0.222
"RPL35","RPL41",0.41,0.477,0.321
"RPL35","RPLP0",0.312,0.489,0.199
"RPL35","RPL14",0.278,0.538,0.243
"RPL35","RPL30",0.316,0.397,0.231
"FRS3","HRAS",0.074,0.195,0.187
"FRS3","CRK",0.153,0.206,0.022
"FRS3","HCK",0.116,0.174,0.187
"FRS3","SOS1",0.285,0.28,0.187
"RIPK1","TRAF5",0.25,0.24,0.251
"RIPK1","BID",0.182,0.345,0.208
"RIPK1","DAXX",0.135,0.354,0.124
"RIPK1","NFKBIB",0.056,0.142,0.227
"RIPK1","SQSTM1",0.288,0.311,0.148
"RIPK1","USP2",0.163,0.169,0.082
"RIPK1","NTAN1",0.142,0.399,NA
"RIPK1","TNF",0.198,0.414,0.172
"RIPK1","UBE2V1",0.138,0.321,0.21
"RIPK1","NFKB2",0.044,0.222,0.163
"RIPK1","IRF3",0.117,0.334,0.125
"TUBB2B","KIF25",0.041,0.313,0.283
"TUBB2B","ARF1",0.227,0.177,0.072
"TUBB2B","KIFC1",0.117,0.37,0.244
"TUBB2B","KIF1A",0.043,0.299,0.192
"TUBB2B","DYNC1LI1",0.183,0.301,0.179
"TUBB2B","PFDN2",0.074,0.174,0.092
"TUBB2B","CALML5",0.081,0.246,0.1
"TUBB2B","ACTA1",0.279,0.24,0.177
"TUBB2B","CABP2",0,0.097,0.078
"TUBB2B","TBCA",0.105,0.034,0.213
"TUBB2B","OBSCN",0.146,0.209,0.22
"TUBB2B","DYNC1H1",0.092,0.319,0.206
"TUBB2B","PLK1",0.105,0.253,0.242
"TUBB2B","PFDN1",0.055,NA,NA
"TUBB2B","CALB2",0.198,0.082,0.075
"TUBB2B","DNAH11",0.065,0.309,0.317
"TUBB2B","EEF1G",0.071,0.107,0.091
"TUBB2B","FAU",0.177,NA,NA
"GTF2H4","XAB2",0.095,0.4,0.226
"GTF2H4","PIAS3",0.124,0.166,0.244
"GTF2H4","GTF2F1",0.066,0.321,0.351
"GTF2H4","POLR2L",0.182,0.484,0.36
"GTF2H4","POLR2J2",0.164,NA,0.559
"GTF2H4","POLD3",0.157,0.421,0.308
"GTF2H4","TAF1C",0.112,0.362,0.215
"GTF2H4","DDX11",0.284,0.302,0.182
"USP2","ZFYVE1",0.051,0.158,0.097
"USP2","RHPN1",0.095,NA,0.097
"USP2","TNF",0.094,0.198,0.035
"USP2","FAU",0.046,NA,NA
"PLCB2","P2RY11",0,0.214,0.022
"PLCB2","PLCB3",0.372,0.421,0.227
"PLCB2","PIP5K1C",0.118,0.158,0.227
"PLCB2","CAMK2A",0.071,0.246,0.227
"PLCB2","TAS1R1",0,0.145,0.022
"PLCB2","GNB2",0.113,0.15,0.227
"PLCB2","PIK3R5",0.085,0.256,0.227
"PLCB2","PRKCG",0.142,0.156,0.227
"PLCB2","UTS2R",0,0.171,0.022
"PLCB2","CALML5",0,0.1,0.113
"PLCB2","GNB1",0.113,0.255,0.227
"PLCB2","PLCD1",0.328,0.305,0.227
"PLCB2","PROK2",0,0.144,0
"PLCB2","GNAI2",0.096,0.219,0.227
"SIX3","ENTPD2",0,0.183,0.052
"SIX3","LHX2",0.258,0.258,NA
"SIX3","MTA1",0.282,0.129,0.122
"SIX3","FGF8",0.03,0.248,0
"SIX3","GBX2",0.14,0.276,NA
"SIX3","WDTC1",0.095,0.147,0.146
"VWF","HRAS",0.069,0.175,0.117
"VWF","GATA2",0.066,0.203,0.096
"VWF","ARRB2",0.199,0.231,0.149
"VWF","VEGFB",0.154,0.174,0.362
"VWF","GP9",0.095,0.352,0.015
"VWF","TMSB4X",0.104,0.219,0.281
"VWF","AKT1",0.122,0.16,0.122
"VWF","ANXA5",0.092,0.283,0.169
"VWF","WDTC1",0.095,0.19,0.191
"VWF","ITGA2B",0.136,0.228,0.314
"VWF","COX5A",0.066,0.173,0.087
"VWF","NONO",0.104,0.115,0.102
"VWF","TNF",0.207,0.198,0.159
"VWF","ADAMTS13",0.172,0.309,0.247
"VWF","PF4",0.118,0.207,0.315
"VWF","SOS1",0.125,0.124,0.069
"VWF","CXCR4",0.081,0.153,0.176
"VWF","CRK",0.124,0.269,0.184
"PPP2R5A","PSME4",0.18,0.153,0.176
"PPP2R5A","RANGAP1",0.209,0.288,0.156
"PPP2R5A","HRAS",0.092,0.241,0.12
"PPP2R5A","INCENP",0.095,0.03,0.176
"PPP2R5A","PSMA7",0.104,0.187,0.165
"PPP2R5A","ARRB2",0.118,0.218,0.123
"PPP2R5A","AKT1",0.164,0.225,0.176
"PPP2R5A","PLK1",0.126,0.213,0.243
"PPP2R5A","CENPH",0.047,0.03,0.168
"PPP2R5A","CACNA2D4",0,0.05,0.074
"PPP2R5A","PPP2R4",NA,NA,NA
"PPP2R5A","NUDC",0.059,0.019,0.122
"PPP2R5A","PSMB4",0.105,0.187,0.174
"TRAF5","NFKB2",0.056,0.337,0.145
"TRAF5","TNFSF13",0.285,0.226,0.09
"TRAF5","TNF",0.284,0.221,0.176
"TRAF5","TNFRSF13B",0.081,0.123,0.187
"USP22","HIST1H2AC",0.046,0.18,0.207
"USP22","ATXN7L3",0.243,0.448,0.463
"USP22","ATXN7L2",NA,NA,NA
"USP22","FOXM1",0.066,0.259,0.244
"USP22","HIST1H2AA",0.046,0.373,0.185
"LPIN2","AGPAT1",0.071,0.36,0.225
"LPIN2","ZNF148",0,0.205,0.156
"LPIN2","PPAP2C",NA,NA,NA
"CYBA","HRAS",0.099,0.25,0.164
"CYBA","TNF",0.071,0.323,0.211
"CYBA","VAV1",0.099,0.25,0.137
"CYBA","AKT1",0.125,0.26,0.163
"TNFRSF13B","TNFSF13",0.095,0.387,0.022
"TNFRSF13B","TNF",0.074,0.193,0.187
"PFDN1","NUBP2",0.056,NA,NA
"PFDN1","PFDN2",0.322,NA,NA
"CYP46A1","POR",0.323,0.201,0.225
"CYP46A1","LSS",0.142,0.366,0.242
"CYP46A1","CHDH",0.211,0.308,0.12
"MARS","RPL27A",0,0.197,0.159
"MARS","RPL11",0,0.223,0.217
"MARS","RPL13A",0,0.292,0.177
"MARS","GSPT2",0.142,0.215,0.121
"MARS","DALRD3",0,NA,NA
"MARS","EIF5A",0,0.162,0.149
"MARS","RPL8",0,0.212,0.135
"MARS","TXLNA",0,0.149,0.14
"MARS","RPS9",0,0.27,0.2
"MARS","RPS2",0,0.267,0.186
"MARS","RPL10",0,0.189,0.157
"MARS","RPL4",0,0.197,0.194
"MARS","PGK1",0.142,0.209,0.176
"MARS","EEF2",0,0.244,0.18
"MARS","RPLP0",0,0.263,0.16
"MARS","EEF1G",0,0.253,0.165
"MARS","FAU",0,NA,NA
"SMARCD3","STK11",0.057,0.153,0.145
"SMARCD3","PRMT5",0.095,0.24,0.212
"SMARCD3","ACTA1",0.063,0.24,0.123
"SMARCD3","CKS1B",0.074,0.142,0.269
"SMARCD3","NR5A1",0.101,0.25,0.201
"SMARCD3","TBX5",0.134,0.238,0.185
"SMARCD3","HDAC3",0.204,0.247,0.19
"SMARCD3","CYP4A11",0,0.205,0.099
"PKMYT1","DUSP23",0.13,0.443,0.138
"PKMYT1","BRSK1",0.198,0.212,0.143
"PKMYT1","CDC25A",0.119,0.359,0.16
