"symbol1","symbol2","MF","BP","CC"
"NDUFB7","SDHC",0.534,0.585,0.844
"NDUFB7","COX7C",0.487,0.643,0.915
"NDUFB7","ATP5G1",NA,NA,NA
"NDUFB7","NDUFA3",1,1,0.962
"TIMM13","CAB39",0.069,0.205,0.309
"TIMM13","CHCHD4",0.093,0.354,0.806
"TIMM13","TMPRSS9",NA,NA,NA
"TIMM13","ATP5G1",NA,NA,NA
"TIMM13","TIMM8A",0.185,0.593,0.806
"PDXP","ECE1",0.528,0.295,0.4
"PDXP","SH3GL1",0.358,0.176,0.394
"PDXP","MCL1",0.308,0.273,0.49
"PDXP","AMBP",0.242,0.254,0.253
"PDXP","COMP",0.344,0.139,0.027
"PDXP","TH",0.416,0.199,0.513
"PDXP","PPP2R4",NA,NA,NA
"PDXP","NDP",0.337,0.274,0.055
"PDXP","TYRO3",0.368,0.264,0.416
"PDXP","TNFRSF10C",0,0.18,0.32
"JOSD1","TIMM8A",1,0,0.29
"NIPSNAP1","B3GAT3",1,0,0.377
"NIPSNAP1","CHCHD2",1,0,1
"TXN2","EEF2",1,0.258,0.312
"TXN2","GLRX",0.28,0.379,0.348
"TXN2","APEX2",0,0.175,0.59
"TXN2","CLPP",1,0.602,0.761
"TXN2","SEC61A1",1,0.048,0.309
"TXN2","RPL8",0.242,0.457,0.272
"TXN2","MDH2",0.242,0.482,0.777
"TXN2","TXNRD2",1,0.054,0.777
"EFS","CRK",0.542,0.457,0.448
"GSS","TXNRD2",0.404,0.416,0.609
"GSS","CNDP2",0.182,1,0.858
"GSS","GLRX",0.169,0.181,1
"GSS","GGT1",0.38,0.578,0.62
"GSS","ALOX5AP",0.413,0.28,0.259
"GSS","GSTM1",0.641,0.436,0.721
"GSS","GCLM",0.231,0.655,0.549
"SRMS","ILKAP",1,NA,0.563
"SRMS","PPP3CC",0.495,0.371,0.706
"SRMS","CD79A",0.481,0.304,0.445
"PQBP1","SF3A2",0.614,0.547,0.59
"PQBP1","PCBP2",0.57,0.73,0.693
"PQBP1","GTF2F1",0.576,0.678,0.627
"PQBP1","POLR2L",0.254,0.592,0.808
"PQBP1","LSM2",0.547,0.454,0.663
"PQBP1","CPSF1",0.477,0.474,0.787
"PQBP1","XAB2",1,0.595,0.561
"PQBP1","CTNNBL1",0.445,0.538,0.605
"PQBP1","PCBP1",0.585,0.541,0.728
"PQBP1","LSM7",0.587,0.454,0.653
"PQBP1","DNM2",0.425,0.444,0.28
"PCSK1N","CPE",0.23,NA,1
"PCSK1N","UTS2R",0,NA,0
"USP11","MCM3AP",NA,NA,0.878
"USP11","RBM10",0.335,NA,0.735
"USP11","USP5",0.919,1,0.612
"ACP5","CLCN7",0.056,0,0.468
"ACP5","NES",0.064,0.168,0.29
"ACP5","TNF",0.082,0.192,0.388
"ACP5","CD207",0.08,0,0.387
"ACP5","VANGL1",0.116,0.258,NA
"MT4","MT1X",1,0.867,0.875
"MMP15","TNF",0.423,0.269,1
"MMP15","HLA-G",0.385,0.091,1
"TSC2","STK11",0.459,0.591,0.716
"TSC2","HRAS",0.355,0.604,0.717
"TSC2","EIF4EBP1",0.393,0.362,0.555
"TSC2","AKT1",0.488,0.628,0.662
"TSC2","CRTC2",0.441,0.186,0.565
"TSC2","PLK1",0.424,0.609,0.436
"TSC2","EEF2",0.479,0.324,0.617
"TSC2","PI3",0.179,0.235,0.392
"TSC2","CAMKK2",0.172,0.456,0.488
"TSC2","PPP2R4",NA,NA,NA
"TSC2","FKBP1C",NA,NA,NA
"ZP2","ZP3",0.653,0.408,0.783
"ZP2","FGF8",0.176,0.136,1
"ZP2","ALX4",0.128,0,0.459
"MAZ","HRAS",0.447,0.161,NA
"MAZ","AKT1",0.317,0.142,NA
"CSK","GNB1",0.496,0.319,0.797
"CSK","HRAS",0.546,0.462,0.841
"CSK","VWF",0.446,0.385,0.573
"CSK","STAT3",0.386,0.351,0.675
"CSK","HLA-DQA2",0,0.507,0.523
"CSK","ARRB2",0.432,0.473,0.812
"CSK","RHOG",0.536,0.424,0.743
"CSK","ILKAP",1,NA,0.536
"CSK","PPP3CC",0.448,0.304,0.608
"CSK","ACTN4",0.362,0.399,0.536
"CSK","AKT1",0.646,0.413,0.71
"CSK","ITGA2B",0.565,0.401,0.617
"CSK","HLA-DRA",0.32,0.45,0.535
"CSK","HCK",0.671,0.507,0.555
"CSK","PPP2R4",NA,NA,NA
"CSK","PLAUR",0.392,0.456,0.46
"CSK","DNM2",0.47,0.38,0.53
"CSK","CD79A",0.54,0.537,0.522
"CSK","PORCN",0.361,0.367,0.423
"CSK","ACTA1",0.325,0.22,0.465
"CSK","HLA-DRB1",0.072,0.49,0.545
"CTSH","BID",0.194,0.398,0.35
"CTSH","HLA-DRB1",0.034,0.34,0.545
"CTSH","HLA-DQA2",0.333,0.361,0.443
"CTSH","HLA-DRA",0.214,0.415,0.569
"PYCRL","PYCR2",NA,NA,NA
"PYCRL","PRODH",NA,NA,NA
"EXOSC5","RPL7",0.383,0.637,0.635
"EXOSC5","RPL27A",0.448,0.484,0.471
"EXOSC5","RPL11",0.382,0.524,0.676
"EXOSC5","RPLP2",0.5,0.484,0.413
"EXOSC5","RPS9",0.339,0.581,0.668
"EXOSC5","RPS2",0.388,0.594,0.596
"EXOSC5","RPL4",0.448,0.484,0.623
"EXOSC5","RPL36AL",1,NA,0.599
"EXOSC5","RPL18",0.121,0.474,0.597
"EXOSC5","RPL15",0.428,0.474,0.642
"EXOSC5","RPL13A",0.131,0.549,0.622
"EXOSC5","MPHOSPH6",1,0.557,0.852
"EXOSC5","RPL41",0.122,0.474,0.477
"EXOSC5","ZFP36L1",0.289,0.403,0.683
"EXOSC5","RPLP0",0.39,0.509,0.54
"EXOSC5","RPL35",0.131,0.564,0.601
"EXOSC5","RPL30",0.448,0.538,0.511
"EXOSC5","RPL14",0.428,0.627,0.428
"EXOSC5","RPL32",0.121,0.474,0.44
"EXOSC5","KHSRP",0.47,0.635,0.781
"EXOSC5","KPNA6",0.423,0,0.599
"EXOSC5","RPL8",0.121,0.474,0.376
"EXOSC5","EXOSC7",0.727,0.866,0.878
"EXOSC5","EXOSC3",0.848,0.928,1
"EXOSC5","RPL10",0.374,0.511,0.58
"EXOSC5","RPL37",0.121,0.484,0.485
"EXOSC5","RPL37A",0.448,0.484,0.578
"PAF1","GTF2F1",0.504,0.604,0.665
"PAF1","POLR2L",0.291,0.571,0.594
"PAF1","CSNK2B",0.511,0.421,0.562
"PAF1","KLC2",0.502,0.123,0.583
"PAF1","KIAA0101",NA,NA,NA
"PAF1","GTF2H4",0.293,0.543,0.569
"PAF1","IFIT2",0.535,0.33,0.423
"RELB","NFKB2",0.827,0.653,0.714
"RELB","PSMB4",0.288,0.19,0.678
"RELB","PSME4",0.268,0.391,0.721
"RELB","PSMA7",0.303,0.19,0.64
"RELB","STAT3",0.746,0.572,0.707
"RELB","TRAF5",0.378,0.508,0.685
"RELB","TNF",0.539,0.546,0.11
"RELB","NFKBIB",0.457,0.48,1
"RELB","AKT1",0.307,0.494,0.81
"RELB","ANXA5",0.284,0.431,0.338
"RELB","DAXX",0.489,0.471,0.678
"RELB","IRF3",0.755,0.679,0.695
"RELB","CORT",0.147,0.291,0
"SF3A2","RANGAP1",0.655,0.044,0.378
"SF3A2","AGPAT1",0.56,0.237,0.269
"SF3A2","LSM2",0.794,0.875,0.783
"SF3A2","PCBP2",0.805,0.567,0.444
"SF3A2","GTF2F1",0.52,0.585,0.56
"SF3A2","POLR2L",0.303,0.583,0.56
"SF3A2","RBM10",0.748,NA,0.519
"SF3A2","EEF2",0.753,0.325,0.452
"SF3A2","CPSF1",0.718,0.77,0.613
"SF3A2","EIF4G3",0.726,0.379,0.255
"SF3A2","XAB2",1,0.789,0.732
"SF3A2","CTNNBL1",0.687,0.691,0.718
"SF3A2","LSM7",0.909,0.875,0.824
"SF3A2","PCBP1",0.801,0.766,0.532
"FSD1","SRF",0.217,0.168,0.296
"FSD1","MYOG",0.223,0.215,0.235
"FSD1","RPS2",0.224,0.22,0.233
"CD79A","SELL",0.375,0.474,0.691
"CD79A","SLC3A2",0.386,0.238,0.613
"CD79A","IL13",1,0.249,0
"CD79A","VWF",0.524,0.383,0.223
"CD79A","IL7R",0.423,0.504,0.64
"CD79A","CD7",0,0.636,0.6
"CD79A","AKT1",0.406,0.286,0.438
"CD79A","CXCR4",0.29,0.355,0.62
"CD79A","UNG",0.438,0.172,0.139
"CD79A","GGT1",0.478,0.217,0.522
"CD79A","COX5A",0.478,0.054,0.348
"CD79A","CD68",NA,0.73,0.644
"CD79A","TNF",0.562,0.339,0.691
"CD79A","VAV1",0.409,0.525,0.54
"CD79A","SPN",0.259,0.433,0.552
"CD79A","CD72",0.578,0,0.612
"CD79A","HLA-DRB1",0.108,0.532,0.665
"CD79A","TNFRSF13B",0.597,0.608,1
"CD79A","CFP",0.597,0.581,0.169
"CD79A","MGAM",0,0.451,0.605
"CD79A","S100A8",0.399,0.379,0.385
"CD79A","AMBP",0.48,0.287,0.492
"CD79A","SOS1",0.478,0.458,0.505
"LIM2","GJA8",NA,0,0.729
"LIM2","FTL",NA,0.065,0.194
"RABAC1","RAB5C",0.516,NA,0.769
"DBP","CEBPA",0.625,0.44,1
"DBP","BATF",0.834,0.154,1
"MLL4","HCFC1",NA,NA,NA
"MLL4","HDAC3",NA,NA,NA
"COMP","TNFRSF10C",0,0.365,0
"COMP","UNG",0.366,0.043,0.179
"COMP","HINT1",0.174,0.199,0.508
"COMP","TYRO3",0.268,0.375,0.105
"COMP","MICAL1",0.359,0.287,0.044
"COMP","FOXM1",0.335,0.289,0.288
"COMP","ITGA2B",0.38,0.44,0.599
"COMP","NES",0.53,0.31,0.067
"COMP","TH",0.401,0.348,0.175
"COMP","ECE1",0.38,0.314,0.451
"COMP","SH3GL1",0.375,0.375,0
"COMP","MCL1",0.326,0.442,0.106
"COMP","COL9A3",0.32,0.508,0.787
"COMP","NDP",0.353,0.336,0.753
"COMP","ZBTB32",0.39,0.154,0.164
"COMP","RAB5C",0.426,0.111,0.572
"COMP","TNIP1",0.402,0.146,0.082
"COMP","AMBP",0.314,0.223,0.735
"HAMP","GDF15",NA,0.351,0.611
"HAMP","STAT3",NA,0.435,0
"HAMP","TNF",NA,0.406,0.364
"HAMP","FTL",NA,0.611,0.379
"DLX5","FGF8",0.04,0.584,0
"DLX5","MSX1",0.495,0.32,0.601
"DLX5","WNT10B",0.074,0.57,0
"MOSPD3","OSBPL1A",NA,NA,NA
"MOSPD3","ISYNA1",NA,NA,NA
"FIS1","RHOT2",0.533,0.7,0.757
"FIS1","DNM2",0.473,0.487,0.369
"FIS1","ZNHIT1",0.584,0.323,0.323
"C8G","LCN1",NA,0.694,0.884
"C8G","VTN",NA,1,0.755
"ACTA2","MYL2",0.374,0.488,0.349
"ACTA2","RASL10B",NA,0.294,NA
"ACTA2","EGR1",0.504,0.527,0.349
"ACTA2","MYL6",0.374,0.456,0.524
"ACTA2","TMSB4X",0.808,0.384,0.594
"ACTA2","PRKCG",0,0.341,0.408
"ACTA2","ANXA5",0.796,0.272,0.579
"ACTA2","GSPT2",0.374,0.291,0.346
"ACTA2","RHOG",1,0.381,0.614
"ACTA2","DYNC1H1",0.374,0.131,0.517
"ACTA2","EEF2",1,0.348,0.591
"ACTA2","MYO18B",NA,NA,0.379
"ACTA2","ACTN4",0.374,0.354,0.664
"ACTA2","TNNT2",0.374,0.51,0.349
"ACTA2","HK3",0,0.233,0.536
"ACTA2","RPL14",0.374,0.272,0.53
"ACTA2","RPS23",0.374,0.28,0.401
"ACTA2","CALML5",0.112,0.294,0.525
"ACTA2","ARPC4",0.808,0.22,0.539
"ACTA2","VWF",0.574,0.181,0.497
"ACTA2","OBSCN",0.651,0.304,0.305
"ACTA2","TUBB",0.619,0.124,0.614
"ACTA2","SRF",0.374,0.502,0.349
"ACTA2","DIRAS3",0.374,0.245,NA
"ACTA2","ARPC5",0.374,0.191,0.556
"ACTA2","RPL18",0.132,0.295,0.359
"ACTA2","AKT1",0.808,0.365,0.556
"ACTA2","CDC25A",1,0.22,0.436
"ACTA2","MYL3",0.171,0.502,0.356
"ACTA2","PGK1",0.374,0.371,0.521
"ACTA2","PLK1",1,0.237,0.314
"ACTA2","CALB2",0.112,0.157,0.45
"ACTA2","SMARCD3",0.272,0.488,0.261
"ACTA2","TUBB2B",0.374,0.278,0.328
"ACTA2","TNF",0.574,0.424,0.329
"ACTA2","DIRAS2",0.105,NA,0.155
"ACTA2","DNAH11",0.172,0.166,0.472
"ACTA2","HDAC3",0.808,0.366,0.437
"ACTA2","DNM2",0.808,0.346,0.461
"ACTA2","SP1",0.568,0.645,0.278
"ACTA2","FAU",0.132,NA,NA
"ACTA2","ARPC1B",0.374,0.214,0.511
"ACTA2","MYO1A",NA,0.194,0.422
"ACTA2","RHOBTB1",1,0.231,0.403
"ACTA2","HRAS",0.374,0.454,0.425
"ACTA2","GABARAP",0.619,0.197,0.406
"ACTA2","CABP2",0,0.395,0.196
"ACTA2","TPM2",0.258,0.375,0.29
"ACTA2","ZNHIT1",0.568,0.15,0.238
"WNT3","GBX2",0,0.891,NA
"WNT3","DHH",0.5,NA,NA
"WNT3","MSX1",0.172,0.429,0.262
"WNT3","AKT1",0.329,0.452,0.48
"WNT3","TCF7",0.351,0.479,0.305
"WNT3","EVX1",0,NA,0.516
"WNT3","PORCN",0,0.373,0.373
"WNT3","WNT10B",0.875,0.764,0.489
"WNT3","WNT11",0.76,0.624,0.571
"WNT3","FGF8",0.256,0.568,1
"PIGL","MSX1",0,0.031,0.399
"PIGL","GYS1",0.161,0.339,0.487
"VTN","TNF",0.469,0.54,0.561
"VTN","PLAUR",0.472,0.58,0.353
"VTN","SPARC",0.506,0.49,0.581
"VTN","PF4",0.504,0.497,0.615
"VTN","AMBP",0.36,0.515,0.725
"VTN","VWF",0.683,0.627,0.721
"VTN","AKT1",0.27,0.538,0.444
"VTN","ITGA2B",0.549,0.324,0.636
"FRG1","TNNT3",0.558,0.062,0.392
"SPI1","QRSL1",0.281,0.352,0.337
"SPI1","TAL1",0.806,0.713,0.8
"SPI1","GATA2",0.828,0.649,0.83
"SPI1","CSF3R",0.235,0.229,0.086
"SPI1","STAT3",0.749,0.475,0.726
"SPI1","STAT5A",0.619,0.392,0.72
"SPI1","IL7R",0.247,0.409,0.237
"SPI1","SRF",0.794,0.58,0.83
"SPI1","MCM3AP",NA,NA,0.667
"SPI1","IRF2",0.805,0.623,0.6
"SPI1","NDRG2",1,0.272,0.354
"SPI1","CEBPA",0.793,0.648,0.846
"SPI1","IL32",1,0.154,0.166
"SPI1","SDHC",0.119,0.22,0.286
"SPI1","CD53",1,0.334,0.205
"SPI1","PRAM1",0.318,0.213,0.087
"SPI1","NONO",0.746,0.506,0.673
"SPI1","CLPP",0.252,0.297,0.432
"SPI1","HCK",0.274,0.461,0.425
"SPI1","CD68",NA,0.41,0.191
"SPI1","TNF",0.492,0.457,0.108
"SPI1","VAV1",0.518,0.322,0.192
"SPI1","HDAC3",0.356,0.592,0.564
"SPI1","NPM1",0.427,0.513,0.448
"SPI1","ZFPM1",0.875,0.57,0.679
"MYL2","MYL6",0.516,0.683,0.561
"MYL2","TCAP",0.544,0.723,0.769
"MYL2","MYO18B",NA,NA,0.867
"MYL2","PPP3CC",0.369,0.076,0.443
"MYL2","TNNT2",0.63,0.74,0.876
"MYL2","ACTA1",0.696,0.656,0.642
"MYL2","TPM2",0.604,0.605,0.832
"MYL2","OBSCN",0.616,0.326,0.708
"MYL2","MIB2",0.378,0.082,0.448
"MYL2","AKT1",0.323,0.256,0.576
"MYL2","PLK1",0.419,0.22,0.633
"MYL2","MYL3",0.771,0.832,0.883
"MYL2","CAMK2A",0.292,0.238,0.368
"MYL2","TNNI1",1,0.668,0.768
"MYL2","TBX5",0.308,0.531,0.385
"MYL2","TNNI2",0.596,0.679,0.727
"MYL2","TNNT3",0.602,0.756,0.768
"UNC93A","KCNK9",NA,NA,0.914
"UNC93A","KCNK3",NA,NA,0.914
"HARS2","MARS",0.7,0.536,0.586
"HARS2","PEPD",0.495,0.841,0.424
"SPARC","VWF",0.512,0.408,0.749
"SPARC","VEGFB",0.359,0.631,0.763
"SPARC","ACTN4",0.384,0.544,0.608
"SPARC","TMSB4X",0.428,0.505,0.771
"SPARC","STAB1",0.375,0.521,0.346
"SPARC","PF4",0.445,0.433,0.756
"HAND1","SLC25A23",0.297,0,0.508
"HAND1","IRX4",1,NA,NA
"IRX4","TBX5",1,NA,NA
"NCK2","TNK2",0.303,0.597,0.472
"NCK2","CRK",0.664,0.675,0.652
"NCK2","EPHB3",0,0.478,0.486
"NCK2","GIT1",1,0.426,0.506
"NCK2","ARPC1B",0.598,0.588,0.456
"NCK2","SOS1",0.393,0.629,0.775
"NCK2","FYB",NA,NA,NA
"NCK2","ARPC5",0.598,0.595,0.476
"NDUFS7","UQCRC2",0.495,0.757,0.782
"NDUFS7","RPL11",0.297,0.282,0.407
"NDUFS7","ACAD9",0.531,0.503,0.647
"NDUFS7","NDUFB11",1,1,0.886
"NDUFS7","SDHC",0.374,0.604,0.755
"NDUFS7","ATP5G1",NA,NA,NA
"NDUFS7","NDUFA3",1,0.807,0.886
"NDUFS7","NDUFB10",0.994,0.807,0.908
"NDUFS7","NDUFV1",1,0.834,0.796
"NDUFS7","RHOT2",0.458,0.354,0.578
"COX7A2L","HINT1",NA,0.359,0.452
"COX7A2L","COX5A",NA,0.767,0.749
"COX7A2L","COX7C",NA,0.587,0.812
"GRIN3B","GRIK5",0.563,0.211,0.67
"TPSG1","IL13",0,0.391,0.726
"RGS2","PRKCG",0,0.399,0.646
"RGS2","TRIM47",0,0.45,1
"RGS2","GNAI2",0.352,0.441,0.738
"SELL","CD7",0,0.53,0.804
"SELL","AKT1",0.405,0.273,0.501
"SELL","ANXA5",0.484,0.351,0.407
"SELL","ITGA2B",0.382,0.395,0.613
"SELL","CXCR4",0.269,0.374,0.517
"SELL","LAMP1",0.448,0.479,0.708
"SELL","IL6R",0.296,0.423,0.455
"SELL","TNF",0.437,0.329,0.583
"SELL","MSN",0.4,0.468,0.362
"SELL","SPN",0.157,0.644,0.553
"SELL","NTAN1",0,0.08,NA
"SELL","STAT3",0.294,0.251,0.488
"SELL","ELF4",0.287,0.293,0.24
"SELL","IL13",1,0.158,0
"SELL","VWF",0.39,0.508,0.39
"SELL","STAT5A",0.272,0.191,0.239
"SELL","IL7R",0.285,0.401,0.841
"GLRX","AKT1",0.188,0.26,0.518
"GLRX","TXNRD2",0.57,0.135,0.609
"GLRX","MARS",0.173,0.205,0.617
"GLRX","EEF1G",0.148,0.131,0.673
"GLRX","RRM2",0.34,0.258,1
"EGR1","IRF2",0.796,0.614,0.658
"EGR1","IRF7",0.766,0.594,0.871
"EGR1","CDKN1C",0.254,0.533,0.95
"EGR1","SDHC",0.189,0.267,0.323
"EGR1","DAXX",0.287,0.577,0.827
"EGR1","ALOX5AP",0.241,0.26,0.451
"EGR1","BST2",0.442,0.42,0.37
"EGR1","LHX2",1,1,NA
"EGR1","HRAS",0.372,0.535,0.575
"EGR1","PITX1",0.754,0.077,0.766
"EGR1","GDF15",0.287,0.483,0.619
"EGR1","SOCS1",0.256,0.489,0.709
"EGR1","ADAR",0.421,0.458,0.781
"EGR1","IER2",0.656,0.497,1
"EGR1","HSPB1",0.438,0.497,0.563
"EGR1","CAMK2A",0.26,0.471,0.602
"EGR1","NR5A1",0.792,0.579,0.814
"EGR1","TNF",0.583,0.549,0.13
"EGR1","SP1",0.708,0.62,0.623
"EGR1","HLA-G",0.298,0.417,0.278
"EGR1","IRF3",0.7,0.613,0.943
"EGR1","IFIT2",0.477,0.413,0.655
"EGR1","GATA2",0.746,0.544,1
"EGR1","IFITM1",1,0.419,0.091
"EGR1","STAT3",0.717,0.554,0.786
"EGR1","SRF",0.723,0.584,1
"EGR1","AKT1",0.354,0.513,0.684
"PPP3CC","CALB2",0.182,0.158,0.408
"PPP3CC","PLCB2",0.323,0.373,1
"PPP3CC","CALML5",0.092,0.361,0.481
"PPP3CC","PPP2R5A",0.523,0.556,0.615
"PPP3CC","AKT1",0.347,0.272,0.525
"PPP3CC","MYL3",0.139,0.074,0.496
"PPP3CC","LIMK2",0.559,0.362,0.616
"PPP3CC","PLCB3",0.743,0.33,0.604
"PPP3CC","CAMK2A",0.505,0.29,0.478
"PPP3CC","PIP5K1C",0.43,0.195,0.423
"PPP3CC","HCK",0.465,0.248,0.349
"PPP3CC","BAD",0.373,0.27,0.586
"PPP3CC","KCNIP2",0.287,0.149,0.51
"PPP3CC","PPP2R4",NA,NA,NA
"PPP3CC","MEF2D",0.269,0.169,0.305
"PPP3CC","NFATC4",0.278,0.445,0.502
"PPP3CC","ANAPC2",1,0.286,0.617
"PPP3CC","PPP1R1B",0.289,0.653,0.82
"PPP3CC","EPHB3",0.131,0.164,0.496
"PPP3CC","BIN2",0.498,0.14,0.22
"PPP3CC","RIPK1",0.389,0.283,0.536
"PPP3CC","CABP2",0,0.19,0.319
