"symbol1","symbol2","MF","BP","CC"
"FANCG","FTSJ3",0.555,0.22,0.723
"FAU","MSN",0.712,NA,NA
"FAU","MYL6",0.712,NA,NA
"FAU","NPM1",1,NA,NA
"FAU","PCBP1",1,NA,NA
"FAU","PSMB4",0.712,NA,NA
"FAU","RPL4",1,NA,NA
"FAU","RPL7",1,NA,NA
"FAU","RPL8",1,NA,NA
"FAU","RPL10",1,NA,NA
"FAU","RPL11",1,NA,NA
"FAU","RPL15",1,NA,NA
"FAU","RPL18",1,NA,NA
"FAU","RPL30",1,NA,NA
"FAU","RPL27A",1,NA,NA
"FAU","RPL32",1,NA,NA
"FAU","RPL36AL",0.712,NA,NA
"FAU","RPL37",1,NA,NA
"FAU","RPL37A",1,NA,NA
"FAU","RPL41",1,NA,NA
"FAU","RPLP0",1,NA,NA
"FAU","RPLP2",0.712,NA,NA
"FAU","MRPS12",1,NA,NA
"FAU","RPN1",1,NA,NA
"FAU","RPS2",1,NA,NA
"FAU","RPS9",1,NA,NA
"FAU","RPS21",1,NA,NA
"FAU","RPS23",1,NA,NA
"FAU","SET",0.712,NA,NA
"FAU","SH3GL1",0.712,NA,NA
"FAU","STK24",0.712,NA,NA
"FAU","RPL14",1,NA,NA
"FAU","ARPC5",0.712,NA,NA
"FAU","RPL35",1,NA,NA
"FAU","GABARAP",0.712,NA,NA
"FAU","RPL13A",1,NA,NA
"FAU","VPS28",0.712,NA,NA
"FAU","MRPL16",0.667,NA,NA
"FAU","MRPL17",0.403,NA,NA
"FAU","MRPS24",1,NA,NA
"FAU","POLR2J2",0.104,NA,NA
"FGF8","GBX2",0.231,0.796,NA
"FGF8","MSX1",0.186,0.463,0.64
"FGF8","LHX2",0.28,0.977,NA
"FHIT","HINT1",0.652,0.739,0.799
"FHIT","MDH2",0.45,0.367,0.72
"FOXM1","KIFC1",0.472,0.294,0.902
"FOXM1","PLK1",0.671,0.612,1
"FOXM1","RRM2",0.632,0.339,0.622
"FOXM1","SP1",0.796,0.585,1
"FOXM1","STAT3",0.831,0.434,1
"FOXM1","TACC3",1,0.394,0.751
"FLII","GNAI2",0.647,NA,0.747
"FLII","HSPB1",0.622,NA,0.746
"FLII","RPL7",0.722,NA,0.721
"FLII","RPLP2",0.765,NA,0.669
"FLII","RPS9",0.634,NA,0.75
"FLII","HDAC3",0.593,NA,0.771
"FLII","ARPC1B",0.834,NA,0.683
"FLII","MYBBP1A",0.572,NA,0.765
"FLII","NUDC",0.762,NA,0.914
"FRG1","GTF2F1",0.679,1,0.532
"FRG1","MSN",0.726,0.622,0.373
"FRG1","NPM1",0.617,0.684,0.595
"FRG1","PCBP1",0.826,1,0.563
"FRG1","PSMA4",0.758,0.366,0.559
"FRG1","PSMA7",0.76,0.366,0.529
"FRG1","PSMB4",0.758,0.366,0.546
"FRG1","RPL4",0.831,0.726,0.576
"FRG1","RPL11",0.763,0.726,0.599
"FRG1","RPL18",0.682,0.726,0.551
"FRG1","RPL32",0.682,0.726,0.417
"FRG1","RPL36AL",1,NA,0.529
"FRG1","RPL37",0.682,0.726,0.401
"FRG1","RPL37A",0.831,0.726,0.481
"FRG1","RPS9",0.743,0.726,0.619
"FRG1","RPS23",0.831,0.726,0.532
"FRG1","RRM2",0.671,0.27,0.513
"FRG1","SET",0.635,0.728,0.574
"FRG1","SF3A2",0.915,1,0.679
"FRG1","PIAS1",0.566,0.638,0.583
"FRG1","HDAC3",0.596,0.612,0.538
"FRG1","RPL14",0.8,0.726,0.417
"FRG1","MTA2",0.611,0.564,0.545
"FRG1","MPHOSPH6",1,0.724,0.629
"FRG1","NUDC",0.741,0.405,0.578
"FRG1","RPL35",0.71,0.726,0.582
"FRG1","PSME4",0.622,0.556,0.525
"FRG1","CPSF1",0.771,1,0.559
"FRG1","EXOSC3",0.808,0.728,0.573
"FRG1","LSM7",0.85,1,0.593
"FRG1","PAF1",0.719,0.704,0.49
"FRG1","CTNNBL1",0.821,1,0.607
"FRG1","XAB2",1,1,0.649
"FRG1","LSM2",0.777,1,0.567
"FRG1","FTSJ3",0.667,0.532,0.628
"FSHR","HTR4",0.615,0.407,0.833
"FSHR","SCTR",0.535,0.459,0.714
"FSHR","ADM2",0.636,0.472,0.599
"FTL","MYOG",0.571,0.039,0.586
"FTL","RPLP0",0.557,0.108,0.741
"FTL","MPHOSPH6",1,0.026,0.566
"NR5A1","PITX1",0.829,0.394,0.871
"NR5A1","SMARCD3",0.537,0.476,0.737
"NR5A1","SP1",0.797,0.549,0.747
"NR5A1","THRA",0.817,0.713,0.96
"NR5A1","PIAS1",0.652,0.445,0.881
"NR5A1","THOC2",0.63,0.364,0.668
"GATA2","SPI1",0.86,0.62,0.929
"GATA2","STAT3",0.84,0.467,0.899
"GATA2","TAL1",0.875,0.549,0.751
"GATA2","HDAC3",0.673,0.492,0.815
"GATA2","ZBTB32",0.765,0.408,0.97
"GATA2","ZFPM1",0.865,0.513,0.813
"GGT1","GCLM",0.207,0.537,0.445
"GGT1","GSS",0.503,0.586,0.839
"GGT1","GSTM1",0.4,0.363,0.659
"GGT1","CSAD",NA,NA,NA
"GJA8","LIM2",NA,0,0.861
"GCLM","GSS",0.331,0.683,0.627
"GCLM","CNDP2",0.02,1,0.626
"GLUD2","GNB2",0.244,0.109,0.714
"GLUD2","GYS1",0.205,0.753,0.714
"GLUD2","IDH2",0.179,0.54,1
"GLUD2","MDH2",0.229,0.587,1
"GLUD2","PGK1",0.468,0.286,0.714
"GLUD2","PSMA4",0.251,0.317,0.816
"GLUD2","PSMA7",0.258,0.317,0.812
"GLUD2","PSMB4",0.251,0.317,0.812
"GLUD2","PSMC4",0.251,0.302,0.771
"GLUD2","RRM2",0.233,0.091,0.714
"GLUD2","SDHC",0.155,0.551,1
"GLUD2","ATP6V1F",0.182,0.074,0.714
"GLUD2","COX5A",0.285,0.625,0.872
"GNAI2","GNB1",0.794,0.683,0.857
"GNAI2","GNB2",0.794,0.67,0.815
"GNAI2","HCK",0.607,0.476,0.777
"GNAI2","HRAS",0.828,0.591,0.792
"GNAI2","KIFC1",0.617,0.157,0.744
"GNAI2","MYL6",0.617,0.121,0.763
"GNAI2","NPM1",0.54,0.437,0.808
"GNAI2","PCBP1",0.628,0.339,0.864
"GNAI2","PCBP2",0.676,0.337,0.864
"GNAI2","PGK1",0.563,0.343,0.815
"GNAI2","PLK1",0.634,0.405,0.773
"GNAI2","PPIB",0.587,0.237,0.737
"GNAI2","RPL7",0.646,0.223,0.766
"GNAI2","RPLP0",0.579,0.252,0.783
"GNAI2","RPS9",0.574,0.336,0.83
"GNAI2","SP1",0.592,0.395,0.662
"GNAI2","ZBED1",0.55,0.633,0.633
"GNAI2","PTPRU",0.561,0.353,0.653
"GNAI2","ARPC5",0.623,0.349,0.75
"GNAI2","ARPC1B",0.623,0.259,0.698
"GNAI2","RGS14",0.547,0.501,0.777
"GNAI2","ARHGAP17",0.599,0.321,0.802
"GNAI2","PDCL3",0.609,0.273,0.771
"GNAI2","SLC44A4",0.034,0.173,0.76
"GNAI2","TUBB",0.655,0.539,0.76
"GNB1","GNB2",1,0.638,0.871
"GNB1","MARS",0.048,0.353,0.781
"GNB1","MSN",0.709,0.349,0.691
"GNB1","NONO",0.655,0.294,0.615
"GNB1","PCBP2",0.78,0.307,0.805
"GNB1","PEPD",0.681,0.448,0.7
"GNB1","PGK1",0.539,0.363,0.845
"GNB1","PLK1",0.671,0.334,0.516
"GNB1","PPIB",0.688,0.245,0.687
"GNB1","PPP3CC",0.649,0.21,0.626
"GNB1","PSMA7",0.752,0.178,0.679
"GNB1","PSMB4",0.749,0.178,0.688
"GNB1","PSMC4",0.831,0.19,0.679
"GNB1","RAB5C",0.815,0.331,0.782
"GNB1","RPL4",0.699,0.187,0.755
"GNB1","RPL7",0.69,0.195,0.705
"GNB1","RPL8",0.49,0.194,0.653
"GNB1","RPL10",0.648,0.274,0.731
"GNB1","RPL11",0.644,0.306,0.775
"GNB1","RPL18",0.49,0.194,0.697
"GNB1","RPL30",0.699,0.231,0.745
"GNB1","RPL27A",0.699,0.187,0.741
"GNB1","RPLP0",0.629,0.247,0.737
"GNB1","RPLP2",0.697,0.187,0.806
"GNB1","RPN1",0.664,0.28,0.699
"GNB1","RPS2",0.685,0.205,0.79
"GNB1","RPS9",0.618,0.255,0.756
"GNB1","SH3GL1",0.737,0.572,0.672
"GNB1","SURF4",1,0.267,0.723
"GNB1","UGP2",0.65,0.068,0.783
"GNB1","RPL14",0.688,0.199,0.805
"GNB1","ATP6V1F",0.66,0.341,0.822
"GNB1","ARPC5",0.736,0.347,0.67
"GNB1","ARPC1B",0.736,0.243,0.626
"GNB1","AGPAT1",0.665,0.378,0.699
"GNB1","CAMKK2",0.451,0.522,0.697
"GNB1","USP22",0.619,0.287,0.476
"GNB1","HARS2",0.671,0.149,0.669
"GNB1","RPL13A",0.5,0.29,0.664
"GNB1","PYCR2",0.637,0.281,0.503
"GNB1","SEC61A1",0.644,0.072,0.703
"GNB1","VPS28",0.804,0.162,0.812
"GNB1","CAB39",0.629,0.518,0.746
"GNB1","PPAN",0.485,0.189,0.561
"GNB1","THOC2",0.723,0.219,0.416
"GNB1","UBL5",0.649,0.301,0.665
"GNB1","SMAP1",NA,0.259,NA
"GNB1","YIF1B",NA,0.313,0.536
"GNB1","TRAPPC5",0.775,0.08,0.415
"GNB1","TUBB",0.621,0.481,0.673
"GNB2","GNL1",0.375,0.582,0.745
"GNB2","GTF2H4",0.676,0.252,0.526
"GNB2","MARS",0.048,0.197,0.807
"GNB2","MYL6",0.681,0.109,0.763
"GNB2","NONO",0.655,0.29,0.649
"GNB2","PCBP1",0.678,0.328,0.816
"GNB2","PGK1",0.539,0.223,0.866
"GNB2","PLK1",0.671,0.215,0.56
"GNB2","POR",0.578,0.259,0.8
"GNB2","PPIB",0.688,0.282,0.809
"GNB2","PSMA4",0.749,0.194,0.709
"GNB2","PSMA7",0.752,0.194,0.706
"GNB2","PSMB4",0.749,0.194,0.716
"GNB2","PSMC4",0.831,0.222,0.691
"GNB2","RAB5C",0.815,0.266,0.798
"GNB2","RPL4",0.699,0.217,0.84
"GNB2","RPL7",0.69,0.171,0.793
"GNB2","RPL11",0.644,0.192,0.796
"GNB2","RPLP0",0.629,0.199,0.814
"GNB2","RPLP2",0.697,0.217,0.903
"GNB2","RPN1",0.664,0.329,0.711
"GNB2","RPS2",0.685,0.206,0.882
"GNB2","RPS9",0.618,0.231,0.84
"GNB2","SH3GL1",0.737,0.576,0.71
"GNB2","STAT3",0.64,0.305,0.755
"GNB2","STAT5A",0.691,0.198,0.655
"GNB2","SURF4",1,0.255,0.713
"GNB2","RAB11B",0.72,0.164,0.756
"GNB2","ATP6V1F",0.66,0.234,0.834
"GNB2","ARPC5",0.736,0.337,0.781
"GNB2","ARPC1B",0.736,0.28,0.777
"GNB2","PRMT5",0.519,0.158,0.691
"GNB2","CAMKK2",0.451,0.412,0.749
"GNB2","GABARAP",0.657,0.266,0.644
"GNB2","HARS2",0.671,0.186,0.719
"GNB2","RPL13A",0.5,0.23,0.745
"GNB2","TIMM13",0.379,0.055,0.544
"GNB2","ANAPC2",1,0.07,0.62
"GNB2","SEC61A1",0.644,0.035,0.716
"GNB2","FIS1",0.764,0.176,0.652
"GNB2","VPS28",0.804,0.114,0.844
"GNB2","PPAN",0.485,0.019,0.61
"GNB2","LSM2",0.67,0.2,0.559
"GNB2","UBL5",0.649,0.343,0.723
"GNB2","SMAP1",NA,0.089,NA
"GNB2","PDCL3",0.693,0.232,0.757
"GNB2","FTSJ3",0.573,0.007,0.608
"GNB2","TRAPPC5",0.775,0.092,0.48
"GNB2","TUBB",0.621,0.367,0.721
"GNB2","POLR2J2",0.156,NA,0.232
"GNB2","TUBB2B",0.661,0.246,0.692
"GNL1","P2RY11",0.216,0.581,0.637
"GNL1","RANGAP1",0.366,0.169,0.669
"GNL1","RPL4",0.698,0.333,0.732
"GNL1","RPL7",0.605,0.303,0.692
"GNL1","RPL10",0.583,0.369,0.7
"GNL1","RPL11",0.534,0.346,0.743
"GNL1","RPL15",0.606,0.329,0.717
"GNL1","RPL30",0.698,0.347,0.695
"GNL1","RPL27A",0.698,0.333,0.672
"GNL1","RPL32",0.739,0.329,0.592
"GNL1","RPLP0",0.587,0.333,0.7
"GNL1","RPLP2",0.703,0.333,0.697
"GNL1","RPS2",0.493,0.335,0.781
"GNL1","RPS9",0.539,0.352,0.752
"GNL1","RPS23",0.698,0.278,0.658
"GNL1","EIF4G3",0.437,0.408,0.529
"GNL1","RPL14",0.606,0.324,0.713
"GNL1","MYBBP1A",0.447,0.46,0.765
"GNL1","RPL13A",0.682,0.408,0.626
"GNL1","KPNA6",0.328,0.104,0.744
"GNL1","GSPT2",0.419,0.29,0.499
"GNL1","CPSF1",0.413,0.25,0.782
"GNL1","PRMT8",0.225,0.371,0.541
"GNL1","PPAN",0.455,0.189,0.682
"GNL1","SH3GLB2",0.408,NA,0.803
"GNL1","ZNF598",0.4,0.292,NA
"GNL1","FTSJ3",0.378,0.109,0.704
"GP9","ITGA2B",1,0.096,0.624
"GP9","VWF",1,0.632,0.4
"UTS2R","FFAR2",0.765,0.463,0.986
"UTS2R","PLCB2",0,0.587,0.657
"UTS2R","PLCB3",0.219,0.75,0.635
"UTS2R","RGS2",0.251,0.579,0.826
"UTS2R","PROK2",0.189,0.611,0.669
"FFAR2","PLCB2",0.193,0.278,0.631
"FFAR2","PLCB3",0.605,0.303,0.599
"FFAR2","RGS2",0.653,0.211,0.8
"FFAR2","PROK2",0.648,0.455,0.599
"GRN","HK3",0.084,0.569,0.794
"GRN","NPM1",0.602,0.403,0.584
"GRN","IFI30",0.719,0.458,0.786
"GRN","SEC61A1",0.599,0.233,0.715
"GRM4","NPY",0.396,0.544,0.765
"GRM4","CXCR4",0.408,0.497,0.818
"GRM4","RGS14",0.241,0.474,0.757
"GRM4","NPW",0.541,0.541,0.741
"GSS","GSTM1",0.688,0.325,0.793
"GSS","IRF3",0.676,0.396,0.817
"GSS","MSN",0.608,0.216,0.594
"GSS","CNDP2",0.279,1,0.924
"GTF2F1","GTF2H4",0.586,0.698,0.809
"GTF2F1","IRF2",0.653,0.696,0.778
"GTF2F1","IRF3",0.73,0.563,0.798
"GTF2F1","IRF7",0.648,0.52,0.785
"GTF2F1","PCBP1",0.686,0.683,0.756
"GTF2F1","PCBP2",0.708,0.664,0.823
"GTF2F1","POLR2L",0.491,0.834,0.787
"GTF2F1","PSMA7",0.625,0.348,0.732
"GTF2F1","PSMB4",0.61,0.348,0.741
"GTF2F1","SRF",0.612,0.521,0.802
"GTF2F1","SF3A2",0.689,0.608,0.667
"GTF2F1","HDAC3",0.7,0.501,0.751
"GTF2F1","MTA2",0.708,0.489,0.817
"GTF2F1","PRMT5",0.536,0.354,0.76
"GTF2F1","NUDC",0.614,0.392,0.762
"GTF2F1","CPSF1",0.647,0.546,0.754
"GTF2F1","PAF1",0.66,0.619,0.791
"GTF2F1","XAB2",1,0.675,0.699
"GTF2F1","MUS81",0.505,0.44,0.735
"GTF2F1","TUBB",0.574,0.471,0.68
"GTF2F1","POLR2J2",0.082,NA,0.757
"GTF2H4","MARS",0.094,0.405,0.573
"GTF2H4","NONO",0.76,0.433,0.804
"GTF2H4","NPM1",0.552,0.476,0.66
"GTF2H4","P2RY11",0.341,0.33,0.38
"GTF2H4","POLR2L",0.602,0.825,0.763
"GTF2H4","PPIB",0.569,0.071,0.608
"GTF2H4","PSMA4",0.639,0.296,0.661
"GTF2H4","PSMB4",0.639,0.296,0.656
"GTF2H4","PSMC4",0.721,0.444,0.636
"GTF2H4","RPL4",0.636,0.412,0.632
"GTF2H4","RPLP2",0.604,0.412,0.438
"GTF2H4","RPN1",0.632,0.472,0.501
"GTF2H4","RPS2",0.628,0.425,0.682
"GTF2H4","SH3GL1",0.645,0.416,0.51
"GTF2H4","USP5",0.565,0.24,0.396
"GTF2H4","SF3A2",0.665,0.46,0.63
"GTF2H4","CLPP",0.627,0.294,0.422
"GTF2H4","HDAC3",0.561,0.445,0.683
"GTF2H4","ZBED1",0.707,0.907,0.696
"GTF2H4","PRMT5",0.57,0.303,0.706
"GTF2H4","ZNHIT1",0.593,0.134,0.699
"GTF2H4","MYBBP1A",0.507,0.507,0.711
"GTF2H4","POLD3",0.626,0.662,0.7
"GTF2H4","RPL35",0.478,0.41,0.553
"GTF2H4","USP22",0.565,0.454,0.71
"GTF2H4","HARS2",0.629,0.396,0.554
"GTF2H4","GSPT2",0.657,0.407,0.327
"GTF2H4","TIMM13",0.315,0.038,0.44
"GTF2H4","ANAPC2",1,0.092,0.665
"GTF2H4","CPSF1",0.614,0.491,0.711
"GTF2H4","PYCR2",0.564,0.367,0.461
"GTF2H4","PAF1",0.605,0.528,0.679
"GTF2H4","PPAN",0.464,0.33,0.582
"GTF2H4","XAB2",1,0.708,0.629
"GTF2H4","MUS81",0.502,0.583,0.668
"GTF2H4","FTSJ3",0.583,0.17,0.606
"GTF2H4","TRAPPC5",0.614,0.084,0.284
"GTF2H4","TUBB",0.565,0.398,0.611
"GTF2H4","POLR2J2",0.325,NA,0.757
"GYS1","MDH2",0.316,0.796,0.673
"GYS1","UGP2",0.505,1,0.825
"GYS1","GABARAP",0.527,0.098,0.662
"GYS1","DNAJC9",0.55,0,0.841
"GYS1","SLC44A4",0.039,0.074,0.735
"HBD","HBE1",1,1,1
"HBD","HBQ1",0.946,0.8,0.747
"HBD","HBZ",0.946,0.8,0.821
"HBD","CYGB",0.656,0.172,0.515
"HBE1","HBQ1",0.946,0.8,0.747
"HBE1","HBZ",0.946,0.8,0.821
"HBZ","SP1",0.553,0.11,0.365
"HCFC1","IRF2",0.649,0.597,0.681
"HCFC1","NONO",0.664,0.452,0.736
"HCFC1","SP1",0.643,0.604,0.722
"HCFC1","SAP30",0.579,1,0.669
"HCFC1","MTA1",0.627,0.558,0.76
"HCFC1","MTA2",0.664,0.557,0.776
"HCFC1","SIN3B",0.579,0.56,0.708
"HCFC1","ANAPC2",1,0.227,0.684
"HCFC1","SUDS3",0.545,0.576,0.739
"HCK","HRAS",0.587,0.643,0.752
"HCK","IL6R",0.484,0.576,0.521
"HCK","IRF2",0.646,0.552,0.738
"HCK","MSN",0.67,0.519,0.662
"HCK","PLAUR",0.663,0.623,0.716
"HCK","RPL10",0.598,0.379,0.699
"HCK","SOS1",0.617,0.633,0.758
"HCK","STAT3",0.611,0.59,0.79
"HCK","VAV1",0.737,0.564,0.702
"HCK","ADAM15",0.601,0.457,0.596
"HCK","PSTPIP1",0.674,0.516,0.825
"HCK","ARPC1B",0.61,0.417,0.701
"HCK","TNK2",0.739,0.641,0.688
"HCK","SH3BP1",0.607,0.453,0.685
"HCK","ILKAP",1,NA,0.702
"HINT1","MDH2",0.344,0.365,0.81
"HINT1","NDUFB7",0.416,0.349,0.606
"HINT1","NDUFB10",0.557,0.349,0.541
"HINT1","NDUFV1",0.416,0.397,0.69
"HINT1","P2RY11",0.27,0.515,0.691
"HINT1","PGK1",0.394,0.522,0.816
"HINT1","POLR2L",0.436,0.624,0.743
"HINT1","PPIB",0.389,0.246,0.718
"HINT1","PSMA4",0.694,0.462,0.788
"HINT1","PSMA7",0.645,0.462,0.771
"HINT1","PSMB4",0.694,0.462,0.787
"HINT1","PSMC4",0.694,0.475,0.761
"HINT1","RPL11",0.43,0.517,0.833
"HINT1","RPL32",0.355,0.531,0.713
"HINT1","RPL36AL",0.68,NA,0.852
"HINT1","RPS2",0.456,0.528,0.858
"HINT1","RPS9",0.414,0.545,0.829
"HINT1","RPS23",0.516,0.469,0.777
"HINT1","SP1",0.37,0.614,0.7
"HINT1","TBCA",0.5,0.369,0.788
"HINT1","UQCRC2",0.622,0.396,0.642
"HINT1","CLPP",0.602,0.453,0.557
"HINT1","SAP30",0.541,1,0.783
"HINT1","HDAC3",0.453,0.547,0.859
"HINT1","RPL14",0.479,0.505,0.786
"HINT1","MTA2",0.397,0.483,0.831
"HINT1","ATP6V1F",0.491,0.33,0.751
"HINT1","NUDC",0.466,0.475,0.821
"HINT1","RPL35",0.352,0.51,0.79
"HINT1","DNAJC9",0.509,0.164,0.917
"HINT1","RPL13A",0.352,0.53,0.73
"HINT1","TXN2",0.68,0.253,0.674
"HINT1","TIMM13",0.247,0.149,0.58
"HINT1","UQCRQ",0.273,0.431,0.588
"HINT1","CHCHD2",0.53,0.542,0.736
"HINT1","LSM7",0.462,0.48,0.651
"HINT1","MRPL16",0.178,0.426,0.613
"HINT1","PPAN",0.325,0.189,0.691
"HINT1","UBL5",0.453,0.564,0.808
"HINT1","MRPL17",0.29,0.346,0.613
"HINT1","MRPL21",0.355,0.346,0.613
"HK3","UGP2",0.084,0.419,0.818
"HLA-DMA","HLA-DQA2",0,0.634,0.679
"HLA-DMA","HLA-DRA",1,0.695,0.775
"HLA-DMA","HLA-DRB1",1,0.707,0.783
"HLA-DMA","HLA-G",0.249,0.35,0.66
"HLA-DMA","VAMP8",0.249,0.219,0.68
"HLA-DMA","IFI30",0.249,0.76,0.748
"HLA-DQA2","HLA-DRB1",0,0.922,0.912
"HLA-DQA2","HLA-G",0.118,0.666,0.886
"HLA-DRA","HLA-DRB1",0.719,0.88,0.99
"HLA-DRB1","HLA-G",0.399,0.588,0.848
"HLA-DRB1","IRF2",0.15,0.471,0.473
"HLA-DRB1","IRF3",0.099,0.353,0.591
"HLA-DRB1","IRF7",0.157,0.386,0.652
"HLA-DRB1","MSN",0.126,0.193,0.664
"HLA-DRB1","CXCR4",0.063,0.328,0.802
"HLA-DRB1","IFI30",0.22,0.845,0.615
"HLA-DRB1","OSBPL1A",0.116,0.416,0.717
"HLA-G","KIR2DL1",0.746,0.625,0.666
"HLA-G","SEC61A1",0.678,0.025,0.721
"HMGN2","RPL4",0.881,0,0.797
"HMGN2","RPL7",0.853,0,0.762
"HMGN2","RPL8",0.78,0,0.63
"HMGN2","RPLP0",0.806,0,0.768
"HMGN2","RPLP2",0.78,0,0.762
"HMGN2","RPS2",0.786,0,0.824
"TLX1","PPP2R5A",0.605,NA,NA
"HOXC4","NCK2",0.54,0.382,0.849
"HRAS","ITGB4",0.569,0.412,0.59
"HRAS","NPM1",0.544,0.616,0.74
"HRAS","PRKCG",0.299,0.543,0.845
"HRAS","RAB5B",0.86,0.338,0.79
"HRAS","SOS1",0.609,0.674,0.969
"HRAS","STK11",0.646,0.64,0.876
"HRAS","TP73",0.61,0.618,0.87
"HRAS","TSC2",0.609,0.592,0.838
"HRAS","VAV1",0.585,0.584,0.926
"HRAS","SOCS1",0.516,0.496,0.807
"HRAS","SLC9A3R2",0.712,0.557,0.707
"HRAS","RASGRP2",0.443,0.632,0.926
"HRAS","RABAC1",0.667,NA,0.93
"HRAS","RGS14",0.548,0.506,0.717
"HRAS","FRS3",0.631,0.61,1
"DNAJB2","FIS1",0.625,0.296,0.633
"HSPB1","NPM1",0.686,0.452,0.819
"HSPB1","PSMA4",0.608,0.262,0.902
"HSPB1","PSMA7",0.679,0.262,0.897
"HSPB1","PSMB4",0.608,0.262,0.916
"HSPB1","PSMC4",0.608,0.264,0.827
"HSPB1","STAT3",0.715,0.536,0.797
"HSPB1","TNF",0.688,0.538,0.641
"HSPB1","UNG",0.545,0.3,0.736
"HSPB1","SQSTM1",0.765,0.557,0.713
"HSPB1","PSME4",0.554,0.367,0.822
"HTR3A","HTR4",0.419,0.662,0.809
"HTR4","SCTR",0.548,0.739,0.78
"HTR4","ADM2",0.275,0.608,0.689
"IDH2","MDH2",0.348,0.711,0.967
"IDH2","NDUFB10",0.444,0.335,0.741
"IDH2","NDUFV1",0.172,0.423,0.815
"IDH2","PEPD",0.391,0.58,0.826
"IDH2","PPIB",0.292,0.028,0.583
"IDH2","PSMA4",0.431,0.219,0.63
"IDH2","PSMA7",0.552,0.219,0.616
"IDH2","PSMC4",0.431,0.275,0.538
"IDH2","RPL4",0.412,0.215,0.641
"IDH2","RPL11",0.347,0.158,0.674
"IDH2","RPLP0",0.353,0.18,0.613
"IDH2","RPLP2",0.412,0.215,0.652
"IDH2","MRPS12",0.412,0.23,0.786
"IDH2","RPS2",0.365,0.214,0.687
"IDH2","RPS9",0.319,0.202,0.658
"IDH2","SDHC",0.116,0.603,0.657
"IDH2","UGP2",0.519,0.442,0.825
"IDH2","UQCRC2",0.402,0.467,0.765
"IDH2","CLPP",0.413,0.204,0.759
"IDH2","RPL14",0.398,0.204,0.666
"IDH2","COX5A",0.421,0.769,0.711
"IDH2","CCS",0.363,0.053,0.806
"IDH2","RPL35",0.246,0.199,0.592
"IDH2","GABARAP",0.351,0.116,0.495
"IDH2","TIMM13",0.297,0.001,0.733
"IDH2","FIS1",0.493,0.059,0.655
"IDH2","MRPL17",0.211,0.092,0.851
"IDH2","TRAPPC5",0.429,0.021,0.338
"IDH2","TUBB",0.333,0.216,0.643
"IFIT2","IRF2",0.782,0.658,0.795
"IFIT2","IRF3",0.725,0.583,0.915
"IFIT2","IRF7",0.792,0.498,0.884
"IGF2R","LAMP1",0.503,0.553,0.786
"IGF2R","MSN",0.523,0.389,0.737
"IGF2R","PLAUR",0.611,0.644,0.707
"IGF2R","RPL8",0.26,0.308,0.592
"IGF2R","RPN1",0.471,0.352,0.635
"IGF2R","SLC1A5",0.515,0.264,0.697
"IGF2R","VAMP8",0.451,0.521,0.819
"IGF2R","RPL14",0.497,0.334,0.64
"IGF2R","TGOLN2",1,0.5,0.842
"IGF2R","SEC61A1",0.443,0.219,0.636
"IL6R","SOS1",0.495,0.543,0.559
"IL6R","STAT3",0.558,0.54,0.554
"IL6R","PIAS1",0.438,0.492,0.357
"IL7R","ITGA2B",0.604,0.408,0.61
"IL7R","MSN",0.595,0.427,0.544
"IL7R","SPI1",0.522,0.485,0.578
"IL7R","STAT3",0.586,0.555,0.666
"IL7R","STAT5A",0.576,0.489,0.577
"IL13","STAT4",1,0.449,0.544
"INCENP","KIFC1",0.648,0.66,0.698
"INCENP","PLK1",1,0.372,0.908
"INCENP","RANGAP1",1,0,0.769
"INCENP","TACC3",1,0.468,0.72
"INCENP","POLD3",1,0.075,0.672
"INCENP","NUDC",1,0.273,0.734
"INCENP","CENPH",1,0,0.866
"INCENP","TUBB",1,0.448,0.693
"IRF2","IRF3",0.909,0.689,0.888
"IRF2","IRF7",0.957,0.648,0.848
"IRF2","SPI1",0.844,0.616,0.789
"IRF2","CXCR4",0.51,0.539,0.589
"IRF2","IFI30",0.682,0.474,0.829
"IRF2","FOXK1",0.953,0.559,0.803
"IRF2","IRF2BP2",0.871,0.132,0.803
"IRF3","IRF7",0.895,0.888,0.963
"IRF3","PITX1",0.893,0.229,0.882
"IRF3","PPIB",0.633,0.19,0.711
"IRF3","STAT3",0.881,0.499,0.92
"IRF3","KHSRP",0.701,0.429,0.865
"IRF3","SOCS1",0.585,0.423,0.859
"IRF3","RIPK1",0.654,0.601,0.682
"IRF3","HDAC3",0.645,0.469,0.839
"IRF3","IFI30",0.653,0.305,0.828
"IRF7","UBE2V1",0.669,0.56,0.779
"IRF7","RIPK1",0.595,0.539,0.741
"IRF7","IFI30",0.677,0.312,0.809
"ITGA2B","ITGB4",0.652,0.373,0.655
"ITGA2B","PF4",0.659,0.377,0.685
"ITGA2B","SOS1",0.709,0.371,0.652
"ITGA2B","STAT5A",0.754,0.146,0.48
"ITGA2B","VWF",0.674,0.396,0.718
"ITGA2B","GIT1",1,0.123,0.573
"ITGB4","LAMA5",0.501,0.681,0.571
"KIFC1","P2RY11",0.228,0.097,0.609
"KIFC1","PCBP1",0.534,0.234,0.713
"KIFC1","PCNT",0.648,0.743,0.744
"KIFC1","PLK1",0.61,0.449,0.745
"KIFC1","POLR2L",0.397,0.111,0.63
"KIFC1","PPIB",0.434,0,0.655
