"ID_REF"	"GSM82381"	"GSM82382"	"GSM82383"	"GSM82384"	"GSM82385"	"GSM82386"	"GSM82387"	"GSM82388"	"GSM82389"	"GSM82390"	"GSM82391"	"GSM82392"
"200017_at"	12.36204171	12.38109673	12.21898153	12.1310156	12.36732864	12.43848618	12.47144698	12.32271305	12.37357502	12.52242519	12.29624129	12.28453425
"200018_at"	13.28704994	13.42869855	13.32329405	13.04617526	13.23041353	13.31757631	13.43589436	13.36284662	13.38210274	13.41063625	13.30587327	13.28750382
"200019_s_at"	11.89822704	12.26434904	12.13190268	11.87736409	11.93456823	12.24766621	12.37538559	11.98732721	12.31512087	12.5399079	12.23192382	12.21972661
"200020_at"	9.863337715	10.21720202	9.54709465	9.513023465	10.35249729	10.00631825	10.77007667	10.44089271	10.09211474	10.31226135	10.08261366	10.38193999
"200021_at"	13.47138472	13.44631533	13.38468464	13.42611818	13.39458732	13.34587587	13.22086871	13.26199007	13.30756301	13.33744296	13.32972017	13.27034288
"200022_at"	10.58447171	10.97771496	10.83743013	10.70478785	10.64254742	10.93375154	11.24813986	10.84482674	11.02127961	11.23695246	10.77802674	10.92061379
"200023_s_at"	10.61941469	10.97516619	10.62197279	10.56600413	10.87019502	11.06234978	11.43851345	10.993544	10.80882143	11.03101145	11.031699	10.9691511
"200024_at"	12.42823974	12.46868372	12.30530947	12.05818674	12.35487954	12.58963712	12.66130775	12.46740256	12.39584592	12.43271216	12.35518676	12.54939151
"200025_s_at"	13.05939272	13.09486503	13.045566	12.82780296	12.91939472	13.02689016	13.21971049	13.0308159	12.99004286	13.10068856	12.93184456	13.12965382
"200026_at"	12.2614955	12.42030681	12.31688218	12.0211414	12.21959879	12.03318026	12.47152879	12.24563013	12.23648888	12.81954189	12.35911781	12.19982416
"200027_at"	11.48103007	11.46053791	11.50168956	11.24688669	11.86953958	11.72265157	11.62530761	11.93201795	11.55039014	11.59886395	11.73657649	11.49219554
"200028_s_at"	11.63607363	12.09862517	12.42720746	11.73163008	11.81864972	11.61615613	12.13261947	11.91071686	11.44716689	11.56429226	11.87869913	12.4060066
"200029_at"	12.9220796	13.07916795	12.98087557	12.9906862	12.88122548	13.01416818	13.14701712	13.02576869	13.1239364	13.40960178	13.04369501	13.10104271
"200030_s_at"	13.78373649	13.86863666	13.93827874	13.97923623	13.94042779	13.71929444	13.82637983	13.80106914	13.59063055	13.5671466	13.68016125	13.68539574
"200031_s_at"	12.90946448	13.0878768	12.9066814	12.5423888	12.87283941	13.1438011	13.15203237	12.9997072	13.17981257	13.27237909	13.01677882	13.13927718
"200032_s_at"	12.99525492	13.12837062	13.0699076	12.85213933	12.92091451	13.08397725	13.37331333	13.22371494	13.1780845	13.30222257	13.14550341	13.02649933
"200033_at"	11.53621965	11.93634964	11.341243	11.87716779	12.03082928	11.91786984	11.94555707	11.67645271	11.48345084	11.90637188	11.40605096	11.40541213
"200034_s_at"	12.22391082	12.36258222	12.15132209	12.03123745	12.22862306	12.37761945	12.53209218	12.43807573	12.46788945	12.61512697	12.28357445	12.35516258
"200035_at"	10.13717314	10.09738364	10.22716015	10.25417607	10.17322458	9.982717612	10.32910717	10.21128852	9.849843947	10.10247571	10.25521722	10.09105442
"200036_s_at"	11.48332383	11.53887173	11.4262527	11.16464539	11.36951756	11.44677651	12.08072448	11.57199463	11.69142406	11.85639545	11.5855729	11.54287066
"200037_s_at"	9.622815429	9.708129503	9.471516789	9.779129016	9.827593979	9.375910443	10.17879023	9.803227628	9.394683169	9.720178546	9.655840344	9.52623692
"200038_s_at"	12.23059202	12.37756759	12.11739037	12.08244845	12.18776747	12.39352216	12.75696195	12.47336179	12.35744193	12.49756071	12.34897291	12.30978745
"200039_s_at"	11.07636437	11.1042751	11.02381407	11.10373562	11.31714658	10.75686895	10.87689234	11.04297467	10.78251636	11.21200186	10.98811987	10.90380566
"200040_at"	10.90434174	11.24551001	11.05788163	10.86588614	11.02867568	10.92107527	11.24856867	11.11390756	11.0229421	11.24462302	11.11436388	10.96386332
"200041_s_at"	11.15062296	11.40305845	10.95620978	11.70379398	11.33169548	11.3736372	11.90473423	11.56694727	11.4685861	11.53370181	11.53425539	11.39355672
"200042_at"	9.487379724	9.494388084	9.408025361	9.519835006	9.621650823	9.521801666	9.63850232	9.384432948	9.548456578	9.440981239	9.29986053	9.585307059
"200043_at"	11.49077049	11.48264842	11.38329581	11.24082431	11.49198513	11.41798048	11.62476236	11.38087747	11.56565842	11.84062909	11.50275656	11.32028346
"200044_at"	9.10655818	9.1306375	8.824226042	8.963778251	9.288696984	8.681002169	9.277660658	9.194475973	9.009471531	9.039921873	9.24118203	9.135019329
"200045_at"	9.704405817	9.654868773	9.65658762	9.838768366	9.93752032	9.943319777	10.00151099	9.851518095	9.820003935	9.771140444	9.736349857	9.887757046
"200046_at"	10.74142244	10.92962184	10.81442708	10.1666336	11.02757311	10.665229	11.1428647	11.08910715	10.80473859	10.82900698	10.89595178	11.1449894
"200047_s_at"	9.798222097	9.724738101	9.513431159	9.510366449	9.610546231	9.69033583	9.770917217	9.669738451	9.243717195	9.820013331	9.351936225	9.432409431
"200048_s_at"	10.92354918	10.93841813	10.93385765	10.82666166	11.07597558	10.82308706	11.01654519	10.92647652	11.09678684	11.2310482	10.9639054	11.01195707
"200049_at"	10.12099352	9.901314394	10.06396427	10.12880602	9.947794142	9.804793544	9.835895253	10.06112129	10.07040793	9.955904994	10.05194233	10.10041299
"200050_at"	8.553940088	8.603776397	8.405031737	8.265715119	8.556101052	8.229699689	8.896890742	8.705344275	8.172223301	8.59027992	8.427966814	8.20278913
"200051_at"	7.680336551	7.558195115	7.861613155	7.753484457	7.444141705	7.823198787	7.808945545	7.534463436	7.731959173	7.458827471	7.803028053	7.865511854
"200052_s_at"	8.841400093	9.036254769	8.854353299	8.936621301	9.400500012	9.227663459	9.331428829	9.283835021	9.041499848	9.132361472	9.070965747	9.095157328
"200053_at"	10.86319381	10.90485925	11.08979569	10.86820945	10.9032355	10.70082899	10.98051876	10.65585257	10.5995732	10.79567285	10.77501127	10.84826007
"200054_at"	8.486581784	8.188020551	8.321705736	8.432254138	8.4153032	8.405665493	8.540274312	8.446610254	8.535282349	8.505776528	8.549165172	8.369904917
"200055_at"	11.02233905	10.9843525	10.93718128	11.14577766	11.29581363	11.11365143	11.50809981	11.26690966	10.86431627	10.81307942	11.00925463	11.37631968
"200056_s_at"	8.050351344	7.682004228	7.827838407	7.905312883	8.075154081	7.827724359	8.272037506	8.090659573	7.746887143	8.071992666	7.97024352	7.872773107
"200057_s_at"	11.75507812	12.02121614	11.78696168	11.98103902	11.78862906	11.65870908	11.94712997	11.92444518	11.85442651	11.88133298	11.95679208	11.93834822
"200058_s_at"	9.440934546	9.502051095	9.314955455	9.649490519	9.673983092	9.29992237	9.776116309	9.4445465	9.344301905	9.619368279	9.43907677	9.490049988
"200059_s_at"	11.97015688	11.98670288	11.98095473	12.20128133	12.0867643	12.0285518	12.18030188	12.07336861	11.84623074	11.92319737	11.89576595	11.9279187
"200060_s_at"	10.51513613	10.63330544	10.55798491	10.54702835	10.659525	10.64262947	10.91850205	10.64625443	10.54317806	10.46538223	10.6509122	10.66354501
"200061_s_at"	13.38900918	13.55663309	13.47377478	13.11642837	13.36650549	13.3369608	13.53244626	13.42634677	13.48489852	13.61967151	13.5066628	13.43290933
"200062_s_at"	13.17719284	13.29101715	13.25283725	13.0033084	13.25710684	13.30849878	13.50864256	13.26420418	13.36404789	13.54363142	13.43731327	13.32034585
"200063_s_at"	12.02725089	11.84362208	11.67436121	12.09745084	11.95355946	11.84439783	12.32970709	11.98133115	11.86107385	12.07823193	11.95281261	11.67905364
"200064_at"	12.410301	12.57849296	12.55450577	12.69995036	12.78549122	13.05495423	12.98597344	13.04072488	12.87145754	13.01901742	12.92604464	12.86270548
"200065_s_at"	11.74596388	11.93154376	12.07271413	11.9251532	12.06885171	12.0839397	12.31355905	12.10768112	12.09972927	12.26548467	12.10865697	12.05481672
"200066_at"	9.783087069	9.800517928	9.990179901	10.06568152	10.02840466	9.874639386	10.36579006	10.05068757	10.34212954	10.40644168	10.06202915	10.31794413
"200067_x_at"	11.50566153	11.53226551	11.36742269	11.4329872	11.57074778	11.35007783	11.4354499	11.78500166	11.42293328	11.41660046	11.46564755	11.51137991
"200068_s_at"	12.52868444	12.40985575	12.3496874	12.37765525	12.42304343	12.53609121	12.44829794	12.6805004	12.67986704	12.48878769	12.51505021	12.65985497
"200069_at"	7.697267778	7.822204141	7.619181362	7.753937109	7.794578311	7.989327924	8.008505607	7.926359149	8.062478179	8.116815824	7.96407646	7.818101915
"200070_at"	8.323107063	8.236347907	8.259926305	7.892322271	8.33369728	8.123851206	8.775614649	8.448540981	8.170839271	8.470392336	8.285656659	8.341572903
"200071_at"	8.604462541	9.063068781	8.585880181	8.54650563	8.636138233	9.068223203	9.373621857	9.40715509	8.891517519	9.005004843	8.836153559	8.940968206
"200072_s_at"	8.906652384	9.399626404	8.961187678	9.313702666	9.04574924	9.269059472	9.845633216	9.134937732	9.141609295	9.487169312	9.301102057	9.271111835
"200073_s_at"	8.974293809	9.127115935	8.98297862	9.332513024	9.16396824	8.934894164	9.524223844	9.140529646	8.968984697	9.094508483	9.064914814	8.848117513
"200074_s_at"	11.26611447	11.61679479	11.42390541	10.93282096	11.20538444	11.06322545	11.60470387	11.37378399	11.24124741	11.68954198	11.36347299	11.13570596
"200075_s_at"	8.820209499	9.189581952	8.802935562	8.94574729	9.545391607	9.086782456	9.703567038	9.335968244	8.850768881	9.401643223	8.843978688	9.244135904
"200076_s_at"	8.958849753	9.000991285	9.009921137	9.008717309	9.088165825	8.95637133	9.014618516	9.080583339	9.002656281	9.116110474	9.083685793	9.006542375
"200077_s_at"	12.43403854	12.41162265	12.38998267	12.59035771	12.63671135	12.29790034	12.53094527	12.36576725	12.18007363	12.37499259	12.28813259	12.32695692
"200078_s_at"	9.444332368	9.630005887	9.422162949	9.590450629	9.733898999	9.375526536	9.583765874	9.556582384	9.364384956	9.747394428	9.391897566	9.698103865
"200079_s_at"	10.78689321	10.80321385	10.99632022	11.05760997	11.14799744	10.64819505	11.0219658	11.03545639	10.78843963	11.03064797	10.83392171	10.98412043
"200080_s_at"	11.82275049	11.68387359	11.68582494	11.95803757	11.96522393	11.66788474	12.05500595	11.97571068	11.42088207	11.94512518	11.61357232	11.5644039
"200081_s_at"	12.0423464	12.20451908	12.06093491	12.0068084	12.06023203	12.35343172	12.55917845	12.20988654	12.34351055	12.38391546	12.29451014	12.21211826
"200082_s_at"	11.31083531	11.70214854	11.61300322	11.12476858	11.65395646	11.61304044	12.21612506	11.57374702	11.71878433	12.02870035	11.56114853	11.69388304
"200083_at"	9.050713072	9.41215767	9.107096074	9.534052459	9.531043321	9.450876563	10.18622466	9.53763458	9.408096881	9.842222717	9.471813592	9.46417439
"200084_at"	11.29632838	11.30322918	11.31140961	10.96784582	11.32408971	11.33473094	11.56395511	11.48393082	11.32503211	11.26475364	11.4013638	11.20513354
"200085_s_at"	10.54954878	10.82995647	10.744022	9.996534658	10.7822538	10.64681527	11.16544118	10.6536455	10.45948619	10.88286449	10.54512957	10.82538137
"200086_s_at"	12.60152919	12.658333	12.64546902	12.44720421	12.71148446	12.53008369	12.70725226	12.54941727	12.39863252	12.4869311	12.33043093	12.50164291
"200087_s_at"	10.62946102	10.63081454	10.84195177	10.72218366	10.91227142	10.75839148	11.24446652	11.04822486	10.67093306	11.04722511	10.75278212	10.95121607
"200088_x_at"	11.85459063	12.17397213	12.06969381	11.94783149	11.9247755	11.85118741	12.23459467	12.03941048	12.25137507	12.56721569	12.2940891	12.01504421
"200089_s_at"	11.56780924	11.81904136	11.57391866	11.60253077	11.77794025	11.79166744	12.19284687	11.88389038	11.77895068	12.15478899	11.75285676	11.76433708
"200090_at"	10.57289939	10.51014894	10.630236	10.28595663	10.53248834	10.37273109	10.69071355	10.67822719	10.53310617	10.70701197	10.59834641	10.72925622
"200091_s_at"	11.98366539	12.11963988	12.00883259	11.67380492	11.86262994	11.83775718	12.45231638	12.10402385	12.00971561	12.24051373	11.95551727	11.80644942
"200092_s_at"	12.41842804	12.69015448	12.64813464	12.22646994	12.37476436	12.57883622	12.74554908	12.60419904	12.6028702	12.75062074	12.59297572	12.36560128
"200093_s_at"	10.4345314	10.43114024	10.56280233	10.45312466	10.58181055	10.29972815	10.5255708	10.17716124	10.07292342	10.51237006	10.14589378	10.52806874
"200094_s_at"	12.28332106	12.52580269	12.11132869	12.25283919	12.54730257	12.68767717	12.90487848	12.52520834	12.44406042	12.46267385	12.65724636	12.69616435
"200095_x_at"	13.0964286	13.23730519	13.21284198	12.92525201	13.08375065	13.10771869	13.45374603	13.29297099	13.2388809	13.42578462	13.19745408	13.3147773
"200096_s_at"	11.20856793	11.10808211	11.27952327	11.16195773	11.30996826	11.03347122	11.2258548	11.28297326	11.13967107	11.27000102	11.27009311	11.11009189
"200097_s_at"	10.2147751	10.0930474	10.19550235	10.41931677	10.56767463	10.313113	10.62716258	10.42231522	10.20569923	10.41292706	10.32385268	10.01894969
"200098_s_at"	10.11738035	10.33155156	10.30718395	10.35580539	10.41698094	10.23663004	10.61950946	10.26002755	10.2421681	10.65491057	10.28261545	10.43036708
"200099_s_at"	12.40953221	12.56260446	12.40700307	12.55539808	12.36771043	12.4975765	12.85931651	12.71310897	12.54746709	12.84994272	12.53747457	12.56511692
"200593_s_at"	9.623698982	9.622903515	9.646025204	10.03837375	9.988048124	9.79554444	10.27012778	9.684993766	9.587219594	9.671940916	9.538215831	9.728600662
"200594_x_at"	11.52681289	11.70378844	11.60961795	11.42190458	11.72139837	11.58902468	11.89151872	11.75724863	11.46705377	11.59981129	11.56164794	11.59062803
"200595_s_at"	10.0997439	9.996096634	9.781951847	9.942588945	10.3592337	10.49040894	10.57129467	10.38665303	10.08248064	9.953022794	10.11966629	9.963206146
"200596_s_at"	9.248100926	9.223745083	9.285295021	9.67995202	9.785091439	9.60981657	9.868487154	9.754048502	9.517411663	9.589335668	9.577303972	9.444953182
"200597_at"	7.972939115	7.851412866	7.752659335	8.009842772	7.887910824	8.094965882	8.310529775	7.95426323	7.898644929	8.012622931	8.132955887	7.904266658
"200598_s_at"	9.845698644	9.127115935	9.08687203	9.706014926	9.854671438	9.962255443	10.38139932	10.71199974	10.07724793	9.786767932	9.853100946	10.23909658
"200599_s_at"	11.09752189	10.67794736	10.57571489	11.17904788	10.91682239	11.00462988	11.59631362	11.79619905	11.22574802	11.3235031	11.17733343	11.43853941
"200600_at"	10.83500468	10.92499616	10.65849224	10.93846551	10.97977991	10.97315439	10.98390035	10.77925879	10.71226611	11.00762192	10.64319758	10.74483864
"200601_at"	9.36761526	10.19070311	9.714794884	9.815283044	9.774051051	9.819554477	9.945615539	9.694606745	9.942813106	9.923109073	10.09162436	9.890219821
"200602_at"	9.963077123	9.887533728	9.812877041	9.687240395	9.745155801	9.892582728	10.12698225	9.896035964	9.617845467	9.876992237	9.903987519	9.323730079
"200603_at"	11.70889586	11.4827493	11.89219899	11.88207232	11.57342012	11.9367283	12.07131109	11.82000995	11.41452125	11.61792486	11.66076991	11.36728195
"200604_s_at"	10.73518259	11.19152971	11.42356922	11.63053113	11.68680848	12.20144745	11.91531051	12.01001221	11.66727861	11.11541897	11.75728816	12.00341937
"200605_s_at"	12.18717588	12.03658523	12.4015438	12.51332366	12.32207122	12.53814642	12.51939064	12.48543912	11.91951981	11.98907723	12.21713201	12.11424763
"200606_at"	12.56139109	12.41468404	12.42590215	12.53223072	12.61941903	11.91052802	11.59132088	12.36150547	11.68268457	11.84345933	12.16984293	12.48358119
"200607_s_at"	8.971905364	8.898228739	9.004256711	9.677231246	9.41610413	9.710615196	9.647698504	9.555173944	9.197912539	8.812865888	8.924244015	9.392556954
"200608_s_at"	9.877080764	9.482295144	9.541456762	9.699010276	9.703313645	9.734783279	10.37436257	9.971091944	9.166074921	9.678566651	9.685969779	9.392566996
"200609_s_at"	10.78397151	11.05318673	11.04303978	11.12878264	11.15937827	11.14215252	11.45030614	10.97351882	11.00005689	11.02416259	10.86525767	11.02853725
"200610_s_at"	11.05322314	10.95225114	11.00171844	11.34579237	11.27989152	11.18352175	11.52263547	11.32837547	11.14857622	11.04080366	11.22953994	11.24842891
"200611_s_at"	10.19341458	10.56432619	10.47410302	10.4467358	10.62970066	10.83500243	10.97509361	10.52469496	10.68649334	10.56774799	10.34954902	10.60899458
"200612_s_at"	9.445790932	9.729594151	9.629017339	9.343805143	9.229190791	9.291625115	9.827896631	9.346377439	9.723296257	10.02197179	9.594559714	9.467528664
"200613_at"	10.74332924	10.72691042	10.83165936	11.16169361	11.29310951	10.80351607	11.50158215	11.05117321	10.87234566	11.11017374	11.03710062	10.91468897
"200614_at"	11.52698011	11.76818094	11.60471107	11.63460424	11.73750714	11.56707699	11.83638703	11.70555654	11.61494717	12.04858527	11.60690024	11.52258853
"200615_s_at"	10.33470144	10.14853784	10.25081154	10.3336219	10.61493495	10.60766265	10.74173571	10.77565064	10.43914374	10.22778975	10.66808341	10.62054539
"200617_at"	10.71069438	10.65241588	10.60771259	10.78747567	11.0112202	10.6320244	10.65900347	10.9043772	10.58516384	10.38201121	10.55719247	10.99572811
"200618_at"	9.64461348	10.0498087	9.663798125	9.272059509	9.532691197	9.49237096	9.857453053	9.775345052	9.964563693	10.08841201	9.934018846	9.702877242
"200620_at"	11.9169345	11.77694595	12.0583583	11.98562885	11.92604905	11.64505475	11.83639178	12.14039503	11.96625922	12.02222012	11.95239563	12.15847151
"200621_at"	10.202388	10.7921086	10.07796906	9.986110552	10.12531917	10.5137496	10.56747803	10.11507748	10.68801928	10.37564191	10.47078504	10.48147315
"200622_x_at"	10.05302232	10.35156113	9.786946426	9.873473289	10.48003492	10.55887801	10.783814	10.39441997	10.37778782	10.14997579	10.23413617	10.47377949
"200623_s_at"	10.21950367	10.48538318	10.22267493	10.26031973	10.41713891	10.40249	10.93008972	10.48925536	10.30834202	10.59432734	10.40785582	10.50235474
"200624_s_at"	11.5047012	11.33551354	11.44729424	11.55183218	11.48767684	11.45470871	11.70550899	11.42634488	11.30563164	11.49530128	11.43876466	11.3561307
"200625_s_at"	10.16880519	10.29154045	10.07340396	10.12478161	10.18708769	9.864566755	10.20730619	10.03741149	10.27177856	10.74594461	10.39205129	10.10898817
"200626_s_at"	8.848170556	9.041987985	8.527008007	8.536541264	8.979382169	8.694394327	9.408284567	9.287068715	8.881056773	9.162159625	9.108623952	8.876021984
"200627_at"	11.5745167	11.53618451	11.25860614	11.35214022	11.52198169	11.3636614	11.84126662	11.74618826	11.27728037	11.62614217	11.42018703	11.52849883
"200629_at"	9.637585636	9.799784586	9.517297048	9.352311005	10.07769146	9.625589133	9.203532039	10.02144184	8.931027212	9.220729159	9.146971086	9.128265578
"200630_x_at"	11.23257279	11.43419147	11.21230707	11.52539302	11.32299156	11.41526353	11.50271112	11.4457757	11.23699471	11.42598195	11.30592536	11.30295571
"200631_s_at"	10.7050339	10.79268392	10.98761885	10.85185445	10.96877409	10.94579496	11.08741695	10.98541678	11.13161384	11.18820919	11.08460689	10.96576548
"200632_s_at"	10.44264603	10.682591	10.3941736	10.25757279	10.2379677	9.970448361	10.23793314	10.33171081	10.54211756	10.2175916	10.40707199	10.55778622
"200633_at"	13.79893762	13.69302154	13.64690136	13.89853638	13.8499153	13.93855175	13.87752064	13.95402458	13.88109572	13.9883987	13.8882937	13.96539079
"200634_at"	11.39160094	11.24716554	10.92318552	11.32561547	11.84333992	11.1210482	11.65397352	11.29391643	11.01369311	11.1855785	11.08230318	11.29226669
"200638_s_at"	10.3800658	10.86593362	10.41619515	10.84061602	10.97482981	10.5578254	10.77341292	10.9246352	10.17137064	10.65003742	10.30350361	10.56587699
"200639_s_at"	10.92362282	10.98035602	10.72468694	10.7359664	10.99842188	10.55730193	10.84851237	10.82881769	10.48439573	10.75541304	10.68352157	10.48536356
"200640_at"	10.46108033	10.74282806	10.3117463	10.39499472	10.61466186	10.49792448	10.54213227	10.71401448	10.32622382	10.52851447	10.39392419	10.67538225
"200641_s_at"	10.4206348	10.62923286	10.3996533	10.69872801	11.03058975	10.79940118	10.64901065	10.91552602	10.37543177	10.27288159	10.38811296	10.6052802
"200642_at"	12.60833379	12.67745976	12.76111029	12.74704478	12.91543391	12.62269807	12.83596893	12.68616462	12.71977017	13.06489185	12.71894482	12.72626995
"200643_at"	10.46828212	10.16618594	10.4185665	10.27549098	10.51125875	10.41846199	10.60179466	10.56104235	10.41172347	10.16749029	10.16827288	10.65714365
"200644_at"	9.786867427	10.50611202	9.540963218	9.311592437	9.949610354	9.627516253	9.344485642	9.302945452	9.812048576	9.577968645	9.885320505	9.33265514
"200645_at"	12.48673037	12.6306355	12.45862102	12.6512844	12.57931021	12.41422571	12.57836318	12.57890306	12.48535666	12.57956514	12.44519841	12.71079081
"200646_s_at"	8.547988856	8.566529027	8.660934281	8.71914535	8.737548975	8.578261255	8.97802817	8.684584471	8.504674974	8.355229325	8.527257126	8.767271501
"200647_x_at"	10.60944946	11.14993629	11.25947164	11.33694382	11.60006077	10.95635557	11.53797489	11.2671836	10.95894195	11.83669942	11.6151335	11.5785993
"200648_s_at"	9.184209789	9.219242272	9.55879298	9.277090532	9.310022709	9.519027467	8.514841894	9.69379168	8.625111583	8.710911707	8.816228951	9.757048788
"200649_at"	10.26337293	10.53808635	10.37111893	10.52730236	10.50131023	10.35217429	10.63756073	10.45699506	10.36683644	10.2036799	10.37208351	10.53939296
"200650_s_at"	12.96407523	12.90530417	12.83410784	12.2238378	13.0819122	12.58605912	12.00860053	12.98192752	12.3234911	12.462625	12.76339281	12.7999537
"200651_at"	12.04588997	12.30486753	12.15468694	12.04856953	12.14779509	12.39524828	12.50158901	12.31646014	12.33948908	12.44935101	12.3637333	12.36902872
"200652_at"	9.662424398	9.904903567	9.741281073	9.599295374	9.580537013	9.708951298	9.835749512	9.836249129	9.916574072	9.888405626	9.851374788	9.812216377
"200653_s_at"	10.09161477	10.46779528	10.46703851	10.21669823	10.40697625	9.927957384	10.69535807	10.37741134	10.19500752	10.66190625	10.11303653	10.03300905
"200654_at"	11.22842411	11.51469324	11.42868048	11.51028755	11.34706719	11.70305418	11.54960294	11.40764066	11.56227095	11.50971879	11.37407503	11.5821871
"200655_s_at"	10.89005068	10.89270151	11.06897043	11.08340146	11.26254798	11.08317384	11.52167412	11.18029371	10.93803977	11.29033608	10.91598328	10.9367136
"200656_s_at"	9.699843957	9.542345021	9.668268247	9.988182621	9.815665422	9.666397736	10.40892362	9.973790194	9.512782081	9.484029064	9.582416341	9.86484207
