"symbol1","symbol2"
"ALAS2","CES2"
"ALAS2","OGFR"
"ASB6","GLUD2"
"CES2","GEMIN7"
"CES2","LCE3B"
"CES2","NFATC4"
"CES2","OGFR"
"COMMD7","COMP"
"GEMIN7","LCE3B"
"GEMIN7","NDP"
"GEMIN7","OGFR"
"LCE3B","NDP"
"NCR3","NDP"
"NDP","NFATC4"
"NFATC4","OGFR"
