"symbol1","symbol2"
"ECHS1","STAT3"
"ECHS1","UBE2V1"
"ECHS1","UGP2"
"ECHS1","UQCRC2"
"ECHS1","CLPP"
"ECHS1","COX5A"
"ECHS1","CCS"
"ECHS1","TXN2"
"ECHS1","DHRS7B"
"ECHS1","UQCRQ"
"ECHS1","ACAD9"
"ECHS1","CNDP2"
"ECHS1","MRPS24"
"ECHS1","DDA1"
"PHC1","EEF1G"
"PHC1","HDAC3"
"PHC1","MTA1"
"PHC1","ANAPC2"
"PHC1","PCGF6"
"PHC1","KLHDC3"
"EEF1G","EEF2"
"EEF1G","EIF5A"
"EEF1G","FRG1"
"EEF1G","GTF2H4"
"EEF1G","NPM1"
"EEF1G","P2RY11"
"EEF1G","PFDN1"
"EEF1G","PPIB"
"EEF1G","PSMB4"
"EEF1G","RPL4"
"EEF1G","RPL7"
"EEF1G","RPL8"
"EEF1G","RPL11"
"EEF1G","RPL18"
"EEF1G","RPL37A"
"EEF1G","RPLP0"
"EEF1G","RPLP2"
"EEF1G","RPS2"
"EEF1G","RPS23"
"EEF1G","PIAS1"
"EEF1G","MTA1"
"EEF1G","MYBBP1A"
"EEF1G","NUDC"
"EEF1G","RPL35"
"EEF1G","CPSF1"
"EEF1G","PPAN"
"EEF1G","EXOSC5"
"EEF1G","XAB2"
"EEF1G","LSM2"
"EEF1G","MUS81"
"EEF1G","FTSJ3"
"EEF1G","TSEN54"
"EEF2","EIF4A2"
"EEF2","EIF4EBP1"
"EEF2","EIF5A"
"EEF2","FAU"
"EEF2","FLII"
"EEF2","GLUD2"
"EEF2","GNB1"
"EEF2","GNB2"
"EEF2","GNL1"
"EEF2","HINT1"
"EEF2","IDH2"
"EEF2","MARS"
"EEF2","MDH2"
"EEF2","MSN"
"EEF2","MYL6"
"EEF2","NDUFV1"
"EEF2","NONO"
"EEF2","NPM1"
"EEF2","P2RY11"
"EEF2","PCBP1"
"EEF2","PCBP2"
"EEF2","PGK1"
"EEF2","POLR2L"
"EEF2","PPIB"
"EEF2","PSMA4"
"EEF2","PSMA7"
"EEF2","PSMB4"
"EEF2","PSMC4"
"EEF2","RAB5C"
"EEF2","RANGAP1"
"EEF2","RPL4"
"EEF2","RPL7"
"EEF2","RPL8"
"EEF2","RPL10"
"EEF2","RPL11"
"EEF2","RPL15"
"EEF2","RPL18"
"EEF2","RPL30"
"EEF2","RPL27A"
"EEF2","RPL32"
"EEF2","RPL36AL"
"EEF2","RPL37"
"EEF2","RPL37A"
"EEF2","RPL41"
"EEF2","RPLP0"
"EEF2","RPLP2"
"EEF2","MRPS12"
"EEF2","RPN1"
"EEF2","RPS2"
"EEF2","RPS9"
"EEF2","RPS21"
"EEF2","RPS23"
"EEF2","RRM2"
"EEF2","SET"
"EEF2","SH3GL1"
"EEF2","STAT3"
"EEF2","SURF4"
"EEF2","TSC2"
"EEF2","UGP2"
"EEF2","UQCRC2"
"EEF2","CLPP"
"EEF2","HIST1H2AC"
"EEF2","EIF4G3"
"EEF2","SQSTM1"
"EEF2","RPL14"
"EEF2","RAB11B"
"EEF2","ATP6V1F"
"EEF2","COX5A"
"EEF2","ENTPD4"
"EEF2","ARPC1B"
"EEF2","NPM3"
"EEF2","PRMT5"
"EEF2","MYBBP1A"
"EEF2","NUDC"
"EEF2","RPL35"
"EEF2","GABARAP"
"EEF2","EXOSC7"
"EEF2","WDTC1"
"EEF2","DNAJC9"
"EEF2","HARS2"
"EEF2","RPL13A"
"EEF2","KPNA6"
"EEF2","HSPBP1"
"EEF2","GSPT2"
"EEF2","TXN2"
"EEF2","DHRS7B"
"EEF2","TIMM13"
"EEF2","ANAPC2"
"EEF2","CPSF1"
"EEF2","PYCR2"
"EEF2","SEC61A1"
"EEF2","VPS28"
"EEF2","ISYNA1"
"EEF2","DPH5"
"EEF2","LSM7"
"EEF2","MRPL16"
"EEF2","PPAN"
"EEF2","XAB2"
"EEF2","THOC2"
"EEF2","LSM2"
"EEF2","MRPL17"
"EEF2","MRPS24"
"EEF2","PDCL3"
"EEF2","MUS81"
"EEF2","RHOT2"
"EEF2","ZNF598"
"EEF2","FTSJ3"
"EEF2","TRAPPC5"
"EEF2","HIPK4"
"EEF2","TUBB"
"EEF2","MRPL21"
"EEF2","HIST1H2AA"
"EEF2","POLR2J2"
"EEF2","TUBB2B"
"EGR1","HRAS"
"EGR1","IFIT2"
"EGR1","IRF2"
"EGR1","IRF3"
"EGR1","IRF7"
"EGR1","NPM1"
"EGR1","PITX1"
"EGR1","SP1"
"EGR1","SRF"
"EGR1","STAT3"
"EGR1","GDF15"
"EIF4A2","EIF4EBP1"
"EIF4A2","EIF5A"
"EIF4A2","GNAI2"
"EIF4A2","GNB1"
"EIF4A2","GNB2"
"EIF4A2","GNL1"
"EIF4A2","GTF2H4"
"EIF4A2","MARS"
"EIF4A2","MDH2"
"EIF4A2","MYL6"
"EIF4A2","NONO"
"EIF4A2","NPM1"
"EIF4A2","P2RY11"
"EIF4A2","PCBP1"
"EIF4A2","PCBP2"
"EIF4A2","PFDN1"
"EIF4A2","PFDN2"
"EIF4A2","PGK1"
"EIF4A2","PLK1"
"EIF4A2","PPIB"
"EIF4A2","PSMA4"
"EIF4A2","PSMA7"
"EIF4A2","PSMB4"
"EIF4A2","PSMC4"
"EIF4A2","RANGAP1"
"EIF4A2","RPL4"
"EIF4A2","RPL7"
"EIF4A2","RPL8"
"EIF4A2","RPL10"
"EIF4A2","RPL11"
"EIF4A2","RPL15"
"EIF4A2","RPL18"
"EIF4A2","RPL30"
"EIF4A2","RPL27A"
"EIF4A2","RPL32"
"EIF4A2","RPL36AL"
"EIF4A2","RPL37"
"EIF4A2","RPL37A"
"EIF4A2","RPL41"
"EIF4A2","RPLP0"
"EIF4A2","RPLP2"
"EIF4A2","RPN1"
"EIF4A2","RPS2"
"EIF4A2","RPS9"
"EIF4A2","RPS23"
"EIF4A2","SURF4"
"EIF4A2","HIST1H2AC"
"EIF4A2","EIF4G3"
"EIF4A2","RPL14"
"EIF4A2","PRMT5"
"EIF4A2","RPL35"
"EIF4A2","HARS2"
"EIF4A2","RPL13A"
"EIF4A2","KPNA6"
"EIF4A2","GSPT2"
"EIF4A2","CPSF1"
"EIF4A2","PYCR2"
"EIF4A2","CAB39"
"EIF4A2","PRMT8"
"EIF4A2","PPAN"
"EIF4A2","THOC2"
"EIF4A2","SMAP1"
"EIF4A2","MUS81"
"EIF4A2","ZNF598"
"EIF4A2","FTSJ3"
"EIF4A2","TRAPPC5"
"EIF4A2","TUBB"
"EIF4EBP1","RPLP0"
"EIF4EBP1","TSC2"
"EIF4EBP1","PIM2"
"EIF5A","EMD"
"EIF5A","GNB1"
"EIF5A","GNB2"
"EIF5A","GNL1"
"EIF5A","GTF2H4"
"EIF5A","HINT1"
"EIF5A","IDH2"
"EIF5A","KIFC1"
"EIF5A","MARS"
"EIF5A","MDH2"
"EIF5A","MYL6"
"EIF5A","NDUFV1"
"EIF5A","NONO"
"EIF5A","NPM1"
"EIF5A","P2RY11"
"EIF5A","PCBP1"
"EIF5A","PCBP2"
"EIF5A","PEPD"
"EIF5A","PFDN2"
"EIF5A","PGK1"
"EIF5A","PLK1"
"EIF5A","POLR2L"
"EIF5A","POR"
"EIF5A","PPIB"
"EIF5A","PPP2R5A"
"EIF5A","PSMA4"
"EIF5A","PSMA7"
"EIF5A","PSMB4"
"EIF5A","PSMC4"
"EIF5A","RAB5B"
"EIF5A","RAB5C"
"EIF5A","RANGAP1"
"EIF5A","RPL4"
"EIF5A","RPL7"
"EIF5A","RPL8"
"EIF5A","RPL10"
"EIF5A","RPL11"
"EIF5A","RPL15"
"EIF5A","RPL18"
"EIF5A","RPL30"
"EIF5A","RPL27A"
"EIF5A","RPL32"
"EIF5A","RPL36AL"
"EIF5A","RPL37"
"EIF5A","RPL37A"
"EIF5A","RPLP0"
"EIF5A","RPLP2"
"EIF5A","MRPS12"
"EIF5A","RPN1"
"EIF5A","RPS2"
"EIF5A","RPS9"
"EIF5A","RPS23"
"EIF5A","RRM2"
"EIF5A","SH3GL1"
"EIF5A","SURF4"
"EIF5A","UGP2"
"EIF5A","UQCRC2"
"EIF5A","RPL14"
"EIF5A","MTA1"
"EIF5A","ZBED1"
"EIF5A","ATP6V1F"
"EIF5A","COX5A"
"EIF5A","ARPC5"
"EIF5A","ARPC1B"
"EIF5A","PRMT5"
"EIF5A","ZNHIT1"
"EIF5A","MYBBP1A"
"EIF5A","AGPAT1"
"EIF5A","RPL35"
"EIF5A","GABARAP"
"EIF5A","RPL13A"
"EIF5A","GSPT2"
"EIF5A","TIMM13"
"EIF5A","CPSF1"
"EIF5A","PYCR2"
"EIF5A","SEC61A1"
"EIF5A","FIS1"
"EIF5A","ISYNA1"
"EIF5A","PCBP3"
"EIF5A","MRPL16"
"EIF5A","PPAN"
"EIF5A","EXOSC5"
"EIF5A","XAB2"
"EIF5A","LSM2"
"EIF5A","SMAP1"
"EIF5A","MRPL17"
"EIF5A","PDCL3"
"EIF5A","ZNF598"
"EIF5A","ORMDL3"
"EIF5A","FTSJ3"
"EIF5A","TRAPPC5"
"EIF5A","TUBB"
"EIF5A","POLR2J2"
"ELAVL3","PRMT8"
"ELF4","NPM1"
"ELF4","SET"
"EMD","MYL6"
"EMD","HDAC3"
"EMD","MTA1"
"EMD","RPL35"
"EMD","SEC61A1"
"EMD","LSM2"
"EMD","FATE1"
"EMD","TUBB"
"EPHB3","PTPRU"
"EPHB3","ILKAP"
"EXT2","SURF4"
"EXT2","SEC61A1"
"FANCG","FOXM1"
"FANCG","PLK1"
"FANCG","RTN2"
"FANCG","ZBED1"
"FANCG","FTSJ3"
"FAU","MSN"
"FAU","MYL6"
"FAU","NPM1"
"FAU","PCBP1"
"FAU","PSMB4"
"FAU","RPL4"
"FAU","RPL7"
"FAU","RPL8"
"FAU","RPL10"
"FAU","RPL11"
"FAU","RPL15"
"FAU","RPL18"
"FAU","RPL30"
"FAU","RPL27A"
"FAU","RPL32"
"FAU","RPL36AL"
"FAU","RPL37"
"FAU","RPL37A"
"FAU","RPL41"
"FAU","RPLP0"
"FAU","RPLP2"
"FAU","MRPS12"
"FAU","RPN1"
"FAU","RPS2"
"FAU","RPS9"
"FAU","RPS21"
"FAU","RPS23"
"FAU","SET"
"FAU","SH3GL1"
"FAU","STK24"
"FAU","RPL14"
"FAU","ARPC5"
"FAU","RPL35"
"FAU","GABARAP"
"FAU","RPL13A"
"FAU","VPS28"
"FAU","MRPL16"
"FAU","MRPL17"
"FAU","MRPS24"
"FAU","POLR2J2"
"FGF8","GBX2"
"FGF8","MSX1"
"FGF8","LHX2"
"FHIT","HINT1"
"FHIT","MDH2"
"FOXM1","KIFC1"
"FOXM1","PLK1"
"FOXM1","RRM2"
"FOXM1","SP1"
"FOXM1","STAT3"
"FOXM1","TACC3"
"FLII","GNAI2"
"FLII","HSPB1"
"FLII","RPL7"
"FLII","RPLP2"
"FLII","RPS9"
"FLII","HDAC3"
"FLII","ARPC1B"
"FLII","MYBBP1A"
"FLII","NUDC"
"FRG1","GTF2F1"
"FRG1","MSN"
"FRG1","NPM1"
"FRG1","PCBP1"
"FRG1","PSMA4"
"FRG1","PSMA7"
"FRG1","PSMB4"
"FRG1","RPL4"
"FRG1","RPL11"
"FRG1","RPL18"
"FRG1","RPL32"
"FRG1","RPL36AL"
"FRG1","RPL37"
"FRG1","RPL37A"
"FRG1","RPS9"
"FRG1","RPS23"
"FRG1","RRM2"
"FRG1","SET"
"FRG1","SF3A2"
"FRG1","PIAS1"
"FRG1","HDAC3"
"FRG1","RPL14"
"FRG1","MTA2"
"FRG1","MPHOSPH6"
"FRG1","NUDC"
"FRG1","RPL35"
"FRG1","PSME4"
"FRG1","CPSF1"
"FRG1","EXOSC3"
"FRG1","LSM7"
"FRG1","PAF1"
"FRG1","CTNNBL1"
"FRG1","XAB2"
"FRG1","LSM2"
"FRG1","FTSJ3"
"FSHR","HTR4"
"FSHR","SCTR"
"FSHR","ADM2"
"FTL","MYOG"
"FTL","RPLP0"
"FTL","MPHOSPH6"
"NR5A1","PITX1"
"NR5A1","SMARCD3"
"NR5A1","SP1"
"NR5A1","THRA"
"NR5A1","PIAS1"
"NR5A1","THOC2"
"GATA2","SPI1"
"GATA2","STAT3"
"GATA2","TAL1"
"GATA2","HDAC3"
"GATA2","ZBTB32"
"GATA2","ZFPM1"
"GGT1","GCLM"
"GGT1","GSS"
"GGT1","GSTM1"
"GGT1","CSAD"
"GJA8","LIM2"
"GCLM","GSS"
"GCLM","CNDP2"
"GLUD2","GNB2"
"GLUD2","GYS1"
"GLUD2","IDH2"
"GLUD2","MDH2"
"GLUD2","PGK1"
"GLUD2","PSMA4"
"GLUD2","PSMA7"
"GLUD2","PSMB4"
"GLUD2","PSMC4"
"GLUD2","RRM2"
"GLUD2","SDHC"
"GLUD2","ATP6V1F"
"GLUD2","COX5A"
"GNAI2","GNB1"
"GNAI2","GNB2"
"GNAI2","HCK"
"GNAI2","HRAS"
"GNAI2","KIFC1"
"GNAI2","MYL6"
"GNAI2","NPM1"
"GNAI2","PCBP1"
"GNAI2","PCBP2"
"GNAI2","PGK1"
"GNAI2","PLK1"
"GNAI2","PPIB"
"GNAI2","RPL7"
"GNAI2","RPLP0"
"GNAI2","RPS9"
"GNAI2","SP1"
"GNAI2","ZBED1"
"GNAI2","PTPRU"
"GNAI2","ARPC5"
"GNAI2","ARPC1B"
"GNAI2","RGS14"
"GNAI2","ARHGAP17"
"GNAI2","PDCL3"
"GNAI2","SLC44A4"
"GNAI2","TUBB"
"GNB1","GNB2"
"GNB1","MARS"
"GNB1","MSN"
"GNB1","NONO"
"GNB1","PCBP2"
"GNB1","PEPD"
"GNB1","PGK1"
"GNB1","PLK1"
"GNB1","PPIB"
"GNB1","PPP3CC"
"GNB1","PSMA7"
"GNB1","PSMB4"
"GNB1","PSMC4"
"GNB1","RAB5C"
"GNB1","RPL4"
"GNB1","RPL7"
"GNB1","RPL8"
"GNB1","RPL10"
"GNB1","RPL11"
"GNB1","RPL18"
"GNB1","RPL30"
"GNB1","RPL27A"
"GNB1","RPLP0"
"GNB1","RPLP2"
"GNB1","RPN1"
"GNB1","RPS2"
"GNB1","RPS9"
"GNB1","SH3GL1"
"GNB1","SURF4"
"GNB1","UGP2"
"GNB1","RPL14"
"GNB1","ATP6V1F"
"GNB1","ARPC5"
"GNB1","ARPC1B"
"GNB1","AGPAT1"
"GNB1","CAMKK2"
"GNB1","USP22"
"GNB1","HARS2"
"GNB1","RPL13A"
"GNB1","PYCR2"
"GNB1","SEC61A1"
"GNB1","VPS28"
"GNB1","CAB39"
"GNB1","PPAN"
"GNB1","THOC2"
"GNB1","UBL5"
"GNB1","SMAP1"
"GNB1","YIF1B"
"GNB1","TRAPPC5"
"GNB1","TUBB"
"GNB2","GNL1"
"GNB2","GTF2H4"
"GNB2","MARS"
"GNB2","MYL6"
"GNB2","NONO"
"GNB2","PCBP1"
"GNB2","PGK1"
"GNB2","PLK1"
"GNB2","POR"
"GNB2","PPIB"
"GNB2","PSMA4"
"GNB2","PSMA7"
"GNB2","PSMB4"
"GNB2","PSMC4"
"GNB2","RAB5C"
"GNB2","RPL4"
"GNB2","RPL7"
"GNB2","RPL11"
"GNB2","RPLP0"
"GNB2","RPLP2"
"GNB2","RPN1"
"GNB2","RPS2"
"GNB2","RPS9"
"GNB2","SH3GL1"
"GNB2","STAT3"
"GNB2","STAT5A"
"GNB2","SURF4"
"GNB2","RAB11B"
"GNB2","ATP6V1F"
"GNB2","ARPC5"
"GNB2","ARPC1B"
"GNB2","PRMT5"
"GNB2","CAMKK2"
"GNB2","GABARAP"
"GNB2","HARS2"
"GNB2","RPL13A"
"GNB2","TIMM13"
"GNB2","ANAPC2"
"GNB2","SEC61A1"
"GNB2","FIS1"
"GNB2","VPS28"
"GNB2","PPAN"
"GNB2","LSM2"
"GNB2","UBL5"
"GNB2","SMAP1"
"GNB2","PDCL3"
"GNB2","FTSJ3"
"GNB2","TRAPPC5"
"GNB2","TUBB"
"GNB2","POLR2J2"
"GNB2","TUBB2B"
"GNL1","P2RY11"
"GNL1","RANGAP1"
"GNL1","RPL4"
"GNL1","RPL7"
"GNL1","RPL10"
"GNL1","RPL11"
"GNL1","RPL15"
"GNL1","RPL30"
"GNL1","RPL27A"
"GNL1","RPL32"
"GNL1","RPLP0"
"GNL1","RPLP2"
"GNL1","RPS2"
"GNL1","RPS9"
"GNL1","RPS23"
"GNL1","EIF4G3"
"GNL1","RPL14"
"GNL1","MYBBP1A"
"GNL1","RPL13A"
"GNL1","KPNA6"
"GNL1","GSPT2"
"GNL1","CPSF1"
"GNL1","PRMT8"
"GNL1","PPAN"
"GNL1","SH3GLB2"
"GNL1","ZNF598"
"GNL1","FTSJ3"
"GP9","ITGA2B"
"GP9","VWF"
"UTS2R","FFAR2"
"UTS2R","PLCB2"
"UTS2R","PLCB3"
"UTS2R","RGS2"
"UTS2R","PROK2"
"FFAR2","PLCB2"
"FFAR2","PLCB3"
"FFAR2","RGS2"
"FFAR2","PROK2"
"GRN","HK3"
"GRN","NPM1"
"GRN","IFI30"
"GRN","SEC61A1"
"GRM4","NPY"
"GRM4","CXCR4"
"GRM4","RGS14"
"GRM4","NPW"
"GSS","GSTM1"
"GSS","IRF3"
"GSS","MSN"
"GSS","CNDP2"
"GTF2F1","GTF2H4"
"GTF2F1","IRF2"
"GTF2F1","IRF3"
"GTF2F1","IRF7"
"GTF2F1","PCBP1"
"GTF2F1","PCBP2"
"GTF2F1","POLR2L"
"GTF2F1","PSMA7"
"GTF2F1","PSMB4"
"GTF2F1","SRF"
"GTF2F1","SF3A2"
"GTF2F1","HDAC3"
"GTF2F1","MTA2"
"GTF2F1","PRMT5"
"GTF2F1","NUDC"
"GTF2F1","CPSF1"
"GTF2F1","PAF1"
"GTF2F1","XAB2"
"GTF2F1","MUS81"
"GTF2F1","TUBB"
"GTF2F1","POLR2J2"
"GTF2H4","MARS"
"GTF2H4","NONO"
"GTF2H4","NPM1"
"GTF2H4","P2RY11"
"GTF2H4","POLR2L"
"GTF2H4","PPIB"
"GTF2H4","PSMA4"
"GTF2H4","PSMB4"
"GTF2H4","PSMC4"
"GTF2H4","RPL4"
"GTF2H4","RPLP2"
"GTF2H4","RPN1"
"GTF2H4","RPS2"
"GTF2H4","SH3GL1"
"GTF2H4","USP5"
"GTF2H4","SF3A2"
"GTF2H4","CLPP"
"GTF2H4","HDAC3"
"GTF2H4","ZBED1"
"GTF2H4","PRMT5"
"GTF2H4","ZNHIT1"
"GTF2H4","MYBBP1A"
"GTF2H4","POLD3"
"GTF2H4","RPL35"
"GTF2H4","USP22"
"GTF2H4","HARS2"
"GTF2H4","GSPT2"
"GTF2H4","TIMM13"
"GTF2H4","ANAPC2"
"GTF2H4","CPSF1"
"GTF2H4","PYCR2"
"GTF2H4","PAF1"
"GTF2H4","PPAN"
"GTF2H4","XAB2"
"GTF2H4","MUS81"
"GTF2H4","FTSJ3"
"GTF2H4","TRAPPC5"
"GTF2H4","TUBB"
"GTF2H4","POLR2J2"
"GYS1","MDH2"
"GYS1","UGP2"
"GYS1","GABARAP"
"GYS1","DNAJC9"
"GYS1","SLC44A4"
"HBD","HBE1"
"HBD","HBQ1"
"HBD","HBZ"
"HBD","CYGB"
"HBE1","HBQ1"
"HBE1","HBZ"
"HBZ","SP1"
"HCFC1","IRF2"
"HCFC1","NONO"
"HCFC1","SP1"
"HCFC1","SAP30"
"HCFC1","MTA1"
"HCFC1","MTA2"
"HCFC1","SIN3B"
"HCFC1","ANAPC2"
"HCFC1","SUDS3"
"HCK","HRAS"
"HCK","IL6R"
"HCK","IRF2"
"HCK","MSN"
"HCK","PLAUR"
"HCK","RPL10"
"HCK","SOS1"
"HCK","STAT3"
"HCK","VAV1"
"HCK","ADAM15"
"HCK","PSTPIP1"
"HCK","ARPC1B"
"HCK","TNK2"
"HCK","SH3BP1"
"HCK","ILKAP"
"HINT1","MDH2"
"HINT1","NDUFB7"
"HINT1","NDUFB10"
"HINT1","NDUFV1"
"HINT1","P2RY11"
"HINT1","PGK1"
"HINT1","POLR2L"
"HINT1","PPIB"
"HINT1","PSMA4"
"HINT1","PSMA7"
"HINT1","PSMB4"
"HINT1","PSMC4"
"HINT1","RPL11"
"HINT1","RPL32"
"HINT1","RPL36AL"
"HINT1","RPS2"
"HINT1","RPS9"
"HINT1","RPS23"
"HINT1","SP1"
"HINT1","TBCA"
"HINT1","UQCRC2"
"HINT1","CLPP"
"HINT1","SAP30"
"HINT1","HDAC3"
"HINT1","RPL14"
"HINT1","MTA2"
"HINT1","ATP6V1F"
"HINT1","NUDC"
"HINT1","RPL35"
"HINT1","DNAJC9"
"HINT1","RPL13A"
"HINT1","TXN2"
"HINT1","TIMM13"
"HINT1","UQCRQ"
"HINT1","CHCHD2"
"HINT1","LSM7"
"HINT1","MRPL16"
"HINT1","PPAN"
"HINT1","UBL5"
"HINT1","MRPL17"
"HINT1","MRPL21"
"HK3","UGP2"
"HLA-DMA","HLA-DQA2"
"HLA-DMA","HLA-DRA"
"HLA-DMA","HLA-DRB1"
"HLA-DMA","HLA-G"
"HLA-DMA","VAMP8"
"HLA-DMA","IFI30"
"HLA-DQA2","HLA-DRB1"
"HLA-DQA2","HLA-G"
"HLA-DRA","HLA-DRB1"
"HLA-DRB1","HLA-G"
"HLA-DRB1","IRF2"
"HLA-DRB1","IRF3"
"HLA-DRB1","IRF7"
"HLA-DRB1","MSN"
"HLA-DRB1","CXCR4"
"HLA-DRB1","IFI30"
"HLA-DRB1","OSBPL1A"
"HLA-G","KIR2DL1"
"HLA-G","SEC61A1"
"HMGN2","RPL4"
"HMGN2","RPL7"
"HMGN2","RPL8"
"HMGN2","RPLP0"
"HMGN2","RPLP2"
"HMGN2","RPS2"
"TLX1","PPP2R5A"
"HOXC4","NCK2"
"HRAS","ITGB4"
"HRAS","NPM1"
"HRAS","PRKCG"
"HRAS","RAB5B"
"HRAS","SOS1"
"HRAS","STK11"
"HRAS","TP73"
"HRAS","TSC2"
"HRAS","VAV1"
"HRAS","SOCS1"
"HRAS","SLC9A3R2"
"HRAS","RASGRP2"
"HRAS","RABAC1"
"HRAS","RGS14"
"HRAS","FRS3"
"DNAJB2","FIS1"
"HSPB1","NPM1"
"HSPB1","PSMA4"
"HSPB1","PSMA7"
"HSPB1","PSMB4"
"HSPB1","PSMC4"
"HSPB1","STAT3"
"HSPB1","TNF"
"HSPB1","UNG"
"HSPB1","SQSTM1"
"HSPB1","PSME4"
"HTR3A","HTR4"
"HTR4","SCTR"
"HTR4","ADM2"
"IDH2","MDH2"
"IDH2","NDUFB10"
"IDH2","NDUFV1"
"IDH2","PEPD"
"IDH2","PPIB"
"IDH2","PSMA4"
"IDH2","PSMA7"
"IDH2","PSMC4"
"IDH2","RPL4"
"IDH2","RPL11"
"IDH2","RPLP0"
"IDH2","RPLP2"
"IDH2","MRPS12"
"IDH2","RPS2"
"IDH2","RPS9"
"IDH2","SDHC"
"IDH2","UGP2"
"IDH2","UQCRC2"
"IDH2","CLPP"
"IDH2","RPL14"
"IDH2","COX5A"
"IDH2","CCS"
"IDH2","RPL35"
"IDH2","GABARAP"
"IDH2","TIMM13"
"IDH2","FIS1"
"IDH2","MRPL17"
"IDH2","TRAPPC5"
"IDH2","TUBB"
"IFIT2","IRF2"
"IFIT2","IRF3"
"IFIT2","IRF7"
"IGF2R","LAMP1"
"IGF2R","MSN"
"IGF2R","PLAUR"
"IGF2R","RPL8"
"IGF2R","RPN1"
"IGF2R","SLC1A5"
"IGF2R","VAMP8"
"IGF2R","RPL14"
"IGF2R","TGOLN2"
"IGF2R","SEC61A1"
"IL6R","SOS1"
"IL6R","STAT3"
"IL6R","PIAS1"
"IL7R","ITGA2B"
"IL7R","MSN"
"IL7R","SPI1"
"IL7R","STAT3"
"IL7R","STAT5A"
"IL13","STAT4"
"INCENP","KIFC1"
"INCENP","PLK1"
"INCENP","RANGAP1"
"INCENP","TACC3"
"INCENP","POLD3"
"INCENP","NUDC"
"INCENP","CENPH"
"INCENP","TUBB"
"IRF2","IRF3"
"IRF2","IRF7"
"IRF2","SPI1"
"IRF2","CXCR4"
"IRF2","IFI30"
"IRF2","FOXK1"
"IRF2","IRF2BP2"
"IRF3","IRF7"
"IRF3","PITX1"
"IRF3","PPIB"
"IRF3","STAT3"
"IRF3","KHSRP"
"IRF3","SOCS1"
"IRF3","RIPK1"
"IRF3","HDAC3"
"IRF3","IFI30"
"IRF7","UBE2V1"
"IRF7","RIPK1"
"IRF7","IFI30"
"ITGA2B","ITGB4"
"ITGA2B","PF4"
"ITGA2B","SOS1"
"ITGA2B","STAT5A"
"ITGA2B","VWF"
"ITGA2B","GIT1"
"ITGB4","LAMA5"
"KIFC1","P2RY11"
"KIFC1","PCBP1"
"KIFC1","PCNT"
"KIFC1","PLK1"
"KIFC1","POLR2L"
"KIFC1","PPIB"
"KIFC1","PSMA4"
"KIFC1","PSMC4"
"KIFC1","RANGAP1"
"KIFC1","RPL4"
"KIFC1","RPL18"
"KIFC1","RPLP0"
"KIFC1","RPLP2"
"KIFC1","RPN1"
"KIFC1","RPS9"
"KIFC1","RRM2"
"KIFC1","SH3GL1"
"KIFC1","TBCA"
"KIFC1","HDAC3"
"KIFC1","PKMYT1"
"KIFC1","NUBP2"
"KIFC1","TACC3"
"KIFC1","POLD3"
"KIFC1","NUDC"
"KIFC1","TUBGCP2"
"KIFC1","DNAJC9"
"KIFC1","TIMM13"
"KIFC1","PPAN"
"KIFC1","CHTF18"
"KIFC1","MUS81"
"KIFC1","TRAPPC5"
"KIFC1","TUBB"
"KIFC1","TUBB2B"
"LAMA5","RAPSN"
"LAMA5","SPARC"
"LAMA5","CRTAP"
"LAMP1","PPIB"
"LAMP1","RAB5B"
"LAMP1","RAB5C"
"LAMP1","RPN1"
"LAMP1","SLC3A2"
"LAMP1","STAT3"
"LAMP1","VAMP8"
"LAMP1","GABARAP"
"LAMP1","SEC61A1"
"LAMP1","VPS37C"
"LIMK2","POR"
"LIMK2","ILKAP"
"FADS3","FADS2"
"LSS","POR"
"LSS","FADS2"
"LSS","AGPAT1"
"MARS","MDH2"
"MARS","NFKB2"
"MARS","NONO"
"MARS","P2RY11"
"MARS","PCBP1"
"MARS","PCBP2"
"MARS","PLK1"
"MARS","POLR2L"
"MARS","PSMA4"
"MARS","PSMA7"
"MARS","PSMB4"
"MARS","PSMC4"
"MARS","RANGAP1"
"MARS","RPL4"
"MARS","RPL7"
"MARS","RPL8"
"MARS","RPL10"
"MARS","RPL11"
"MARS","RPL15"
"MARS","RPL18"
"MARS","RPL30"
"MARS","RPL27A"
"MARS","RPL32"
"MARS","RPL36AL"
"MARS","RPL37"
"MARS","RPLP0"
"MARS","RPLP2"
"MARS","RPN1"
"MARS","RPS2"
"MARS","RPS9"
"MARS","RPS23"
"MARS","UQCRC2"
"MARS","CLPP"
"MARS","EIF4G3"
"MARS","RPL14"
"MARS","ZBED1"
"MARS","ATP6V1F"
"MARS","NUBP2"
"MARS","PRMT5"
"MARS","MYBBP1A"
"MARS","AGPAT1"
"MARS","NUDC"
"MARS","TUBGCP2"
"MARS","WDR6"
"MARS","RPL35"
"MARS","PDAP1"
"MARS","PSME4"
"MARS","SIN3B"
"MARS","HARS2"
"MARS","RPL13A"
"MARS","KPNA6"
"MARS","HSPBP1"
"MARS","GSPT2"
"MARS","TIMM13"
"MARS","CPSF1"
"MARS","PYCR2"
"MARS","SEC61A1"
"MARS","EXOSC3"
"MARS","PCBP3"
"MARS","PAF1"
"MARS","MRPL16"
"MARS","PRMT8"
"MARS","PPAN"
"MARS","EXOSC5"
"MARS","XAB2"
"MARS","THOC2"
"MARS","LSM2"
"MARS","SMAP1"
"MARS","CHTF18"
