"symbol1","symbol2"
"ACP5","CLCN7"
"ACP5","NES"
"ACP5","CD207"
"COMP","NES"
"COMP","NDP"
"HRK","BBC3"
"SIX3","ENTPD2"
"SIX3","LHX2"
"TNFRSF13B","TNFSF13"
"PRKCG","ADRBK1"
"POLD3","POLR2L"
"ASB6","ANAPC2"
"ANXA5","BBC3"
"RPS9","GSPT2"
"DCXR","NES"
"SNCB","ALAS2"
"ADRBK1","GIT1"
"ANAPC2","PCGF6"
"COX5A","ATP5G2"
"POLR2L","ENTPD2"
"LCE3B","S100A8"
"NES","NDP"
"S100A8","FCN1"
"TLX1","LHX2"
"LHX2","CRB2"
