"entrez1","entrez2"
"3094","6902"
"3094","7385"
"3094","8192"
"3094","8819"
"3094","8841"
"3094","9045"
"3094","9219"
"3094","9296"
"3094","10726"
"3094","11224"
"3094","23234"
"3094","23521"
"3094","25828"
"3094","26517"
"3094","27089"
"3094","51142"
"3094","51690"
"3094","54948"
"3094","56342"
"3094","59286"
"3094","63875"
"3094","219927"
"3101","7360"
"3108","3118"
"3108","3122"
"3108","3123"
"3108","3135"
"3108","8673"
"3108","10437"
"3118","3123"
"3118","3135"
"3122","3123"
"3123","3135"
"3123","3660"
"3123","3661"
"3123","3665"
"3123","4478"
"3123","7852"
"3123","10437"
"3123","114876"
"3135","3802"
"3135","29927"
"3151","6124"
"3151","6129"
"3151","6132"
"3151","6175"
"3151","6181"
"3151","6187"
"3195","5525"
"3221","8440"
"3265","3691"
"3265","4869"
"3265","5582"
"3265","5869"
"3265","6654"
"3265","6794"
"3265","7161"
"3265","7249"
"3265","7409"
"3265","8651"
"3265","9351"
"3265","10235"
"3265","10567"
"3265","10636"
"3265","10817"
"3300","51024"
"3315","4869"
"3315","5685"
"3315","5688"
"3315","5692"
"3315","5704"
"3315","6774"
"3315","7124"
"3315","7374"
"3315","8878"
"3315","23198"
"3359","3360"
"3360","6344"
"3360","79924"
"3418","4191"
"3418","4716"
"3418","4723"
"3418","5184"
"3418","5479"
"3418","5685"
"3418","5688"
"3418","5704"
"3418","6124"
"3418","6135"
"3418","6175"
"3418","6181"
"3418","6183"
"3418","6187"
"3418","6203"
"3418","6391"
"3418","7360"
"3418","7385"
"3418","8192"
"3418","9045"
"3418","9377"
"3418","9973"
"3418","11224"
"3418","11337"
"3418","26517"
"3418","51024"
"3418","63875"
"3418","126003"
"3418","203068"
"3433","3660"
"3433","3661"
"3433","3665"
"3482","3916"
"3482","4478"
"3482","5329"
"3482","6132"
"3482","6184"
"3482","6510"
"3482","8673"
"3482","9045"
"3482","10618"
"3482","29927"
"3570","6654"
"3570","6774"
"3570","8554"
"3575","3674"
"3575","4478"
"3575","6688"
"3575","6774"
"3575","6776"
"3596","6775"
"3619","3833"
"3619","5347"
"3619","5905"
"3619","10460"
"3619","10714"
"3619","10726"
"3619","64946"
"3619","203068"
"3660","3661"
"3660","3665"
"3660","6688"
"3660","7852"
"3660","10437"
"3660","221937"
"3660","359948"
"3661","3665"
"3661","5307"
"3661","5479"
"3661","6774"
"3661","8570"
"3661","8651"
"3661","8737"
"3661","8841"
"3661","10437"
"3665","7335"
"3665","8737"
"3665","10437"
"3674","3691"
"3674","5196"
"3674","6654"
"3674","6776"
"3674","7450"
"3674","28964"
"3691","3911"
"3833","5032"
"3833","5093"
"3833","5116"
"3833","5347"
"3833","5441"
"3833","5479"
"3833","5685"
"3833","5704"
"3833","5905"
"3833","6124"
"3833","6141"
"3833","6175"
"3833","6181"
"3833","6184"
"3833","6203"
"3833","6241"
"3833","6455"
"3833","6902"
"3833","8841"
"3833","9088"
"3833","10101"
"3833","10460"
"3833","10714"
"3833","10726"
"3833","10844"
"3833","23234"
"3833","26517"
"3833","56342"
"3833","63922"
"3833","80198"
"3833","126003"
"3833","203068"
"3833","347733"
"3911","5913"
"3911","6678"
"3911","10491"
"3916","5479"
"3916","5869"
"3916","5878"
"3916","6184"
"3916","6520"
"3916","6774"
"3916","8673"
"3916","11337"
"3916","29927"
"3916","55048"
"3985","5447"
"3985","80895"
"3995","9415"
"4047","5447"
"4047","9415"
"4047","10554"
"4141","4191"
"4141","4791"
"4141","4841"
"4141","5032"
"4141","5093"
"4141","5094"
"4141","5347"
"4141","5441"
"4141","5685"
"4141","5688"
"4141","5692"
"4141","5704"
"4141","5905"
"4141","6124"
"4141","6129"
"4141","6132"
"4141","6134"
"4141","6135"
"4141","6138"
"4141","6141"
"4141","6156"
"4141","6157"
"4141","6161"
"4141","6166"
"4141","6167"
"4141","6175"
"4141","6181"
"4141","6184"
"4141","6187"
"4141","6203"
"4141","6228"
"4141","7385"
"4141","8192"
"4141","8672"
"4141","9045"
"4141","9189"
"4141","9296"
"4141","10101"
"4141","10419"
"4141","10514"
"4141","10554"
"4141","10726"
"4141","10844"
"4141","11180"
"4141","11224"
"4141","11333"
"4141","23198"
"4141","23309"
"4141","23438"
"4141","23521"
"4141","23633"
"4141","23640"
"4141","23708"
"4141","26517"
"4141","29894"
"4141","29920"
"4141","29927"
"4141","51010"
"4141","54039"
"4141","54623"
"4141","54948"
"4141","56341"
"4141","56342"
"4141","56915"
"4141","56949"
"4141","57187"
"4141","57819"
"4141","60682"
"4141","63922"
"4141","79031"
"4141","80198"
"4141","90850"
"4141","117246"
"4141","126003"
"4141","203068"
"4141","246721"
"4170","6774"
"4170","6776"
"4170","8739"
"4170","27113"
"4191","4696"
"4191","4713"
"4191","4716"
"4191","4723"
"4191","5093"
"4191","5184"
"4191","5230"
"4191","5479"
"4191","5685"
"4191","5692"
"4191","5704"
"4191","6124"
"4191","6175"
"4191","6181"
"4191","6183"
"4191","6187"
"4191","6203"
"4191","6391"
"4191","6418"
"4191","7360"
"4191","7385"
"4191","8192"
"4191","8508"
"4191","9045"
"4191","9167"
"4191","9230"
"4191","9377"
"4191","10419"
"4191","10726"
"4191","11224"
"4191","11333"
"4191","25828"
"4191","26517"
"4191","27089"
"4191","29894"
"4191","29920"
"4191","51024"
"4191","51142"
"4191","51160"
"4191","51477"
"4191","54539"
"4191","63875"
"4191","64951"
"4191","79031"
"4191","131474"
"4191","203068"
"4209","4656"
"4209","5533"
"4209","6667"
"4209","8841"
"4209","10419"
"4242","9355"
"4440","56341"
"4478","4637"
"4478","4869"
"4478","5230"
"4478","5479"
"4478","5878"
"4478","6124"
"4478","6129"
"4478","6132"
"4478","6135"
"4478","6181"
"4478","6184"
"4478","6187"
"4478","6203"
"4478","6228"
"4478","6402"
"4478","6418"
"4478","6693"
"4478","6774"
"4478","6776"
"4478","7114"
"4478","7852"
"4478","8428"
"4478","9045"
"4478","9351"
"4478","10092"
"4478","10095"
"4478","11224"
"4478","117246"
"4487","6667"
"4487","8554"
"4487","9355"
"4633","4634"
"4633","7135"
"4633","7136"
"4633","7140"
"4633","7169"
"4633","8557"
"4634","7135"
"4634","7136"
"4634","7140"
"4634","7169"
"4634","8557"
"4637","4869"
"4637","5093"
"4637","5230"
"4637","5479"
"4637","5878"
"4637","6124"
"4637","6129"
"4637","6132"
"4637","6135"
"4637","6138"
"4637","6141"
"4637","6157"
"4637","6166"
"4637","6175"
"4637","6181"
"4637","6187"
"4637","6203"
"4637","6228"
"4637","7114"
"4637","8241"
"4637","9045"
"4637","9230"
"4637","10092"
"4637","11224"
"4637","11337"
"4637","23521"
"4637","25828"
"4637","29927"
"4637","51160"
"4637","203068"
"4656","6667"
"4656","6722"
"4656","7023"
"4656","10419"
"4656","10763"
"4656","25901"
"4661","5347"
"4661","23309"
"4696","4713"
"4696","4716"
"4696","4723"
"4696","7385"
"4696","9377"
"4696","27089"
"4696","51024"
"4696","54539"
"4696","374291"
"4713","4716"
"4713","4723"
"4713","5692"
"4713","6183"
"4713","6391"
"4713","7385"
"4713","8192"
"4713","9167"
"4713","9377"
"4713","10467"
"4713","10726"
"4713","26517"
"4713","27089"
"4713","51024"
"4713","51142"
"4713","54539"
"4713","63875"
"4713","64951"
"4713","89941"
"4713","246721"
"4713","374291"
"4716","4723"
"4716","5688"
"4716","6183"
"4716","6391"
"4716","7385"
"4716","8192"
"4716","8508"
"4716","9167"
"4716","9296"
"4716","9377"
"4716","10467"
"4716","25828"
"4716","26517"
"4716","27089"
"4716","51142"
"4716","54539"
"4716","54948"
"4716","63875"
"4716","64951"
"4716","89941"
"4716","122704"
"4716","131474"
"4716","374291"
"4723","5201"
"4723","5230"
"4723","5685"
"4723","5688"
"4723","5692"
"4723","5704"
"4723","6124"
"4723","6132"
"4723","6141"
"4723","6166"
"4723","6175"
"4723","6183"
"4723","6391"
"4723","7360"
"4723","7385"
"4723","8192"
"4723","8508"
"4723","9045"
"4723","9167"
"4723","9296"
"4723","9377"
"4723","9973"
"4723","10726"
"4723","11224"
"4723","23234"
"4723","23521"
"4723","23640"
"4723","25828"
"4723","26517"
"4723","27089"
"4723","29882"
"4723","51024"
"4723","51142"
"4723","54539"
"4723","54948"
"4723","63875"
"4723","64951"
"4723","84266"
"4723","89941"
"4723","131474"
"4723","219927"
"4723","246721"
"4723","374291"
"4776","5533"
"4791","4793"
"4791","5971"
"4791","6129"
"4791","6135"
"4791","6141"
"4791","6156"
"4791","6175"
"4791","6181"
"4791","6667"
"4791","9099"
"4791","10318"
"4791","10514"
"4791","10844"
"4791","50628"
"4791","203068"
"4793","5441"
"4793","6129"
"4793","6135"
"4793","6156"
"4793","6175"
"4793","6279"
"4793","8737"
"4793","25901"
"4793","203068"
"4835","5971"
"4835","8214"
"4835","9235"
"4841","4869"
"4841","5032"
"4841","5093"
"4841","5094"
"4841","5230"
"4841","5347"
"4841","5441"
"4841","5479"
"4841","5685"
"4841","5688"
"4841","5692"
"4841","5704"
"4841","5971"
"4841","6124"
"4841","6129"
"4841","6132"
"4841","6134"
"4841","6135"
"4841","6138"
"4841","6156"
"4841","6157"
"4841","6161"
"4841","6167"
"4841","6175"
"4841","6181"
"4841","6184"
"4841","6187"
"4841","6203"
"4841","6228"
"4841","6241"
"4841","6418"
"4841","6688"
"4841","6836"
"4841","6902"
"4841","7169"
"4841","8241"
"4841","8428"
"4841","8554"
"4841","8570"
"4841","8841"
"4841","9045"
"4841","9189"
"4841","9219"
"4841","10095"
"4841","10514"
"4841","10726"
"4841","11180"
"4841","11224"
"4841","23016"
"4841","23198"
"4841","23309"
"4841","23326"
"4841","23521"
"4841","29882"
"4841","29894"
"4841","29927"
"4841","50628"
"4841","51010"
"4841","51690"
"4841","54926"
"4841","54948"
"4841","55114"
"4841","56342"
"4841","56915"
"4841","56949"
"4841","57187"
"4841","57819"
"4841","79031"
"4841","79760"
"4841","117246"
"4841","203068"
"4841","246721"
"4841","283989"
"4852","7852"
"4852","10636"
"4852","283869"
"4869","4926"
"4869","5032"
"4869","5093"
"4869","5094"
"4869","5347"
"4869","5355"
"4869","5685"
"4869","5688"
"4869","5692"
"4869","5704"
"4869","6124"
"4869","6129"
"4869","6132"
"4869","6134"
"4869","6135"
"4869","6138"
"4869","6141"
"4869","6156"
"4869","6157"
"4869","6161"
"4869","6166"
"4869","6167"
"4869","6168"
"4869","6171"
"4869","6175"
"4869","6181"
"4869","6187"
"4869","6203"
"4869","6228"
"4869","6418"
"4869","8445"
"4869","8508"
"4869","8554"
"4869","8841"
"4869","8878"
"4869","9045"
"4869","9219"
"4869","10092"
"4869","10360"
"4869","10419"
"4869","10514"
"4869","10726"
"4869","11224"
"4869","11333"
"4869","23016"
"4869","23225"
"4869","23234"
"4869","23521"
"4869","23569"
"4869","29894"
"4869","50628"
"4869","51010"
"4869","56259"
"4869","56342"
"4869","57187"
"4869","57819"
"4869","64946"
"4869","79734"
"4869","114876"
"4869","117246"
"4869","122704"
"4869","131474"
"4869","203068"
"5032","5093"
"5032","5094"
"5032","5202"
"5032","5347"
"5032","5441"
"5032","5685"
"5032","5688"
"5032","5704"
"5032","5905"
"5032","6124"
"5032","6129"
"5032","6134"
"5032","6135"
"5032","6138"
"5032","6141"
"5032","6156"
"5032","6157"
"5032","6161"
"5032","6167"
"5032","6175"
"5032","6181"
"5032","6184"
"5032","6187"
"5032","6203"
"5032","6228"
"5032","6241"
"5032","6455"
"5032","6902"
"5032","8334"
"5032","9045"
"5032","9883"
"5032","10419"
"5032","10514"
"5032","10844"
"5032","23438"
"5032","23521"
"5032","23633"
"5032","23708"
"5032","26517"
"5032","29882"
"5032","29894"
"5032","29920"
"5032","51010"
"5032","51611"
"5032","54623"
"5032","54758"
"5032","56259"
"5032","56341"
"5032","56915"
"5032","56949"
"5032","57819"
"5032","63875"
"5032","63922"
"5032","80198"
"5032","90850"
"5032","117246"
"5032","126003"
"5032","203068"
"5032","246721"
"5066","7249"
"5093","5094"
"5093","5230"
"5093","5347"
"5093","5441"
"5093","5479"
"5093","5685"
"5093","5688"
"5093","5692"
"5093","5704"
"5093","5878"
"5093","6124"
"5093","6129"
"5093","6132"
"5093","6134"
"5093","6135"
"5093","6138"
"5093","6141"
"5093","6156"
"5093","6157"
"5093","6161"
"5093","6166"
"5093","6167"
"5093","6175"
"5093","6181"
"5093","6184"
"5093","6187"
"5093","6203"
"5093","6228"
"5093","6241"
"5093","6418"
"5093","6455"
"5093","6667"
"5093","6774"
"5093","6836"
"5093","6902"
"5093","7360"
"5093","7385"
"5093","8078"
"5093","8175"
"5093","8192"
"5093","8241"
"5093","8428"
"5093","9031"
"5093","9045"
"5093","9189"
"5093","9219"
"5093","9296"
"5093","9377"
"5093","10092"
"5093","10095"
"5093","10419"
"5093","10514"
"5093","10714"
"5093","10726"
"5093","10844"
"5093","11180"
"5093","11224"
"5093","22907"
"5093","23016"
"5093","23198"
"5093","23309"
"5093","23326"
"5093","23438"
"5093","23521"
"5093","23640"
"5093","23708"
"5093","26517"
"5093","29882"
"5093","29894"
"5093","29920"
"5093","51010"
"5093","51160"
"5093","51477"
"5093","51690"
"5093","54039"
"5093","54623"
"5093","55114"
"5093","56342"
"5093","56915"
"5093","56949"
"5093","57048"
"5093","57187"
"5093","57819"
"5093","63922"
"5093","79031"
"5093","80198"
"5093","80346"
"5093","90850"
"5093","117246"
"5093","126003"
"5093","203068"
"5093","283989"
"5094","5441"
"5094","5479"
"5094","5685"
"5094","5688"
"5094","5704"
"5094","6124"
"5094","6129"
"5094","6132"
"5094","6134"
"5094","6135"
"5094","6138"
"5094","6156"
"5094","6157"
"5094","6161"
"5094","6168"
"5094","6175"
"5094","6181"
"5094","6184"
"5094","6187"
"5094","6203"
"5094","6241"
"5094","6455"
"5094","8175"
"5094","8570"
"5094","9031"
"5094","9045"
"5094","9112"
"5094","9219"
"5094","10419"
"5094","10514"
"5094","10844"
"5094","11224"
"5094","23309"
"5094","23438"
"5094","23521"
"5094","23708"
"5094","26517"
"5094","29882"
"5094","29894"
"5094","50628"
"5094","51010"
"5094","56342"
"5094","56915"
"5094","56949"
"5094","57187"
"5094","57819"
"5094","80198"
"5094","90850"
"5094","117246"
"5094","283989"
"5116","5347"
"5116","9219"
"5116","10844"
"5116","51143"
"5184","5479"
"5184","5685"
"5184","5704"
"5184","6175"
"5184","6203"
"5184","23708"
"5184","26517"
"5184","55114"
"5184","55748"
"5196","6678"
"5196","7114"
"5196","7423"
"5196","7450"
"5201","5202"
"5201","5685"
"5201","6124"
"5201","6129"
"5201","6135"
"5201","6138"
"5201","6141"
"5201","6157"
"5201","6161"
"5201","6166"
"5201","6167"
"5201","6175"
"5201","6181"
"5201","6228"
"5201","6455"
"5201","9045"
"5201","10101"
"5201","10419"
"5201","11224"
"5201","26517"
"5201","28964"
"5201","57819"
"5201","64951"
"5201","131474"
"5201","347733"
"5202","5230"
"5202","5441"
"5202","5685"
"5202","5688"
"5202","5692"
"5202","5704"
"5202","6124"
"5202","6135"
"5202","6181"
"5202","6203"
"5202","6902"
"5202","10467"
"5202","11224"
"5202","26517"
"5202","54623"
"5202","56342"
"5202","203068"
"5202","347733"
"5230","5479"
"5230","5685"
"5230","5688"
"5230","5692"
"5230","5704"
"5230","5878"
"5230","6124"
"5230","6129"
"5230","6132"
"5230","6134"
"5230","6135"
"5230","6138"
"5230","6156"
"5230","6157"
"5230","6161"
"5230","6166"
"5230","6175"
"5230","6181"
"5230","6184"
"5230","6187"
"5230","6203"
"5230","6228"
"5230","7360"
"5230","7385"
"5230","9045"
"5230","9377"
"5230","9583"
"5230","10726"
"5230","11224"
"5230","23438"
"5230","23521"
"5230","29920"
"5230","54948"
"5230","56342"
"5230","56904"
"5230","79016"
"5230","126003"
"5230","203068"
"5230","246721"
"5230","347733"
"5252","7024"
"5307","27033"
"5329","5355"
"5329","6902"
"5329","7448"
"5330","5331"
"5330","9351"
"5330","23396"
"5330","60675"
"5331","5582"
"5331","9351"
"5331","23396"
"5331","60675"
"5347","5441"
"5347","5479"
"5347","5685"
"5347","5688"
"5347","5692"
"5347","5704"
"5347","5905"
"5347","6124"
"5347","6141"
"5347","6181"
"5347","6184"
"5347","6203"
"5347","6241"
"5347","6620"
"5347","7249"
"5347","8334"
"5347","8841"
"5347","9088"
"5347","9189"
"5347","9219"
"5347","10419"
"5347","10460"
"5347","10514"
"5347","10714"
"5347","10726"
"5347","10844"
"5347","23198"
"5347","23633"
"5347","26517"
"5347","29882"
"5347","50628"
"5347","51143"
"5347","51806"
"5347","56342"
"5347","56915"
"5347","56949"
"5347","63922"
"5347","64946"
"5347","80198"
"5347","116840"
"5347","203068"
"5347","221613"
"5355","5447"
"5355","6916"
"5355","29927"
"5355","203068"
"5441","5447"
"5441","5479"
"5441","5685"
"5441","5688"
"5441","5692"
"5441","5704"
"5441","6124"
"5441","6129"
"5441","6134"
"5441","6135"
"5441","6138"
"5441","6156"
"5441","6157"
"5441","6161"
"5441","6166"
"5441","6167"
"5441","6168"
"5441","6175"
"5441","6181"
"5441","6183"
"5441","6184"
"5441","6187"
"5441","6203"
"5441","6228"
"5441","6241"
"5441","6604"
"5441","6902"
"5441","8175"
"5441","8334"
"5441","9045"
"5441","9296"
"5441","9583"
"5441","10092"
"5441","10095"
"5441","10419"
"5441","10514"
"5441","10726"
"5441","11224"
"5441","23326"
"5441","23438"
"5441","23521"
"5441","26517"
"5441","29882"
"5441","29894"
"5441","29927"
"5441","51010"
"5441","51024"
"5441","51690"
"5441","54623"
"5441","56342"
"5441","56915"
"5441","56949"
"5441","57187"
"5441","57819"
"5441","59286"
"5441","60682"
"5441","80198"
"5441","90522"
"5441","117246"
"5441","126003"
"5441","221613"
"5441","246721"
"5447","5479"
"5447","6124"
"5447","6836"
"5447","7922"
"5447","9296"
"5447","9583"
"5447","29920"
"5447","29927"
"5453","5456"
"5456","6496"
"5479","5685"
"5479","5688"
"5479","5692"
"5479","5704"
"5479","5869"
"5479","5878"
"5479","5905"
"5479","6124"
"5479","6129"
"5479","6132"
"5479","6134"
"5479","6135"
"5479","6138"
"5479","6141"
"5479","6156"
"5479","6157"
"5479","6161"
"5479","6166"
"5479","6167"
"5479","6168"
"5479","6175"
"5479","6181"
"5479","6183"
"5479","6184"
"5479","6187"
"5479","6203"
"5479","6228"
"5479","6241"
"5479","6418"
"5479","6520"
"5479","6604"
"5479","6667"
"5479","6774"
"5479","6776"
"5479","6836"
"5479","6902"
"5479","7360"
"5479","7922"
"5479","8428"
"5479","8841"
"5479","9045"
"5479","9189"
"5479","9296"
"5479","9583"
"5479","10092"
"5479","10095"
"5479","10318"
"5479","10360"
"5479","10419"
"5479","10467"
"5479","10491"
"5479","10514"
"5479","10567"
"5479","10726"
"5479","10956"
"5479","11224"
"5479","11337"
"5479","23326"
"5479","23438"
"5479","23521"
"5479","25828"
"5479","26517"
"5479","29882"
"5479","29894"
"5479","29920"
"5479","29927"
"5479","51024"
"5479","51477"
"5479","51611"
"5479","54623"
"5479","54926"
"5479","55114"
"5479","55278"
"5479","55748"
"5479","56949"
"5479","57819"
"5479","60681"
"5479","63875"
"5479","79031"
"5479","80198"
"5479","80736"
"5479","117246"
"5479","126003"
"5479","203068"
"5479","219927"
"5479","246721"
"5525","5685"
"5525","5688"
"5525","5704"
"5525","6129"
"5525","6181"
"5525","6418"
"5525","8672"
"5533","6181"
"5533","23708"
"5533","51411"
"5533","55114"
"5533","79031"
"5533","84152"
"5582","5997"
"5639","89885"
"5685","5688"
"5685","5692"
"5685","5704"
"5685","5878"
"5685","5905"
"5685","6124"
"5685","6129"
"5685","6132"
"5685","6134"
"5685","6135"
"5685","6138"
"5685","6141"
"5685","6156"
"5685","6157"
"5685","6161"
"5685","6166"
"5685","6167"
"5685","6168"
"5685","6175"
"5685","6181"
"5685","6184"
"5685","6187"
"5685","6203"
"5685","6228"
"5685","6241"
"5685","6418"
"5685","6455"
"5685","6902"
"5685","7335"
"5685","7360"
"5685","7385"
"5685","7584"
"5685","8192"
"5685","8241"
"5685","8334"
"5685","8428"
"5685","8672"
"5685","8841"
"5685","9045"
"5685","9088"
"5685","9189"
"5685","9219"
"5685","9296"
"5685","9377"
"5685","10092"
"5685","10095"
"5685","10101"
"5685","10419"
"5685","10467"
"5685","10514"
"5685","10726"
"5685","10844"
"5685","11224"
"5685","11333"
"5685","11337"
"5685","23016"
"5685","23198"
"5685","23234"
"5685","23309"
"5685","23326"
"5685","23438"
"5685","23521"
"5685","23633"
"5685","23640"
"5685","23708"
"5685","25828"
"5685","25979"
"5685","26517"
"5685","29882"
"5685","29894"
"5685","29920"
"5685","29927"
"5685","50628"
"5685","51010"
"5685","51024"
"5685","51160"
"5685","51719"
"5685","54623"
"5685","54948"
"5685","56259"
"5685","56341"
"5685","56342"
"5685","56904"
"5685","56915"
"5685","56949"
"5685","57048"
"5685","57187"
"5685","57819"
"5685","59286"
"5685","60682"
"5685","63875"
"5685","63922"
"5685","64754"
"5685","79031"
"5685","80198"
"5685","80736"
"5685","89941"
"5685","90522"
"5685","90850"
"5685","116138"
"5685","117246"
"5685","126003"
"5685","203068"
"5685","221613"
"5685","246721"
"5688","5692"
"5688","5704"
"5688","6124"
"5688","6129"
"5688","6132"
"5688","6134"
"5688","6135"
"5688","6138"
"5688","6141"
"5688","6156"
"5688","6157"
"5688","6161"
"5688","6166"
"5688","6167"
"5688","6168"
"5688","6175"
"5688","6181"
"5688","6184"
"5688","6187"
"5688","6203"
"5688","6228"
"5688","6241"
"5688","6418"
"5688","6455"
"5688","6836"
"5688","6902"
"5688","7335"
"5688","7360"
"5688","7385"
"5688","8192"
"5688","8241"
"5688","8428"
"5688","8841"
"5688","8878"
"5688","9045"
"5688","9189"
"5688","9296"
"5688","10095"
"5688","10467"
"5688","10514"
"5688","10726"
"5688","10844"
"5688","11224"
"5688","11333"
"5688","11337"
"5688","23016"
"5688","23198"
"5688","23234"
"5688","23438"
"5688","23521"
"5688","23708"
"5688","26517"
"5688","29882"
"5688","29894"
"5688","29920"
"5688","29927"
"5688","50628"
"5688","51010"
"5688","51142"
"5688","51160"
"5688","51719"
"5688","54623"
"5688","54948"
"5688","56259"
"5688","56342"
"5688","56915"
"5688","56949"
"5688","57819"
"5688","59286"
"5688","64837"
"5688","64951"
"5688","79031"
"5688","80198"
"5688","80736"
"5688","90850"
"5688","117246"
"5688","126003"
"5688","203068"
"5688","246721"
"5692","5704"
"5692","6124"
"5692","6129"
"5692","6132"
"5692","6134"
"5692","6135"
"5692","6138"
"5692","6141"
"5692","6157"
"5692","6161"
"5692","6166"
"5692","6167"
"5692","6168"
"5692","6175"
"5692","6181"
"5692","6184"
"5692","6187"
"5692","6203"
"5692","6228"
"5692","6241"
"5692","6391"
"5692","6418"
"5692","6836"
"5692","6902"
"5692","7385"
"5692","8192"
"5692","8241"
"5692","8841"
"5692","8878"
"5692","9045"
"5692","9189"
"5692","9296"
"5692","9377"
"5692","10092"
"5692","10095"
"5692","10101"
"5692","10200"
"5692","10419"
"5692","10467"
"5692","10514"
"5692","10726"
"5692","11224"
"5692","23016"
"5692","23198"
"5692","23234"
"5692","23438"
"5692","23521"
"5692","23708"
"5692","25979"
"5692","26517"
"5692","29882"
"5692","29894"
"5692","29920"
"5692","29927"
"5692","51143"
"5692","51160"
"5692","51690"
"5692","51719"
"5692","54623"
"5692","54926"
"5692","54948"
"5692","55114"
"5692","56259"
"5692","56949"
"5692","57048"
"5692","57819"
"5692","59286"
"5692","79031"
"5692","80198"
"5692","80736"
"5692","90850"
"5692","117246"
"5692","122704"
"5692","126003"
"5692","246721"
"5704","5878"
"5704","6124"
"5704","6129"
"5704","6132"
"5704","6134"
"5704","6135"
"5704","6138"
"5704","6141"
"5704","6156"
"5704","6157"
"5704","6161"
"5704","6166"
"5704","6167"
"5704","6175"
"5704","6181"
"5704","6183"
"5704","6184"
"5704","6187"
"5704","6203"
"5704","6228"
"5704","6241"
"5704","6418"
"5704","6836"
"5704","6902"
"5704","7360"
"5704","8078"
"5704","8192"
"5704","8428"
"5704","8625"
"5704","8672"
"5704","8841"
"5704","9045"
"5704","9189"
"5704","9296"
"5704","9377"
"5704","10092"
"5704","10095"
"5704","10419"
"5704","10514"
"5704","10567"
"5704","10726"
"5704","10844"
"5704","11224"
"5704","11337"
"5704","23016"
"5704","23198"
"5704","23309"
"5704","23326"
"5704","23438"
"5704","23521"
"5704","23708"
"5704","26517"
"5704","29882"
"5704","29894"
"5704","29920"
"5704","29927"
"5704","51010"
"5704","51024"
"5704","51719"
"5704","54623"
"5704","54758"
"5704","54926"
"5704","55114"
"5704","56259"
"5704","56341"
"5704","56342"
"5704","56915"
"5704","56949"
"5704","57048"
"5704","57187"
"5704","57819"
"5704","60682"
"5704","63875"
"5704","63922"
"5704","79031"
"5704","80198"
"5704","80736"
"5704","89941"
"5704","116138"
"5704","117246"
"5704","126003"
"5704","203068"
"5704","246721"
"5704","283989"
"5704","347735"
"5763","10101"
"5869","5878"
"5869","6184"
"5869","6455"
"5869","6667"
"5869","9149"
"5869","9230"
"5869","9296"
"5869","10567"
"5869","23616"
"5869","23708"
"5869","26517"
"5869","29927"
"5869","55114"
"5869","57026"
"5869","60682"
"5869","90522"
"5869","131474"
"5869","347735"
"5878","6124"
"5878","6175"
"5878","6181"
"5878","6183"
"5878","6184"
"5878","6455"
"5878","6836"
"5878","9149"
"5878","9230"
"5878","9296"
"5878","10092"
"5878","10347"
"5878","10567"
"5878","23616"
"5878","23708"
"5878","26517"
"5878","29920"
"5878","29927"
"5878","51024"
"5878","51160"
"5878","55114"
"5878","57026"
"5878","60682"
"5878","90522"
"5878","347735"
"5905","6129"
"5905","6135"
"5905","6138"
"5905","6157"
"5905","6168"
"5905","6203"
"5905","6241"
"5905","8175"
"5905","8841"
"5905","9045"
"5905","10095"
"5905","10514"
"5905","10726"
"5905","23225"
"5905","23234"
"5905","23438"
"5905","23521"
"5905","26517"
"5905","51143"
"5905","56342"
"5905","64946"
"5905","203068"
"5905","347733"
"5971","6156"
"5971","6175"
"5971","6181"
"5971","7124"
"5971","8237"
"5971","8841"
"5971","23633"
"5971","203068"
"5997","8508"
"5997","60675"
"6124","6129"
"6124","6132"
"6124","6134"
"6124","6135"
"6124","6138"
"6124","6141"
"6124","6156"
"6124","6157"
"6124","6161"
"6124","6166"
"6124","6167"
"6124","6168"
"6124","6171"
"6124","6175"
"6124","6181"
"6124","6183"
"6124","6184"
"6124","6187"
"6124","6203"
"6124","6227"
"6124","6228"
"6124","6241"
"6124","6418"
"6124","6604"
"6124","6774"
"6124","6776"
"6124","6836"
"6124","6902"
"6124","7385"
"6124","8192"
"6124","8241"
"6124","8334"
"6124","8428"
"6124","8445"
"6124","8554"
"6124","8672"
"6124","8841"
"6124","9045"
"6124","9219"
"6124","9235"
"6124","9296"
"6124","9377"
"6124","10084"
"6124","10092"
"6124","10095"
"6124","10419"
"6124","10514"
"6124","10567"
"6124","10726"
"6124","11180"
"6124","11224"
"6124","11333"
"6124","23016"
"6124","23198"
"6124","23225"
"6124","23234"
"6124","23293"
"6124","23326"
"6124","23438"
"6124","23521"
"6124","23633"
"6124","23640"
"6124","23708"
"6124","26517"
"6124","29882"
"6124","29894"
"6124","29920"
"6124","29927"
"6124","50628"
"6124","51010"
"6124","51160"
"6124","51611"
"6124","54623"
"6124","54758"
"6124","54926"
"6124","54948"
"6124","55114"
"6124","56341"
"6124","56342"
"6124","56915"
"6124","56949"
"6124","57187"
"6124","57819"
"6124","60682"
"6124","63875"
"6124","64951"
"6124","79031"
"6124","80198"
"6124","117246"
"6124","126003"
"6124","203068"
"6124","219927"
"6124","221613"
"6124","246721"
"6124","283989"
"6124","284996"
"6124","347733"
"6129","6132"
"6129","6134"
"6129","6135"
"6129","6138"
