"204102_s_at"	"200019_s_at"	"208620_at"	"217266_at"	"200074_s_at"	"221798_x_at"	"200062_s_at"	"212044_s_at"	"200926_at"	"201033_x_at"	"200717_x_at"	"201429_s_at"	"200002_at"	"200936_at"	"200022_at"	"200674_s_at"	"200092_s_at"	"214335_at"	"201492_s_at"	"213459_at"	"208856_x_at"	"221475_s_at"	"213588_x_at"	"200010_at"	"222297_x_at"	"214041_x_at"	"212042_x_at"	"211720_x_at"	"221476_s_at"	"219138_at"	"214317_x_at"	"211972_x_at"	"200834_s_at"	"217747_s_at"	"214167_s_at"	"214097_at"	"215071_s_at"	"200094_s_at"	"200908_s_at"	"204330_s_at"	"217670_at"	"204331_s_at"	"207585_s_at"	"210008_s_at"	"213840_s_at"	"217980_s_at"	"201122_x_at"	"201123_s_at"	"213753_x_at"	"201011_at"	"205541_s_at"	"204031_s_at"	"213263_s_at"	"213264_at"	"209252_at"	"218103_at"	"213517_at"	"219098_at"	"222216_s_at"	"200967_at"	"200968_s_at"	"218110_at"
"203396_at"	"202243_s_at"	"200883_at"	"201114_x_at"	"202799_at"	"202244_at"	"216088_s_at"	"212600_s_at"	"201252_at"	"218555_at"	"200093_s_at"
"216326_s_at"	"203444_s_at"	"202247_s_at"	"204898_at"	"209352_s_at"	"211783_s_at"	"204899_s_at"	"39705_at"	"204900_x_at"	"213963_s_at"
"207163_s_at"	"202240_at"
"210470_x_at"	"217099_s_at"	"219085_s_at"	"200057_s_at"	"205527_s_at"
"201390_s_at"	"200063_s_at"	"202290_at"	"221691_x_at"
"212320_at"	"203872_at"	"214023_x_at"	"200737_at"
"211714_x_at"	"219769_at"	"212125_at"
"209026_x_at"	"201954_at"	"211963_s_at"	"217817_at"
"208698_s_at"	"205312_at"
"208992_s_at"	"214732_at"	"202580_x_at"	"208991_at"	"201693_s_at"	"202621_at"
"221923_s_at"	"217624_at"	"209036_s_at"
"210575_at"	"218260_at"	"215497_s_at"	"216036_x_at"	"201173_x_at"
"203663_s_at"	"201134_x_at"	"201568_at"	"202004_x_at"	"213846_at"	"210131_x_at"	"217491_x_at"	"215088_s_at"	"216591_s_at"	"202839_s_at"	"208714_at"	"211407_at"	"218563_at"	"211752_s_at"	"213333_at"
"201638_s_at"	"204371_s_at"	"212627_s_at"	"204372_s_at"	"213648_at"	"212303_x_at"
"208675_s_at"	"215399_s_at"	"217716_s_at"
"200746_s_at"	"200852_x_at"	"201040_at"	"200744_s_at"	"215996_at"
"202226_s_at"	"206883_x_at"	"202112_at"
"202225_at"	"212043_at"
"210574_s_at"	"40829_at"
"202224_at"	"212040_at"
"200745_s_at"	"201156_s_at"
"208674_x_at"	"200714_x_at"
"218463_s_at"	"218481_at"
"201897_s_at"	"218308_at"
"201140_s_at"	"201276_at"	"217793_at"	"34478_at"
"218076_s_at"	"212777_at"	"212780_at"	"219907_at"
"200600_at"	"200663_at"	"201392_s_at"
"202329_at"	"221548_s_at"	"208018_s_at"
"217786_at"	"207772_s_at"	"219590_x_at"	"222360_at"
"200645_at"	"209078_s_at"	"202024_at"
"211928_at"	"203660_s_at"	"222015_at"
"209449_at"	"209381_x_at"
"213112_s_at"	"201841_s_at"	"200974_at"
"218030_at"	"207613_s_at"	"206493_at"
"203577_at"	"208149_x_at"
"201471_s_at"	"209941_at"
"213048_s_at"	"210800_at"
"210333_at"	"208502_s_at"
"210231_x_at"	"205217_at"
"37462_i_at"	"208984_x_at"
"203136_at"	"216267_s_at"
"203175_at"	"212651_at"	"221789_x_at"	"65770_at"	"222131_x_at"
"217383_at"	"215794_x_at"
"201393_s_at"	"203834_s_at"
"207282_s_at"	"205688_at"
"204039_at"	"210358_x_at"
"209364_at"	"206863_x_at"	"200796_s_at"
"1861_at"	"206865_at"	"200797_s_at"
"217356_s_at"	"210447_at"
"201694_s_at"	"203275_at"	"208436_s_at"	"217502_at"	"201786_s_at"
"205049_s_at"	"206181_at"	"207641_at"
"205205_at"	"211524_at"
"206393_at"	"205177_at"	"215389_s_at"	"204083_s_at"
"218906_x_at"	"214279_s_at"
"206834_at"	"205919_at"	"220807_at"	"217683_at"	"206647_at"
"217028_at"	"207136_at"	"203388_at"
"210206_s_at"	"207168_s_at"
"209077_at"	"201135_at"
"202093_s_at"	"221021_s_at"
"203740_at"	"203667_at"
"217873_at"	"41657_at"
"209710_at"	"206283_s_at"
"210150_s_at"	"201380_at"
"205932_s_at"	"211219_s_at"
"206793_at"	"208817_at"
"207954_at"	"216925_s_at"
"208826_x_at"	"206492_at"
"208159_x_at"	"214501_s_at"
"205589_at"	"209742_s_at"	"212654_at"	"205693_at"
"215787_at"	"216438_s_at"
"201851_at"	"218813_s_at"
"206864_s_at"	"214057_at"
"217221_x_at"	"204559_s_at"
"222122_s_at"	"201936_s_at"
"212994_at"	"201935_s_at"
"203315_at"	"40359_at"
"218679_s_at"	"201541_s_at"
"211320_s_at"	"215280_s_at"
"206634_at"	"206140_at"
"203564_at"	"34408_at"
"208330_at"	"207155_at"
"214370_at"	"205863_at"
"217478_s_at"	"210982_s_at"	"208894_at"
"217752_s_at"	"202108_at"
"202388_at"	"201709_s_at"
"205965_at"	"209782_s_at"
"210382_at"	"207577_at"
